Transaction ID,Transaction Date,Value,Cancelled?
4379375595,2023-02-01,92.2,N
4388705306,2023-02-01,107.56,N
4401282922,2023-02-01,97.79,N
4408012394,2023-02-01,179.6,N
4419627565,2023-02-01,82.42,N
4423534959,2023-02-01,818.4,N
4434384694,2023-02-01,12.5,N
4466049351,2023-02-01,152.59,N
4497787095,2023-02-01,212.62,N
4509823673,2023-02-01,126.4,N
4525854200,2023-02-01,77.61,N
4559118590,2023-02-01,948.2,N
4570628478,2023-02-01,219.71,N
4573867058,2023-02-01,152.04,N
4589226839,2023-02-01,103.68,N
4643464941,2023-02-01,125.14,N
4644964123,2023-02-01,83.86,N
4645154796,2023-02-01,165.66,N
4659044572,2023-02-01,116.27,N
4677761531,2023-02-01,137.9,N
4693368083,2023-02-01,56.55,N
4694367935,2023-02-01,124.86,N
4708814631,2023-02-01,146.39,N
4718980933,2023-02-01,164.31,N
4722437769,2023-02-01,81.07,N
4734915490,2023-02-01,131.36,N
4797295066,2023-02-01,173.01,N
4805694394,2023-02-01,199.99,N
4808478463,2023-02-01,830.7,N
4808934140,2023-02-01,144.31,N
4824636345,2023-02-01,102.61,N
4828059458,2023-02-01,92.86,N
4837065813,2023-02-01,45.7,N
4839560870,2023-02-01,98.75,N
4857981467,2023-02-01,49.37,N
4862636918,2023-02-01,84.07,N
4870455293,2023-02-01,105.61,N
4872823141,2023-02-01,105.55,N
4889575146,2023-02-01,162.02,N
4894075903,2023-02-01,3.89,N
4897428815,2023-02-01,65.26,N
4932283334,2023-02-01,186.45,N
4972314559,2023-02-01,114.68,N
4979321801,2023-02-01,1153,N
4990416082,2023-02-01,104.89,Y
5001795990,2023-02-01,86.72,N
5006139781,2023-02-01,49.48,N
5007219533,2023-02-01,92.51,N
5044136751,2023-02-01,50.33,N
5049728967,2023-02-01,45.11,N
5053762481,2023-02-01,780.9,N
5056815187,2023-02-01,114.04,N
5063378595,2023-02-01,92.85,N
5070300180,2023-02-01,128.49,N
5102128388,2023-02-01,44.29,N
5110310424,2023-02-01,55.85,N
5186722553,2023-02-01,134.43,N
5250457096,2023-02-01,97.11,N
5255744239,2023-02-01,131.58,N
5261786053,2023-02-01,19.88,N
5270289385,2023-02-01,107.18,N
5285604559,2023-02-01,937.1,N
5290444823,2023-02-01,142.2,N
5341325915,2023-02-01,114.47,N
5342133165,2023-02-01,174.19,N
5349204874,2023-02-01,167.46,N
5356793669,2023-02-01,126.01,N
5365952324,2023-02-01,53.46,N
5370803099,2023-02-01,73.14,N
5377329554,2023-02-01,48.39,N
5386617796,2023-02-01,77.41,N
5401767862,2023-02-01,69.18,N
5435803713,2023-02-01,130.8,N
5436760538,2023-02-01,89.15,N
5440794220,2023-02-01,120.88,N
5471144104,2023-02-01,106.8,N
5479589717,2023-02-01,149.8,N
5490008644,2023-02-01,61.08,N
5502056139,2023-02-01,186.89,N
5505811906,2023-02-01,95.21,N
5512731963,2023-02-01,97.92,N
5545236821,2023-02-01,77.55,N
5545643044,2023-02-01,55.09,N
5559909890,2023-02-01,142.99,N
5562717255,2023-02-01,84.44,N
5594859128,2023-02-01,153.9,N
5596420425,2023-02-01,1264.3,N
5608656210,2023-02-01,209.89,N
5609888875,2023-02-01,48.99,N
5614703012,2023-02-01,113.69,N
5664706023,2023-02-01,62.95,N
5674276811,2023-02-01,80.92,N
5711412035,2023-02-01,84.25,N
5737099466,2023-02-01,119.21,N
5749081338,2023-02-01,81.56,N
5805207273,2023-02-01,1292.5,N
5806570924,2023-02-01,129.91,N
5829338610,2023-02-01,74.43,N
5845159431,2023-02-01,129.83,N
5863278412,2023-02-01,96.51,N
5868125053,2023-02-01,105.94,N
5869530814,2023-02-01,170.35,N
5899025867,2023-02-01,151.41,N
5902115159,2023-02-01,76.69,N
6002011455,2023-02-01,52.32,N
6004632198,2023-02-01,136.95,N
6011468519,2023-02-01,45.64,N
6011958974,2023-02-01,49.84,N
6023449913,2023-02-01,146.1,N
6072047211,2023-02-01,125.38,N
6076497033,2023-02-01,70.27,N
6090068292,2023-02-01,88.99,N
6105724500,2023-02-01,82.42,N
6116117384,2023-02-01,646.2,N
6129319703,2023-02-01,215.02,N
6151709039,2023-02-01,85.77,N
6234361846,2023-02-01,119.68,N
6240123293,2023-02-01,60.93,N
6266174936,2023-02-01,164.06,N
6309058363,2023-02-01,153.65,N
6311700476,2023-02-01,124.86,N
6347461331,2023-02-01,38.67,N
6409911742,2023-02-01,99.06,N
6421919332,2023-02-01,146.28,N
6440953079,2023-02-01,111.48,N
6444982588,2023-02-01,105.25,N
6456652502,2023-02-01,32.39,N
6458390300,2023-02-01,101.68,N
6552837631,2023-02-01,42.27,N
6615767074,2023-02-01,239.72,N
6640169649,2023-02-01,84.68,N
6679336961,2023-02-01,210.52,Y
6687515713,2023-02-01,546.3,N
6696108955,2023-02-01,81.02,N
6696149783,2023-02-01,127.65,N
6704474749,2023-02-01,69.91,N
6718694576,2023-02-01,80.9,N
6732343335,2023-02-01,160.38,N
6755969966,2023-02-01,160.48,N
6800809225,2023-02-01,960.8,N
6820364873,2023-02-01,615.8,N
6822654038,2023-02-01,1397.4,N
6825621866,2023-02-01,86.68,N
6841530349,2023-02-01,8.07,N
6844586396,2023-02-01,115.41,N
6853313097,2023-02-01,98.74,N
6874332880,2023-02-01,103.58,N
6877689054,2023-02-01,124.69,N
6878199557,2023-02-01,85.83,N
6904264551,2023-02-01,112.77,N
6922053567,2023-02-01,99.41,N
6928853107,2023-02-01,168.34,N
6931826360,2023-02-01,120.92,N
6933646424,2023-02-01,118.62,N
6938733716,2023-02-01,147.6,N
6949959508,2023-02-01,120.13,N
6952717994,2023-02-01,107.97,N
6981673363,2023-02-01,103.35,N
6982266508,2023-02-01,75.45,N
6992263978,2023-02-01,78.22,N
6999999139,2023-02-01,121.69,N
7006006759,2023-02-01,150.38,N
7020854273,2023-02-01,119.74,N
7036108126,2023-02-01,118.24,N
7087580108,2023-02-01,1888.2,N
7094635443,2023-02-01,115.85,N
7124837537,2023-02-01,148.96,N
7128407707,2023-02-01,152.29,N
7159120612,2023-02-01,106.46,N
7174047505,2023-02-01,123.08,N
7177567658,2023-02-01,74.4,N
7203220478,2023-02-01,120.69,N
7212498912,2023-02-01,72.19,N
7249578448,2023-02-01,120.09,N
7251958570,2023-02-01,12.31,N
7274465511,2023-02-01,129.39,N
7276336212,2023-02-01,143.83,N
7287424320,2023-02-01,91.95,N
7338799466,2023-02-01,85.61,N
7350329830,2023-02-01,98.39,N
7386911645,2023-02-01,81.49,N
7405079237,2023-02-01,32.75,N
7423741337,2023-02-01,61.23,N
7427002520,2023-02-01,588.3,N
7442944922,2023-02-01,127.46,N
7448796070,2023-02-01,75.09,N
7454571530,2023-02-01,2027.7,N
7489311462,2023-02-01,65.12,N
7503681586,2023-02-01,174,N
7506980665,2023-02-01,17.61,N
7507813428,2023-02-01,110.45,N
7525694338,2023-02-01,12.97,N
7530501054,2023-02-01,130.83,N
7534668824,2023-02-01,88.19,N
7535824390,2023-02-01,95.83,N
7547139418,2023-02-01,1393.7,N
7569962362,2023-02-01,141.6,N
7581563790,2023-02-01,130.24,Y
7637654206,2023-02-01,71.73,N
7668735372,2023-02-01,43.65,N
7683368385,2023-02-01,185.45,N
7700746656,2023-02-01,33.36,N
7706092852,2023-02-01,126.36,N
7759642156,2023-02-01,102.91,N
7767698777,2023-02-01,106.3,N
7770412153,2023-02-01,527.1,N
7785504962,2023-02-01,77.78,N
7800700178,2023-02-01,156.88,N
7810071076,2023-02-01,1069.7,N
7813235517,2023-02-01,170.25,N
7814492157,2023-02-01,102.9,N
7815265251,2023-02-01,80.88,N
7830634912,2023-02-01,137.72,N
7867318720,2023-02-01,246.14,N
7880417508,2023-02-01,105.76,N
7886178947,2023-02-01,85.99,N
7890954581,2023-02-01,126.64,N
7895853082,2023-02-01,123.96,N
7920977401,2023-02-01,200.4,N
7936381465,2023-02-01,181.11,N
7939993119,2023-02-01,812.6,N
7944903556,2023-02-01,65.35,N
7950388412,2023-02-01,140.27,N
7958648456,2023-02-01,212.26,N
7978607046,2023-02-01,111.89,N
8002937015,2023-02-01,89.41,N
8013873722,2023-02-01,41.18,N
8047217771,2023-02-01,164.94,N
8053792960,2023-02-01,103.68,N
8060178342,2023-02-01,72.79,N
8098208974,2023-02-01,70.34,N
8115221368,2023-02-01,52,N
8143181537,2023-02-01,58,N
8183433154,2023-02-01,136.75,N
8187001577,2023-02-01,147.58,N
8213169859,2023-02-01,86.44,N
8218337040,2023-02-01,808.4,N
8220844841,2023-02-01,160.76,N
8233349100,2023-02-01,101.08,N
8235877457,2023-02-01,695.3,N
8274223322,2023-02-01,37.94,N
8281912200,2023-02-01,80.81,N
8282825654,2023-02-01,81.22,N
8298420322,2023-02-01,112.34,N
8303398830,2023-02-01,90.07,N
8317007081,2023-02-01,802.6,N
8321909981,2023-02-01,121.83,N
8322013531,2023-02-01,122.7,N
8334012098,2023-02-01,54.7,N
8350939885,2023-02-01,95.49,N
8362618469,2023-02-01,150.96,N
8365156997,2023-02-01,240.2,N
8381803373,2023-02-01,148.34,N
8396185328,2023-02-01,1052.6,N
8415329601,2023-02-01,93.28,N
8431494972,2023-02-01,80.7,N
8470998080,2023-02-01,77.94,N
8505589491,2023-02-01,156.89,N
8505854004,2023-02-01,97.37,N
8510065411,2023-02-01,158.51,N
8517537394,2023-02-01,142.98,N
8561895411,2023-02-01,12.83,N
8578229606,2023-02-01,135.55,N
8583760144,2023-02-01,122.63,N
8584063951,2023-02-01,92.64,N
8590294420,2023-02-01,167.85,N
8606391085,2023-02-01,124.73,N
8626053436,2023-02-01,71.89,N
8638823428,2023-02-01,65.02,N
8651338317,2023-02-01,55.58,N
8655560707,2023-02-01,20.11,N
8664334684,2023-02-01,172.78,N
8666956437,2023-02-01,103.4,N
8700096849,2023-02-01,116.57,N
8709157255,2023-02-01,50.55,N
8733144869,2023-02-01,122.07,N
8760299592,2023-02-01,56.06,N
8780749267,2023-02-01,159.64,N
8785605964,2023-02-01,0.96,N
8796229152,2023-02-01,670.1,N
8808522040,2023-02-01,121.46,N
8837989075,2023-02-01,166.48,N
8849419945,2023-02-01,146.02,N
8861000819,2023-02-01,86.97,N
8881619172,2023-02-01,145.77,N
8893657562,2023-02-01,614.1,N
8897640869,2023-02-01,106.68,N
8902537706,2023-02-01,100.02,N
8948242482,2023-02-01,156.73,N
8961015281,2023-02-01,800,N
8965176441,2023-02-01,1634.7,N
8975150143,2023-02-01,115.41,N
8982185151,2023-02-01,91.77,N
9008135507,2023-02-01,83.77,N
9013221270,2023-02-01,1500.7,N
9019303716,2023-02-01,55.49,N
9040785333,2023-02-01,126.46,N
9108169748,2023-02-01,103.99,N
9149702025,2023-02-01,112.52,N
9152753778,2023-02-01,127.57,N
9160087986,2023-02-01,143.85,N
9169431892,2023-02-01,54.98,N
9172942037,2023-02-01,91.66,N
9179717713,2023-02-01,136.22,N
9209686675,2023-02-01,112.98,N
9213093365,2023-02-01,66.84,N
9232059150,2023-02-01,176.41,N
9264843477,2023-02-01,473.7,N
9285342108,2023-02-01,120.93,N
9303431731,2023-02-01,84.14,N
9332407401,2023-02-01,3.04,N
9347748730,2023-02-01,142.91,N
9357794492,2023-02-01,1072.7,N
9357883290,2023-02-01,9.32,N
9365985285,2023-02-01,122.51,N
9377118662,2023-02-01,98.05,N
9387340996,2023-02-01,65.61,N
9389881641,2023-02-01,1361,N
9405869884,2023-02-01,601.7,N
9411288316,2023-02-01,81.16,N
9473170254,2023-02-01,63.11,N
9480994151,2023-02-01,96.77,N
9494263243,2023-02-01,94.97,N
9495118778,2023-02-01,78.1,N
9501542580,2023-02-01,90.9,N
9527397839,2023-02-01,102.76,N
9544658440,2023-02-01,75.52,N
9549089789,2023-02-01,117.4,N
9563188403,2023-02-01,119.88,N
9565416853,2023-02-01,117.6,N
9569169834,2023-02-01,135,N
9578710798,2023-02-01,69.4,N
9590171559,2023-02-01,96.14,N
9594227230,2023-02-01,158.59,N
9602822910,2023-02-01,52.17,N
9608041392,2023-02-01,132.52,N
9672882432,2023-02-01,101.28,N
9690081152,2023-02-01,126.06,N
9702211972,2023-02-01,787.2,N
9729988870,2023-02-01,69.52,N
9736043614,2023-02-01,96.26,N
9756997974,2023-02-01,75.62,N
9792165223,2023-02-01,142.14,N
9804495651,2023-02-01,64.89,N
9809234260,2023-02-01,99.63,N
9842749193,2023-02-01,160.61,N
9843660498,2023-02-01,126.75,N
9849651040,2023-02-01,1041.9,N
9850271957,2023-02-01,148.64,N
9865879743,2023-02-01,33.49,N
9887479209,2023-02-01,130.11,N
9890756595,2023-02-01,123.29,N
9917169164,2023-02-01,61.87,N
9935545032,2023-02-01,131.27,N
9977458324,2023-02-01,16.06,N
9984768961,2023-02-01,102.21,N
9986672341,2023-02-01,599.8,N
9997164946,2023-02-01,123.23,N
0014877473,2023-02-02,84.65,N
0025647644,2023-02-02,27.44,N
0027406199,2023-02-02,123.2,N
0044502680,2023-02-02,25.81,N
0046779876,2023-02-02,1019.5,N
0057769761,2023-02-02,128.71,N
0064404218,2023-02-02,89.7,N
0079180930,2023-02-02,116.43,N
0086070703,2023-02-02,131.02,N
0110961145,2023-02-02,187.19,N
0147201330,2023-02-02,118.22,N
0178092339,2023-02-02,150.75,N
0202263606,2023-02-02,1028.8,N
0214826732,2023-02-02,28.99,N
0221433600,2023-02-02,97.9,N
0223423912,2023-02-02,177.88,N
0239703596,2023-02-02,56.02,N
0247440590,2023-02-02,133,N
0270378235,2023-02-02,786.6,N
0274107147,2023-02-02,114.29,N
0285752618,2023-02-02,84.91,N
0335895573,2023-02-02,38.78,N
0341498017,2023-02-02,30.52,N
0361228120,2023-02-02,158.32,N
0374592721,2023-02-02,51.28,N
0385512465,2023-02-02,83.33,N
0391231618,2023-02-02,62.33,N
0399690530,2023-02-02,184.29,N
0408574860,2023-02-02,168.98,N
0424686392,2023-02-02,62.13,N
0426872576,2023-02-02,123.8,N
0444316671,2023-02-02,34.56,N
0453099580,2023-02-02,37.84,N
0482638850,2023-02-02,170.79,N
0490257054,2023-02-02,140.27,N
0491790635,2023-02-02,122.54,N
0517882272,2023-02-02,119.36,N
0533777801,2023-02-02,89.88,N
0535399251,2023-02-02,130.94,N
0560740182,2023-02-02,1499.9,N
0576673226,2023-02-02,89.46,N
0578487942,2023-02-02,142.26,N
0582997275,2023-02-02,61.45,N
0587171170,2023-02-02,57.66,N
0590240668,2023-02-02,52.84,Y
0594857503,2023-02-02,71.52,N
0595460267,2023-02-02,106.05,N
0601160339,2023-02-02,113.03,N
0613537041,2023-02-02,58.4,N
0619634057,2023-02-02,120.45,N
0639347479,2023-02-02,86.31,N
0692272976,2023-02-02,166.1,N
0719294363,2023-02-02,534.5,N
0766742091,2023-02-02,167.22,N
0777889129,2023-02-02,133.59,N
0809101742,2023-02-02,99.58,N
0819158666,2023-02-02,148.04,N
0842668926,2023-02-02,176.64,N
0848400593,2023-02-02,180.16,N
0862595207,2023-02-02,89.87,N
0890654816,2023-02-02,52.25,N
0915167263,2023-02-02,80.13,N
0954326857,2023-02-02,31.64,N
0956880142,2023-02-02,15.52,N
0968984959,2023-02-02,217.51,N
1000047628,2023-02-02,133.09,N
1019117125,2023-02-02,1502.2,N
1021542857,2023-02-02,108.09,N
1077660286,2023-02-02,236.79,N
1085691616,2023-02-02,65.2,N
1097402770,2023-02-02,68.41,N
1180631226,2023-02-02,150.88,N
1189163233,2023-02-02,779.9,N
1253699690,2023-02-02,36.6,N
1253700532,2023-02-02,66.42,N
1253711658,2023-02-02,231.9,N
1258479664,2023-02-02,120.26,N
1276054904,2023-02-02,43.55,N
1276205805,2023-02-02,237.02,N
1294988646,2023-02-02,120.61,N
1298005922,2023-02-02,185.74,N
1299474810,2023-02-02,45.22,N
1303436728,2023-02-02,111.16,N
1312626933,2023-02-02,190.68,N
1313089346,2023-02-02,109.28,N
1315096013,2023-02-02,379.5,N
1340015161,2023-02-02,724.4,Y
1366202724,2023-02-02,48.35,N
1371765766,2023-02-02,69.49,N
1374773190,2023-02-02,162.35,N
1378995848,2023-02-02,83.89,N
1382033494,2023-02-02,58.23,N
1425013864,2023-02-02,53.59,N
1425988075,2023-02-02,2.63,N
1441377247,2023-02-02,104.28,N
1456758268,2023-02-02,120.32,N
1459186575,2023-02-02,123.95,N
1468199617,2023-02-02,92.47,N
1474286828,2023-02-02,23.76,Y
1485460530,2023-02-02,39.13,N
1492043389,2023-02-02,1436.3,N
1501994484,2023-02-02,58.65,N
1502351366,2023-02-02,95.08,N
1552328376,2023-02-02,37.62,N
1606133950,2023-02-02,111.34,N
1612227368,2023-02-02,1640.2,N
1622846559,2023-02-02,51,N
1658279905,2023-02-02,39.87,N
1661150934,2023-02-02,198.28,N
1731161891,2023-02-02,101.46,N
1746063793,2023-02-02,118.6,N
1753186544,2023-02-02,1097.6,N
1761587994,2023-02-02,142.28,N
1768773017,2023-02-02,117.9,N
1778171621,2023-02-02,77.04,N
1786382415,2023-02-02,88.29,N
1786564343,2023-02-02,62.78,N
1817832042,2023-02-02,35.9,N
1839120983,2023-02-02,186.07,N
1865455857,2023-02-02,121.1,N
1871621380,2023-02-02,212.6,N
1896284396,2023-02-02,114.44,N
1899214135,2023-02-02,30.01,N
1924541106,2023-02-02,794.9,N
1934459607,2023-02-02,876.4,N
1939307600,2023-02-02,150.2,N
1942723873,2023-02-02,156.52,N
1945322284,2023-02-02,87.3,N
1950439267,2023-02-02,75.4,Y
1953306268,2023-02-02,120.93,N
1959377639,2023-02-02,950.2,N
1969499443,2023-02-02,53,N
1999956486,2023-02-02,104.03,N
2000809960,2023-02-02,132.64,N
2028613319,2023-02-02,140.57,N
2056944278,2023-02-02,98.15,N
2068497069,2023-02-02,93.56,N
2083530586,2023-02-02,49.63,N
2088158022,2023-02-02,33.06,N
2121202595,2023-02-02,15.93,N
2164139372,2023-02-02,113.73,N
2167670516,2023-02-02,27.69,N
2177731674,2023-02-02,103.88,N
2178262295,2023-02-02,192.68,N
2187275795,2023-02-02,154.06,N
2199211371,2023-02-02,31.96,N
2199399001,2023-02-02,96.32,N
2211551386,2023-02-02,116.89,N
