Passed Subjects,Student's Avg Score,Student ID,Gender
5,85.9,96,Male
7,87.4,267,Female
6,82,494,Male
6,89.1,982,Male
6,83.6,47,Male
5,85,238,Female
6,78.4,798,Male
5,80.7,124,Male
4,82,957,Female
5,83.1,870,Male
4,81.3,899,Female
5,82.4,718,Male
4,79.4,245,Male
4,75.4,41,Female
6,86.3,282,Male
4,76.4,696,Female
3,77.4,836,Female
4,78.7,26,Male
3,76.6,324,Female
2,70.6,304,Agender
4,81.3,640,Male
6,82.1,228,Female
5,79.3,995,Female
4,78.7,461,Female
3,73.1,248,Male
3,75.7,767,Female
5,84.4,446,Female
3,79.9,396,Female
3,74.1,752,Male
6,82.4,694,Genderqueer
3,77.6,150,Male
5,80.9,499,Female
3,70.4,60,Male
7,87.6,151,Female
3,74.6,772,Female
4,79.4,417,Male
4,77.7,853,Female
4,81,376,Female
3,73.1,459,Bigender
7,91.1,839,Female
5,83.4,493,Male
5,83.1,529,Female
1,70.3,542,Female
5,79.6,807,Male
5,79.9,579,Female
5,87.1,528,Female
2,69.6,903,Male
6,85.7,460,Male
4,79,888,Female
5,81.6,406,Female
5,79.6,281,Female
7,85.9,782,Female
3,74.6,967,Male
6,87.6,377,Male
5,85.4,260,Female
3,74.7,636,Female
3,76.7,74,Female
3,73.3,109,Female
5,82.6,216,Non-binary
3,75,902,Female
5,80.3,775,Bigender
7,83.1,100,Male
4,83.1,532,Genderfluid
4,78.3,157,Male
6,80.3,818,Male
2,71,682,Polygender
6,85.6,147,Male
3,73.1,948,Female
5,79.9,535,Male
4,74.9,517,Male
3,77.4,32,Female
4,74.4,277,Female
3,71.4,452,Female
4,80.1,889,Female
5,85.9,581,Agender
5,82.7,864,Female
5,82.3,390,Male
4,78.7,817,Female
6,82.9,922,Female
6,89.3,624,Polygender
3,75.9,200,Male
3,77.3,709,Male
6,82.7,829,Male
4,79.3,136,Male
6,84.1,660,Female
6,86.4,558,Male
5,81.9,351,Male
5,81.7,790,Male
6,84.9,51,Female
4,83,485,Male
5,86.1,766,Female
5,77.6,741,Female
4,75.7,95,Female
3,74.9,387,Female
5,84.7,845,Female
4,79.4,964,Male
4,81,656,Polygender
4,77,618,Female
5,81.1,679,Female
5,84,225,Male
5,84.7,742,Female
6,87.6,551,Male
4,81.6,113,Female
3,77.9,758,Male
5,78.7,619,Female
6,85.7,582,Female
1,69,359,Male
5,79.4,894,Bigender
7,88.6,867,Female
5,77.7,104,Female
4,74.9,264,Male
6,85.3,392,Polygender
6,87,996,Female
5,81.6,45,Male
5,80.7,408,Female
5,83.7,975,Female
4,80.3,297,Male
3,76.9,474,Female
6,80,638,Agender
1,68.7,613,Male
5,84.6,161,Bigender
5,78.4,974,Male
5,83.9,55,Female
3,73.9,907,Female
5,87.1,397,Male
5,83.1,531,Male
6,81.4,310,Genderfluid
4,76.4,570,Female
5,80.3,555,Female
4,76,153,Polygender
4,82.7,651,Bigender
3,76,676,Female
4,79.3,746,Polygender
4,79.9,574,Male
5,81.9,241,Male
4,77.3,854,Female
0,65.7,118,Male
6,84.1,328,Female
4,75.7,154,Female
6,78.4,291,Female
6,86,911,Male
5,85.1,736,Female
5,80.7,70,Male
3,75.6,445,Male
3,74.6,378,Male
4,80.3,383,Genderqueer
6,84.4,725,Polygender
5,81.4,191,Male
5,87.1,63,Male
4,80.1,810,Male
5,84.3,302,Male
6,84,650,Female
2,72,685,Male
5,79.6,633,Polygender
5,80.6,744,Female
5,80.1,112,Male
5,83,597,Male
5,84.3,146,Female
5,83,760,Female
5,79.4,94,Male
4,72.1,878,Male
5,81,671,Female
4,77.6,918,Male
6,88.6,600,Female
3,75.9,257,Male
4,74.9,133,Female
5,79.7,929,Genderfluid
3,74.3,457,Female
6,86.9,609,Female
3,75.4,704,Male
4,78,120,Female
5,82.3,117,Female
2,72.6,930,Female
2,69.1,851,Female
6,92.4,874,Male
4,73.6,503,Female
2,73.1,699,Female
4,79,571,Female
7,85,565,Male
4,79.4,632,Male
6,87.7,669,Male
6,85.6,799,Male
4,80.3,210,Female
3,78.9,786,Female
4,79.9,925,Male
6,86.3,973,Female
3,75.6,404,Female
2,74.4,663,Male
2,71,540,Male
5,79.3,678,Female
6,82.9,620,Male
5,77.3,771,Female
3,75.6,703,Female
2,74.9,564,Male
3,81,628,Male
4,80.7,237,Female
6,87.9,891,Male
7,83.4,777,Male
4,79.7,695,Agender
6,87.7,307,Male
3,71,921,Female
6,86,539,Agender
3,73.4,872,Female
4,76.4,674,Male
6,88.7,833,Female
4,73.7,892,Female
6,84.3,639,Male
4,84.4,533,Genderqueer
5,82.4,162,Male
3,77.6,431,Male
7,88.6,80,Male
4,79.9,712,Male
6,83.6,897,Agender
4,77,207,Male
3,78.1,649,Female
5,81,642,Male
4,77.6,512,Female
6,84.6,218,Female
3,77.6,789,Male
4,81.3,21,Genderfluid
7,85,672,Female
3,74.3,719,Female
6,80.1,622,Male
3,75,969,Male
3,73.9,249,Male
4,74,31,Female
3,78.3,832,Female
4,81.9,953,Male
3,76.3,416,Female
3,78.6,208,Female
5,82.6,86,Female
4,81.9,7,Female
3,76.1,91,Male
6,84,380,Male
5,81.6,405,Male
6,83.6,412,Male
4,78.4,401,Female
3,77.3,507,Male
3,74.9,877,Male
3,77.6,590,Female
7,85.3,721,Genderqueer
4,74.4,167,Female
6,85.9,266,Male
4,78.9,487,Female
4,80,869,Male
4,77.6,62,Male
5,86,465,Male
6,87.7,871,Female
7,85,940,Female
5,84.3,326,Genderfluid
5,79.4,796,Male
4,79.3,573,Female
4,82.3,37,Male
2,74,917,Female
5,85.3,904,Female
6,90.1,203,Male
4,79.7,361,Male
5,81.9,788,Female
5,80.9,732,Male
3,75,714,Female
4,78.4,646,Genderqueer
4,80.4,616,Female
3,74.3,362,Polygender
6,81.7,486,Female
1,71.9,968,Female
4,81.1,129,Female
5,84.6,314,Female
4,83.4,193,Male
5,82.7,883,Male
4,80.9,731,Female
4,79.3,761,Male
4,79.4,420,Female
4,77.4,759,Female
4,79.6,594,Female
5,81.7,123,Female
2,74.3,75,Female
4,76.3,278,Male
6,86.7,962,Male
7,84.3,58,Polygender
4,78.6,916,Male
4,75.7,681,Female
5,80.6,879,Female
5,80.9,444,Male
5,77.9,757,Female
4,78.6,330,Male
5,85.7,350,Male
3,73,774,Male
7,86.6,298,Female
5,75,354,Female
4,75.1,978,Female
3,76.1,306,Male
5,85.1,475,Female
5,85.6,504,Genderqueer
6,84.4,572,Female
4,82.3,438,Male
3,72.1,804,Male
2,73.4,913,Male
4,75.3,644,Male
5,79.7,127,Bigender
4,76.1,27,Female
6,83.9,101,Female
5,81,316,Male
4,78,697,Female
4,79.4,195,Genderfluid
4,80.7,885,Female
5,82.7,105,Male
4,78.1,943,Female
5,82.3,132,Female
7,87,313,Male
4,76.3,664,Male
5,82.7,901,Female
4,79,276,Male
4,75.6,561,Female
4,82.1,164,Male
3,77.9,717,Female
5,75.7,965,Male
2,68.7,421,Male
1,71.1,596,Male
7,88.7,145,Female
4,76.4,2,Male
5,80,614,Male
4,76.3,621,Male
3,75,72,Male
3,76.4,797,Female
4,74.3,292,Agender
4,81.9,398,Male
4,79.9,966,Male
3,80.3,233,Female
5,84.9,530,Female
4,75.6,258,Male
5,81.6,255,Female
6,83.3,724,Male
3,75.1,355,Non-binary
5,80.4,756,Female
3,77,629,Female
1,69.4,603,Non-binary
4,82.6,119,Genderfluid
4,81.3,202,Female
5,85.9,715,Male
6,81.9,637,Male
5,80.7,182,Male
6,85.6,988,Male
4,79.7,896,Female
4,78.6,455,Female
5,83.9,262,Male
3,77.3,348,Female
5,82.6,591,Genderfluid
4,80.6,935,Female
6,81.3,1,Female
2,72.9,39,Female
6,89.7,56,Male
6,87.1,272,Female
5,77.9,905,Male
3,75.9,189,Male
3,79.4,82,Female
3,74,98,Male
6,84.1,516,Female
5,77.7,352,Male
4,80.4,947,Male
4,80.7,287,Female
3,73.1,356,Female
4,81,668,Male
5,80.1,525,Bigender
7,88.1,837,Female
4,74.7,652,Male
5,83.6,895,Genderqueer
4,80.7,490,Male
3,76.9,10,Male
6,86.4,149,Female
6,82.4,280,Non-binary
5,77.3,454,Female
5,85,184,Male
2,73.3,522,Polygender
4,74.7,317,Female
5,77.1,87,Male
2,72.6,174,Female
7,90,997,Female
4,80.6,170,Male
5,82.6,625,Female
4,77.6,598,Female
5,84.6,546,Male
5,82,496,Male
4,80.1,244,Female
4,78.4,819,Female
5,81.3,288,Male
7,89.6,12,Female
5,77.9,692,Female
4,77.4,513,Female
4,78.9,226,Female
4,81.3,562,Male
5,84.6,99,Female
6,82.3,519,Female
5,77.4,876,Female
3,79.6,733,Male
2,73,514,Female
3,75.4,729,Male
4,73.7,394,Male
3,76.1,79,Genderfluid
7,86.9,180,Female
6,82.4,483,Female
5,81.1,449,Male
4,75,152,Female
5,85.1,926,Female
4,84.9,295,Female
6,82.1,847,Female
6,79.1,373,Male
3,76.1,881,Bigender
6,86,857,Female
2,72.9,938,Male
4,80.6,77,Female
6,81.9,85,Female
5,82.7,229,Male
4,80.3,135,Female
4,78.6,92,Female
3,78.4,222,Male
5,80.6,305,Male
5,80.4,335,Male
3,78.1,462,Female
3,75.7,751,Male
3,77,776,Genderqueer
5,83.9,54,Female
4,80.9,128,Female
6,79.6,665,Male
5,76.7,848,Female
4,77.7,908,Male
4,77.4,991,Female
6,83.4,627,Female
3,76,984,Female
5,82,66,Male
4,74.6,778,Female
5,81.1,998,Male
5,81.9,830,Female
5,84.3,816,Female
4,79.4,683,Female
5,83.3,368,Female
5,79.1,688,Male
6,82.6,770,Male
2,74.9,588,Male
4,77.6,83,Female
2,74.4,205,Female
4,79,884,Male
5,82.7,861,Female
5,82.6,285,Male
4,75.3,88,Male
4,78.3,939,Male
3,76.4,342,Male
4,73.6,545,Agender
2,75,250,Male
4,81,413,Female
6,80.1,478,Female
7,91.3,764,Female
2,74.7,568,Male
5,80.4,107,Female
5,81.7,606,Male
6,84.6,936,Male
6,82.4,8,Male
4,82.9,363,Female
5,81.3,994,Female
3,74.7,927,Female
5,79.1,840,Female
6,84,303,Female
4,76.7,251,Female
5,79.4,584,Genderqueer
4,76.4,726,Male
4,80.4,379,Male
4,78.6,835,Male
4,78.6,873,Male
3,75.1,40,Female
3,74.6,327,Male
4,83.1,659,Female
4,80.6,430,Male
4,73.7,701,Female
4,77.1,491,Female
6,84,339,Female
6,84,754,Male
6,83.3,981,Female
5,80.6,707,Male
5,83.4,240,Male
3,75.7,743,Female
3,79.4,400,Agender
2,76.1,450,Male
5,75.7,755,Male
4,77.6,762,Male
5,79.9,739,Male
5,80,69,Female
5,86.1,337,Female
6,88.4,321,Bigender
5,83.7,176,Female
6,89.1,693,Female
3,76.3,415,Female
3,73.6,785,Male
3,76.9,448,Male
5,82.6,263,Male
6,85.3,323,Male
1,70,467,Female
4,84,131,Male
5,82,134,Male
5,82,834,Male
6,82,971,Female
3,74.1,655,Female
5,80.6,372,Male
6,83.1,728,Male
6,80.1,71,Male
3,75.3,812,Female
4,82.6,658,Genderqueer
5,81.9,432,Male
5,79.9,946,Female
5,82.4,890,Male
5,79,653,Genderfluid
3,76.7,442,Female
6,88.7,803,Agender
6,85.7,159,Female
3,73.7,479,Male
5,81.6,336,Male
1,68.7,293,Male
4,79.7,856,Male
4,74.6,64,Female
4,76.3,115,Polygender
3,76.7,38,Male
4,79.1,357,Male
5,79.9,409,Male
5,86.4,844,Male
5,81.4,451,Male
4,80.9,470,Female
6,88.1,35,Genderfluid
4,83.7,426,Female
5,78.1,433,Agender
5,80.4,768,Female
6,87.1,259,Female
7,84.1,677,Female
5,84.9,865,Male
3,75.6,910,Bigender
5,81.9,661,Female
5,80.6,9,Female
3,79.7,223,Female
4,77.7,422,Male
5,82.3,508,Male
4,79.1,242,Male
4,76.6,34,Genderqueer
6,78,375,Female
6,85.1,497,Male
4,79.9,190,Genderqueer
2,70.3,960,Female
6,84.9,645,Female
2,71.9,283,Female
5,79.1,309,Female
5,82.9,141,Polygender
6,86.4,89,Male
4,77.7,173,Male
5,84.3,502,Male
4,80.6,320,Female
2,71.3,391,Female
3,74.4,690,Female
5,82.6,511,Female
5,80.9,175,Female
5,80.1,476,Male
4,80.6,557,Male
6,83.6,641,Male
5,83.1,831,Female
6,88,5,Female
4,83.4,635,Male
5,76.7,155,Female
7,86.1,466,Male
5,83.1,868,Female
5,77.4,366,Male
6,82,749,Female
5,79.1,447,Male
5,81,706,Male
3,71.7,428,Female
4,80.6,795,Female
4,79,139,Female
4,79.4,950,Female
4,81.4,360,Male
4,80.1,138,Female
5,84.6,188,Female
3,78.3,192,Male
5,83.4,4,Male
5,84.6,435,Male
7,88.6,702,Female
4,81.9,923,Male
3,78.6,716,Male
4,80.7,866,Female
5,78.1,537,Female
2,72.1,615,Bigender
7,88,578,Female
3,76.4,509,Male
5,80.3,165,Male
3,75.3,177,Male
4,79.1,346,Female
4,80.1,821,Agender
3,75.4,331,Female
3,80.1,440,Male
4,84.3,209,Female
5,78.7,52,Male
5,80.9,842,Male
6,83.3,648,Bigender
5,78.6,311,Male
3,70.7,234,Female
5,82.9,235,Female
5,78,386,Male
4,74.7,50,Male
4,78.7,958,Male
2,71.9,880,Female
3,73.9,172,Male
6,83.9,227,Male
2,77.3,543,Female
3,79.7,76,Male
5,85.9,358,Female
6,84,22,Male
4,79.1,468,Male
4,77.9,15,Male
5,81.1,279,Male
4,76.1,906,Male
4,81.1,753,Male
5,78.3,989,Male
3,76.1,28,Female
3,76,727,Female
2,68.7,730,Male
2,72.3,518,Female
4,85,608,Male
1,69.6,158,Male
4,76.1,111,Female
5,80.6,986,Male
6,81.9,340,Male
3,77.1,779,Male
4,79.4,826,Male
5,78.3,419,Male
6,80.7,347,Female
5,83.9,198,Female
4,76.7,886,Male
4,80.6,395,Male
3,74.6,500,Female
3,75.1,369,Female
4,77,254,Female
6,87.4,792,Female
5,76,722,Female
2,74.4,364,Male
6,84.3,156,Female
3,76.4,441,Male
3,74.6,686,Female
6,87.3,914,Female
3,75.4,183,Male
5,85.1,14,Male
6,86.7,371,Male
3,76.1,576,Female
3,74.1,308,Male
3,74,987,Male
5,81,269,Female
5,77.3,443,Female
5,78.7,713,Male
4,79,970,Male
5,79.6,824,Male
4,76.6,893,Male
6,82.9,850,Male
1,70.6,332,Bigender
3,75.1,647,Male
5,83.3,607,Female
5,86.7,42,Male
4,74.1,429,Female
3,76.7,239,Non-binary
5,83.9,784,Male
5,83.7,325,Male
3,74.7,801,Female
4,77.6,567,Male
4,82.6,631,Genderfluid
2,71.9,121,Polygender
5,83.1,322,Female
5,85.9,559,Male
2,75.3,662,Polygender
4,81.1,526,Male
5,80.7,166,Male
1,72.3,286,Male
2,71,919,Female
6,87.1,809,Female
7,82,563,Polygender
6,82.7,312,Male
3,73.9,393,Polygender
3,73.7,142,Female
3,77.9,384,Female
4,79,480,Non-binary
6,87,626,Female
3,76,593,Male
7,91,887,Bigender
7,88.4,846,Female
6,83.4,802,Female
6,82.3,20,Female
6,88.6,961,Female
6,85.4,599,Female
5,84,605,Male
5,78.3,122,Female
6,80.6,212,Male
5,83.4,353,Female
4,74.9,963,Male
3,75.3,6,Female
4,77.7,36,Genderqueer
5,78.3,811,Male
1,67.4,521,Female
4,79.4,424,Female
3,77,933,Female
1,70.4,414,Female
2,69.1,148,Genderfluid
5,80,787,Female
6,83.9,236,Female
4,73.6,458,Male
5,80.1,381,Female
4,79.9,137,Female
4,75.9,612,Female
4,82.9,924,Male
3,75,737,Male
4,78.1,814,Male
4,76.4,909,Polygender
5,82.3,407,Male
2,73.3,794,Male
2,68.3,160,Male
6,79.6,273,Female
5,81.4,700,Female
7,93,808,Female
3,72.6,882,Female
4,76.7,181,Male
4,84.3,252,Female
5,84.1,920,Male
4,82.3,271,Female
5,79.4,18,Female
6,82.9,477,Male
3,74.6,199,Genderqueer
5,80.6,168,Female
2,73.4,186,Bigender
3,77.4,675,Female
4,82.3,299,Female
7,89.4,65,Female
5,82.6,510,Female
4,75.1,463,Non-binary
6,77.4,575,Female
5,85.1,547,Female
5,79.7,389,Male
5,77.9,256,Female
3,74.4,783,Female
4,82.3,710,Female
6,86.7,932,Female
6,86.7,197,Male
6,81.9,418,Female
3,76,374,Male
5,79.7,617,Female
4,81.1,46,Female
4,73.9,765,Polygender
5,84.6,11,Genderqueer
3,75.1,667,Female
6,87.3,654,Female
4,74.1,623,Male
1,70.6,453,Female
4,76.3,750,Female
2,73.4,211,Male
4,80.9,214,Female
5,82.3,828,Female
5,83.4,955,Female
5,79.7,976,Male
3,76.3,583,Male
4,78.1,261,Female
4,80.3,780,Male
3,75.7,33,Male
5,80.4,427,Female
5,83.9,538,Male
4,77.4,527,Female
4,74,734,Female
4,76.9,689,Agender
5,82.6,49,Female
3,77.3,53,Male
6,81.9,367,Female
5,80.6,536,Male
4,77.4,388,Male
3,74,999,Female
5,83.6,912,Male
5,83.6,541,Female
6,85.1,185,Female
3,77.6,937,Male
5,81.7,592,Female
4,74.1,110,Male
2,74.6,820,Female
4,76.3,552,Female
7,89.4,16,Male
4,81.6,274,Female
1,71,520,Female
3,77.9,711,Female
3,78,370,Female
7,86.6,863,Female
4,74.4,338,Female
4,77.1,859,Male
3,79.3,827,Female
3,77.1,247,Female
5,81.9,843,Female
3,71.9,365,Female
5,76.3,231,Male
4,79.9,484,Female
6,83.4,791,Female
3,75,708,Female
3,71.1,215,Female
3,75.3,954,Male
3,76.9,698,Female
4,76.6,67,Polygender
6,81.3,232,Female
3,74.9,611,Female
4,77.3,959,Male
5,84.9,643,Female
3,77,78,Female
3,76.6,748,Male
5,84,187,Female
6,87.9,544,Female
4,83,769,Male
2,73.1,217,Male
5,77.1,315,Male
5,83.4,838,Male
5,80.3,604,Female
5,84.7,523,Female
4,79.7,230,Female
6,84.1,411,Female
5,82.4,44,Female
6,88.1,289,Male
3,73.4,481,Male
5,81,114,Male
4,75.3,178,Female
4,80.6,815,Agender
4,76.1,140,Female
2,71,334,Male
4,76.4,800,Female
3,72.1,73,Female
6,82.9,294,Female
5,81,329,Female
5,77,213,Male
6,88.6,515,Female
6,86.9,684,Female
4,82.6,90,Bigender
5,81.9,556,Male
6,86.4,84,Male
6,79.9,990,Female
5,77.9,673,Female
6,86.9,680,Female
4,79.7,296,Male
7,89.6,382,Male
6,88.7,855,Male
5,83.4,17,Male
4,79.4,97,Bigender
5,81.9,473,Male
5,79.7,587,Male
4,78.1,81,Bigender
4,77.4,204,Non-binary
3,80.3,410,Male
6,86.6,57,Male
4,78.9,763,Female
4,77,106,Male
6,86.1,601,Male
3,75.6,813,Male
