Passed Subjects,Student's Avg Score,Student ID,Gender
4,82.4,691,Male
5,77.9,692,Female
6,89.1,693,Female
6,82.4,694,Genderqueer
4,79.7,695,Agender
4,76.4,696,Female
4,78.0,697,Female
3,76.9,698,Female
2,73.1,699,Female
5,81.4,700,Female
4,73.7,701,Female
7,88.6,702,Female
3,75.6,703,Female
3,75.4,704,Male
6,82.9,705,Male
5,81.0,706,Male
5,80.6,707,Male
3,75.0,708,Female
3,77.3,709,Male
4,82.3,710,Female
3,77.9,711,Female
4,79.9,712,Male
5,78.7,713,Male
3,75.0,714,Female
5,85.9,715,Male
3,78.6,716,Male
3,77.9,717,Female
5,82.4,718,Male
3,74.3,719,Female
5,82.9,720,Male
7,85.3,721,Genderqueer
5,76.0,722,Female
1,70.9,723,Female
6,83.3,724,Male
6,84.4,725,Polygender
4,76.4,726,Male
3,76.0,727,Female
6,83.1,728,Male
3,75.4,729,Male
2,68.7,730,Male
4,80.9,731,Female
5,80.9,732,Male
3,79.6,733,Male
4,74.0,734,Female
4,82.6,735,Female
5,85.1,736,Female
3,75.0,737,Male
5,80.7,738,Female
5,79.9,739,Male
5,85.6,740,Female
5,77.6,741,Female
5,84.7,742,Female
3,75.7,743,Female
5,80.6,744,Female
5,81.7,745,Male
4,79.3,746,Polygender
4,75.7,747,Female
3,76.6,748,Male
6,82.0,749,Female
4,76.3,750,Female
3,75.7,751,Male
3,74.1,752,Male
4,81.1,753,Male
6,84.0,754,Male
5,75.7,755,Male
5,80.4,756,Female
5,77.9,757,Female
3,77.9,758,Male
4,77.4,759,Female
5,83.0,760,Female
4,79.3,761,Male
4,77.6,762,Male
4,78.9,763,Female
7,91.3,764,Female
4,73.9,765,Polygender
5,86.1,766,Female
3,75.7,767,Female
5,80.4,768,Female
4,83.0,769,Male
6,82.6,770,Male
5,77.3,771,Female
3,74.6,772,Female
5,80.1,773,Female
3,73.0,774,Male
5,80.3,775,Bigender
3,77.0,776,Genderqueer
7,83.4,777,Male
4,74.6,778,Female
3,77.1,779,Male
4,80.3,780,Male
4,77.7,781,Female
7,85.9,782,Female
3,74.4,783,Female
5,83.9,784,Male
3,73.6,785,Male
3,78.9,786,Female
5,80.0,787,Female
5,81.9,788,Female
3,77.6,789,Male
5,81.7,790,Male
6,83.4,791,Female
6,87.4,792,Female
4,76.4,793,Male
2,73.3,794,Male
4,80.6,795,Female
5,79.4,796,Male
3,76.4,797,Female
6,78.4,798,Male
6,85.6,799,Male
4,76.4,800,Female
3,74.7,801,Female
6,83.4,802,Female
6,88.7,803,Agender
3,72.1,804,Male
4,74.3,805,Male
4,79.4,806,Genderqueer
5,79.6,807,Male
7,93.0,808,Female
6,87.1,809,Female
4,80.1,810,Male
5,78.3,811,Male
3,75.3,812,Female
3,75.6,813,Male
4,78.1,814,Male
4,80.6,815,Agender
5,84.3,816,Female
4,78.7,817,Female
6,80.3,818,Male
4,78.4,819,Female
2,74.6,820,Female
4,80.1,821,Agender
5,81.1,822,Male
6,83.1,823,Female
5,79.6,824,Male
3,75.0,825,Male
4,79.4,826,Male
3,79.3,827,Female
5,82.3,828,Female
6,82.7,829,Male
5,81.9,830,Female
5,83.1,831,Female
3,78.3,832,Female
6,88.7,833,Female
5,82.0,834,Male
4,78.6,835,Male
3,77.4,836,Female
7,88.1,837,Female
5,83.4,838,Male
7,91.1,839,Female
5,79.1,840,Female
5,83.6,841,Female
5,80.9,842,Male
5,81.9,843,Female
5,86.4,844,Male
5,84.7,845,Female
7,88.4,846,Female
6,82.1,847,Female
5,76.7,848,Female
5,81.4,849,Polygender
6,82.9,850,Male
2,69.1,851,Female
4,80.7,852,Female
4,77.7,853,Female
4,77.3,854,Female
6,88.7,855,Male
4,79.7,856,Male
6,86.0,857,Female
5,75.0,858,Male
4,77.1,859,Male
5,79.4,860,Genderfluid
5,82.7,861,Female
6,79.3,862,Female
7,86.6,863,Female
5,82.7,864,Female
5,84.9,865,Male
4,80.7,866,Female
7,88.6,867,Female
5,83.1,868,Female
4,80.0,869,Male
5,83.1,870,Male
6,87.7,871,Female
3,73.4,872,Female
4,78.6,873,Male
6,92.4,874,Male
3,78.4,875,Male
5,77.4,876,Female
3,74.9,877,Male
4,72.1,878,Male
5,80.6,879,Female
2,71.9,880,Female
3,76.1,881,Bigender
3,72.6,882,Female
5,82.7,883,Male
4,79.0,884,Male
4,80.7,885,Female
4,76.7,886,Male
7,91.0,887,Bigender
4,79.0,888,Female
4,80.1,889,Female
5,82.4,890,Male
6,87.9,891,Male
4,73.7,892,Female
4,76.6,893,Male
5,79.4,894,Bigender
5,83.6,895,Genderqueer
4,79.7,896,Female
6,83.6,897,Agender
4,78.1,898,Male
4,81.3,899,Female
4,78.1,900,Female
5,82.7,901,Female
3,75.0,902,Female
2,69.6,903,Male
5,85.3,904,Female
5,77.9,905,Male
4,76.1,906,Male
3,73.9,907,Female
4,77.7,908,Male
4,76.4,909,Polygender
3,75.6,910,Bigender
6,86.0,911,Male
5,83.6,912,Male
2,73.4,913,Male
6,87.3,914,Female
5,76.9,915,Female
4,78.6,916,Male
2,74.0,917,Female
4,77.6,918,Male
2,71.0,919,Female
5,84.1,920,Male
3,71.0,921,Female
6,82.9,922,Female
4,81.9,923,Male
4,82.9,924,Male
4,79.9,925,Male
5,85.1,926,Female
3,74.7,927,Female
6,88.1,928,Genderfluid
5,79.7,929,Genderfluid
2,72.6,930,Female
6,83.9,931,Female
6,86.7,932,Female
3,77.0,933,Female
5,82.4,934,Male
4,80.6,935,Female
6,84.6,936,Male
3,77.6,937,Male
2,72.9,938,Male
4,78.3,939,Male
7,85.0,940,Female
6,80.6,941,Female
4,78.4,942,Female
4,78.1,943,Female
5,82.6,944,Male
5,86.3,945,Female
5,79.9,946,Female
4,80.4,947,Male
3,73.1,948,Female
5,78.7,949,Male
4,79.4,950,Female
5,82.7,951,Male
5,83.4,952,Male
4,81.9,953,Male
3,75.3,954,Male
5,83.4,955,Female
4,80.4,956,Male
4,82.0,957,Female
4,78.7,958,Male
4,77.3,959,Male
2,70.3,960,Female
6,88.6,961,Female
6,86.7,962,Male
4,74.9,963,Male
4,79.4,964,Male
5,75.7,965,Male
4,79.9,966,Male
3,74.6,967,Male
1,71.9,968,Female
3,75.0,969,Male
4,79.0,970,Male
6,82.0,971,Female
4,83.4,972,Male
6,86.3,973,Female
5,78.4,974,Male
5,83.7,975,Female
5,79.7,976,Male
4,79.4,977,Non-binary
4,75.1,978,Female
5,79.7,979,Female
3,79.4,980,Male
6,83.3,981,Female
6,89.1,982,Male
4,79.1,983,Male
3,76.0,984,Female
6,85.6,985,Male
5,80.6,986,Male
3,74.0,987,Male
6,85.6,988,Male
5,78.3,989,Male
6,79.9,990,Female
4,77.4,991,Female
3,77.0,992,Female
5,81.3,993,Non-binary
5,81.3,994,Female
5,79.3,995,Female
6,87.0,996,Female
7,90.0,997,Female
5,81.1,998,Male
3,74.0,999,Female
5,79.4,1000,Female
