Shop,Date,# Complaints Received,% Orders Shipped in 3 days,% Orders Shipped in 5 days,% Returns Processed in 3 days,% Returns Processed in 5 days,Target - # Complaints Received,Target - % Orders Shipped in 3 days,Target - % Orders Shipped in 5 days,Target - % Returns Processed in 3 days,Target - % Returns Processed in 5 days
Bristol,01/04/2022,6.0,1.0,1.0,0.9,0.99,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/07/2021,63.0,0.85,0.89,0.76,0.78,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/08/2021,13.0,0.91,0.93,0.87,0.89,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/09/2021,2.0,0.91,0.91,0.83,0.87,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/10/2021,4.0,0.81,0.8400000000000001,0.73,0.83,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/11/2021,51.0,0.81,0.81,0.73,0.8099999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/12/2021,13.0,0.85,0.85,0.72,0.82,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/01/2022,71.0,0.96,0.96,0.68,0.6900000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/02/2022,16.0,0.87,0.92,0.76,0.8,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/03/2022,43.0,0.98,1.0,0.88,0.92,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Exmouth,01/04/2022,21.0,0.82,0.83,0.94,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/07/2021,40.0,0.83,0.85,0.89,0.93,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/08/2021,4.0,0.96,1.0,0.86,0.95,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/09/2021,15.0,0.99,1.0,0.65,0.71,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/10/2021,14.0,0.96,1.0,0.88,0.97,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/11/2021,8.0,0.8,0.89,0.98,0.98,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/12/2021,10.0,0.86,0.9199999999999999,0.73,0.76,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/01/2022,18.0,0.8,0.8400000000000001,0.73,0.75,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/02/2022,30.0,0.95,1.0,0.97,0.99,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/03/2022,29.0,0.91,0.91,0.8,0.89,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Hastings,01/04/2022,24.0,0.8,0.8500000000000001,0.91,0.9600000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/07/2021,6.0,0.8,0.8200000000000001,0.99,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/08/2021,23.0,0.87,0.94,0.74,0.8,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/09/2021,23.0,0.93,0.9700000000000001,0.74,0.82,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/10/2021,2.0,0.95,1.0,0.65,0.65,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/11/2021,35.0,0.84,0.86,0.66,0.66,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/12/2021,17.0,0.97,0.97,0.7,0.7999999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/01/2022,51.0,0.97,1.0,0.71,0.7899999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/02/2022,9.0,0.89,0.93,0.81,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/03/2022,19.0,0.96,0.99,0.92,0.9700000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Leicester,01/04/2022,29.0,0.8,0.8200000000000001,0.72,0.8099999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/07/2021,71.0,0.9,0.9400000000000001,0.91,0.9600000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/08/2021,5.0,0.8,0.88,0.84,0.9199999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/09/2021,13.0,0.83,0.9099999999999999,0.65,0.74,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/10/2021,15.0,0.99,1.0,0.77,0.8300000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/11/2021,37.0,0.86,0.89,0.89,0.9400000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/12/2021,3.0,0.82,0.8899999999999999,0.68,0.78,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/01/2022,9.0,0.98,1.0,0.86,0.91,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/02/2022,20.0,0.88,0.94,0.78,0.8500000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/03/2022,12.0,1.0,1.0,0.94,0.97,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Newcastle,01/04/2022,4.0,0.91,0.93,0.79,0.87,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/07/2021,15.0,0.9,0.98,0.87,0.9299999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/08/2021,43.0,0.84,0.94,0.93,0.99,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/09/2021,27.0,0.97,0.97,0.96,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/10/2021,6.0,0.81,0.91,0.7,0.7,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/11/2021,12.0,0.86,0.9199999999999999,0.73,0.76,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/12/2021,4.0,0.83,0.87,0.93,0.9400000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/01/2022,51.0,0.8,0.8600000000000001,0.88,0.93,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/02/2022,27.0,0.95,0.97,0.8,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/03/2022,35.0,0.81,0.81,0.86,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Nottingham,01/04/2022,10.0,0.9,0.91,0.88,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/07/2021,22.0,0.81,0.8800000000000001,0.68,0.7300000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/08/2021,39.0,0.83,0.84,0.99,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/09/2021,57.0,0.83,0.9099999999999999,0.79,0.8400000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/10/2021,51.0,0.93,1.0,0.7,0.75,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/11/2021,10.0,0.86,0.9299999999999999,0.84,0.9299999999999999,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/12/2021,0.0,0.97,0.99,0.72,0.74,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/01/2022,55.0,0.97,1.0,0.9,0.93,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/02/2022,40.0,0.84,0.94,0.86,0.89,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/03/2022,56.0,0.94,1.0,0.93,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Plymouth,01/04/2022,31.0,0.82,0.8999999999999999,1.0,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/07/2021,12.0,0.92,1.0,0.9,0.98,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/08/2021,36.0,0.92,1.0,0.76,0.84,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/09/2021,13.0,0.95,1.0,0.91,0.9600000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/10/2021,45.0,0.85,0.88,0.98,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/11/2021,8.0,0.95,1.0,0.92,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/12/2021,3.0,0.82,0.8799999999999999,0.66,0.75,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/01/2022,10.0,0.9,0.97,0.87,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/02/2022,10.0,0.92,0.98,0.79,0.8200000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/03/2022,17.0,0.9,1.0,0.91,0.9500000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Portsmouth,01/04/2022,19.0,0.85,0.87,0.67,0.6900000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/07/2021,11.0,0.83,0.88,0.75,0.81,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/08/2021,18.0,0.89,0.9400000000000001,0.7,0.76,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/09/2021,4.0,0.95,1.0,0.94,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/10/2021,11.0,0.85,0.88,0.67,0.67,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/11/2021,25.0,0.86,0.89,0.68,0.7200000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/12/2021,44.0,0.84,0.87,0.98,0.98,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/01/2022,25.0,0.86,0.86,0.93,0.9600000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/02/2022,6.0,0.84,0.87,0.96,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/03/2022,6.0,0.89,0.93,0.96,0.96,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Reading,01/04/2022,29.0,0.96,0.99,0.73,0.75,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/07/2021,11.0,0.86,0.98,0.91,0.8200000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/08/2021,43.0,0.94,0.8700000000000001,0.89,0.98,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/09/2021,19.0,0.86,0.9299999999999999,0.77,0.85,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/10/2021,4.0,0.83,0.86,0.84,0.99,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/11/2021,30.0,0.88,0.88,0.67,0.75,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/12/2021,19.0,0.89,0.9,0.82,0.87,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/01/2022,2.0,0.88,1.0,0.73,0.76,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/02/2022,32.0,0.84,0.88,0.73,0.82,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/03/2022,4.0,0.97,1.0,0.8,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Southampton,01/04/2022,9.0,0.92,0.9500000000000001,0.68,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/07/2021,15.0,0.84,0.9199999999999999,0.86,0.91,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/08/2021,8.0,0.84,0.89,1.0,1.0,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/09/2021,60.0,0.96,0.98,0.92,0.9600000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/10/2021,39.0,0.84,0.85,0.78,0.8400000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/11/2021,9.0,0.89,0.93,0.78,0.8,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/12/2021,5.0,0.97,1.0,0.65,0.7000000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/01/2022,11.0,0.9,0.92,0.76,0.84,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/02/2022,55.0,0.83,0.9299999999999999,0.86,0.9,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/03/2022,3.0,0.8,0.9,0.76,0.8300000000000001,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
Torquay,01/04/2022,8.0,0.8,0.8,0.73,0.76,0.0,0.9500000000000001,0.99,0.8,0.9500000000000001
