Id,IsDeleted,AccountId,RecordTypeId,IsPrivate,Name,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,PushCount,LastStageChangeDate,FiscalQuarter,FiscalYear,Fiscal,ContactId,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,Opportunity_Source__c
0068d000009MW7HAAW,False,0018d00000Ggx5OAAR,0128d000001J21VAAS,False,Opportunity for Barrett259,Closed Lost,1589440,0,0,2408,23/07/2028,New Business,,Public Relations,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHabAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,0088d00000Ou4JNAAZ,,,,,,,AE
0068d000009MW7IAAW,False,0018d00000GgwyPAAR,0128d000001J21VAAS,False,Opportunity for Dennis260,Needs Analysis,2868400,20,573680,3590,27/08/2029,Existing Business,,Public Relations,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,20/08/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4JOAAZ,,,,,,,AE
0068d000009MW7KAAW,False,0018d00000Ggx8KAAR,0128d000001J21VAAS,False,Opportunity for Pittman263,Closed Won,1879190,100,1879190,4181,01/02/2029,New Business,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4JPAAZ,,,,,,,Marketing
0068d000009MW7LAAW,False,0018d00000Ggx8ZAAR,0128d000001J21VAAS,False,Opportunity for Holmes265,Prospecting,206640,10,20664,1722,13/09/2029,New Business,,Word of mouth,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,30/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,Marketing
0068d000009MWBiAAO,False,0018d00000Ggx8sAAB,0128d000001J21VAAS,False,Opportunity for Andrews1118,Closed Won,591520,100,591520,1247,01/10/2028,New Business,,Partner,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,0088d00000Ou4LNAAZ,,,,,,,Marketing
0068d000009MWBkAAO,False,0018d00000Ggx2MAAR,0128d000001J21VAAS,False,Opportunity for Estrada1122,Value Proposition,466560,50,233280,2865,09/01/2030,New Business,,Trade Show,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,07/08/2029,0,,1,2023,2023 1,,,,True,False,0088d00000Ou4LOAAZ,,,,,,,Marketing
0068d000009MWBmAAO,False,0018d00000GgwyrAAB,0128d000001J21VAAS,False,Opportunity for Miles1126,Closed Won,142400,100,142400,356,29/07/2029,New Business,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,17/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,AE
0068d000009MWBoAAO,False,0018d00000GgwwrAAB,0128d000001J21VAAS,False,Opportunity for Alvarado1128,Closed Won,254886,100,254886,,20/07/2029,New Business / Add-on,,Advertisement,True,True,Closed,Closed,,False,,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2022,2022 3,,,,False,False,,,,,,,,AE
0068d000009MWBpAAO,False,0018d00000Ggx1qAAB,0128d000001J21VAAS,False,Opportunity for Wilkins1129,Closed Won,2210350,100,2210350,2996,07/02/2029,New Business / Add-on,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4LPAAZ,,,,,,,AE
0068d000009MWBqAAO,False,0018d00000Ggx2fAAB,0128d000001J21VAAS,False,Opportunity for Harris1133,Closed Won,524400,100,524400,2612,01/02/2029,New Business / Add-on,,Seminar - Internal,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4LQAAZ,,,,,,,Marketing
0068d000009MWBsAAO,False,0018d00000Ggx5NAAR,0128d000001J21VAAS,False,Opportunity for Howell1136,Closed Won,987000,100,987000,705,21/05/2029,New Business,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,BDR
0068d000009MWBuAAO,False,0018d00000GgwvQAAR,0128d000001J21VAAS,False,Opportunity for Obrien1138,Closed Lost,489886,0,0,,01/12/2028,New Business,,Public Relations,True,False,Omitted,Omitted,,False,,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,,,,,,,,AE
0068d000009MWBwAAO,False,0018d00000Ggwv7AAB,0128d000001J21VAAS,False,Opportunity for Young1496,Closed Won,219000,100,219000,438,08/06/2029,Existing Business,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,Marketing
0068d000009MWBxAAO,False,0018d00000Ggx0oAAB,0128d000001J21VAAS,False,Opportunity for Malone1500,Closed Won,583800,100,583800,973,25/06/2029,New Business / Add-on,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,AE
0068d000009MWBzAAO,False,0018d00000Ggx19AAB,0128d000001J21VAAS,False,Opportunity for McDonald1503,Closed Won,3851250,100,3851250,3081,10/02/2029,New Business,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4LRAAZ,,,,,,,Marketing
0068d000009MWC0AAO,False,0018d00000Ggx2XAAR,0128d000001J21VAAS,False,Opportunity for Oliver1504,Closed Won,1032600,100,1032600,1721,29/01/2029,New Business / Add-on,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,AE
0068d000009MWGaAAO,False,0018d00000Ggx9BAAR,0128d000001J21VAAS,False,Opportunity for Perkins1263,Negotiation/Review,1314185,90,1182766.5,3846,02/12/2029,Existing Business,,Word of mouth,False,False,Forecast,Commit,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,20/08/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4NHAAZ,,,,,,,AE
0068d000009MWGbAAO,False,0018d00000GgwvHAAR,0128d000001J21VAAS,False,Opportunity for Tucker1268,Closed Won,371689,100,371689,,09/11/2028,New Business / Add-on,,Employee Referral,True,True,Closed,Closed,,False,,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,,,,,,,,AE
0068d000009MWGeAAO,False,0018d00000Ggx2BAAR,0128d000001J21VAAS,False,Opportunity for Malone1276,Closed Won,196200,100,196200,872,27/04/2029,New Business / Add-on,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,AE
0068d000009MWGfAAO,False,0018d00000Ggx41AAB,0128d000001J21VAAS,False,Opportunity for Patton1278,Closed Won,2477275,100,2477275,3088,01/08/2029,New Business,,Web,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,03/07/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4NIAAZ,,,,,,,BDR
0068d000009MWGhAAO,False,0018d00000GgwvfAAB,0128d000001J21VAAS,False,Opportunity for Chandler1281,Perception Analysis,2336600,70,1635620,2518,27/11/2029,New Business,,Web,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHaoAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,10/08/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4NJAAZ,,,,,,,Marketing
0068d000009MWGiAAO,False,0018d00000Ggx5TAAR,0128d000001J21VAAS,False,Opportunity for Bradley1628,Closed Won,326160,100,326160,2031,16/04/2029,New Business / Add-on,,Partner,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4NKAAZ,,,,,,,Marketing
0068d000009MWGkAAO,False,0018d00000GgwwsAAB,0128d000001J21VAAS,False,Opportunity for Marsh1634,Closed Lost,3055100,0,0,4442,20/03/2029,New Business,,Employee Referral,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4NLAAZ,,,,,,,Marketing
0068d000009MW7MAAW,False,0018d00000Ggx3AAAR,0128d000001J21VAAS,False,Opportunity for Murphy267,Closed Won,2664105,100,2664105,4379,14/02/2029,Existing Business,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4JQAAZ,,,,,,,Marketing
0068d000009MW7NAAW,False,0018d00000GgwwSAAR,0128d000001J21VAAS,False,Opportunity for Freeman268,Closed Won,1518190,100,1518190,5987,27/07/2029,New Business,,Web,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,28/07/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4JRAAZ,,,,,,,AE
0068d000009MW7OAAW,False,0018d00000GgwzrAAB,0128d000001J21VAAS,False,Opportunity for Terry269,Closed Won,846000,100,846000,1692,31/03/2029,New Business / Add-on,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,AE
0068d000009MW7PAAW,False,0018d00000GgwzEAAR,0128d000001J21VAAS,False,Opportunity for Butler275,Closed Won,209104,100,209104,,02/02/2029,New Business,,Employee Referral,True,True,Closed,Closed,,False,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,BDR
0068d000009MW7QAAW,False,0018d00000GgwtkAAB,0128d000001J21VAAS,False,Opportunity for Collier276,Qualification,582035,10,58203.5,2684,19/11/2029,New Business / Add-on,,Partner,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaeAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,21/08/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4JSAAZ,,,,,,,AE
0068d000009MW7RAAW,False,0018d00000Ggx3yAAB,0128d000001J21VAAS,False,Opportunity for Banks277,Closed Won,376862,100,376862,,12/08/2028,New Business / Add-on,,Word of mouth,True,True,Closed,Closed,,False,,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,,,,,,,,Marketing
0068d000009MW7SAAW,False,0018d00000Ggwy2AAB,0128d000001J21VAAS,False,Opportunity for Alexander278,Closed Won,18960,100,18960,474,11/03/2029,New Business,,Seminar - Internal,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,AE
0068d000009MW7TAAW,False,0018d00000Ggx2sAAB,0128d000001J21VAAS,False,Opportunity for Allison281,Qualification,1573350,10,157335,1851,01/02/2030,New Business / Add-on,,Partner,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,20/07/2029,0,,1,2023,2023 1,,,,True,False,,,,,,,,Alliances
0068d000009MW7UAAW,False,0018d00000Ggx22AAB,0128d000001J21VAAS,False,Opportunity for Delgado355,Closed Won,1318960,100,1318960,1969,03/06/2029,New Business,,Partner,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4JTAAZ,,,,,,,AE
0068d000009MW7XAAW,False,0018d00000GgwvPAAR,0128d000001J21VAAS,False,Opportunity for Bryant359,Closed Won,3039400,100,3039400,5344,30/03/2029,New Business / Add-on,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4JUAAZ,,,,,,,AE
0068d000009MW7YAAW,False,0018d00000Ggx5JAAR,0128d000001J21VAAS,False,Opportunity for Wise361,Needs Analysis,1595250,20,319050,2097,14/01/2030,New Business,,Word of mouth,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,22/08/2029,0,,1,2023,2023 1,,,,True,False,0088d00000Ou4JVAAZ,,,,,,,Marketing
0068d000009MW7ZAAW,False,0018d00000Ggx17AAB,0128d000001J21VAAS,False,Opportunity for Hunt362,Closed Won,1148850,100,1148850,1745,04/07/2029,New Business,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHafAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4JWAAZ,,,,,,,Marketing
0068d000009MW7aAAG,False,0018d00000Ggx7VAAR,0128d000001J21VAAS,False,Opportunity for Scott363,Perception Analysis,788800,70,552160,1972,01/10/2029,New Business / Add-on,,Seminar - Internal,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHaoAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,02/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,BDR
0068d000009MW9qAAG,False,0018d00000GgwyCAAR,0128d000001J21VAAS,False,Opportunity for Campbell329,Closed Won,3173450,100,3173450,3485,05/08/2029,New Business,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,01/09/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4KWAAZ,,,,,,,AE
0068d000009MW9rAAG,False,0018d00000GgwueAAB,0128d000001J21VAAS,False,Opportunity for Reynolds330,Closed Lost,276000,0,0,2954,27/11/2028,New Business / Add-on,,Advertisement,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHabAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,0088d00000Ou4KXAAZ,,,,,,,BDR
0068d000009MW9sAAG,False,0018d00000GgwuzAAB,0128d000001J21VAAS,False,Opportunity for Fletcher332,Value Proposition,313425,50,156712.5,1393,25/08/2029,New Business / Add-on,,Employee Referral,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,25/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,AE
0068d000009MW9tAAG,False,0018d00000Ggwx8AAB,0128d000001J21VAAS,False,Opportunity for Shaw336,Qualification,389120,10,38912,2364,13/11/2029,New Business / Add-on,,Employee Referral,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,15/08/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4KYAAZ,,,,,,,AE
0068d000009MW9uAAG,False,0018d00000Ggx0JAAR,0128d000001J21VAAS,False,Opportunity for Roy337,Closed Won,1241600,100,1241600,1203,05/12/2028,New Business,,Partner,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,0088d00000Ou4KZAAZ,,,,,,,AE
0068d000009MW9vAAG,False,0018d00000Ggx1oAAB,0128d000001J21VAAS,False,Opportunity for Brooks342,Closed Won,5280,100,5280,132,01/05/2029,New Business,,Partner,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,BDR
0068d000009MW9wAAG,False,0018d00000Ggx8NAAR,0128d000001J21VAAS,False,Opportunity for Gomez345,Closed Lost,3145700,0,0,5735,19/05/2029,New Business,,Partner,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4KaAAJ,,,,,,,BDR
0068d000009MW9xAAG,False,0018d00000GgwzjAAB,0128d000001J21VAAS,False,Opportunity for Lamb346,Closed Lost,1668500,0,0,2435,22/01/2029,New Business,,Partner,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4KbAAJ,,,,,,,AE
0068d000009MW9zAAG,False,0018d00000Ggx0lAAB,0128d000001J21VAAS,False,Opportunity for Christensen684,Qualification,624510,10,62451,2002,17/11/2029,Existing Business,,Partner,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,31/08/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4KcAAJ,,,,,,,Marketing
