dc_nbr,month_end_date,employee_id,guid,hire_date,leave_date
1,30/06/2018,E00535,6f1e1bfe-0d58-4809-8410-bb8de79335e5,30/04/2018,
1,30/06/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/06/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,30/06/2018,E00077,,02/04/2018,
1,30/06/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/06/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/07/2018,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/07/2018,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/07/2018,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/07/2018,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,
1,31/07/2018,E00535,6f1e1bfe-0d58-4809-8410-bb8de79335e5,30/04/2018,
1,31/07/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/07/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,31/07/2018,E00077,,02/04/2018,
1,31/07/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/07/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/07/2018,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,31/07/2018,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,31/08/2018,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/08/2018,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/08/2018,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/08/2018,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,
1,31/08/2018,E00535,6f1e1bfe-0d58-4809-8410-bb8de79335e5,30/04/2018,
1,31/08/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/08/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,31/08/2018,E00077,,02/04/2018,
1,31/08/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/08/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/08/2018,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,31/08/2018,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,30/09/2018,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,30/09/2018,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,30/09/2018,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,30/09/2018,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,
1,30/09/2018,E00535,6f1e1bfe-0d58-4809-8410-bb8de79335e5,30/04/2018,
1,30/09/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/09/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,30/09/2018,E00077,,02/04/2018,
1,30/09/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/09/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,30/09/2018,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,30/09/2018,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,30/09/2018,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,30/09/2018,E00206,a688d05d-fb21-418b-adbd-8b3b25376099,05/09/2018,
1,31/10/2018,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/10/2018,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/10/2018,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/10/2018,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,
1,31/10/2018,E00535,6f1e1bfe-0d58-4809-8410-bb8de79335e5,30/04/2018,
1,31/10/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/10/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,31/10/2018,E00077,,02/04/2018,
1,31/10/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/10/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/10/2018,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,31/10/2018,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,31/10/2018,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/10/2018,E00206,a688d05d-fb21-418b-adbd-8b3b25376099,05/09/2018,
1,30/11/2018,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,30/11/2018,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,30/11/2018,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,30/11/2018,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,
1,30/11/2018,E00535,6f1e1bfe-0d58-4809-8410-bb8de79335e5,30/04/2018,08/11/2018
1,30/11/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/11/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,30/11/2018,E00077,,02/04/2018,
1,30/11/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/11/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,30/11/2018,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,30/11/2018,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,30/11/2018,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,30/11/2018,E00206,a688d05d-fb21-418b-adbd-8b3b25376099,05/09/2018,
1,30/11/2018,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,30/11/2018,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/12/2018,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/12/2018,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/12/2018,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/12/2018,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,
1,31/12/2018,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/12/2018,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,31/12/2018,E00077,,02/04/2018,
1,31/12/2018,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/12/2018,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/12/2018,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,31/12/2018,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,31/12/2018,E00967,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/12/2018,E00206,a688d05d-fb21-418b-adbd-8b3b25376099,05/09/2018,19/12/2018
1,31/12/2018,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/12/2018,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/01/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/01/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/01/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/01/2019,E00939,f799ab3c-7b3b-458f-bc62-d24f4269b967,13/04/2018,25/01/2019
1,31/01/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/01/2019,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,31/01/2019,E00077,,02/04/2018,
1,31/01/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/01/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/01/2019,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,31/01/2019,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,31/01/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/01/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/01/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/01/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,28/02/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,28/02/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,28/02/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,28/02/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,28/02/2019,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,
1,28/02/2019,E00077,,02/04/2018,
1,28/02/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,28/02/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,28/02/2019,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,28/02/2019,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,28/02/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,28/02/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,28/02/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,28/02/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/03/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/03/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/03/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/03/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/03/2019,E00720,b0bff9a8-a4d6-4350-abd7-226f080eca22,10/04/2018,06/03/2019
1,31/03/2019,E00077,,02/04/2018,
1,31/03/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/03/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/03/2019,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,
1,31/03/2019,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,31/03/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/03/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/03/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/03/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,30/04/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,30/04/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,30/04/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,30/04/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/04/2019,E00077,,02/04/2018,
1,30/04/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/04/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,30/04/2019,E00660,0b822c3f-4473-49f0-a8f8-934f890007b2,01/07/2018,21/04/2019
1,30/04/2019,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,30/04/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,30/04/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,30/04/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,30/04/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,30/04/2019,E01212,204d97d5-80c5-4a51-8d89-a6d06dd8682e,23/04/2019,
1,31/05/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/05/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/05/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/05/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/05/2019,E00077,,02/04/2018,
1,31/05/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/05/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/05/2019,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,
1,31/05/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/05/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/05/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/05/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/05/2019,E01212,204d97d5-80c5-4a51-8d89-a6d06dd8682e,23/04/2019,
1,30/06/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,30/06/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,30/06/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,30/06/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/06/2019,E00077,,02/04/2018,13/06/2019
1,30/06/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/06/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,30/06/2019,E01037,a8f0aa96-cf3c-4ad4-a580-51cb5c4dde53,20/07/2018,08/06/2019
1,30/06/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,30/06/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,30/06/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,30/06/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,30/06/2019,E01212,204d97d5-80c5-4a51-8d89-a6d06dd8682e,23/04/2019,
1,31/07/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/07/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/07/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/07/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/07/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/07/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/07/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/07/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/07/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/07/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/07/2019,E01212,204d97d5-80c5-4a51-8d89-a6d06dd8682e,23/04/2019,
1,31/08/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/08/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/08/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/08/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/08/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/08/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/08/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/08/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/08/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,31/08/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/08/2019,E01212,204d97d5-80c5-4a51-8d89-a6d06dd8682e,23/04/2019,19/08/2019
1,31/08/2019,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,31/08/2019,E00606,,24/08/2019,
1,31/08/2019,E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,23/08/2019,
1,31/08/2019,E00230,2800fd5b-2cd6-4164-9ed3-6f3883ca8d42,02/08/2019,
1,30/09/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,30/09/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,30/09/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,30/09/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/09/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/09/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,30/09/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,30/09/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,30/09/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,
1,30/09/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,30/09/2019,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,30/09/2019,E00606,,24/08/2019,
1,30/09/2019,E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,23/08/2019,
1,30/09/2019,E00230,2800fd5b-2cd6-4164-9ed3-6f3883ca8d42,02/08/2019,
1,31/10/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/10/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/10/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/10/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/10/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,31/10/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/10/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/10/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
1,31/10/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,11/11/2018,28/10/2019
1,31/10/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/10/2019,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,31/10/2019,E00606,,24/08/2019,
1,31/10/2019,E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,23/08/2019,
1,31/10/2019,E00230,2800fd5b-2cd6-4164-9ed3-6f3883ca8d42,02/08/2019,
1,30/11/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,30/11/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,30/11/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,30/11/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,30/11/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,
1,30/11/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,30/11/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,30/11/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
5,30/11/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,03/11/2019,
1,30/11/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,30/11/2019,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,30/11/2019,E00606,,24/08/2019,
1,30/11/2019,E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,23/08/2019,
1,30/11/2019,E00230,2800fd5b-2cd6-4164-9ed3-6f3883ca8d42,02/08/2019,18/11/2019
1,30/11/2019,,9613d134-7612-412c-9dcc-14642779ffcc,02/11/2019,
1,31/12/2019,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/12/2019,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/12/2019,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/12/2019,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
1,31/12/2019,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,13/04/2018,24/12/2019
1,31/12/2019,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/12/2019,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/12/2019,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
5,31/12/2019,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,03/11/2019,
1,31/12/2019,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/12/2019,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,31/12/2019,E00606,,24/08/2019,
1,31/12/2019,E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,23/08/2019,
1,31/12/2019,,9613d134-7612-412c-9dcc-14642779ffcc,02/11/2019,
1,31/01/2020,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,
1,31/01/2020,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,31/01/2020,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,31/01/2020,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
2,31/01/2020,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,07/01/2020,
1,31/01/2020,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,31/01/2020,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,31/01/2020,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
5,31/01/2020,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,03/11/2019,
1,31/01/2020,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,31/01/2020,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,31/01/2020,E00606,,24/08/2019,
1,31/01/2020,E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,23/08/2019,
1,31/01/2020,,9613d134-7612-412c-9dcc-14642779ffcc,02/11/2019,
1,31/01/2020,E00820,ed1354b9-ecc4-4636-968c-6a3712d513a4,06/01/2020,
1,29/02/2020,E00555,3ffe5abe-8b42-4c82-8464-ed8159f68dcc,22/04/2018,13/02/2020
1,29/02/2020,E00143,e062c7aa-159e-4caa-be7e-e63b283ad489,24/04/2018,
1,29/02/2020,E01024,a129f770-ea7e-47aa-b561-818a9331883b,26/04/2018,
1,29/02/2020,,e8c0c2f5-7772-441b-bd16-2964367257cc,10/04/2018,
2,29/02/2020,E00677,9ee2b9fa-d330-4fe6-b90d-533724b95fb9,07/01/2020,
1,29/02/2020,E00265,68b77746-3124-4043-b191-3466ff57f781,09/05/2018,
1,29/02/2020,,6f2b35f5-3aa5-4cda-8726-24f8b634e088,21/09/2018,
1,29/02/2020,E00531,22853c3b-3a11-45cf-930e-153b39a4d6ab,09/11/2018,
5,29/02/2020,E00437,e30a8645-4db0-45a1-80b4-8aeab7411ad8,03/11/2019,
1,29/02/2020,E00592,a254b645-1742-44e4-9392-d93f3c056dd8,19/01/2019,
1,29/02/2020,,1070a7cf-677b-4d13-ace7-3a9aec32a274,28/08/2019,
1,29/02/2020,E00606,,24/08/2019,
