"name","metric","raw_value","scaled_value"
"Barbara Enright","biggest_win",180000,36
"Barbara Enright","percent_won",0.121107266435986,85
"Barbara Enright","countries_visited",5,49.5
"Barbara Enright","career_length",35.7891854893908,100
"Carla Sabini","number_of_events",41,24.5
"Carla Sabini","total_prize_money",559415,18
"Carla Sabini","biggest_win",214543,43
"Carla Sabini","percent_won",0.0487804878048781,48
"Carla Sabini","countries_visited",4,42
"Carla Sabini","career_length",7.46338124572211,15
"Carmine Tirone","number_of_events",20,6
"Carmine Tirone","total_prize_money",509345,5
"Carmine Tirone","biggest_win",267300,50
"Carmine Tirone","percent_won",0.05,49
"Carmine Tirone","countries_visited",1,6.5
"Carmine Tirone","career_length",15.8576317590691,79
"Carol Fuchs","number_of_events",77,59.5
"Carol Fuchs","total_prize_money",608729,27
"Carol Fuchs","biggest_win",127735,23
"Carol Fuchs","percent_won",0.116883116883117,81
"Carol Fuchs","countries_visited",1,6.5
"Carol Fuchs","career_length",17.6810403832991,83
"Cate Hall","number_of_events",57,41
"Cate Hall","total_prize_money",1090203,61
"Cate Hall","biggest_win",291320,53
"Cate Hall","percent_won",0,4.5
"Cate Hall","countries_visited",5,49.5
"Cate Hall","career_length",6.71321013004791,11
"Catherine Dever","number_of_events",93,73.5
"Catherine Dever","total_prize_money",505721,3
"Catherine Dever","biggest_win",41979,2
"Catherine Dever","percent_won",0.0645161290322581,60.5
"Catherine Dever","countries_visited",2,18.5
"Catherine Dever","career_length",12.5639972621492,54
"Celina Lin Pei Fei","number_of_events",120,82
"Celina Lin Pei Fei","total_prize_money",1029678,58
"Celina Lin Pei Fei","biggest_win",110077,18
"Celina Lin Pei Fei","percent_won",0.075,65.5
"Celina Lin Pei Fei","countries_visited",9,73
"Celina Lin Pei Fei","career_length",11.6769336071184,41
"Cherish Andrews","number_of_events",43,28.5
"Cherish Andrews","total_prize_money",629885,30
"Cherish Andrews","biggest_win",210083,42
"Cherish Andrews","percent_won",0,4.5
"Cherish Andrews","countries_visited",2,18.5
"Cherish Andrews","career_length",12.9144421629021,56
"Christina Lindley","number_of_events",71,51
"Christina Lindley","total_prize_money",522736,11
"Christina Lindley","biggest_win",112590,19
"Christina Lindley","percent_won",0.028169014084507,24
"Christina Lindley","countries_visited",3,31
"Christina Lindley","career_length",13.07871321013,59
"Clonie Gowen","number_of_events",42,26.5
"Clonie Gowen","total_prize_money",1639064,80
"Clonie Gowen","biggest_win",437775,71
"Clonie Gowen","percent_won",0.142857142857143,89.5
"Clonie Gowen","countries_visited",3,31
"Clonie Gowen","career_length",6.26146475017112,8
"Cyndy Violette","number_of_events",80,63.5
"Cyndy Violette","total_prize_money",1407044,73
"Cyndy Violette","biggest_win",295970,54
"Cyndy Violette","percent_won",0.0625,58
"Cyndy Violette","countries_visited",1,6.5
"Cyndy Violette","career_length",33.5715263518138,98
"Elisabeth Hille","number_of_events",23,7
"Elisabeth Hille","total_prize_money",684593,38
"Elisabeth Hille","biggest_win",590442,83.5
"Elisabeth Hille","percent_won",0.0434782608695652,41
"Elisabeth Hille","countries_visited",9,73
"Elisabeth Hille","career_length",7.13757700205339,13
"Ema Zajmovic","number_of_events",28,12
"Ema Zajmovic","total_prize_money",1103481,63
"Ema Zajmovic","biggest_win",424511,69
"Ema Zajmovic","percent_won",0.0357142857142857,27.5
"Ema Zajmovic","countries_visited",10,80.5
"Ema Zajmovic","career_length",9.88637919233402,28
"Erica Schoenberg","number_of_events",64,46
"Erica Schoenberg","total_prize_money",862503,49
"Erica Schoenberg","biggest_win",261646,48
"Erica Schoenberg","percent_won",0.015625,10
"Erica Schoenberg","countries_visited",3,31
"Erica Schoenberg","career_length",14.2778918548939,68
"Esther Taylor","number_of_events",77,59.5
"Esther Taylor","total_prize_money",1749510,82
"Esther Taylor","biggest_win",543713,82
"Esther Taylor","percent_won",0.012987012987013,9
"Esther Taylor","countries_visited",2,18.5
"Esther Taylor","career_length",15.0746064339494,72
"Fatima Moreira De Melo","number_of_events",51,34.5
"Fatima Moreira De Melo","total_prize_money",577274,22
"Fatima Moreira De Melo","biggest_win",95750,10
"Fatima Moreira De Melo","percent_won",0.0196078431372549,15
"Fatima Moreira De Melo","countries_visited",15,94
"Fatima Moreira De Melo","career_length",9.96577686516085,29
"Gaelle Baumann","number_of_events",53,36.5
"Gaelle Baumann","total_prize_money",1237029,68
"Gaelle Baumann","biggest_win",590442,83.5
"Gaelle Baumann","percent_won",0,4.5
"Gaelle Baumann","countries_visited",14,91.5
"Gaelle Baumann","career_length",8.70362765229295,21
"Gao Wenling","number_of_events",39,22.5
"Gao Wenling","total_prize_money",680113,37
"Gao Wenling","biggest_win",2748605,100
"Gao Wenling","percent_won",0.0256410256410256,22
"Gao Wenling","countries_visited",8,64
"Gao Wenling","career_length",7.09650924024641,12
"Gloria Jackson","number_of_events",122,83
"Gloria Jackson","total_prize_money",658674,32
"Gloria Jackson","biggest_win",106724,16
"Gloria Jackson","percent_won",0.040983606557377,37
"Gloria Jackson","countries_visited",1,6.5
"Gloria Jackson","career_length",9.40999315537303,25
"Haixia Zhang","number_of_events",46,30.5
"Haixia Zhang","total_prize_money",551623,16
"Haixia Zhang","biggest_win",165492,32
"Haixia Zhang","percent_won",0.0217391304347826,16.5
"Haixia Zhang","countries_visited",1,6.5
"Haixia Zhang","career_length",10.90212183436,35
"Hui Chen Kuo","number_of_events",126,85
"Hui Chen Kuo","total_prize_money",2543316,87
"Hui Chen Kuo","biggest_win",248380,46
"Hui Chen Kuo","percent_won",0.0396825396825397,32
"Hui Chen Kuo","countries_visited",16,96.5
"Hui Chen Kuo","career_length",13.8726899383984,65
"Isabel Baltazar","number_of_events",98,77
"Isabel Baltazar","total_prize_money",839793,47
"Isabel Baltazar","biggest_win",105169,14
"Isabel Baltazar","percent_won",0.0408163265306122,36
"Isabel Baltazar","countries_visited",9,73
"Isabel Baltazar","career_length",13.0513347022587,58
"Isabelle Mercier","number_of_events",48,32
"Isabelle Mercier","total_prize_money",1196277,65
"Isabelle Mercier","biggest_win",341862,61
"Isabelle Mercier","percent_won",0.0833333333333333,68
"Isabelle Mercier","countries_visited",10,80.5
"Isabelle Mercier","career_length",14.5023956194387,71
"Jackqueline Glazier","number_of_events",79,61.5
"Jackqueline Glazier","total_prize_money",1417607,74
"Jackqueline Glazier","biggest_win",458996,76
"Jackqueline Glazier","percent_won",0.113924050632911,78
"Jackqueline Glazier","countries_visited",4,42
"Jackqueline Glazier","career_length",12.9034907597536,55
"Jamie Kerstetter","number_of_events",166,92
"Jamie Kerstetter","total_prize_money",691812,39
"Jamie Kerstetter","biggest_win",44937,3
"Jamie Kerstetter","percent_won",0.0180722891566265,13
"Jamie Kerstetter","countries_visited",3,31
"Jamie Kerstetter","career_length",12.5338809034908,53
"Jennifer Harman","number_of_events",93,73.5
"Jennifer Harman","total_prize_money",2765348,89
"Jennifer Harman","biggest_win",383840,64
"Jennifer Harman","percent_won",0.0645161290322581,60.5
"Jennifer Harman","countries_visited",5,49.5
"Jennifer Harman","career_length",27.7618069815195,97
"Jennifer Tilly","number_of_events",61,43
"Jennifer Tilly","total_prize_money",1026353,57
"Jennifer Tilly","biggest_win",158335,31
"Jennifer Tilly","percent_won",0.114754098360656,79
"Jennifer Tilly","countries_visited",7,57
"Jennifer Tilly","career_length",15.5947980835044,76
"Jessica Dawley","number_of_events",92,72
"Jessica Dawley","total_prize_money",1094697,62
"Jessica Dawley","biggest_win",204610,41
"Jessica Dawley","percent_won",0.0217391304347826,16.5
"Jessica Dawley","countries_visited",4,42
"Jessica Dawley","career_length",14.1902806297057,67
"Joanne Liu","number_of_events",287,98
"Joanne Liu","total_prize_money",3348553,91
"Joanne Liu","biggest_win",6e+05,85.5
"Joanne Liu","percent_won",0.114982578397213,80
"Joanne Liu","countries_visited",10,80.5
"Joanne Liu","career_length",25.4428473648186,95
"Kara Scott","number_of_events",25,9.5
"Kara Scott","total_prize_money",664795,35
"Kara Scott","biggest_win",413612,68
"Kara Scott","percent_won",0.12,84
"Kara Scott","countries_visited",9,73
"Kara Scott","career_length",11.8110882956879,44
"Karina Jett","number_of_events",53,36.5
"Karina Jett","total_prize_money",516201,7
"Karina Jett","biggest_win",120000,20
"Karina Jett","percent_won",0.0188679245283019,14
"Karina Jett","countries_visited",4,42
"Karina Jett","career_length",19.6577686516085,89
"Kathy Lehne","number_of_events",9,2
"Kathy Lehne","total_prize_money",2739378,88
"Kathy Lehne","biggest_win",1785000,96
"Kathy Lehne","percent_won",0.111111111111111,77
"Kathy Lehne","countries_visited",3,31
"Kathy Lehne","career_length",12.4955509924709,52
"Kathy Liebert","number_of_events",397,100
"Kathy Liebert","total_prize_money",6401230,99
"Kathy Liebert","biggest_win",1e+06,91
"Kathy Liebert","percent_won",0.0705289672544081,63
"Kathy Liebert","countries_visited",8,64
"Kathy Liebert","career_length",27.2470910335387,96
"Kelly Minkin","number_of_events",73,55.5
"Kelly Minkin","total_prize_money",1523139,76
"Kelly Minkin","biggest_win",262912,49
"Kelly Minkin","percent_won",0.0273972602739726,23
"Kelly Minkin","countries_visited",2,18.5
"Kelly Minkin","career_length",8.145106091718,19
"Kristen Bicknell","number_of_events",150,88
"Kristen Bicknell","total_prize_money",5277276,98
"Kristen Bicknell","biggest_win",408000,67
"Kristen Bicknell","percent_won",0.0666666666666667,62
"Kristen Bicknell","countries_visited",16,96.5
"Kristen Bicknell","career_length",15.2224503764545,74
"Kristina Holst","number_of_events",27,11
"Kristina Holst","total_prize_money",637608,31
"Kristina Holst","biggest_win",126000,21
"Kristina Holst","percent_won",0,4.5
"Kristina Holst","countries_visited",2,18.5
"Kristina Holst","career_length",12.0848733744011,47
"Kristy Gazes","number_of_events",55,39
"Kristy Gazes","total_prize_money",1042998,59
"Kristy Gazes","biggest_win",250000,47
"Kristy Gazes","percent_won",0.0363636363636364,29
"Kristy Gazes","countries_visited",6,53.5
"Kristy Gazes","career_length",20.788501026694,92
"Kyna England","number_of_events",25,9.5
"Kyna England","total_prize_money",573442,20
"Kyna England","biggest_win",448755,74
"Kyna England","percent_won",0.04,33.5
"Kyna England","countries_visited",1,6.5
"Kyna England","career_length",2.89390828199863,2
"La Sengphet","number_of_events",82,67
"La Sengphet","total_prize_money",567672,19
"La Sengphet","biggest_win",1e+05,11.5
"La Sengphet","percent_won",0.0975609756097561,75
"La Sengphet","countries_visited",1,6.5
"La Sengphet","career_length",15.2689938398357,75
"Lauren Roberts","number_of_events",30,13.5
"Lauren Roberts","total_prize_money",873781,50
"Lauren Roberts","biggest_win",218400,44
"Lauren Roberts","percent_won",0.0333333333333333,26
"Lauren Roberts","countries_visited",5,49.5
"Lauren Roberts","career_length",9.41820670773443,26
"Leo Margets","number_of_events",75,58
"Leo Margets","total_prize_money",1244278,69
"Leo Margets","biggest_win",352832,63
"Leo Margets","percent_won",0.04,33.5
"Leo Margets","countries_visited",12,88
"Leo Margets","career_length",12.2683093771389,48
"Li Yan","number_of_events",71,51
"Li Yan","total_prize_money",846825,48
"Li Yan","biggest_win",103192,13
"Li Yan","percent_won",0.0985915492957746,76
"Li Yan","countries_visited",9,73
"Li Yan","career_length",6.23682409308693,6
"Lika Gerasimova","number_of_events",32,16
"Lika Gerasimova","total_prize_money",511115,6
"Lika Gerasimova","biggest_win",142688,27
"Lika Gerasimova","percent_won",NA,100
"Lika Gerasimova","countries_visited",8,64
"Lika Gerasimova","career_length",13.5523613963039,63
"Lily Kiletto","number_of_events",73,55.5
"Lily Kiletto","total_prize_money",881470,51
"Lily Kiletto","biggest_win",191880,38
"Lily Kiletto","percent_won",0,4.5
"Lily Kiletto","countries_visited",4,42
"Lily Kiletto","career_length",10.5023956194387,33
"Linglin Zeng","number_of_events",35,20
"Linglin Zeng","total_prize_money",897828,53
"Linglin Zeng","biggest_win",393506,65
"Linglin Zeng","percent_won",0.0285714285714286,25
"Linglin Zeng","countries_visited",4,42
"Linglin Zeng","career_length",6.25598904859685,7
"Lisa Hamilton","number_of_events",42,26.5
"Lisa Hamilton","total_prize_money",1329946,72
"Lisa Hamilton","biggest_win",451880,75
"Lisa Hamilton","percent_won",0.0238095238095238,19
"Lisa Hamilton","countries_visited",3,31
"Lisa Hamilton","career_length",12.3613963039014,51
"Lisa Meredith","number_of_events",5,1
"Lisa Meredith","total_prize_money",520003,9
"Lisa Meredith","biggest_win",5e+05,80
"Lisa Meredith","percent_won",0.2,96.5
"Lisa Meredith","countries_visited",1,6.5
"Lisa Meredith","career_length",2.20670773442847,1
"Liv Boeree","number_of_events",103,78
"Liv Boeree","total_prize_money",3852996,94
"Liv Boeree","biggest_win",1698300,95
"Liv Boeree","percent_won",0.0485436893203883,47
"Liv Boeree","countries_visited",22,100
"Liv Boeree","career_length",13.5414099931554,62
"Liz Lieu","number_of_events",34,18
"Liz Lieu","total_prize_money",794677,45
"Liz Lieu","biggest_win",168590,34
"Liz Lieu","percent_won",0.117647058823529,82.5
"Liz Lieu","countries_visited",8,64
"Liz Lieu","career_length",8.25735797399042,20
"Loni Harwood","number_of_events",156,91
"Loni Harwood","total_prize_money",3185210,90
"Loni Harwood","biggest_win",609017,88
"Loni Harwood","percent_won",0.0641025641025641,59
"Loni Harwood","countries_visited",3,31
"Loni Harwood","career_length",13.2758384668036,61
"Louise Francoeur","number_of_events",221,96
"Louise Francoeur","total_prize_money",618351,29
"Louise Francoeur","biggest_win",49108,4
"Louise Francoeur","percent_won",0.0723981900452489,64
"Louise Francoeur","countries_visited",4,42
"Louise Francoeur","career_length",15.7782340862423,77
"Lucille Cailly","number_of_events",14,3
"Lucille Cailly","total_prize_money",1547204,78
"Lucille Cailly","biggest_win",1386267,94
"Lucille Cailly","percent_won",0.142857142857143,89.5
"Lucille Cailly","countries_visited",7,57
"Lucille Cailly","career_length",5.637234770705,5
"Lucy Rokach","number_of_events",90,71
"Lucy Rokach","total_prize_money",1329114,71
"Lucy Rokach","biggest_win",91314,9
"Lucy Rokach","percent_won",0.322222222222222,99
"Lucy Rokach","countries_visited",9,73
"Lucy Rokach","career_length",21.07871321013,93
"Lynne Beaumont","number_of_events",153,89
"Lynne Beaumont","total_prize_money",522931,12
"Lynne Beaumont","biggest_win",273090,51
"Lynne Beaumont","percent_won",0.124183006535948,86
"Lynne Beaumont","countries_visited",5,49.5
"Lynne Beaumont","career_length",15.8521560574949,78
"Maria Constanza Lampropulos","number_of_events",97,76
"Maria Constanza Lampropulos","total_prize_money",3377913,92
"Maria Constanza Lampropulos","biggest_win",1255004,93
"Maria Constanza Lampropulos","percent_won",0.0618556701030928,57
"Maria Constanza Lampropulos","countries_visited",18,99
"Maria Constanza Lampropulos","career_length",6.69952087611225,10
"Maria Ho","number_of_events",154,90
"Maria Ho","total_prize_money",4173551,96
"Maria Ho","biggest_win",540020,81
"Maria Ho","percent_won",0.051948051948052,52
"Maria Ho","countries_visited",15,94
"Maria Ho","career_length",16.7474332648871,82
"Marsha Waggoner","number_of_events",176,93
"Marsha Waggoner","total_prize_money",956006,56
"Marsha Waggoner","biggest_win",1e+05,11.5
"Marsha Waggoner","percent_won",0.0511363636363636,50
"Marsha Waggoner","countries_visited",8,64
"Marsha Waggoner","career_length",35.1485284052019,99
"Marsha Wolak","number_of_events",177,94
"Marsha Wolak","total_prize_money",725753,41
"Marsha Wolak","biggest_win",192344,39
"Marsha Wolak","percent_won",0.0451977401129944,43
"Marsha Wolak","countries_visited",1,6.5
"Marsha Wolak","career_length",11.501711156742,40
"Maureen Feduniak","number_of_events",41,24.5
"Maureen Feduniak","total_prize_money",503040,2
"Maureen Feduniak","biggest_win",108564,17
"Maureen Feduniak","percent_won",0.024390243902439,20.5
"Maureen Feduniak","countries_visited",2,18.5
"Maureen Feduniak","career_length",17.9110198494182,85
"Melanie Banfield","number_of_events",56,40
"Melanie Banfield","total_prize_money",610829,28
"Melanie Banfield","biggest_win",134756,25
"Melanie Banfield","percent_won",0.0178571428571429,11.5
"Melanie Banfield","countries_visited",3,31
"Melanie Banfield","career_length",10.3326488706366,31
"Melanie Weisner","number_of_events",74,57
"Melanie Weisner","total_prize_money",903798,54
"Melanie Weisner","biggest_win",51820,6
"Melanie Weisner","percent_won",0.0405405405405405,35
"Melanie Weisner","countries_visited",13,90
"Melanie Weisner","career_length",11.9315537303217,46
"Melissa Hayden","number_of_events",82,67
"Melissa Hayden","total_prize_money",888824,52
"Melissa Hayden","biggest_win",142000,26
"Melissa Hayden","percent_won",0.0609756097560976,56
"Melissa Hayden","countries_visited",7,57
"Melissa Hayden","career_length",24.3915126625599,94
"Mimi Luu","number_of_events",35,20
"Mimi Luu","total_prize_money",659268,33
"Mimi Luu","biggest_win",105500,15
"Mimi Luu","percent_won",0.0857142857142857,69
"Mimi Luu","countries_visited",1,6.5
"Mimi Luu","career_length",18.8692676249144,87
"Mimi Tran","number_of_events",82,67
"Mimi Tran","total_prize_money",1627369,79
"Mimi Tran","biggest_win",472228,77
"Mimi Tran","percent_won",0.024390243902439,20.5
"Mimi Tran","countries_visited",2,18.5
"Mimi Tran","career_length",20.3477070499658,91
"Nadya Magnus","number_of_events",112,80.5
"Nadya Magnus","total_prize_money",1253680,70
"Nadya Magnus","biggest_win",171642,35
"Nadya Magnus","percent_won",0.0178571428571429,11.5
"Nadya Magnus","countries_visited",2,18.5
"Nadya Magnus","career_length",12.9500342231348,57
"Nancy Birnbaum","number_of_events",230,97
"Nancy Birnbaum","total_prize_money",835473,46
"Nancy Birnbaum","biggest_win",51269,5
"Nancy Birnbaum","percent_won",0.0434782608695652,41
"Nancy Birnbaum","countries_visited",3,31
"Nancy Birnbaum","career_length",15.088295687885,73
"Nani Dollison","number_of_events",30,13.5
"Nani Dollison","total_prize_money",776992,44
"Nani Dollison","biggest_win",441440,72
"Nani Dollison","percent_won",0.2,96.5
"Nani Dollison","countries_visited",2,18.5
"Nani Dollison","career_length",10.9650924024641,37
"Natalya Nikitina","number_of_events",35,20
"Natalya Nikitina","total_prize_money",661591,34
"Natalya Nikitina","biggest_win",332624,59
"Natalya Nikitina","percent_won",0.0571428571428571,53
"Natalya Nikitina","countries_visited",10,80.5
"Natalya Nikitina","career_length",10.9267624914442,36
"Natasha Mercier","number_of_events",80,63.5
"Natasha Mercier","total_prize_money",1206140,66
"Natasha Mercier","biggest_win",348374,62
"Natasha Mercier","percent_won",0.075,65.5
"Natasha Mercier","countries_visited",6,53.5
"Natasha Mercier","career_length",10.1300479123888,30
"Ness Reilly","number_of_events",33,17
"Ness Reilly","total_prize_money",601675,25
"Ness Reilly","biggest_win",182249,37
"Ness Reilly","percent_won",0.0606060606060606,55
"Ness Reilly","countries_visited",4,42
"Ness Reilly","career_length",12.3586584531143,50
"Ronit Chamani","number_of_events",81,65
"Ronit Chamani","total_prize_money",730737,42
"Ronit Chamani","biggest_win",198067,40
"Ronit Chamani","percent_won",0.037037037037037,30
"Ronit Chamani","countries_visited",8,64
"Ronit Chamani","career_length",14.4147843942505,70
"Samantha Abernathy","number_of_events",58,42
"Samantha Abernathy","total_prize_money",558215,17
"Samantha Abernathy","biggest_win",437543,70
"Samantha Abernathy","percent_won",0.224137931034483,98
"Samantha Abernathy","countries_visited",2,18.5
"Samantha Abernathy","career_length",7.76180698151951,18
"Samantha Cohen","number_of_events",72,53.5
"Samantha Cohen","total_prize_money",914610,55
"Samantha Cohen","biggest_win",154419,30
"Samantha Cohen","percent_won",0,4.5
"Samantha Cohen","countries_visited",12,88
"Samantha Cohen","career_length",11.3182751540041,39
"Sandra Naujoks","number_of_events",24,8
"Sandra Naujoks","total_prize_money",1789239,83
"Sandra Naujoks","biggest_win",1159541,92
"Sandra Naujoks","percent_won",0.166666666666667,92.5
"Sandra Naujoks","countries_visited",9,73
"Sandra Naujoks","career_length",4.67898699520876,4
"Sara Stohler","number_of_events",112,80.5
"Sara Stohler","total_prize_money",544788,15
"Sara Stohler","biggest_win",66000,7
"Sara Stohler","percent_won",0.0357142857142857,27.5
"Sara Stohler","countries_visited",1,6.5
"Sara Stohler","career_length",14.2915811088296,69
"Shirley Rosario","number_of_events",105,79
"Shirley Rosario","total_prize_money",605637,26
"Shirley Rosario","biggest_win",146522,28
"Shirley Rosario","percent_won",0.152380952380952,91
"Shirley Rosario","countries_visited",2,18.5
"Shirley Rosario","career_length",19.3949349760438,88
"Sixiao Li","number_of_events",65,47.5
"Sixiao Li","total_prize_money",749086,43
"Sixiao Li","biggest_win",313895,58
"Sixiao Li","percent_won",0.0461538461538462,44
"Sixiao Li","countries_visited",10,80.5
"Sixiao Li","career_length",7.57837097878166,17
"Sosia Jiang","number_of_events",31,15
"Sosia Jiang","total_prize_money",1492087,75
"Sosia Jiang","biggest_win",498073,79
"Sosia Jiang","percent_won",0.129032258064516,87
"Sosia Jiang","countries_visited",8,64
"Sosia Jiang","career_length",8.78302532511978,22
"Svetlana Gromenkova","number_of_events",63,44.5
"Svetlana Gromenkova","total_prize_money",583225,23
"Svetlana Gromenkova","biggest_win",224702,45
"Svetlana Gromenkova","percent_won",0.0476190476190476,45
"Svetlana Gromenkova","countries_visited",3,31
"Svetlana Gromenkova","career_length",16.0355920602327,80
"Thi Xoa Nguyen","number_of_events",51,34.5
"Thi Xoa Nguyen","total_prize_money",542785,14
"Thi Xoa Nguyen","biggest_win",76112,8
"Thi Xoa Nguyen","percent_won",0,4.5
"Thi Xoa Nguyen","countries_visited",11,85
"Thi Xoa Nguyen","career_length",10.4750171115674,32
"Tiffany Williamson","number_of_events",17,4.5
"Tiffany Williamson","total_prize_money",502870,1
"Tiffany Williamson","biggest_win",4e+05,66
"Tiffany Williamson","percent_won",0.117647058823529,82.5
"Tiffany Williamson","countries_visited",3,31
"Tiffany Williamson","career_length",9.02121834360027,23
"Vanessa Rousso","number_of_events",68,49
"Vanessa Rousso","total_prize_money",3554327,93
"Vanessa Rousso","biggest_win",700160,89
"Vanessa Rousso","percent_won",0.132352941176471,88
"Vanessa Rousso","countries_visited",12,88
"Vanessa Rousso","career_length",11.8877481177276,45
"Vanessa Selbst","number_of_events",86,69
"Vanessa Selbst","total_prize_money",11906247,100
"Vanessa Selbst","biggest_win",1823430,97
"Vanessa Selbst","percent_won",0.174418604651163,94
"Vanessa Selbst","countries_visited",14,91.5
"Vanessa Selbst","career_length",13.6427104722793,64
"Victoria Coren Mitchell","number_of_events",63,44.5
"Victoria Coren Mitchell","total_prize_money",2500916,86
"Victoria Coren Mitchell","biggest_win",941513,90
"Victoria Coren Mitchell","percent_won",0.0952380952380952,74
"Victoria Coren Mitchell","countries_visited",9,73
"Victoria Coren Mitchell","career_length",18.5817932922656,86
"Vivian Im","number_of_events",46,30.5
"Vivian Im","total_prize_money",524671,13
"Vivian Im","biggest_win",134142,24
"Vivian Im","percent_won",0.0434782608695652,41
"Vivian Im","countries_visited",8,64
"Vivian Im","career_length",11.7399041752225,43
"Vivian Saliba","number_of_events",43,28.5
"Vivian Saliba","total_prize_money",592840,24
"Vivian Saliba","biggest_win",308888,57
"Vivian Saliba","percent_won",0,4.5
"Vivian Saliba","countries_visited",8,64
"Vivian Saliba","career_length",7.22792607802875,14
"Wendy Freedman","number_of_events",187,95
"Wendy Freedman","total_prize_money",1212419,67
"Wendy Freedman","biggest_win",167696,33
"Wendy Freedman","percent_won",0.0374331550802139,31
"Wendy Freedman","countries_visited",4,42
"Wendy Freedman","career_length",9.7056810403833,27
"Xuan Liu","number_of_events",54,38
"Xuan Liu","total_prize_money",1988460,85
"Xuan Liu","biggest_win",6e+05,85.5
"Xuan Liu","percent_won",0.0925925925925926,73
"Xuan Liu","countries_visited",11,85
"Xuan Liu","career_length",13.8918548939083,66
"Xuyen Pham","number_of_events",39,22.5
"Xuyen Pham","total_prize_money",519246,8
"Xuyen Pham","biggest_win",302477,55
"Xuyen Pham","percent_won",0.0769230769230769,67
"Xuyen Pham","countries_visited",10,80.5
"Xuyen Pham","career_length",16.5995893223819,81
"Yaxi Zhu","number_of_events",17,4.5
"Yaxi Zhu","total_prize_money",506759,4
"Yaxi Zhu","biggest_win",147979,29
"Yaxi Zhu","percent_won",0.176470588235294,95
"Yaxi Zhu","countries_visited",7,57
"Yaxi Zhu","career_length",3.37029431895962,3
"Yuri Ishida","number_of_events",147,87
"Yuri Ishida","total_prize_money",521236,10
"Yuri Ishida","biggest_win",41635,1
"Yuri Ishida","percent_won",0.0884353741496599,70
"Yuri Ishida","countries_visited",17,98
"Yuri Ishida","career_length",9.27857631759069,24
