userID,timestamp,location,content_type,duration,Avg_Price
2,04/02/2021 07:18:13,Plymouth,Secondary,209,18.58
3,04/01/2021 15:58:14,Essex,Preserved,166,14.98
3,19/12/2020 17:08:50,Nottingham,Preserved,260,14.98
2,23/12/2020 18:23:23,Cornwall,Secondary,247,16.83
2,07/11/2020 14:20:58,Glasgow,Preserved,170,14.98
3,21/12/2020 21:54:10,Essex,Preserved,230,14.98
2,20/12/2020 08:39:24,Cornwall,Secondary,216,16.83
3,05/01/2021 22:28:58,Essex,Preserved,190,14.98
2,02/01/2021 12:23:28,Cornwall,Secondary,154,16.83
2,09/02/2021 13:51:01,Plymouth,Secondary,144,18.58
3,19/12/2020 13:11:34,Manchester,Preserved,217,14.98
3,21/09/2020 16:05:10,Manchester,Preserved,193,14.98
3,23/09/2020 17:06:12,Cardiff,Primary,151,20.92
4,14/01/2022 16:58:21,Edinburgh,Primary,47,6.56
2,22/08/2020 10:04:51,Edinburgh,Primary,203,20.92
3,02/01/2021 17:14:36,Cardiff,Primary,118,20.92
2,20/08/2020 20:23:38,Edinburgh,Primary,240,20.92
5,26/01/2022 07:18:31,Cardiff,Primary,24,19.49
5,06/09/2021 09:41:27,Cardiff,Primary,51,19.49
3,02/01/2021 16:38:49,Cardiff,Primary,153,20.92
5,25/01/2022 10:05:28,Edinburgh,Primary,27,19.49
3,28/12/2020 12:10:30,Edinburgh,Primary,174,20.92
2,23/08/2020 19:38:34,Cardiff,Primary,258,20.92
5,06/09/2021 09:54:31,Cardiff,Primary,34,19.49
3,31/12/2020 12:44:35,Cardiff,Primary,231,20.92
5,25/01/2022 09:27:07,Cardiff,Primary,20,19.49
2,21/08/2020 18:55:41,Edinburgh,Primary,179,20.92
2,22/08/2020 15:27:36,Cardiff,Primary,236,20.92
2,21/08/2020 20:09:08,Edinburgh,Primary,96,20.92
2,29/08/2020 15:11:52,London,Primary,181,20.92
4,14/01/2022 19:32:47,Cardiff,Primary,6,6.56
3,31/12/2020 12:30:45,Cardiff,Primary,150,20.92
2,21/08/2020 18:40:21,Cardiff,Primary,176,20.92
3,28/12/2020 12:18:22,Edinburgh,Primary,147,20.92
5,25/01/2022 10:39:06,Edinburgh,Primary,11,19.49
2,30/08/2020 15:26:47,London,Primary,148,20.92
2,20/08/2020 20:19:23,Edinburgh,Primary,211,20.92
2,30/08/2020 13:01:23,Cardiff,Primary,233,20.92
3,28/12/2020 14:33:43,Edinburgh,Primary,256,20.92
2,22/08/2020 10:18:22,Cardiff,Primary,203,20.92
3,27/12/2020 18:13:39,Cardiff,Primary,165,20.92
3,28/12/2020 15:28:57,Edinburgh,Primary,202,20.92
2,21/08/2020 18:31:06,Cardiff,Primary,174,20.92
2,15/10/2020 05:42:51,Cardiff,Primary,206,20.92
2,02/09/2020 13:00:32,Edinburgh,Primary,162,20.92
5,24/01/2022 08:01:48,Cardiff,Primary,9,19.49
2,01/09/2020 09:26:35,Cardiff,Primary,160,20.92
5,25/01/2022 10:25:49,Edinburgh,Primary,108,19.49
2,01/09/2020 19:10:34,London,Primary,234,20.92
2,08/01/2021 12:03:41,Edinburgh,Primary,203,20.92
3,31/12/2020 15:59:30,Cardiff,Primary,233,20.92
2,30/08/2020 15:38:38,Edinburgh,Primary,232,20.92
2,20/08/2020 11:26:09,London,Primary,241,20.92
2,23/08/2020 19:25:57,Edinburgh,Primary,181,20.92
2,21/08/2020 18:38:16,Cardiff,Primary,299,20.92
2,24/08/2020 12:09:14,London,Primary,106,20.92
2,21/08/2020 14:17:48,London,Primary,235,20.92
2,25/08/2020 08:35:08,London,Primary,119,20.92
4,13/01/2022 02:58:55,Cardiff,Primary,14,6.56
2,22/08/2020 10:22:28,Cardiff,Primary,161,20.92
3,02/01/2021 15:50:00,Cardiff,Primary,147,20.92
5,24/01/2022 08:42:18,Cardiff,Primary,0,19.49
2,21/08/2020 10:11:18,Cardiff,Primary,268,20.92
2,01/09/2020 19:13:38,London,Primary,351,20.92
2,03/09/2020 10:45:34,Edinburgh,Primary,269,20.92
2,29/08/2020 16:16:09,London,Primary,215,20.92
2,21/08/2020 19:07:05,Edinburgh,Primary,242,20.92
2,08/01/2021 11:53:37,London,Primary,224,20.92
2,30/08/2020 15:46:38,Edinburgh,Primary,189,20.92
3,27/12/2020 22:49:15,Edinburgh,Primary,145,20.92
3,31/12/2020 13:21:11,Cardiff,Primary,190,20.92
2,01/09/2020 19:20:49,London,Primary,224,20.92
4,14/01/2022 17:27:05,Edinburgh,Primary,0,6.56
2,21/08/2020 13:36:58,London,Primary,253,20.92
5,25/01/2022 13:05:25,Cardiff,Primary,46,19.49
3,28/12/2020 14:47:45,Edinburgh,Primary,263,20.92
2,21/08/2020 19:16:09,Edinburgh,Primary,215,20.92
3,29/12/2020 12:44:17,Edinburgh,Primary,171,20.92
3,27/12/2020 14:04:47,Edinburgh,Primary,132,20.92
2,24/08/2020 12:29:48,London,Primary,159,20.92
2,21/08/2020 09:17:35,Edinburgh,Primary,196,20.92
2,21/08/2020 08:29:57,London,Primary,253,20.92
4,14/01/2022 18:32:31,Cardiff,Primary,26,6.56
2,25/09/2020 15:04:04,Edinburgh,Primary,138,20.92
3,31/12/2020 16:09:29,Edinburgh,Primary,196,20.92
3,28/12/2020 17:23:40,Edinburgh,Primary,184,20.92
5,26/01/2022 10:11:00,Edinburgh,Primary,37,19.49
2,21/08/2020 19:33:34,Edinburgh,Primary,237,20.92
2,23/08/2020 09:01:23,Cardiff,Primary,177,20.92
3,23/09/2020 17:28:43,Cardiff,Primary,179,20.92
2,31/08/2020 06:36:53,London,Primary,255,20.92
2,31/08/2020 10:54:42,Cardiff,Primary,165,20.92
3,27/12/2020 14:16:03,Edinburgh,Primary,123,20.92
3,27/12/2020 21:44:16,Edinburgh,Primary,259,20.92
3,01/01/2021 15:17:59,Cardiff,Primary,134,20.92
2,20/08/2020 20:41:49,London,Primary,165,20.92
2,29/08/2020 15:15:34,London,Primary,276,20.92
2,20/08/2020 21:23:36,London,Primary,234,20.92
2,20/08/2020 11:35:24,London,Primary,234,20.92
2,14/10/2020 11:14:11,Cardiff,Primary,181,20.92
3,31/12/2020 14:56:11,Cardiff,Primary,219,20.92
2,29/08/2020 15:01:06,London,Primary,170,20.92
2,01/09/2020 19:07:57,London,Primary,208,20.92
2,24/08/2020 11:34:36,Cardiff,Primary,222,20.92
2,31/08/2020 10:26:41,London,Primary,263,20.92
2,01/09/2020 19:12:41,London,Primary,223,20.92
2,24/08/2020 14:08:29,London,Primary,219,20.92
3,29/12/2020 15:19:08,Edinburgh,Primary,149,20.92
2,22/08/2020 18:39:17,Edinburgh,Primary,284,20.92
2,21/08/2020 21:17:34,Edinburgh,Primary,184,20.92
2,24/08/2020 08:59:58,Cardiff,Primary,170,20.92
3,27/12/2020 17:41:53,Cardiff,Primary,189,20.92
2,20/08/2020 17:25:00,Edinburgh,Primary,239,20.92
2,20/08/2020 12:12:04,London,Primary,279,20.92
3,31/12/2020 18:01:46,Edinburgh,Primary,170,20.92
2,22/08/2020 09:43:33,Edinburgh,Primary,204,20.92
5,05/03/2022 10:03:09,Cardiff,Primary,10,19.49
3,28/12/2020 17:21:33,Edinburgh,Primary,214,20.92
2,08/01/2021 12:07:11,Edinburgh,Primary,250,20.92
2,15/10/2020 13:07:48,Cardiff,Primary,212,20.92
2,21/08/2020 09:11:27,Edinburgh,Primary,217,20.92
5,26/01/2022 06:18:04,Edinburgh,Primary,16,19.49
2,20/08/2020 13:12:28,Cardiff,Primary,260,20.92
4,13/01/2022 02:38:25,Cardiff,Primary,41,6.56
5,08/11/2021 07:17:36,Edinburgh,Primary,41,19.49
5,07/03/2022 05:23:45,Edinburgh,Primary,17,19.49
2,20/08/2020 11:38:16,London,Primary,264,20.92
3,28/12/2020 13:08:35,Edinburgh,Primary,148,20.92
3,27/12/2020 14:24:01,Edinburgh,Primary,211,20.92
2,22/08/2020 09:41:39,Edinburgh,Primary,141,20.92
3,27/12/2020 23:36:28,Edinburgh,Primary,194,20.92
2,20/08/2020 20:14:41,Edinburgh,Primary,208,20.92
5,25/01/2022 06:39:21,Cardiff,Primary,52,19.49
3,21/08/2020 18:21:21,London,Primary,236,20.92
3,28/12/2020 17:33:06,Edinburgh,Primary,208,20.92
3,28/12/2020 16:17:59,Edinburgh,Primary,145,20.92
3,01/01/2021 15:52:41,Cardiff,Primary,251,20.92
3,23/09/2020 17:13:22,Cardiff,Primary,142,20.92
2,21/08/2020 14:03:35,London,Primary,225,20.92
2,21/08/2020 19:08:59,Edinburgh,Primary,248,20.92
2,31/08/2020 10:44:41,London,Primary,293,20.92
2,22/08/2020 17:37:08,Edinburgh,Primary,255,20.92
5,06/01/2022 13:53:06,Edinburgh,Primary,7,19.49
3,29/12/2020 13:23:33,Edinburgh,Primary,178,20.92
2,25/08/2020 16:34:21,London,Primary,144,20.92
2,21/08/2020 09:38:09,Edinburgh,Primary,100,20.92
3,29/12/2020 12:55:47,Edinburgh,Primary,210,20.92
3,29/12/2020 22:18:59,Edinburgh,Primary,204,20.92
2,27/01/2021 09:43:02,Cardiff,Primary,266,20.92
3,31/12/2020 14:32:19,Cardiff,Primary,221,20.92
5,26/01/2022 09:35:08,London,Primary,5,19.49
2,21/08/2020 09:14:31,Edinburgh,Primary,223,20.92
3,28/12/2020 14:35:28,Edinburgh,Primary,203,20.92
3,29/12/2020 13:28:54,Edinburgh,Primary,157,20.92
3,27/12/2020 13:51:24,Edinburgh,Primary,248,20.92
4,14/01/2022 17:11:51,Edinburgh,Primary,54,6.56
3,28/12/2020 11:35:24,Edinburgh,Primary,133,20.92
2,20/08/2020 20:34:19,London,Primary,189,20.92
3,27/12/2020 14:48:49,Edinburgh,Primary,180,20.92
2,21/08/2020 18:48:37,Edinburgh,Primary,212,20.92
2,25/09/2020 15:07:26,Edinburgh,Primary,258,20.92
2,08/01/2021 12:00:20,London,Primary,180,20.92
2,01/09/2020 19:24:01,London,Primary,252,20.92
5,26/01/2022 09:53:03,Edinburgh,Primary,6,19.49
3,21/08/2020 18:15:46,London,Primary,150,20.92
3,01/01/2021 14:34:48,Cardiff,Primary,150,20.92
2,20/08/2020 20:39:39,London,Primary,161,20.92
2,20/08/2020 14:03:25,Cardiff,Primary,325,20.92
4,14/01/2022 17:52:01,Cardiff,Primary,23,6.56
2,01/09/2020 13:51:19,Edinburgh,Primary,311,20.92
5,24/01/2022 06:45:24,Edinburgh,Primary,6,19.49
4,14/01/2022 17:25:31,Edinburgh,Primary,7,6.56
3,31/12/2020 16:06:29,Cardiff,Primary,123,20.92
5,26/01/2022 10:26:33,Edinburgh,Primary,25,19.49
2,21/08/2020 19:46:53,Edinburgh,Primary,194,20.92
3,27/12/2020 14:00:01,Edinburgh,Primary,170,20.92
2,24/08/2020 12:11:39,London,Primary,267,20.92
3,28/12/2020 11:39:55,Edinburgh,Primary,173,20.92
4,13/01/2022 02:26:15,Cardiff,Primary,9,6.56
1,04/01/2022 18:05:22,London,Primary,28,6.56
2,21/08/2020 19:35:53,Edinburgh,Primary,180,20.92
2,31/08/2020 10:46:44,London,Primary,249,20.92
2,31/08/2020 10:49:48,London,Primary,149,20.92
3,29/12/2020 22:20:22,Edinburgh,Primary,181,20.92
4,13/01/2022 03:15:39,Cardiff,Primary,2,6.56
2,05/09/2020 18:13:42,London,Primary,249,20.92
3,29/12/2020 12:41:05,Edinburgh,Primary,165,20.92
3,01/01/2021 14:33:01,Cardiff,Primary,158,20.92
5,26/01/2022 07:03:58,London,Primary,49,19.49
2,22/08/2020 10:06:23,Cardiff,Primary,237,20.92
3,21/08/2020 18:28:54,London,Primary,166,20.92
2,20/08/2020 13:49:58,Cardiff,Primary,133,20.92
2,31/08/2020 10:41:37,London,Primary,216,20.92
4,14/01/2022 17:42:47,Cardiff,Primary,32,6.56
1,04/01/2022 18:31:56,Cardiff,Primary,32,6.56
5,24/01/2022 07:25:52,Cardiff,Primary,19,19.49
2,21/08/2020 20:16:34,Edinburgh,Primary,212,20.92
2,20/08/2020 12:50:58,Cardiff,Primary,167,20.92
3,27/12/2020 17:29:14,Edinburgh,Primary,236,20.92
3,31/12/2020 17:50:30,Edinburgh,Primary,222,20.92
3,28/12/2020 16:21:58,Edinburgh,Primary,212,20.92
2,30/08/2020 17:49:39,Edinburgh,Primary,222,20.92
5,25/01/2022 09:41:37,Cardiff,Primary,7,19.49
2,21/08/2020 18:58:45,Edinburgh,Primary,226,20.92
5,24/01/2022 07:12:46,Cardiff,Primary,43,19.49
2,21/08/2020 13:29:54,London,Primary,283,20.92
4,14/01/2022 18:46:14,Cardiff,Primary,4,6.56
4,14/01/2022 18:00:25,Cardiff,Primary,20,6.56
2,21/08/2020 19:10:24,Edinburgh,Primary,136,20.92
2,21/08/2020 18:22:59,Cardiff,Primary,270,20.92
3,27/12/2020 14:46:46,Edinburgh,Primary,163,20.92
5,25/01/2022 10:10:07,Edinburgh,Primary,19,19.49
5,31/01/2022 09:24:28,Cardiff,Primary,19,19.49
2,31/08/2020 08:48:49,London,Primary,159,20.92
2,21/08/2020 19:40:44,Edinburgh,Primary,208,20.92
2,20/08/2020 11:46:17,London,Primary,159,20.92
2,21/08/2020 21:19:04,Edinburgh,Primary,168,20.92
3,31/12/2020 14:34:41,Cardiff,Primary,270,20.92
4,13/01/2022 01:47:20,Cardiff,Primary,11,6.56
4,14/01/2022 17:06:55,Edinburgh,Primary,58,6.56
3,28/12/2020 12:42:23,Edinburgh,Primary,119,20.92
3,27/12/2020 17:31:55,Cardiff,Primary,155,20.92
5,08/11/2021 07:31:37,Edinburgh,Primary,51,19.49
