OppID,Date,Stage,SortOrder
0068d000002OrauAAC,22/08/2022,Opened,0
0068d000002OravAAC,31/03/2022,Opened,0
0068d000002OrawAAC,23/08/2022,Opened,0
0068d000002OraxAAC,23/08/2022,Opened,0
0068d000002OrazAAC,11/03/2022,Opened,0
0068d000002Orb0AAC,01/06/2022,Opened,0
0068d000002Orb1AAC,16/03/2022,Opened,0
0068d000002Orb2AAC,03/03/2022,Opened,0
0068d000002Orb3AAC,04/03/2022,Opened,0
0068d000002Orb5AAC,06/05/2022,Opened,0
0068d000002Orb6AAC,06/03/2022,Opened,0
0068d000002Orb7AAC,06/03/2022,Opened,0
0068d000002Orb8AAC,02/04/2022,Opened,0
0068d000002Orb9AAC,26/03/2022,Opened,0
0068d000002OrbAAAS,01/04/2022,Opened,0
0068d000002OrbBAAS,25/03/2022,Opened,0
0068d000002OrbCAAS,03/03/2022,Opened,0
0068d000002OrbEAAS,04/04/2022,Opened,0
0068d000002OrbFAAS,19/03/2022,Opened,0
0068d000002OrbGAAS,05/03/2022,Opened,0
0068d000002OrbHAAS,11/05/2022,Opened,0
0068d000002OrbJAAS,08/07/2022,Opened,0
0068d000002OrbLAAS,07/03/2022,Opened,0
0068d000002OrbMAAS,16/03/2022,Opened,0
0068d000002OrbNAAS,04/03/2022,Opened,0
0068d000002OrbOAAS,24/03/2022,Opened,0
0068d000002OrbPAAS,10/03/2022,Opened,0
0068d000002OrbQAAS,05/05/2022,Opened,0
0068d000002OrbRAAS,30/04/2022,Opened,0
0068d000002OrbSAAS,05/02/2022,Opened,0
0068d000002OrbTAAS,29/01/2022,Opened,0
0068d000002OrbUAAS,12/03/2022,Opened,0
0068d000002OrbVAAS,15/03/2022,Opened,0
0068d000002OrbWAAS,20/03/2022,Opened,0
0068d000002OrbXAAS,05/04/2022,Opened,0
0068d000002OrbYAAS,27/06/2022,Opened,0
0068d000002OrbZAAS,14/03/2022,Opened,0
0068d000002OrbbAAC,16/04/2022,Opened,0
0068d000002OrbdAAC,24/02/2022,Opened,0
0068d000002OrbeAAC,02/06/2022,Opened,0
0068d000002OrbfAAC,14/03/2022,Opened,0
0068d000002OrbgAAC,08/03/2022,Opened,0
0068d000002OrbhAAC,01/06/2022,Opened,0
0068d000002OrbiAAC,26/07/2022,Opened,0
0068d000002OrbjAAC,17/06/2022,Opened,0
0068d000002OrbkAAC,25/10/2022,Opened,0
0068d000002OrblAAC,25/02/2022,Opened,0
0068d000002OrbmAAC,04/03/2022,Opened,0
0068d000002OrbnAAC,05/03/2022,Opened,0
0068d000002OrboAAC,07/07/2022,Opened,0
0068d000002OrbpAAC,02/04/2022,Opened,0
0068d000002OrbqAAC,14/02/2022,Opened,0
0068d000002OrbrAAC,16/03/2022,Opened,0
0068d000002OrbsAAC,10/05/2022,Opened,0
0068d000002OrbtAAC,07/09/2022,Opened,0
0068d000002OrbuAAC,29/11/2022,Opened,0
0068d000002OrbvAAC,26/03/2022,Opened,0
0068d000002OrbxAAC,31/03/2022,Opened,0
0068d000002OrbyAAC,07/10/2022,Opened,0
0068d000002OrbzAAC,02/06/2022,Opened,0
0068d000002Orc0AAC,26/02/2022,Opened,0
0068d000002Orc1AAC,23/03/2022,Opened,0
0068d000002Orc2AAC,10/01/2022,Opened,0
0068d000002Orc3AAC,28/02/2022,Opened,0
0068d000002Orc4AAC,27/03/2022,Opened,0
0068d000002Orc5AAC,10/05/2022,Opened,0
0068d000002Orc7AAC,27/07/2022,Opened,0
0068d000002Orc8AAC,31/03/2022,Opened,0
0068d000002Orc9AAC,03/03/2022,Opened,0
0068d000002OrcAAAS,23/07/2022,Opened,0
0068d000002OrcBAAS,12/03/2022,Opened,0
0068d000002OrcCAAS,01/05/2022,Opened,0
0068d000002OrcDAAS,25/02/2022,Opened,0
0068d000002OrcEAAS,07/03/2022,Opened,0
0068d000002OrcFAAS,08/04/2022,Opened,0
0068d000002OrcGAAS,05/04/2022,Opened,0
0068d000002OrcJAAS,04/03/2022,Opened,0
0068d000002OrcKAAS,21/11/2022,Opened,0
0068d000002OrcLAAS,08/03/2022,Opened,0
0068d000002OrcMAAS,24/08/2022,Opened,0
0068d000002OrcNAAS,16/06/2022,Opened,0
0068d000002OrcOAAS,11/02/2022,Opened,0
0068d000002OrcPAAS,11/04/2022,Opened,0
0068d000002OrcQAAS,13/02/2022,Opened,0
0068d000002OrcRAAS,26/02/2022,Opened,0
0068d000002OrcSAAS,12/01/2022,Opened,0
0068d000002OrcTAAS,10/04/2022,Opened,0
0068d000002OrcUAAS,24/03/2022,Opened,0
0068d000002OrcVAAS,15/03/2022,Opened,0
0068d000002OrcWAAS,01/04/2022,Opened,0
0068d000002OrcXAAS,15/03/2022,Opened,0
0068d000002OrcYAAS,05/05/2022,Opened,0
0068d000002OrcZAAS,31/03/2022,Opened,0
0068d000002OrcbAAC,02/04/2022,Opened,0
0068d000002OrccAAC,07/03/2022,Opened,0
0068d000002OrcdAAC,01/06/2022,Opened,0
0068d000002OrceAAC,05/03/2022,Opened,0
0068d000002OrcfAAC,25/03/2022,Opened,0
0068d000002OrcgAAC,04/03/2022,Opened,0
0068d000002OrchAAC,10/03/2022,Opened,0
0068d000002OrciAAC,27/09/2022,Opened,0
0068d000002OrcjAAC,20/03/2022,Opened,0
0068d000002OrclAAC,24/10/2022,Opened,0
0068d000002OrcmAAC,30/01/2022,Opened,0
0068d000002OrcnAAC,07/02/2022,Opened,0
0068d000002OrcqAAC,23/05/2022,Opened,0
0068d000002OrcrAAC,26/12/2021,Opened,0
0068d000002OrcsAAC,23/07/2022,Opened,0
0068d000002OrctAAC,20/05/2022,Opened,0
0068d000002OrcuAAC,25/03/2022,Opened,0
0068d000002OrcvAAC,31/05/2022,Opened,0
0068d000002OrczAAC,14/04/2022,Opened,0
0068d000002Ord1AAC,28/02/2022,Opened,0
0068d000002Ord2AAC,15/03/2022,Opened,0
0068d000002Ord3AAC,01/10/2022,Opened,0
0068d000002Ord4AAC,21/04/2022,Opened,0
0068d000002Ord5AAC,05/04/2022,Opened,0
0068d000002Ord6AAC,26/02/2022,Opened,0
0068d000002Ord7AAC,26/01/2022,Opened,0
0068d000002Ord8AAC,05/04/2022,Opened,0
0068d000002Ord9AAC,01/03/2022,Opened,0
0068d000002OrdAAAS,08/05/2022,Opened,0
0068d000002OrdBAAS,02/04/2022,Opened,0
0068d000002OrdCAAS,10/03/2022,Opened,0
0068d000002OrdDAAS,25/04/2022,Opened,0
0068d000002OrdEAAS,21/04/2022,Opened,0
0068d000002OrdFAAS,10/04/2022,Opened,0
0068d000002OrdGAAS,23/01/2022,Opened,0
0068d000002OrdHAAS,01/04/2022,Opened,0
0068d000002OrdJAAS,09/03/2022,Opened,0
0068d000002OrdKAAS,01/11/2022,Opened,0
0068d000002OrdLAAS,23/03/2022,Opened,0
0068d000002OrdMAAS,16/04/2022,Opened,0
0068d000002OrdNAAS,30/04/2022,Opened,0
0068d000002OrdPAAS,10/03/2022,Opened,0
0068d000002OrdQAAS,13/01/2022,Opened,0
0068d000002OrdRAAS,07/04/2022,Opened,0
0068d000002OrdSAAS,10/03/2022,Opened,0
0068d000002OrdTAAS,09/02/2022,Opened,0
0068d000002OrdVAAS,20/03/2022,Opened,0
0068d000002OrdWAAS,29/08/2022,Opened,0
0068d000002OrdXAAS,30/04/2022,Opened,0
0068d000002OrdYAAS,15/04/2022,Opened,0
0068d000002OrdZAAS,07/01/2022,Opened,0
0068d000002OrdaAAC,26/02/2022,Opened,0
0068d000002OrdbAAC,22/05/2022,Opened,0
0068d000002OrdcAAC,25/02/2022,Opened,0
0068d000002OrddAAC,05/03/2022,Opened,0
0068d000002OrdeAAC,03/03/2022,Opened,0
0068d000002OrdfAAC,17/08/2022,Opened,0
0068d000002OrdgAAC,22/05/2022,Opened,0
0068d000002OrdhAAC,10/01/2022,Opened,0
0068d000002OrdiAAC,01/05/2022,Opened,0
0068d000002OrdjAAC,24/07/2022,Opened,0
0068d000002OrdkAAC,04/05/2022,Opened,0
0068d000002OrdlAAC,03/06/2022,Opened,0
0068d000002OrdmAAC,23/02/2022,Opened,0
0068d000002OrZsAAK,06/12/2022,ExpectedCloseDate,11
0068d000002OrZuAAK,20/08/2022,ExpectedCloseDate,11
0068d000002OrZvAAK,18/03/2022,ExpectedCloseDate,11
0068d000002OrZxAAK,25/09/2022,ExpectedCloseDate,11
0068d000002OrZyAAK,18/09/2022,ExpectedCloseDate,11
0068d000002Ora0AAC,29/05/2022,ExpectedCloseDate,11
0068d000002Ora1AAC,25/03/2022,ExpectedCloseDate,11
0068d000002Ora7AAC,20/06/2022,ExpectedCloseDate,11
0068d000002OraBAAS,23/11/2022,ExpectedCloseDate,11
0068d000002OraDAAS,12/11/2022,ExpectedCloseDate,11
0068d000002OraEAAS,17/10/2022,ExpectedCloseDate,11
0068d000002OraFAAS,26/03/2022,ExpectedCloseDate,11
0068d000002OraJAAS,19/08/2022,ExpectedCloseDate,11
0068d000002OraMAAS,26/04/2022,ExpectedCloseDate,11
0068d000002OraOAAS,18/06/2022,ExpectedCloseDate,11
0068d000002OraQAAS,21/10/2022,ExpectedCloseDate,11
0068d000002OraTAAS,29/12/2022,ExpectedCloseDate,11
0068d000002OracAAC,09/07/2022,ExpectedCloseDate,11
0068d000002OraeAAC,02/06/2022,ExpectedCloseDate,11
0068d000002OrahAAC,21/07/2022,ExpectedCloseDate,11
0068d000002OrajAAC,21/09/2022,ExpectedCloseDate,11
0068d000002OraqAAC,31/08/2022,ExpectedCloseDate,11
0068d000002OrazAAC,28/09/2022,ExpectedCloseDate,11
0068d000002Orb2AAC,13/04/2022,ExpectedCloseDate,11
0068d000002Orb3AAC,25/06/2022,ExpectedCloseDate,11
0068d000002OrbAAAS,31/10/2022,ExpectedCloseDate,11
0068d000002OrbBAAS,30/09/2022,ExpectedCloseDate,11
0068d000002OrbFAAS,30/07/2022,ExpectedCloseDate,11
0068d000002OrbLAAS,31/05/2022,ExpectedCloseDate,11
0068d000002OrbMAAS,24/05/2022,ExpectedCloseDate,11
0068d000002OrbNAAS,24/10/2022,ExpectedCloseDate,11
0068d000002OrbUAAS,23/08/2022,ExpectedCloseDate,11
0068d000002OrbVAAS,29/03/2022,ExpectedCloseDate,11
0068d000002OrbWAAS,21/06/2022,ExpectedCloseDate,11
0068d000002OrbXAAS,15/10/2022,ExpectedCloseDate,11
0068d000002OrbhAAC,02/11/2022,ExpectedCloseDate,11
0068d000002OrbiAAC,10/08/2022,ExpectedCloseDate,11
0068d000002OrbjAAC,02/07/2022,ExpectedCloseDate,11
0068d000002OrbnAAC,29/04/2022,ExpectedCloseDate,11
0068d000002OrbpAAC,16/08/2022,ExpectedCloseDate,11
0068d000002OrbrAAC,27/12/2022,ExpectedCloseDate,11
0068d000002OrbsAAC,23/12/2022,ExpectedCloseDate,11
0068d000002OrbvAAC,26/11/2022,ExpectedCloseDate,11
0068d000002OrbxAAC,02/07/2022,ExpectedCloseDate,11
0068d000002Orc5AAC,24/10/2022,ExpectedCloseDate,11
0068d000002OrcBAAS,16/11/2022,ExpectedCloseDate,11
0068d000002OrcCAAS,06/06/2022,ExpectedCloseDate,11
0068d000002OrcGAAS,17/08/2022,ExpectedCloseDate,11
0068d000002OrcJAAS,15/09/2022,ExpectedCloseDate,11
0068d000002OrcKAAS,06/12/2022,ExpectedCloseDate,11
0068d000002OrcLAAS,18/06/2022,ExpectedCloseDate,11
0068d000002OrcRAAS,14/08/2022,ExpectedCloseDate,11
0068d000002OrcVAAS,18/06/2022,ExpectedCloseDate,11
0068d000002OrcXAAS,31/03/2022,ExpectedCloseDate,11
0068d000002OrcZAAS,02/08/2022,ExpectedCloseDate,11
0068d000002OrchAAC,26/10/2022,ExpectedCloseDate,11
0068d000002OrcsAAC,07/08/2022,ExpectedCloseDate,11
0068d000002OrctAAC,29/11/2022,ExpectedCloseDate,11
0068d000002OrcuAAC,22/09/2022,ExpectedCloseDate,11
0068d000002Ord1AAC,29/10/2022,ExpectedCloseDate,11
0068d000002Ord6AAC,20/12/2022,ExpectedCloseDate,11
0068d000002OrdBAAS,20/06/2022,ExpectedCloseDate,11
0068d000002OrdEAAS,05/11/2022,ExpectedCloseDate,11
0068d000002OrdJAAS,28/07/2022,ExpectedCloseDate,11
0068d000002OrdLAAS,27/11/2022,ExpectedCloseDate,11
0068d000002OrdMAAS,18/12/2022,ExpectedCloseDate,11
0068d000002OrdPAAS,23/06/2022,ExpectedCloseDate,11
0068d000002OrdSAAS,27/03/2022,ExpectedCloseDate,11
0068d000002OrdcAAC,31/12/2022,ExpectedCloseDate,11
0068d000002OrddAAC,06/07/2022,ExpectedCloseDate,11
0068d000002OrdiAAC,21/12/2022,ExpectedCloseDate,11
0068d000002OrdkAAC,11/10/2022,ExpectedCloseDate,11
0068d000002OrdmAAC,16/07/2022,ExpectedCloseDate,11
0068d000002OrbYAAS,06/04/2022,Negotiation/Review,8
0068d000002OrbYAAS,02/07/2022,Prospecting,1
0068d000002OrbYAAS,07/07/2022,Closed Won,9
0068d000002OrbJAAS,13/03/2022,Qualification,2
0068d000002OrbJAAS,13/07/2022,Value Proposition,4
0068d000002OrbJAAS,18/07/2022,Closed Lost,10
0068d000002OrbZAAS,15/03/2022,Prospecting,1
0068d000002OrbZAAS,16/04/2022,Prospecting,1
0068d000002OrbZAAS,02/05/2022,Prospecting,1
0068d000002OrbZAAS,10/05/2022,Value Proposition,4
0068d000002OrbZAAS,21/06/2022,Closed Won,9
0068d000002OraXAAS,06/03/2022,Prospecting,1
0068d000002OraXAAS,08/04/2022,Prospecting,1
0068d000002OraXAAS,14/04/2022,Closed Won,9
0068d000002OrcDAAS,07/03/2022,Closed Won,9
0068d000002OracAAC,04/04/2022,Prospecting,1
0068d000002OracAAC,04/07/2022,Negotiation/Review,8
0068d000002OraCAAS,03/03/2022,Prospecting,1
0068d000002OraCAAS,16/05/2022,Prospecting,1
0068d000002OraCAAS,23/05/2022,Closed Won,9
0068d000002Orc9AAC,04/03/2022,Prospecting,1
0068d000002Orc9AAC,09/03/2022,Value Proposition,4
0068d000002Orc9AAC,03/06/2022,Qualification,2
0068d000002Orc9AAC,04/10/2022,Qualification,2
0068d000002Orc9AAC,09/10/2022,Closed Lost,10
0068d000002OrcfAAC,04/04/2022,Closed Lost,10
0068d000002OrbFAAS,20/03/2022,Prospecting,1
0068d000002OrbFAAS,05/04/2022,Prospecting,1
0068d000002OrbFAAS,03/06/2022,Qualification,2
0068d000002OrZyAAK,03/05/2022,Negotiation/Review,8
0068d000002OrZxAAK,04/03/2022,Value Proposition,4
0068d000002OrZxAAK,18/03/2022,Value Proposition,4
0068d000002OrZxAAK,09/04/2022,Prospecting,1
0068d000002OrZxAAK,22/05/2022,Prospecting,1
0068d000002OrZxAAK,04/06/2022,Negotiation/Review,8
0068d000002OraWAAS,03/03/2022,Prospecting,1
0068d000002OraWAAS,04/04/2022,Closed Lost,10
0068d000002Orb7AAC,16/03/2022,Closed Won,9
0068d000002OrddAAC,06/03/2022,Prospecting,1
0068d000002OrddAAC,02/06/2022,Negotiation/Review,8
0068d000002OrddAAC,01/07/2022,Negotiation/Review,8
0068d000002OrctAAC,14/04/2022,Negotiation/Review,8
0068d000002OrctAAC,01/05/2022,Value Proposition,4
0068d000002OrctAAC,21/05/2022,Prospecting,1
0068d000002OrctAAC,02/06/2022,Negotiation/Review,8
0068d000002OrdCAAS,11/03/2022,Prospecting,1
0068d000002OrdCAAS,01/05/2022,Negotiation/Review,8
0068d000002OrdCAAS,03/05/2022,Negotiation/Review,8
0068d000002OrdCAAS,21/05/2022,Prospecting,1
0068d000002OrdCAAS,22/12/2022,Closed Won,9
0068d000002OraVAAS,27/05/2022,Qualification,2
0068d000002OraVAAS,01/06/2022,Closed Won,9
0068d000002OrbMAAS,17/03/2022,Prospecting,1
0068d000002OrbMAAS,22/03/2022,Prospecting,1
0068d000002OrbMAAS,14/04/2022,Prospecting,1
0068d000002OrbMAAS,05/05/2022,Prospecting,1
0068d000002OrbMAAS,19/05/2022,Prospecting,1
0068d000002OraGAAS,26/03/2022,Negotiation/Review,8
0068d000002OraGAAS,11/05/2022,Negotiation/Review,8
0068d000002OraGAAS,30/09/2022,Closed Won,9
0068d000002OrdaAAC,06/03/2022,Prospecting,1
0068d000002OrdaAAC,08/03/2022,Closed Lost,10
0068d000002OraqAAC,12/04/2022,Qualification,2
0068d000002OraqAAC,31/05/2022,Negotiation/Review,8
0068d000002OraUAAS,19/03/2022,Closed Won,9
0068d000002OrbqAAC,24/02/2022,Closed Won,9
0068d000002OrbEAAS,05/04/2022,Prospecting,1
0068d000002OrbEAAS,22/05/2022,Closed Won,9
0068d000002OrbUAAS,13/03/2022,Prospecting,1
0068d000002OrbUAAS,19/03/2022,Prospecting,1
0068d000002OrbUAAS,08/04/2022,Prospecting,1
0068d000002OrbUAAS,22/05/2022,Value Proposition,4
0068d000002OrcJAAS,05/03/2022,Prospecting,1
0068d000002OrcJAAS,11/03/2022,Prospecting,1
0068d000002OrcJAAS,03/06/2022,Prospecting,1
0068d000002OrcJAAS,10/09/2022,Negotiation/Review,8
0068d000002OrasAAC,03/03/2022,Closed Won,9
0068d000002OraxAAC,28/08/2022,Prospecting,1
0068d000002OraxAAC,02/09/2022,Closed Won,9
0068d000002Orc7AAC,01/08/2022,Negotiation/Review,8
0068d000002Orc7AAC,06/08/2022,Closed Lost,10
0068d000002OrbXAAS,15/04/2022,Negotiation/Review,8
0068d000002OrbXAAS,04/06/2022,Prospecting,1
0068d000002OrbXAAS,10/10/2022,Value Proposition,4
0068d000002OrbCAAS,04/03/2022,Prospecting,1
0068d000002OrbCAAS,25/03/2022,Prospecting,1
0068d000002OrbCAAS,17/04/2022,Value Proposition,4
0068d000002OrbCAAS,02/05/2022,Qualification,2
0068d000002OrbCAAS,07/05/2022,Negotiation/Review,8
0068d000002OrbCAAS,27/06/2022,Closed Lost,10
0068d000002OrcNAAS,23/03/2022,Negotiation/Review,8
0068d000002OrcNAAS,03/05/2022,Negotiation/Review,8
0068d000002OrcNAAS,26/06/2022,Closed Lost,10
0068d000002OraDAAS,07/11/2022,Prospecting,1
0068d000002OrZqAAK,21/03/2022,Prospecting,1
0068d000002OrZqAAK,24/03/2022,Closed Lost,10
0068d000002OrarAAC,01/04/2022,Value Proposition,4
0068d000002OrarAAC,29/05/2022,Value Proposition,4
0068d000002OrarAAC,03/06/2022,Closed Lost,10
0068d000002Orc4AAC,06/04/2022,Closed Lost,10
0068d000002OrcGAAS,15/04/2022,Negotiation/Review,8
0068d000002OrcGAAS,01/06/2022,Prospecting,1
0068d000002OrcGAAS,12/08/2022,Prospecting,1
0068d000002OraQAAS,20/03/2022,Prospecting,1
0068d000002OraQAAS,19/04/2022,Prospecting,1
0068d000002OraQAAS,09/05/2022,Value Proposition,4
0068d000002OrbvAAC,05/04/2022,Negotiation/Review,8
0068d000002OrbvAAC,25/05/2022,Prospecting,1
0068d000002OrbgAAC,09/03/2022,Prospecting,1
0068d000002OrbgAAC,12/03/2022,Prospecting,1
0068d000002OrbgAAC,20/04/2022,Closed Won,9
0068d000002OraLAAS,14/03/2022,Prospecting,1
0068d000002OraLAAS,23/04/2022,Closed Won,9
0068d000002Ord2AAC,16/03/2022,Prospecting,1
0068d000002Ord2AAC,16/04/2022,Closed Won,9
0068d000002OrdWAAS,03/09/2022,Prospecting,1
0068d000002OrdWAAS,08/09/2022,Closed Won,9
0068d000002OrdiAAC,14/04/2022,Value Proposition,4
0068d000002OrdiAAC,11/05/2022,Value Proposition,4
0068d000002OrdiAAC,16/12/2022,Prospecting,1
0068d000002OraEAAS,06/04/2022,Negotiation/Review,8
0068d000002OraEAAS,14/05/2022,Prospecting,1
0068d000002OraEAAS,12/10/2022,Prospecting,1
0068d000002OranAAC,18/05/2022,Closed Lost,10
0068d000002OrcEAAS,17/03/2022,Closed Lost,10
0068d000002OraYAAS,06/03/2022,Prospecting,1
0068d000002OraYAAS,10/04/2022,Closed Lost,10
0068d000002OraPAAS,04/06/2022,Negotiation/Review,8
0068d000002OraPAAS,09/12/2022,Prospecting,1
0068d000002OraPAAS,14/12/2022,Closed Won,9
0068d000002OrdMAAS,17/04/2022,Prospecting,1
0068d000002OrdMAAS,05/05/2022,Prospecting,1
0068d000002OrdMAAS,14/05/2022,Negotiation/Review,8
0068d000002OrdMAAS,13/12/2022,Negotiation/Review,8
0068d000002OrciAAC,02/10/2022,Value Proposition,4
0068d000002OrciAAC,07/10/2022,Closed Lost,10
0068d000002OrdBAAS,03/04/2022,Prospecting,1
0068d000002OrdBAAS,12/04/2022,Prospecting,1
0068d000002OrdBAAS,20/04/2022,Qualification,2
0068d000002OrdBAAS,09/05/2022,Qualification,2
0068d000002OrdBAAS,03/06/2022,Prospecting,1
0068d000002OrdBAAS,07/06/2022,Prospecting,1
0068d000002OrdBAAS,15/06/2022,Prospecting,1
0068d000002OraTAAS,23/03/2022,Prospecting,1
0068d000002OraTAAS,25/04/2022,Value Proposition,4
0068d000002Ora4AAC,10/10/2022,Closed Won,9
0068d000002OrcrAAC,05/01/2022,Closed Lost,10
0068d000002Orb1AAC,03/03/2022,Value Proposition,4
0068d000002Orb1AAC,17/03/2022,Prospecting,1
0068d000002Orb1AAC,04/04/2022,Value Proposition,4
0068d000002Orb1AAC,07/04/2022,Prospecting,1
0068d000002Orb1AAC,11/04/2022,Qualification,2
0068d000002Orb1AAC,08/05/2022,Negotiation/Review,8
0068d000002Orb1AAC,21/05/2022,Value Proposition,4
0068d000002Orb1AAC,16/12/2022,Prospecting,1
0068d000002Orb1AAC,21/12/2022,Closed Won,9
0068d000002OrcYAAS,04/05/2022,Qualification,2
0068d000002OrcYAAS,06/05/2022,Prospecting,1
0068d000002OrcYAAS,05/08/2022,Prospecting,1
0068d000002OrcYAAS,10/08/2022,Closed Won,9
0068d000002OrbRAAS,01/05/2022,Prospecting,1
0068d000002OrbRAAS,03/12/2022,Value Proposition,4
0068d000002OrbRAAS,08/12/2022,Closed Lost,10
0068d000002OrcTAAS,06/03/2022,Qualification,2
0068d000002OrcTAAS,11/04/2022,Prospecting,1
0068d000002OrcTAAS,15/05/2022,Prospecting,1
0068d000002OrcTAAS,20/08/2022,Closed Lost,10
0068d000002Ora2AAC,05/03/2022,Prospecting,1
0068d000002Ora2AAC,03/10/2022,Prospecting,1
0068d000002Ora2AAC,08/10/2022,Closed Won,9
0068d000002OrbLAAS,17/03/2022,Value Proposition,4
0068d000002OrbLAAS,26/05/2022,Prospecting,1
0068d000002OrcPAAS,12/04/2022,Prospecting,1
0068d000002OrcPAAS,14/05/2022,Prospecting,1
0068d000002OrcPAAS,17/05/2022,Closed Won,9
0068d000002Ord4AAC,19/03/2022,Qualification,2
0068d000002Ord4AAC,22/04/2022,Prospecting,1
0068d000002Ord4AAC,08/05/2022,Value Proposition,4
0068d000002Ord4AAC,11/05/2022,Value Proposition,4
0068d000002Ord4AAC,24/12/2022,Closed Lost,10
0068d000002OrccAAC,13/03/2022,Prospecting,1
0068d000002OrccAAC,17/03/2022,Closed Lost,10
0068d000002OrdKAAS,11/11/2022,Closed Won,9
0068d000002OraOAAS,07/05/2022,Prospecting,1
0068d000002OraOAAS,13/06/2022,Value Proposition,4
0068d000002OraHAAS,17/02/2022,Closed Won,9
0068d000002OrczAAC,21/04/2022,Prospecting,1
0068d000002OrczAAC,24/04/2022,Closed Won,9
0068d000002Ord6AAC,08/03/2022,Qualification,2
0068d000002Ord6AAC,20/04/2022,Prospecting,1
0068d000002Ord6AAC,03/05/2022,Prospecting,1
0068d000002Ord6AAC,09/05/2022,Prospecting,1
0068d000002Ord6AAC,12/05/2022,Prospecting,1
0068d000002OrcqAAC,28/05/2022,Qualification,2
0068d000002OrcqAAC,02/06/2022,Closed Lost,10
0068d000002OrdFAAS,11/04/2022,Prospecting,1
0068d000002OrdFAAS,01/06/2022,Value Proposition,4
0068d000002OrdFAAS,06/09/2022,Prospecting,1
0068d000002OrdFAAS,11/09/2022,Closed Won,9
0068d000002OrafAAC,31/07/2022,Negotiation/Review,8
0068d000002OrafAAC,05/08/2022,Closed Lost,10
0068d000002OrawAAC,28/08/2022,Negotiation/Review,8
0068d000002OrawAAC,02/09/2022,Closed Won,9
0068d000002OrdbAAC,27/05/2022,Negotiation/Review,8
0068d000002OrdbAAC,01/06/2022,Closed Won,9
0068d000002OrbmAAC,05/03/2022,Prospecting,1
0068d000002OrbmAAC,08/03/2022,Prospecting,1
0068d000002OrbmAAC,24/04/2022,Closed Lost,10
0068d000002OrcCAAS,04/03/2022,Qualification,2
0068d000002OrcCAAS,02/05/2022,Prospecting,1
