Artist,Concert Date,Concert,Venue,Location,Latitude,Longitude,Fellow Artists,Hometown,Home Longitude,Home Latitude
Ben Howard,2018-07-20,Splendour in the Grass Festival 2018,North Byron Parklands,"Byron Bay, NSW",-28.647367,153.602606,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-25,Splendour in the Grass Festival 2014,North Byron Parklands,"Byron Bay, NSW",-28.647367,153.602606,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-17,Mumford & Sons / Ben Howard / HAIM,BB&T Pavilion,"Camden, NJ",39.925640,-75.121151,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-16,Mumford & Sons / Haim / Ben Howard,Susquehanna Bank Center,"Camden, NJ",39.925640,-75.121151,,Totnes,-3.685109,50.434792
Ben Howard,2015-04-21,Ben Howard / Aero Flynn,Motorpoint Arena Cardiff,"Cardiff,",51.481448,-3.177625,,Totnes,-3.685109,50.434792
Ben Howard,2013-08-02,Lollapalooza 2013,Grant Park,"Chicago, IL",41.890135,-87.603714,,Totnes,-3.685109,50.434792
Ben Howard,2013-08-02,Lollapalooza,Grant Park,"Chicago, IL",41.890135,-87.603714,,Totnes,-3.685109,50.434792
Ben Howard,2018-06-01,Ben Howard,E-Werk,"Cologne, Germany",50.939388,6.949419,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-24,Ben Howard / Bear's Den,Tanzbrunnen,"Cologne, Germany",50.939388,6.949419,,Totnes,-3.685109,50.434792
Ben Howard,2013-08-07,Boardmasters Festival 2013,Unknown venue,"Cornwall,",50.424293,-4.843560,,Totnes,-3.685109,50.434792
Ben Howard,2009-09-10,Fink / Ben Howard,W2,Den Bosch,51.697342,5.303050,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-14,Mumford & Sons / Edward Sharpe & The Magnetic Zeros / The Vaccines / Ben Howard,Phoenix Park,"Dublin,",53.349187,-6.257303,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-14,Ben Howard / Mumford & Sons,"EagleBank Arena, George Mason University","Fairfax, VA",38.851968,-77.307847,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-14,Mumford & Sons / Ben Howard,"EagleBank Arena, George Mason University","Fairfax, VA",38.851968,-77.307847,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-14,Mumford and Sons,"Patriot Center, George Mason University","Fairfax, VA",38.851968,-77.307847,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-13,HAIM / Ben Howard / Mumford & Sons,Patriot Center,"Fairfax, VA",38.851968,-77.307847,,Totnes,-3.685109,50.434792
Ben Howard,2012-05-28,Sasquatch! Music Festival 2012,Gorge Amphitheatre,"George, WA",47.078960,-119.855466,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-14,Pinkpop Festival 2013,Unknown venue,"Heerlen,",50.889214,5.977673,,Totnes,-3.685109,50.434792
Ben Howard,2013-04-20,Coachella Music Festival,Empire Polo Grounds,"Indio, CA",33.720546,-116.215498,,Totnes,-3.685109,50.434792
Ben Howard,2013-04-19,Coachella 2013 (Wk 2),Empire Polo Grounds,"Indio, CA",33.720546,-116.215498,,Totnes,-3.685109,50.434792
Ben Howard,2013-04-14,Coachella 2013,Empire Polo Club,"Indio, CA",33.720546,-116.215498,,Totnes,-3.685109,50.434792
Ben Howard,2015-07-31,Gentlemen Of The Road Stopover 2015,Unknown venue,"Inverness,",57.477193,-4.228709,,Totnes,-3.685109,50.434792
Ben Howard,2012-07-06,T In The Park,Balado Airfield,"Kinross, UK",56.206160,-3.423749,,Totnes,-3.685109,50.434792
Ben Howard,2018-11-30,Ben Howard / Hater,Palladium,"Köln, Germany",50.940239,6.963838,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-16,Pinkpop 2013,Pinkpop,Landgraaf,50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-13,Pinkpop,Festivalterrein,Landgraaf,50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2012-05-26,Pinkpop 2012,Pinkpop,Landgraaf,50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2012-05-26,Pinkpop Festival 2012,Megaland,"Landgraaf,",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-14,Pinkpop 2013,Megaland,"Landgraaf, Netherlands",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-14,Pinkpop Festival 2013,Pinkpop,"Landgraaf, Netherlands",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2012-05-26,Pinkpop 2012,Pinkpop,"Landgraaf, Netherlands",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-14,Pinkpop,Evenemententerrein Megaland,"Landgraaf, NL",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-14,Pinkpop 2013,Evenemententerrein Megaland,"Landgraaf, NL",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-16,Pinkpop Festival,Landgraaf,"Landgraaf, The Netherlands",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-14,Pinkpop 2013,Megaland,"Landgraaf, The Netherlands",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-13,Ben Howard,Pinkpop Festival,"Landgraaf, The Netherlands",50.892486,6.021689,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Werchter Festivalpark,"Leuven, Belgium",50.879305,4.700960,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-10,Optimus Alive 14,Passeio Marítimo de Algés,Lisboa,38.720808,-9.138943,,Totnes,-3.685109,50.434792
Ben Howard,2018-05-27,Ben Howard,Coliseu de Lisboa,"Lisboa, Portugal",38.720808,-9.138943,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-10,Optimus Alive 2014,Passeio Maritimo de Alges,"Lisbon, Portugal",38.720808,-9.138943,,Totnes,-3.685109,50.434792
Ben Howard,2019-01-18,Ben Howard / Ex:Re,O2 Academy Brixton,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2018-06-13,Ben Howard: 'Noonday Dream' Tour,Hammersmith Apollo,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2015-07-19,Citadel Festival 2015,Victoria Park,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-06,Mumford & Sons / Vampire Weekend / Ben Howard / Edward Sharpe & The Magnetic Zeros / HAIM / Bear's Den,Queen Elizabeth Olympic Park,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-20,Muse / Robbie Williams / Justin Timberlake / Taylor Swift / One Direction / Ben Howard / Mumford & Sons / Emeli Sandé,The 02 Arena,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2012-11-30,Ben Howard,Brixton Academy,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-23,Radio 1's Hackney Weekend 2012,Hackney Marshes,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-23,BBC Radio 1's Hackney Weekend 2012,Hackney Marshes,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2011-12-14,Kaiser Chiefs / The Maccabees / The Horrors / Band of Skulls / Tribes / Augustines / Ben Howard,O2 Academy Brixton,"London, UK",51.505809,-0.125079,,Totnes,-3.685109,50.434792
Ben Howard,2018-09-27,Ben Howard / Wye Oak,Shrine Auditorium,"Los Angeles, CA",34.052391,-118.250767,,Totnes,-3.685109,50.434792
Ben Howard,2015-10-07,Ben Howard / Daughter,The Greek Theatre,"Los Angeles, CA",34.052391,-118.250767,,Totnes,-3.685109,50.434792
Ben Howard,2015-02-10,Ben Howard / Willy Mason,Shrine Expo Hall,"Los Angeles, CA",34.052391,-118.250767,,Totnes,-3.685109,50.434792
Ben Howard,2015-02-10,Willy Mason / Ben Howard,The Shrine Auditorium,"Los Angeles, CA",34.052391,-118.250767,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-06,Ben Howard / Bahamas,Troubadour,"Los Angeles, CA",34.052391,-118.250767,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-12,Mad Cool Festival 2018,Valdebebas - IFEMA,"Madrid,",40.416732,-3.703793,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-12,Mad Cool 2018,Valdebebas - IFEMA,"Madrid, ES",40.416732,-3.703793,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-12,Mad Cool Festival 2018,Valdebebas - IFEMA,"Madrid, Spain",40.416732,-3.703793,,Totnes,-3.685109,50.434792
Ben Howard,2014-12-03,Ben Howard / Hiss Golden Messenger,O2 Apollo Manchester,"Manchester,",53.480276,-2.242669,,Totnes,-3.685109,50.434792
Ben Howard,2014-06-12,Bonnaroo Music Festival 2014,Great Stage Park,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2014-06-12,Bonnaroo Music & Arts Festival 2014,Great Stage Park,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2014-06-12,Bonnaroo 2014,The Farm,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2014-06-12,Bonnaroo 2014,Great Stage Park,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2014-06-12,Bonnaroo Music and Arts Festival 2014,Great Stage Park,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-10,Bonnaroo Music Festival 2012,Great Stage Park,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-10,Bonnaroo Music & Arts Festival 2012,Great Stage Park,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-08,Bonnaroo,The Farm,"Manchester, TN",35.481032,-86.087415,,Totnes,-3.685109,50.434792
Ben Howard,2018-12-10,Ben Howard,O2 Apollo Manchester,"Manchester, UK",53.480276,-2.242669,,Totnes,-3.685109,50.434792
Ben Howard,2015-06-01,Ben Howard,Margaret Court Arena/outside Courts,Melbourne,-37.807092,144.963180,,Totnes,-3.685109,50.434792
Ben Howard,2015-06-01,Ben Howard,Margaret Court Arena/outside Courts,"Melbourne, VIC",-37.807092,144.963180,,Totnes,-3.685109,50.434792
Ben Howard,2015-01-31,Ben Howard,MTELUS,"Montreal, QC",45.503003,-73.579568,,Totnes,-3.685109,50.434792
Ben Howard,2013-08-02,Osheaga Festival 2013,Parc Jean-Drapeau,"Montreal, QC",45.503003,-73.579568,,Totnes,-3.685109,50.434792
Ben Howard,2013-08-02,Osheaga Music Festival,Jean Drapeau Parc,"Montreal, QC",45.503003,-73.579568,,Totnes,-3.685109,50.434792
Ben Howard,2018-06-29,Montreux Jazz Festival 2018,Unknown venue,"Montreux,",46.431672,6.913985,,Totnes,-3.685109,50.434792
Ben Howard,2015-05-30,Ben Howard,Hordern Pavillion,"Moore Park, NSW",-33.897890,151.218700,,Totnes,-3.685109,50.434792
Ben Howard,2018-10-01,Ben Howard / Wye Oak,Red Rocks Amphitheatre,"Morrison, CO",39.653107,-105.190629,,Totnes,-3.685109,50.434792
Ben Howard,2015-10-02,Ben Howard / Daughter,Red Rocks Amphitheatre,"Morrison, CO",39.653107,-105.190629,,Totnes,-3.685109,50.434792
Ben Howard,2014-11-28,Ben Howard,"Zenith, Die Kulturhalle","Munich, DE",48.134539,11.574047,,Totnes,-3.685109,50.434792
Ben Howard,2014-11-28,Ben Howard,Zenith,"Munich, Germany",48.134539,11.574047,,Totnes,-3.685109,50.434792
Ben Howard,2015-06-23,Southside Festival 2015,Take Off Park,"Neuhausen ob Eck, Germany",47.973915,8.925297,,Totnes,-3.685109,50.434792
Ben Howard,2018-10-12,Ben Howard,Manhattan Center Hammerstein Ballroom,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-28,Ben Howard / Daughter,Radio City Music Hall,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-28,Ben Howard & Daughter,Radio City Music Hall,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-28,Ben Howard,Radio City Music Hall,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-25,Ben Howard / Daughter,Radio City Music Hall,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2015-01-30,Ben Howard,Hammerstein Ballroom,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-29,Ben Howard / Michael Kiwanuka,Central Park Summerstage,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-29,Ben Ho­ward / Michael Kiwanuka,"SummerStage, Central Park","New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-12,Mumford & Sons / Ben Howard / HAIM,Barclay's Center,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-11,2013 Tour,Terminal 5,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-06,Mumford & Sons / Ben Howard / The Felice Brothers,Barclay's Center,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2012-03-29,"Communion Presents 2012 The Austin to Boston: Ben Howard, The Staves, Nathaniel Ratecliff and Bear's Den",Mercury Lounge,"New York, NY",40.745820,-73.988863,,Totnes,-3.685109,50.434792
Ben Howard,2010-05-30,Evolution Festival Weekender 2010,"Spillers Wharf, Baltic Square & Ballast Hill",Newcastle Upon Tyne,54.977101,-1.622572,,Totnes,-3.685109,50.434792
Ben Howard,2010-05-30,Evolution Festival Weekender 2010,Unknown venue,"Newcastle Upon Tyne,",54.977101,-1.622572,,Totnes,-3.685109,50.434792
Ben Howard,2015-05-23,Radio 1's Big Weekend 2015,Earlham Park,"Norwich,",52.630097,1.293012,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-10,NOS Alive 2014,Passeio Marítimo De Algés,"Oeiras, Portugal",38.696917,-9.314353,,Totnes,-3.685109,50.434792
Ben Howard,2015-04-29,Ben Howard,Olympia,"Paris, France",48.858138,2.348089,,Totnes,-3.685109,50.434792
Ben Howard,2012-07-09,Ben Howard,Hôtel de Ville du IIIème,"Paris, France",48.858138,2.348089,,Totnes,-3.685109,50.434792
Ben Howard,2015-01-25,Ben Howard,Union Transfer,"Philadelphia, PA",39.953464,-75.173719,,Totnes,-3.685109,50.434792
Ben Howard,2012-09-21,2012 Tour,Union Transfer,"Philadelphia, PA",39.953464,-75.173719,,Totnes,-3.685109,50.434792
Ben Howard,2012-09-21,Ben Howard,Union Transfer,"Philadelphia, PA",39.953464,-75.173719,,Totnes,-3.685109,50.434792
Ben Howard,2012-03-27,Communion Austin to Boston Tour,World Cafe Live,"Philadelphia, PA",39.953464,-75.173719,,Totnes,-3.685109,50.434792
Ben Howard,2015-06-24,Glastonbury Festival 2015,Worthy Farm,"Pilton,",51.165799,-2.589657,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-26,Glastonbury Festival 2013,Worthy Farm,"Pilton,",51.165799,-2.589657,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-28,Glastonbury Festival,Worthy Farm,"Pilton, Somerset, UK",51.165799,-2.589657,,Totnes,-3.685109,50.434792
Ben Howard,2011-08-10,Relentless Boardmasters 2011,Unknown venue,"Plymouth,",50.379945,-4.114990,,Totnes,-3.685109,50.434792
Ben Howard,2010-08-04,Relentless Boardmasters 2010,Unknown venue,"Plymouth,",50.379945,-4.114990,,Totnes,-3.685109,50.434792
Ben Howard,2009-08-07,Relentless Boardmasters 2009,Unknown venue,"Plymouth,",50.379945,-4.114990,,Totnes,-3.685109,50.434792
Ben Howard,2013-08-15,Green Man Festival 2013,Unknown venue,"Powys,",52.323464,-3.466856,,Totnes,-3.685109,50.434792
Ben Howard,2011-08-19,Green Man Festival 2011,Unknown venue,"Powys,",52.323464,-3.466856,,Totnes,-3.685109,50.434792
Ben Howard,2015-06-25,Rock Werchter 2015,Festivalpark,"Rotselaar,",50.953685,4.719558,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Festivalpark Werchter,"Rotselaar, Belgium",50.953685,4.719558,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-30,Ben Howard / Nick Mulvey,Palais Theatre,"Saint Kilda, VIC",-37.864509,144.982644,,Totnes,-3.685109,50.434792
Ben Howard,2014-08-08,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA",37.776648,-122.419722,,Totnes,-3.685109,50.434792
Ben Howard,2013-06-21,Hurricane Festival 2013,Eichenring,"Scheessel, Germany",53.170100,9.480335,,Totnes,-3.685109,50.434792
Ben Howard,2018-09-21,Ben Howard,Paramount Theatre,"Seattle, WA",47.603573,-122.322863,,Totnes,-3.685109,50.434792
Ben Howard,2012-08-19,V Festival,Weston Park,"Staffordshire, UK",52.804227,-2.121790,,Totnes,-3.685109,50.434792
Ben Howard,2018-06-04,Ben Howard,Cirkus,"Stockholm,",59.329375,18.067239,,Totnes,-3.685109,50.434792
Ben Howard,2015-05-30,Ben Howard,Hordern Pavilion,"Sydney, NSW",-33.875250,151.197465,,Totnes,-3.685109,50.434792
Ben Howard,2013-04-02,Ben Howard,Metro Theatre,"Sydney, NSW",-33.875250,151.197465,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-04,Rock Werchter 2018,Werchterpark,"Torhout, BE",51.065491,3.104786,,Totnes,-3.685109,50.434792
Ben Howard,2015-02-01,Ben Howard,Massey Hall,"Toronto, ON",43.654563,-79.394668,,Totnes,-3.685109,50.434792
Ben Howard,2015-04-02,Byron Bay Bluesfest 2015,Tyagarah Tea Tree Farm,"Tyagarah, NSW",-28.606657,153.552083,,Totnes,-3.685109,50.434792
Ben Howard,2013-03-28,Bluesfest 2013,Tyagarah Tea Tree Farm,"Tyagarah, NSW",-28.606657,153.552083,,Totnes,-3.685109,50.434792
Ben Howard,2018-11-18,Ben Howard,"TivoliVredenburg, Ronda","Utrecht, Netherlands",52.089388,5.124051,,Totnes,-3.685109,50.434792
Ben Howard,2018-11-18,Ben Howard / FARE,TivoliVredenburg,"Utrecht, Netherlands",52.089388,5.124051,,Totnes,-3.685109,50.434792
Ben Howard,2018-11-19,Ben Howard,"TivoliVredenburg, Ronda","Utrecht, The Netherlands",52.089388,5.124051,,Totnes,-3.685109,50.434792
Ben Howard,2013-04-17,Ben Howard / Tom Curren,Orpheum Annex Theatre,"Vancouver, BC",49.283907,-123.118713,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-26,Landmark Festival,West Potomac Park,"Washington, D.C.",38.907194,-77.038258,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-26,Landmark Music Festival,West Potomac Park,"Washington, D.C.",38.907194,-77.038258,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-26,Landmark Music Festival,The National Mall,"Washington, D.C.",38.907194,-77.038258,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-26,Landmark Day 1,West Potomac Park,"Washington, D.C.",38.907194,-77.038258,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Festivalpark,"Werchter,",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-04,Rock Werchter 2013,Unknown venue,"Werchter,",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2012-06-28,Rock Werchter 2012,Unknown venue,"Werchter,",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter,Werchter Festivalpark,"Werchter, BE",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Rock Werchter,"Werchter, BE",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-04,Rock Werchter 2013,Festivalpark Werchter,"Werchter, BE",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Festivalpark,"Werchter, Belgium",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018 (#RW18),Festivalpark Werchter,"Werchter, Belgium",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Rock Werchter,"Werchter, Belgium",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-05,Ben Howard,Rock Werchter,"Werchter, Belgium",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2013-07-04,Rock Werchter 2013 (#RW13),Festivalpark Werchter,"Werchter, Belgium",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-06,Rock Werchter 2018,Werchter Park,"Werchter, Belguim",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter,Werchter Festivalpark,"Werchter, Belguim",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter,Rock Werchter,"Werchter, Belguim",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter,Festivalpark Werchter,"Werchter, Belguim",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-05,Rock Werchter 2018,Festivalpark Werchter,"Werchter, Belguim",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2015-06-25,Rock Werchter 2015,Rock Werchter,"Werchter, Belguim",50.971290,4.694107,,Totnes,-3.685109,50.434792
Ben Howard,2018-10-10,Ben Howard,The Anthem,,,,,Totnes,-3.685109,50.434792
