Sale Date,Order ID,Sale Value,Product Name,Store Name,Region,Scent Name
28/12/2022 00:00:00,421,36.05,Liquid - 25ml,Lewisham,East,Banana
31/05/2022 00:00:00,323,21.14,Liquid - 25ml,Lewisham,East,Banana
13/07/2022 00:00:00,150,136.68,Liquid - 25ml,Lewisham,East,Banana
26/06/2022 00:00:00,105,295.79,Liquid - 25ml,Lewisham,East,Banana
04/09/2022 00:00:00,803,73.93,Liquid - 25ml,Wimbledon,West,Banana
28/10/2022 00:00:00,784,208.36,Liquid - 25ml,Wimbledon,West,Banana
05/08/2022 00:00:00,753,248.67,Liquid - 25ml,Wimbledon,West,Banana
07/04/2022 00:00:00,304,190.78,Liquid - 25ml,Wimbledon,West,Banana
11/12/2022 00:00:00,211,64.98,Liquid - 25ml,Wimbledon,West,Banana
28/08/2022 00:00:00,929,86.72,Liquid - 25ml,Dulwich,East,Banana
22/07/2022 00:00:00,446,161.05,Liquid - 25ml,Dulwich,East,Banana
30/05/2022 00:00:00,917,37.37,Liquid - 25ml,Chelsea,West,Banana
18/07/2022 00:00:00,823,56.66,Liquid - 25ml,Chelsea,West,Banana
28/08/2022 00:00:00,658,55.16,Liquid - 25ml,Chelsea,West,Banana
22/08/2022 00:00:00,326,136.19,Liquid - 25ml,Chelsea,West,Banana
01/08/2022 00:00:00,252,99.89,Liquid - 25ml,Chelsea,West,Banana
23/05/2022 00:00:00,938,127.7,Liquid - 25ml,Shoreditch,East,Banana
23/05/2022 00:00:00,938,127.7,Liquid - 25ml,Shoreditch,East,Banana
15/08/2022 00:00:00,887,110.4,Liquid - 25ml,Shoreditch,East,Banana
28/10/2022 00:00:00,686,274.94,Liquid - 25ml,Shoreditch,East,Banana
14/07/2022 00:00:00,641,26.52,Liquid - 25ml,Shoreditch,East,Banana
15/12/2022 00:00:00,440,231.5,Liquid - 25ml,Shoreditch,East,Banana
04/11/2022 00:00:00,394,153.67,Liquid - 25ml,Shoreditch,East,Banana
17/05/2022 00:00:00,371,160.35,Liquid - 25ml,Shoreditch,East,Banana
11/06/2022 00:00:00,154,248.53,Liquid - 25ml,Shoreditch,East,Banana
15/06/2022 00:00:00,774,260.01,Liquid - 25ml,Notting Hill,West,Banana
22/12/2022 00:00:00,712,48.67,Liquid - 25ml,Notting Hill,West,Banana
25/12/2022 00:00:00,711,48.43,Liquid - 25ml,Notting Hill,West,Banana
17/03/2022 00:00:00,703,238.75,Liquid - 25ml,Notting Hill,West,Banana
27/12/2022 00:00:00,391,33.78,Liquid - 25ml,Notting Hill,West,Banana
25/09/2022 00:00:00,161,85.5,Liquid - 25ml,Notting Hill,West,Banana
01/10/2022 00:00:00,147,250.56,Liquid - 25ml,Notting Hill,West,Banana
29/01/2022 00:00:00,16,96.44,Liquid - 25ml,Notting Hill,West,Banana
01/02/2022 00:00:00,941,78.11,Liquid - 25ml,Lewisham,East,Apricot
22/02/2022 00:00:00,842,143.12,Liquid - 25ml,Lewisham,East,Apricot
18/07/2022 00:00:00,750,155.58,Liquid - 25ml,Lewisham,East,Apricot
26/09/2022 00:00:00,534,269.27,Liquid - 25ml,Lewisham,East,Apricot
21/01/2022 00:00:00,110,69.94,Liquid - 25ml,Lewisham,East,Apricot
01/08/2022 00:00:00,25,170.91,Liquid - 25ml,Lewisham,East,Apricot
31/01/2022 00:00:00,982,284.51,Liquid - 25ml,Wimbledon,West,Apricot
04/01/2022 00:00:00,729,213.61,Liquid - 25ml,Wimbledon,West,Apricot
20/01/2022 00:00:00,494,140,Liquid - 25ml,Wimbledon,West,Apricot
12/11/2022 00:00:00,249,113.54,Liquid - 25ml,Wimbledon,West,Apricot
04/09/2022 00:00:00,214,193.82,Liquid - 25ml,Wimbledon,West,Apricot
09/08/2022 00:00:00,210,262.37,Liquid - 25ml,Dulwich,East,Apricot
18/07/2022 00:00:00,823,56.66,Liquid - 25ml,Chelsea,West,Apricot
30/03/2022 00:00:00,786,296.66,Liquid - 25ml,Chelsea,West,Apricot
27/10/2022 00:00:00,389,135.28,Liquid - 25ml,Chelsea,West,Apricot
10/02/2022 00:00:00,353,16.59,Liquid - 25ml,Chelsea,West,Apricot
05/09/2022 00:00:00,111,46.54,Liquid - 25ml,Chelsea,West,Apricot
14/10/2022 00:00:00,14,222.42,Liquid - 25ml,Chelsea,West,Apricot
16/09/2022 00:00:00,874,49.82,Liquid - 25ml,Shoreditch,East,Apricot
21/11/2022 00:00:00,828,26.94,Liquid - 25ml,Shoreditch,East,Apricot
17/12/2022 00:00:00,522,150.41,Liquid - 25ml,Shoreditch,East,Apricot
09/08/2022 00:00:00,269,204.28,Liquid - 25ml,Shoreditch,East,Apricot
06/03/2022 00:00:00,985,125.47,Liquid - 25ml,Notting Hill,West,Apricot
19/09/2022 00:00:00,976,217.23,Liquid - 25ml,Notting Hill,West,Apricot
19/09/2022 00:00:00,976,217.23,Liquid - 25ml,Notting Hill,West,Apricot
10/10/2022 00:00:00,935,105.97,Liquid - 25ml,Notting Hill,West,Apricot
14/02/2022 00:00:00,928,228.99,Liquid - 25ml,Notting Hill,West,Apricot
05/06/2022 00:00:00,833,289.38,Liquid - 25ml,Notting Hill,West,Apricot
03/04/2022 00:00:00,528,117.12,Liquid - 25ml,Notting Hill,West,Apricot
20/03/2022 00:00:00,519,218.43,Liquid - 25ml,Notting Hill,West,Apricot
03/12/2022 00:00:00,130,35.37,Liquid - 25ml,Notting Hill,West,Apricot
07/09/2022 00:00:00,35,234.82,Liquid - 25ml,Notting Hill,West,Apricot
26/03/2022 00:00:00,640,48.42,Liquid - 25ml,Lewisham,East,Watermelon
20/10/2022 00:00:00,321,182.43,Liquid - 25ml,Lewisham,East,Watermelon
31/10/2022 00:00:00,225,142.03,Liquid - 25ml,Lewisham,East,Watermelon
23/11/2022 00:00:00,146,73.22,Liquid - 25ml,Lewisham,East,Watermelon
15/12/2022 00:00:00,51,165.85,Liquid - 25ml,Lewisham,East,Watermelon
13/11/2022 00:00:00,734,189.19,Liquid - 25ml,Wimbledon,West,Watermelon
11/12/2022 00:00:00,596,295.78,Liquid - 25ml,Wimbledon,West,Watermelon
20/10/2022 00:00:00,332,272.62,Liquid - 25ml,Wimbledon,West,Watermelon
22/08/2022 00:00:00,282,165.38,Liquid - 25ml,Wimbledon,West,Watermelon
13/07/2022 00:00:00,164,213.03,Liquid - 25ml,Wimbledon,West,Watermelon
04/06/2022 00:00:00,1,152.02,Liquid - 25ml,Wimbledon,West,Watermelon
07/08/2022 00:00:00,936,131.19,Liquid - 25ml,Dulwich,East,Watermelon
14/03/2022 00:00:00,817,269.67,Liquid - 25ml,Dulwich,East,Watermelon
13/11/2022 00:00:00,650,288.86,Liquid - 25ml,Dulwich,East,Watermelon
10/05/2022 00:00:00,415,214.5,Liquid - 25ml,Dulwich,East,Watermelon
24/04/2022 00:00:00,816,34.14,Liquid - 25ml,Chelsea,West,Watermelon
30/04/2022 00:00:00,336,204.66,Liquid - 25ml,Chelsea,West,Watermelon
05/09/2022 00:00:00,111,46.54,Liquid - 25ml,Chelsea,West,Watermelon
22/12/2022 00:00:00,922,194.36,Liquid - 25ml,Shoreditch,East,Watermelon
06/08/2022 00:00:00,805,236.85,Liquid - 25ml,Shoreditch,East,Watermelon
23/09/2022 00:00:00,498,230.85,Liquid - 25ml,Shoreditch,East,Watermelon
25/03/2022 00:00:00,913,28.47,Liquid - 25ml,Notting Hill,West,Watermelon
18/05/2022 00:00:00,262,8.48,Liquid - 25ml,Notting Hill,West,Watermelon
20/10/2022 00:00:00,180,199.55,Liquid - 25ml,Notting Hill,West,Watermelon
23/11/2022 00:00:00,137,206.22,Liquid - 25ml,Notting Hill,West,Watermelon
03/12/2022 00:00:00,130,35.37,Liquid - 25ml,Notting Hill,West,Watermelon
25/08/2022 00:00:00,955,228.64,Liquid - 25ml,Lewisham,East,Rosemary
27/11/2022 00:00:00,864,171.49,Liquid - 25ml,Lewisham,East,Rosemary
26/08/2022 00:00:00,620,83.8,Liquid - 25ml,Lewisham,East,Rosemary
04/09/2022 00:00:00,511,259.16,Liquid - 25ml,Lewisham,East,Rosemary
01/11/2022 00:00:00,478,53.61,Liquid - 25ml,Lewisham,East,Rosemary
07/08/2022 00:00:00,392,253.06,Liquid - 25ml,Lewisham,East,Rosemary
07/08/2022 00:00:00,392,253.06,Liquid - 25ml,Lewisham,East,Rosemary
19/08/2022 00:00:00,361,267.49,Liquid - 25ml,Lewisham,East,Rosemary
18/07/2022 00:00:00,182,228.63,Liquid - 25ml,Lewisham,East,Rosemary
09/09/2022 00:00:00,135,111.96,Liquid - 25ml,Lewisham,East,Rosemary
21/08/2022 00:00:00,9,250.36,Liquid - 25ml,Lewisham,East,Rosemary
04/07/2022 00:00:00,989,55.86,Liquid - 25ml,Wimbledon,West,Rosemary
31/10/2022 00:00:00,854,3.53,Liquid - 25ml,Wimbledon,West,Rosemary
19/11/2022 00:00:00,402,48.14,Liquid - 25ml,Wimbledon,West,Rosemary
22/05/2022 00:00:00,393,123.72,Liquid - 25ml,Wimbledon,West,Rosemary
04/02/2022 00:00:00,279,146.67,Liquid - 25ml,Wimbledon,West,Rosemary
27/01/2022 00:00:00,909,206.42,Liquid - 25ml,Dulwich,East,Rosemary
13/12/2022 00:00:00,688,190.43,Liquid - 25ml,Dulwich,East,Rosemary
13/05/2022 00:00:00,604,207.23,Liquid - 25ml,Dulwich,East,Rosemary
27/02/2022 00:00:00,562,270.5,Liquid - 25ml,Dulwich,East,Rosemary
01/07/2022 00:00:00,397,271.96,Liquid - 25ml,Dulwich,East,Rosemary
28/09/2022 00:00:00,181,148.77,Liquid - 25ml,Dulwich,East,Rosemary
24/09/2022 00:00:00,166,281.11,Liquid - 25ml,Dulwich,East,Rosemary
15/07/2022 00:00:00,32,127.18,Liquid - 25ml,Dulwich,East,Rosemary
07/12/2022 00:00:00,988,233.94,Liquid - 25ml,Chelsea,West,Rosemary
06/10/2022 00:00:00,971,284.6,Liquid - 25ml,Chelsea,West,Rosemary
24/05/2022 00:00:00,797,270.41,Liquid - 25ml,Chelsea,West,Rosemary
04/09/2022 00:00:00,369,198.25,Liquid - 25ml,Chelsea,West,Rosemary
26/08/2022 00:00:00,504,60.52,Liquid - 25ml,Shoreditch,East,Rosemary
09/03/2022 00:00:00,474,205.16,Liquid - 25ml,Shoreditch,East,Rosemary
16/11/2022 00:00:00,399,61.9,Liquid - 25ml,Shoreditch,East,Rosemary
17/05/2022 00:00:00,371,160.35,Liquid - 25ml,Shoreditch,East,Rosemary
15/03/2022 00:00:00,209,128.25,Liquid - 25ml,Shoreditch,East,Rosemary
03/10/2022 00:00:00,43,217.3,Liquid - 25ml,Shoreditch,East,Rosemary
16/08/2022 00:00:00,898,156.45,Liquid - 25ml,Notting Hill,West,Rosemary
08/03/2022 00:00:00,471,164.92,Liquid - 25ml,Notting Hill,West,Rosemary
09/06/2022 00:00:00,464,44.92,Liquid - 25ml,Notting Hill,West,Rosemary
03/02/2022 00:00:00,436,187.66,Liquid - 25ml,Notting Hill,West,Rosemary
29/10/2022 00:00:00,194,38.19,Liquid - 25ml,Notting Hill,West,Rosemary
29/03/2022 00:00:00,112,186.12,Liquid - 25ml,Notting Hill,West,Rosemary
16/04/2022 00:00:00,978,56.68,Liquid - 25ml,Lewisham,East,Lemongrass
29/05/2022 00:00:00,859,210.33,Liquid - 25ml,Lewisham,East,Lemongrass
06/01/2022 00:00:00,727,150.72,Liquid - 25ml,Lewisham,East,Lemongrass
09/10/2022 00:00:00,615,222.52,Liquid - 25ml,Lewisham,East,Lemongrass
01/11/2022 00:00:00,478,53.61,Liquid - 25ml,Lewisham,East,Lemongrass
16/01/2022 00:00:00,456,7.26,Liquid - 25ml,Lewisham,East,Lemongrass
02/01/2022 00:00:00,420,277.43,Liquid - 25ml,Lewisham,East,Lemongrass
06/12/2022 00:00:00,358,35.05,Liquid - 25ml,Lewisham,East,Lemongrass
06/12/2022 00:00:00,358,35.05,Liquid - 25ml,Lewisham,East,Lemongrass
27/02/2022 00:00:00,341,141.37,Liquid - 25ml,Lewisham,East,Lemongrass
28/08/2022 00:00:00,138,71.36,Liquid - 25ml,Lewisham,East,Lemongrass
27/02/2022 00:00:00,5,83.49,Liquid - 25ml,Lewisham,East,Lemongrass
03/09/2022 00:00:00,509,110.71,Liquid - 25ml,Wimbledon,West,Lemongrass
18/01/2022 00:00:00,465,178.67,Liquid - 25ml,Wimbledon,West,Lemongrass
13/06/2022 00:00:00,460,153.39,Liquid - 25ml,Wimbledon,West,Lemongrass
21/03/2022 00:00:00,408,110.94,Liquid - 25ml,Wimbledon,West,Lemongrass
24/12/2022 00:00:00,228,244.77,Liquid - 25ml,Wimbledon,West,Lemongrass
05/04/2022 00:00:00,172,44.86,Liquid - 25ml,Wimbledon,West,Lemongrass
09/12/2022 00:00:00,899,104.54,Liquid - 25ml,Dulwich,East,Lemongrass
29/11/2022 00:00:00,652,298.02,Liquid - 25ml,Dulwich,East,Lemongrass
12/09/2022 00:00:00,285,209.64,Liquid - 25ml,Dulwich,East,Lemongrass
12/12/2022 00:00:00,152,85.83,Liquid - 25ml,Dulwich,East,Lemongrass
13/11/2022 00:00:00,984,292.11,Liquid - 25ml,Chelsea,West,Lemongrass
21/03/2022 00:00:00,932,107.11,Liquid - 25ml,Chelsea,West,Lemongrass
05/09/2022 00:00:00,111,46.54,Liquid - 25ml,Chelsea,West,Lemongrass
18/04/2022 00:00:00,90,29.54,Liquid - 25ml,Chelsea,West,Lemongrass
05/10/2022 00:00:00,778,131.99,Liquid - 25ml,Shoreditch,East,Lemongrass
05/10/2022 00:00:00,778,131.99,Liquid - 25ml,Shoreditch,East,Lemongrass
08/08/2022 00:00:00,678,169.56,Liquid - 25ml,Shoreditch,East,Lemongrass
21/10/2022 00:00:00,583,218.43,Liquid - 25ml,Shoreditch,East,Lemongrass
05/10/2022 00:00:00,499,226.87,Liquid - 25ml,Shoreditch,East,Lemongrass
16/03/2022 00:00:00,486,143.09,Liquid - 25ml,Shoreditch,East,Lemongrass
27/07/2022 00:00:00,414,57.98,Liquid - 25ml,Shoreditch,East,Lemongrass
02/05/2022 00:00:00,318,270.01,Liquid - 25ml,Shoreditch,East,Lemongrass
24/04/2022 00:00:00,239,98.42,Liquid - 25ml,Shoreditch,East,Lemongrass
27/05/2022 00:00:00,208,21.95,Liquid - 25ml,Shoreditch,East,Lemongrass
13/01/2022 00:00:00,187,108.49,Liquid - 25ml,Shoreditch,East,Lemongrass
08/06/2022 00:00:00,139,42.39,Liquid - 25ml,Shoreditch,East,Lemongrass
18/02/2022 00:00:00,637,81.7,Liquid - 25ml,Notting Hill,West,Lemongrass
05/09/2022 00:00:00,472,283.85,Liquid - 25ml,Notting Hill,West,Lemongrass
03/01/2022 00:00:00,339,267.81,Liquid - 25ml,Notting Hill,West,Lemongrass
24/08/2022 00:00:00,308,216.88,Liquid - 25ml,Notting Hill,West,Lemongrass
28/04/2022 00:00:00,264,127.66,Liquid - 25ml,Notting Hill,West,Lemongrass
30/06/2022 00:00:00,220,73.21,Liquid - 25ml,Notting Hill,West,Lemongrass
19/06/2022 00:00:00,961,21.11,Liquid - 25ml,Lewisham,East,Strawberry
13/08/2022 00:00:00,849,246.73,Liquid - 25ml,Lewisham,East,Strawberry
06/01/2022 00:00:00,727,150.72,Liquid - 25ml,Lewisham,East,Strawberry
13/07/2022 00:00:00,284,248.18,Liquid - 25ml,Lewisham,East,Strawberry
17/03/2022 00:00:00,251,117.97,Liquid - 25ml,Lewisham,East,Strawberry
25/04/2022 00:00:00,244,152.91,Liquid - 25ml,Lewisham,East,Strawberry
08/10/2022 00:00:00,131,37.59,Liquid - 25ml,Lewisham,East,Strawberry
03/10/2022 00:00:00,925,292.31,Liquid - 25ml,Wimbledon,West,Strawberry
18/05/2022 00:00:00,795,196.14,Liquid - 25ml,Wimbledon,West,Strawberry
27/04/2022 00:00:00,571,45.3,Liquid - 25ml,Wimbledon,West,Strawberry
27/04/2022 00:00:00,571,45.3,Liquid - 25ml,Wimbledon,West,Strawberry
18/10/2022 00:00:00,33,288.41,Liquid - 25ml,Wimbledon,West,Strawberry
02/10/2022 00:00:00,986,35.12,Liquid - 25ml,Dulwich,East,Strawberry
11/10/2022 00:00:00,773,67.62,Liquid - 25ml,Dulwich,East,Strawberry
28/05/2022 00:00:00,747,203,Liquid - 25ml,Dulwich,East,Strawberry
25/07/2022 00:00:00,584,206.39,Liquid - 25ml,Dulwich,East,Strawberry
14/01/2022 00:00:00,551,125.41,Liquid - 25ml,Dulwich,East,Strawberry
03/03/2022 00:00:00,350,125.22,Liquid - 25ml,Dulwich,East,Strawberry
09/09/2022 00:00:00,815,213.56,Liquid - 25ml,Chelsea,West,Strawberry
21/02/2022 00:00:00,438,287,Liquid - 25ml,Chelsea,West,Strawberry
14/09/2022 00:00:00,405,55.22,Liquid - 25ml,Chelsea,West,Strawberry
16/03/2022 00:00:00,222,292.18,Liquid - 25ml,Chelsea,West,Strawberry
05/11/2022 00:00:00,927,72.99,Liquid - 25ml,Shoreditch,East,Strawberry
05/07/2022 00:00:00,869,179.38,Liquid - 25ml,Shoreditch,East,Strawberry
06/04/2022 00:00:00,490,274.13,Liquid - 25ml,Shoreditch,East,Strawberry
04/09/2022 00:00:00,387,167.99,Liquid - 25ml,Shoreditch,East,Strawberry
15/03/2022 00:00:00,209,128.25,Liquid - 25ml,Shoreditch,East,Strawberry
10/08/2022 00:00:00,958,278.92,Liquid - 25ml,Notting Hill,West,Strawberry
06/12/2022 00:00:00,623,16.23,Liquid - 25ml,Notting Hill,West,Strawberry
04/10/2022 00:00:00,607,286,Liquid - 25ml,Notting Hill,West,Strawberry
10/04/2022 00:00:00,430,90.23,Liquid - 25ml,Notting Hill,West,Strawberry
21/05/2022 00:00:00,367,263.77,Liquid - 25ml,Notting Hill,West,Strawberry
30/08/2022 00:00:00,257,165.85,Liquid - 25ml,Notting Hill,West,Strawberry
08/12/2022 00:00:00,83,108.24,Liquid - 25ml,Notting Hill,West,Strawberry
01/02/2022 00:00:00,941,78.11,Liquid - 25ml,Lewisham,East,Lavender
17/12/2022 00:00:00,716,244.85,Liquid - 25ml,Lewisham,East,Lavender
19/08/2022 00:00:00,361,267.49,Liquid - 25ml,Lewisham,East,Lavender
13/08/2022 00:00:00,337,257.01,Liquid - 25ml,Lewisham,East,Lavender
09/09/2022 00:00:00,135,111.96,Liquid - 25ml,Lewisham,East,Lavender
21/08/2022 00:00:00,9,250.36,Liquid - 25ml,Lewisham,East,Lavender
04/07/2022 00:00:00,989,55.86,Liquid - 25ml,Wimbledon,West,Lavender
11/04/2022 00:00:00,969,153.71,Liquid - 25ml,Wimbledon,West,Lavender
02/04/2022 00:00:00,895,136.36,Liquid - 25ml,Wimbledon,West,Lavender
01/04/2022 00:00:00,524,72.96,Liquid - 25ml,Wimbledon,West,Lavender
20/10/2022 00:00:00,481,182.99,Liquid - 25ml,Wimbledon,West,Lavender
14/06/2022 00:00:00,196,263.39,Liquid - 25ml,Wimbledon,West,Lavender
19/07/2022 00:00:00,933,14.54,Liquid - 25ml,Dulwich,East,Lavender
05/08/2022 00:00:00,918,19.55,Liquid - 25ml,Dulwich,East,Lavender
19/05/2022 00:00:00,839,74.19,Liquid - 25ml,Dulwich,East,Lavender
20/08/2022 00:00:00,825,166.07,Liquid - 25ml,Dulwich,East,Lavender
11/11/2022 00:00:00,445,249.42,Liquid - 25ml,Dulwich,East,Lavender
27/02/2022 00:00:00,432,135.07,Liquid - 25ml,Dulwich,East,Lavender
08/09/2022 00:00:00,203,24.61,Liquid - 25ml,Dulwich,East,Lavender
11/09/2022 00:00:00,946,244.48,Liquid - 25ml,Chelsea,West,Lavender
29/03/2022 00:00:00,788,53.18,Liquid - 25ml,Chelsea,West,Lavender
22/02/2022 00:00:00,690,54.82,Liquid - 25ml,Chelsea,West,Lavender
29/09/2022 00:00:00,459,293.74,Liquid - 25ml,Chelsea,West,Lavender
21/02/2022 00:00:00,438,287,Liquid - 25ml,Chelsea,West,Lavender
12/02/2022 00:00:00,351,17.37,Liquid - 25ml,Chelsea,West,Lavender
03/10/2022 00:00:00,273,179.52,Liquid - 25ml,Chelsea,West,Lavender
10/06/2022 00:00:00,200,134.54,Liquid - 25ml,Chelsea,West,Lavender
09/06/2022 00:00:00,684,62.47,Liquid - 25ml,Shoreditch,East,Lavender
05/09/2022 00:00:00,635,204.02,Liquid - 25ml,Shoreditch,East,Lavender
26/08/2022 00:00:00,504,60.52,Liquid - 25ml,Shoreditch,East,Lavender
16/03/2022 00:00:00,486,143.09,Liquid - 25ml,Shoreditch,East,Lavender
24/08/2022 00:00:00,261,55.93,Liquid - 25ml,Shoreditch,East,Lavender
11/01/2022 00:00:00,22,174,Liquid - 25ml,Shoreditch,East,Lavender
18/07/2022 00:00:00,930,213.65,Liquid - 25ml,Notting Hill,West,Lavender
09/12/2022 00:00:00,746,242.68,Liquid - 25ml,Notting Hill,West,Lavender
29/08/2022 00:00:00,701,244.45,Liquid - 25ml,Notting Hill,West,Lavender
24/09/2022 00:00:00,482,139,Liquid - 25ml,Notting Hill,West,Lavender
07/03/2022 00:00:00,173,76.35,Liquid - 25ml,Notting Hill,West,Lavender
20/05/2022 00:00:00,121,162.98,Liquid - 25ml,Notting Hill,West,Lavender
17/12/2022 00:00:00,716,244.85,Liquid - 25ml,Lewisham,East,Lemon
24/03/2022 00:00:00,681,86.03,Liquid - 25ml,Lewisham,East,Lemon
02/06/2022 00:00:00,651,49.4,Liquid - 25ml,Lewisham,East,Lemon
30/10/2022 00:00:00,526,266.53,Liquid - 25ml,Lewisham,East,Lemon
16/01/2022 00:00:00,456,7.26,Liquid - 25ml,Lewisham,East,Lemon
14/05/2022 00:00:00,355,225.86,Liquid - 25ml,Lewisham,East,Lemon
15/12/2022 00:00:00,51,165.85,Liquid - 25ml,Lewisham,East,Lemon
08/03/2022 00:00:00,37,102.89,Liquid - 25ml,Lewisham,East,Lemon
09/01/2022 00:00:00,798,115.9,Liquid - 25ml,Wimbledon,West,Lemon
21/06/2022 00:00:00,366,72.96,Liquid - 25ml,Wimbledon,West,Lemon
07/10/2022 00:00:00,63,229.25,Liquid - 25ml,Wimbledon,West,Lemon
29/06/2022 00:00:00,38,190.01,Liquid - 25ml,Wimbledon,West,Lemon
11/09/2022 00:00:00,20,288.35,Liquid - 25ml,Wimbledon,West,Lemon
25/04/2022 00:00:00,841,148.19,Liquid - 25ml,Dulwich,East,Lemon
27/12/2022 00:00:00,820,271.24,Liquid - 25ml,Dulwich,East,Lemon
27/12/2022 00:00:00,820,271.24,Liquid - 25ml,Dulwich,East,Lemon
14/08/2022 00:00:00,764,80.16,Liquid - 25ml,Dulwich,East,Lemon
25/05/2022 00:00:00,466,94.59,Liquid - 25ml,Dulwich,East,Lemon
12/09/2022 00:00:00,439,282.22,Liquid - 25ml,Dulwich,East,Lemon
16/07/2022 00:00:00,242,294.28,Liquid - 25ml,Dulwich,East,Lemon
27/01/2022 00:00:00,76,135.88,Liquid - 25ml,Dulwich,East,Lemon
24/05/2022 00:00:00,797,270.41,Liquid - 25ml,Chelsea,West,Lemon
28/01/2022 00:00:00,689,260.98,Liquid - 25ml,Chelsea,West,Lemon
11/08/2022 00:00:00,503,27.29,Liquid - 25ml,Chelsea,West,Lemon
28/08/2022 00:00:00,449,258.77,Liquid - 25ml,Chelsea,West,Lemon
22/04/2022 00:00:00,335,43.24,Liquid - 25ml,Chelsea,West,Lemon
09/10/2022 00:00:00,329,195.43,Liquid - 25ml,Chelsea,West,Lemon
06/03/2022 00:00:00,315,174.87,Liquid - 25ml,Chelsea,West,Lemon
16/11/2022 00:00:00,167,264.34,Liquid - 25ml,Chelsea,West,Lemon
31/10/2022 00:00:00,92,78.21,Liquid - 25ml,Chelsea,West,Lemon
20/12/2022 00:00:00,54,212.49,Liquid - 25ml,Chelsea,West,Lemon
27/05/2022 00:00:00,796,21.16,Liquid - 25ml,Shoreditch,East,Lemon
05/09/2022 00:00:00,635,204.02,Liquid - 25ml,Shoreditch,East,Lemon
28/10/2022 00:00:00,603,113.7,Liquid - 25ml,Shoreditch,East,Lemon
01/11/2022 00:00:00,451,44.53,Liquid - 25ml,Shoreditch,East,Lemon
25/06/2022 00:00:00,109,63.67,Liquid - 25ml,Shoreditch,East,Lemon
18/11/2022 00:00:00,822,213.35,Liquid - 25ml,Notting Hill,West,Lemon
08/08/2022 00:00:00,653,236.52,Liquid - 25ml,Notting Hill,West,Lemon
09/06/2022 00:00:00,464,44.92,Liquid - 25ml,Notting Hill,West,Lemon
03/01/2022 00:00:00,339,267.81,Liquid - 25ml,Notting Hill,West,Lemon
29/04/2022 00:00:00,60,175.22,Liquid - 25ml,Notting Hill,West,Lemon
