Student ID,Maths,English,Spanish,Science,Art,History,Geography
216,80,82,97,90,96,72,61
217,71,71,79,97,71,60,63
218,81,86,100,88,87,71,79
219,61,62,77,96,86,97,85
220,76,82,99,87,74,98,95
221,80,79,75,92,64,91,64
222,97,62,97,62,62,70,99
223,67,90,87,74,74,94,72
224,61,81,70,62,92,86,74
225,62,80,84,99,98,95,70
226,73,65,60,83,97,76,98
227,70,99,88,82,79,87,82
228,88,81,78,69,96,87,76
229,64,79,72,86,99,89,90
230,89,68,69,98,64,79,91
231,80,75,64,85,81,76,73
232,89,84,89,83,83,63,78
233,64,95,69,98,66,99,71
234,79,70,75,62,76,72,61
235,95,82,81,60,100,63,99
236,82,75,98,97,75,71,89
237,81,85,94,70,70,66,99
238,70,93,93,95,89,67,88
239,100,83,84,71,68,69,62
240,81,77,73,100,96,61,96
241,85,73,91,71,75,95,83
242,60,74,87,91,83,71,88
243,70,91,93,98,68,80,86
244,74,88,96,81,93,66,63
245,77,100,67,87,74,80,71
246,61,72,75,72,76,66,90
247,67,92,65,86,97,70,63
248,99,64,63,78,61,83,64
249,61,84,60,70,61,88,93
250,85,72,68,68,73,94,65
251,87,91,67,64,80,61,87
252,100,73,92,96,95,68,66
253,64,68,88,98,90,88,67
254,94,70,87,70,63,78,77
255,63,96,80,81,95,84,72
256,77,83,74,77,61,85,88
257,95,68,73,75,71,64,85
258,77,66,67,84,73,83,79
259,90,97,78,97,64,85,99
260,94,87,98,82,70,97,70
261,61,60,91,100,93,66,76
262,88,71,67,91,81,90,99
263,79,95,75,98,63,73,95
264,68,65,76,99,76,79,61
265,85,63,64,96,64,91,88
266,81,99,93,78,88,71,91
267,77,93,94,83,86,80,99
268,75,73,100,65,88,74,86
269,85,68,91,83,99,81,60
270,99,61,67,78,64,94,86
271,84,73,88,62,73,100,96
272,78,96,96,61,92,97,90
273,84,90,77,86,76,79,65
274,90,83,71,65,100,73,89
275,68,90,99,63,97,78,75
276,89,88,63,97,84,69,63
277,79,67,85,65,61,80,84
278,61,68,77,74,85,93,76
279,77,100,62,65,94,95,75
280,76,76,65,82,95,93,90
281,68,89,78,62,79,88,93
282,100,89,69,81,92,87,86
283,67,62,66,78,71,70,89
284,98,92,73,75,97,64,61
285,69,88,60,84,98,88,91
286,70,73,70,73,61,74,85
287,99,64,67,95,88,68,84
288,76,94,60,87,94,90,68
289,89,96,91,93,69,99,80
290,94,97,73,73,62,80,66
291,85,77,78,73,76,77,83
292,70,60,75,99,63,77,76
293,64,60,65,63,70,68,91
294,91,63,79,84,98,88,77
295,74,97,72,72,93,97,89
296,96,66,80,97,63,67,89
297,68,97,93,70,81,84,69
298,75,81,99,78,90,94,89
299,81,100,69,99,90,64,73
300,77,69,95,94,100,95,91
301,76,70,60,65,96,68,96
302,71,100,92,61,88,78,100
303,85,95,81,79,85,73,90
304,61,80,86,67,67,65,68
305,83,96,63,63,89,82,88
306,79,73,65,88,98,69,61
307,89,97,89,93,86,86,74
308,64,83,71,90,60,83,68
309,60,85,60,91,92,91,75
310,76,77,65,90,82,83,97
311,81,89,70,75,76,65,94
312,97,80,87,71,82,77,85
313,95,95,86,78,86,75,94
314,93,89,67,92,71,84,96
315,82,85,78,75,77,72,71
316,83,62,84,100,68,83,87
317,76,60,88,62,63,94,80
318,89,80,84,92,83,84,77
319,92,84,72,84,61,89,87
320,74,69,89,68,90,96,78
321,99,97,81,83,93,92,74
322,81,79,83,73,99,96,71
323,92,96,77,76,100,69,87
324,75,73,72,72,83,63,98
325,80,64,100,99,78,66,99
326,86,63,92,89,97,67,96
327,79,82,72,68,83,70,68
328,90,77,100,94,83,68,77
329,79,63,71,92,76,99,87
330,74,87,82,100,79,60,68
331,88,93,97,61,62,67,60
332,66,86,72,74,65,71,60
333,95,90,63,96,83,61,83
334,66,93,69,61,76,61,71
335,81,77,73,78,98,74,82
336,85,75,89,88,100,70,64
337,62,96,86,73,97,91,98
338,75,92,87,77,66,62,62
339,75,93,87,95,94,69,75
340,92,94,68,79,87,78,75
341,89,81,100,60,92,60,99
342,76,90,98,69,72,67,63
343,84,91,67,73,88,70,63
344,88,76,97,74,76,97,68
345,67,91,86,71,73,95,83
346,98,99,61,93,67,60,76
347,85,80,76,95,79,66,84
348,70,84,70,83,92,69,73
349,91,88,65,82,74,73,62
350,75,94,98,99,67,95,72
351,96,72,83,72,83,90,77
352,88,82,61,76,85,65,87
353,100,69,74,92,88,84,77
354,76,64,77,70,81,82,75
355,96,63,85,82,71,64,65
356,69,85,66,62,62,88,80
357,61,90,88,62,66,88,99
358,87,99,60,98,100,93,64
359,73,66,62,76,70,72,64
360,62,85,98,94,95,73,63
361,71,97,85,62,69,98,76
362,80,72,86,66,90,64,62
363,71,85,99,67,100,62,96
364,68,68,60,96,60,97,72
365,65,81,94,61,76,63,63
366,65,86,83,65,88,78,77
367,76,93,87,91,85,64,77
368,81,65,88,99,72,78,100
369,65,87,72,98,66,76,62
370,93,91,72,71,64,63,92
371,94,67,100,82,86,91,87
372,74,84,77,90,87,63,89
373,78,80,78,60,97,81,80
374,66,87,67,88,61,73,90
375,88,80,77,75,81,67,78
376,99,85,71,68,68,88,88
377,99,64,91,77,96,86,100
378,84,64,61,89,65,64,95
379,99,92,60,86,69,91,66
380,96,65,95,77,90,78,87
381,73,90,75,99,61,88,75
382,82,96,90,82,95,99,83
383,87,84,71,66,86,70,98
384,79,71,100,70,88,64,73
385,67,97,79,85,62,93,73
386,78,96,77,65,83,69,78
387,63,95,66,80,84,65,71
388,80,79,97,64,72,81,69
389,81,79,77,97,65,68,91
390,89,65,100,84,65,89,84
391,75,63,66,70,62,90,73
392,91,98,77,67,79,93,92
393,84,65,82,89,72,61,64
394,77,84,62,63,78,71,81
395,73,65,99,91,90,66,80
396,89,74,93,66,68,69,100
397,98,80,74,95,71,100,92
398,99,73,84,96,68,80,73
399,62,66,100,86,88,82,81
400,100,62,69,64,72,99,90
401,64,83,60,89,74,100,79
402,95,78,74,78,84,93,61
403,93,86,67,61,73,73,92
404,95,62,70,80,66,70,86
405,89,91,81,74,83,79,74
406,84,91,89,76,64,71,96
407,60,89,70,90,80,87,100
408,85,94,82,68,98,62,76
409,82,70,69,97,79,86,76
410,71,96,68,94,61,74,98
411,92,75,83,84,97,72,86
412,88,77,99,93,67,85,76
413,75,94,70,86,74,72,96
414,74,95,66,67,68,62,61
415,94,65,60,81,73,90,71
416,74,64,88,74,90,81,63
417,87,95,68,82,62,69,93
418,75,76,80,89,95,89,69
419,70,60,92,84,76,77,89
420,91,85,97,61,64,64,94
421,65,64,65,60,62,77,88
422,80,63,78,89,67,73,94
423,70,84,91,71,92,70,61
424,92,63,92,82,72,89,66
425,80,78,60,97,89,65,83
426,74,72,100,94,88,60,98
427,86,76,88,88,88,67,70
428,75,86,68,63,65,65,80
429,61,62,62,85,75,82,92
430,74,89,69,80,100,73,79
431,65,98,79,69,74,93,65
432,70,82,85,69,91,87,89
433,92,75,63,61,75,89,92
434,88,77,75,98,87,65,98
435,74,98,94,65,81,89,91
436,72,68,87,75,91,70,62
437,74,85,93,70,74,88,79
438,65,81,63,74,100,95,98
439,100,89,80,67,90,86,80
440,90,99,68,74,88,74,68
441,64,65,99,87,74,78,68
442,60,91,68,92,86,68,72
443,78,62,88,83,91,76,63
444,60,92,93,60,78,84,99
445,65,95,91,85,68,65,60
446,88,96,85,74,84,68,96
447,83,60,82,82,70,86,91
448,97,73,69,62,86,60,91
449,88,97,88,63,62,75,95
450,67,98,68,69,69,64,98
451,68,76,99,95,60,85,87
452,61,92,64,85,60,75,63
453,68,73,98,62,71,62,60
454,64,79,61,84,83,77,93
455,67,64,88,60,78,99,94
456,63,68,98,98,85,65,63
457,80,95,64,60,62,61,98
458,76,80,62,89,81,60,67
459,75,65,71,70,68,84,79
460,73,98,99,91,78,86,75
461,63,81,72,95,69,88,83
462,68,60,70,93,92,66,98
463,82,69,62,81,82,90,60
464,96,91,99,80,81,67,96
465,89,72,71,91,93,86,100
466,88,90,84,76,88,90,87
467,70,60,90,67,67,62,74
468,65,89,84,65,86,68,97
469,69,63,99,91,71,85,68
470,62,69,90,90,98,89,68
471,98,86,89,60,80,94,60
472,83,70,94,65,92,82,78
473,95,83,79,71,85,86,74
474,87,85,73,97,67,69,60
475,90,98,71,74,96,92,75
476,86,77,69,74,83,81,91
477,88,87,77,94,82,91,61
478,79,76,82,84,82,69,89
479,69,65,62,76,72,95,77
480,66,89,88,94,60,63,93
481,100,64,63,87,76,62,62
482,71,89,76,72,90,77,61
483,74,81,98,90,78,81,75
484,80,90,72,76,72,96,73
485,69,78,95,73,73,99,94
486,95,63,96,75,81,84,78
487,77,86,84,100,70,62,73
488,82,74,66,85,79,94,84
489,99,95,67,83,66,96,64
490,69,73,74,90,84,79,96
491,81,99,76,70,74,75,65
492,85,68,65,95,77,93,77
493,88,69,94,96,60,77,100
494,94,79,76,86,89,63,87
495,69,68,91,82,62,84,97
496,76,85,69,96,81,94,73
497,91,81,100,67,84,76,97
498,75,76,88,69,93,96,80
499,91,88,71,69,76,82,89
500,70,71,80,86,82,73,60
501,81,93,70,73,67,76,70
502,84,69,83,97,74,90,93
503,89,60,82,66,66,77,75
504,89,98,62,84,70,99,97
505,93,86,74,61,61,85,93
506,93,89,96,96,72,69,64
507,97,60,66,92,68,67,91
508,70,71,82,87,96,94,76
509,69,61,70,96,88,83,68
510,64,67,87,95,85,85,95
511,60,96,83,72,88,91,88
512,66,81,86,61,70,82,97
513,81,64,95,93,80,61,68
514,91,79,63,64,67,73,74
515,87,100,73,86,79,100,95
516,80,84,100,91,72,81,81
517,66,82,81,78,67,77,73
518,70,65,63,63,67,90,88
519,78,76,80,69,88,92,93
520,73,61,98,72,63,66,64
521,61,62,73,82,62,62,70
522,90,70,60,78,72,69,74
523,99,77,94,71,68,100,84
524,87,75,68,61,60,92,68
525,88,79,98,81,64,74,77
526,86,69,75,71,98,74,95
527,60,95,74,87,86,64,76
528,67,94,97,94,90,68,100
529,98,88,87,75,70,64,100
530,100,63,93,91,78,69,100
531,90,78,100,74,88,81,71
532,65,98,61,95,70,95,98
533,100,74,90,88,67,73,99
534,63,74,88,78,63,93,83
535,91,82,75,90,84,72,65
536,83,94,81,90,82,66,68
537,86,80,83,77,70,81,70
538,82,100,90,82,71,93,69
539,80,100,82,79,91,73,97
540,61,60,62,94,65,83,72
541,76,96,93,93,60,71,96
542,68,64,65,68,69,96,62
543,69,98,90,67,71,73,73
544,61,95,84,90,94,100,91
545,77,64,75,79,94,63,63
546,92,70,83,95,97,72,83
547,82,83,94,74,99,65,99
548,99,81,63,63,94,72,69
549,89,88,78,69,65,90,94
550,68,100,93,97,68,98,85
551,92,96,84,84,94,89,74
552,77,68,64,86,91,60,88
553,80,61,97,90,72,69,95
554,68,73,92,91,66,84,69
555,84,91,73,78,68,83,85
556,69,77,87,87,91,73,89
557,90,99,78,62,96,71,68
558,99,85,79,69,97,87,89
559,96,65,100,73,78,90,99
560,80,77,84,75,87,93,86
561,84,61,82,86,67,84,65
562,95,60,92,100,73,65,84
563,85,75,75,79,79,91,90
564,65,93,66,68,65,93,74
565,85,79,76,93,89,85,88
566,72,87,80,79,62,89,74
567,75,71,68,88,85,69,87
568,96,79,69,67,73,73,66
569,96,65,77,81,67,79,70
570,87,83,63,62,75,66,99
571,90,79,67,68,74,75,100
572,90,71,82,94,83,91,80
573,61,94,77,68,97,87,71
574,81,86,71,88,98,64,71
575,77,78,84,75,68,75,85
576,72,64,60,99,88,80,70
577,71,93,90,91,84,71,82
578,79,83,94,80,90,97,93
579,76,73,65,93,83,92,77
580,88,76,64,69,65,75,65
581,73,83,68,96,91,100,90
582,90,99,70,84,84,81,92
583,84,100,69,94,66,61,60
584,77,67,78,63,96,75,100
585,66,76,84,81,82,94,95
586,86,97,65,79,68,63,99
587,86,67,80,65,96,78,86
588,74,95,83,61,69,70,72
589,62,76,74,81,93,100,73
590,62,74,69,74,89,96,79
591,77,100,79,91,90,68,73
592,97,77,63,75,96,99,65
593,85,72,85,73,71,85,61
594,82,69,86,71,80,99,70
595,63,83,68,64,93,100,84
596,71,65,74,64,67,72,85
597,80,98,88,72,84,68,91
598,63,80,97,69,71,78,85
599,70,94,91,90,90,81,82
600,95,64,100,93,92,84,92
601,71,95,77,100,83,100,77
602,67,78,83,74,88,98,95
603,67,69,68,68,67,81,66
604,95,71,65,90,76,75,90
605,63,98,91,88,100,83,65
606,70,72,75,80,98,87,90
607,63,78,100,88,85,74,95
608,72,95,72,64,100,97,95
609,79,86,96,92,72,83,100
610,91,82,66,82,73,72,76
611,64,100,69,69,80,62,80
612,72,61,85,67,88,75,83
613,62,70,72,81,66,61,69
614,85,76,67,66,86,80,100
615,69,78,65,78,69,74,72
616,84,66,64,88,71,94,96
617,75,67,77,94,69,77,99
618,69,79,69,79,98,85,60
619,81,77,70,65,88,95,75
620,91,69,83,75,80,83,99
621,84,75,71,69,88,75,72
622,83,75,80,63,83,98,79
623,79,65,79,75,96,65,60
624,98,89,81,66,96,98,97
625,64,69,94,94,87,86,84
626,93,98,74,77,90,97,80
627,88,84,83,88,74,87,80
628,61,74,65,95,100,99,73
629,97,75,70,94,71,62,70
630,76,81,100,61,97,85,68
631,64,100,98,83,66,96,71
632,66,79,75,68,99,99,70
633,77,82,88,61,61,89,99
634,99,86,83,83,97,86,71
635,70,92,96,68,100,93,65
636,60,79,72,66,84,67,95
637,90,85,89,75,76,66,92
638,76,77,92,77,90,72,76
639,76,77,93,84,94,66,100
640,95,95,70,84,64,96,65
641,60,75,96,94,91,79,90
642,92,87,99,78,79,66,66
643,98,88,94,73,87,71,83
644,67,76,93,62,83,64,82
645,93,69,92,87,77,100,76
646,78,99,83,96,69,62,62
647,66,84,60,66,100,86,64
648,66,89,91,79,87,77,94
649,90,74,66,72,83,89,73
650,70,90,81,89,75,95,88
651,83,74,72,100,69,98,83
652,79,66,64,84,63,78,89
653,69,79,83,75,70,99,78
654,65,87,78,98,91,98,94
655,64,84,65,94,79,68,65
656,92,70,100,67,70,80,88
657,67,72,84,98,98,92,84
658,99,71,95,61,66,95,91
659,99,74,90,96,84,65,74
660,79,85,95,89,70,87,84
661,92,79,97,64,88,79,74
662,74,73,82,69,89,70,70
663,95,83,74,72,62,73,62
664,78,73,86,88,80,63,66
665,87,79,77,96,63,76,79
666,88,69,91,66,85,62,100
667,81,77,62,98,72,70,66
668,90,87,72,97,87,63,71
669,99,98,75,97,88,72,85
670,83,66,71,77,65,76,75
671,75,69,94,89,85,70,85
672,76,75,85,91,95,85,88
673,77,94,85,89,75,64,61
674,72,78,60,93,63,84,85
675,86,92,68,96,60,69,71
676,89,71,78,72,60,70,92
677,95,90,81,76,78,84,85
678,100,73,79,84,76,78,65
679,100,69,65,77,100,77,80
680,94,93,84,94,81,93,69
681,67,86,62,93,60,83,79
682,62,64,76,64,71,98,62
683,72,62,95,85,83,97,62
684,81,77,96,97,97,87,73
685,73,86,76,69,61,72,67
686,63,79,71,74,87,88,60
687,91,95,94,99,93,73,82
688,84,79,64,71,100,78,78
689,63,78,75,69,73,92,88
690,85,68,71,60,66,83,88
691,78,100,96,71,73,87,72
692,89,81,89,67,77,77,65
693,68,78,98,92,98,96,94
694,87,65,76,86,89,86,88
695,91,77,73,67,66,87,97
696,99,79,63,67,78,86,63
697,75,66,85,69,86,65,100
698,61,60,100,94,90,60,73
699,93,62,64,99,60,66,68
700,76,67,88,96,64,85,94
701,62,65,73,77,82,82,75
702,98,94,83,86,79,82,98
703,63,70,87,89,90,66,64
704,62,88,99,64,63,82,70
705,99,98,80,82,78,82,61
706,79,83,88,74,62,87,94
707,91,65,99,81,63,81,84
708,95,61,98,65,63,79,64
709,83,74,83,73,92,66,70
710,83,100,66,99,65,64,99
711,100,94,84,69,67,66,65
712,88,90,96,73,64,83,65
713,68,90,90,65,84,75,79
714,80,70,63,92,94,64,62
715,95,100,92,66,64,84,100
716,66,72,82,97,92,68,73
717,87,95,68,68,70,61,96
718,88,83,93,86,66,68,93
719,95,60,73,78,84,67,63
720,88,100,66,89,62,86,89
721,79,75,94,99,78,84,88
722,80,88,79,77,78,67,63
723,73,74,68,73,75,73,60
724,80,61,99,84,80,86,93
725,72,86,79,95,77,90,92
726,73,89,78,64,64,85,82
727,60,94,97,81,72,60,68
728,83,63,82,97,85,93,79
729,64,91,69,66,82,89,67
730,64,69,67,61,65,75,80
731,97,91,67,81,65,93,72
732,77,78,68,67,84,92,100
733,88,72,72,100,65,94,66
734,78,81,72,78,60,68,81
735,72,90,92,66,93,98,67
736,72,99,92,87,69,77,100
737,65,99,85,79,61,69,67
738,92,68,89,81,81,90,64
739,71,76,77,92,100,68,75
740,97,92,92,68,92,92,66
741,77,90,88,68,64,81,75
742,100,74,85,78,73,98,85
743,89,64,72,70,88,60,87
744,63,83,81,88,91,95,63
745,80,83,69,97,90,82,71
746,74,97,97,86,75,65,61
747,81,78,95,60,71,67,78
748,63,72,84,91,92,71,63
749,75,95,76,77,71,94,86
750,77,65,78,74,66,89,85
751,70,75,63,64,95,98,65
752,71,79,69,99,77,63,61
753,63,96,96,61,61,97,94
754,81,68,90,83,81,93,92
755,65,76,71,77,84,78,79
756,66,86,80,98,70,84,79
757,77,82,76,69,72,84,85
758,76,88,74,74,73,63,97
759,76,60,74,94,89,83,66
760,91,61,70,83,94,98,84
761,81,73,71,68,85,79,98
762,64,80,94,81,85,73,66
763,68,75,83,92,95,68,71
764,89,89,89,79,96,98,99
765,61,79,97,69,75,60,76
766,69,85,100,97,92,97,63
767,73,78,68,96,74,64,77
768,81,67,97,88,76,87,67
769,72,65,63,99,94,94,94
770,80,80,100,99,78,77,64
771,79,92,65,75,76,91,63
772,79,83,70,86,71,65,68
773,69,88,71,78,78,77,100
774,81,63,64,63,66,99,75
775,89,82,90,63,62,92,84
776,63,91,63,98,81,69,74
777,82,93,79,97,75,81,77
778,71,68,86,62,79,81,75
779,94,78,72,73,93,61,69
780,62,99,88,96,71,71,75
781,68,77,73,80,64,99,83
782,82,78,79,93,80,94,95
783,75,66,89,66,68,74,83
784,70,95,90,71,99,77,85
785,80,79,68,71,62,64,91
786,69,73,92,70,66,82,100
787,86,63,88,79,62,98,84
788,86,99,85,61,83,62,97
789,81,98,69,74,62,89,70
790,76,98,71,62,85,86,94
791,76,100,88,79,60,91,90
792,71,92,95,89,87,83,95
793,60,88,82,89,86,65,65
794,72,67,80,71,64,93,66
795,93,67,73,79,95,71,86
796,75,67,89,90,89,67,79
797,67,90,87,68,93,62,68
798,78,64,80,80,80,77,90
799,100,82,100,78,66,97,76
800,65,83,62,85,85,92,63
801,92,71,86,64,78,70,62
802,96,78,86,93,70,85,76
803,100,98,78,88,98,70,89
804,91,65,64,69,75,65,76
805,86,83,81,68,67,60,75
806,66,86,66,92,82,65,99
807,98,76,79,94,78,64,68
808,98,100,94,100,90,92,77
809,93,94,100,77,63,88,95
810,89,92,71,95,71,64,79
811,85,78,80,77,66,67,95
812,92,64,61,80,95,73,62
813,71,87,71,77,69,88,66
814,62,68,76,92,61,95,93
815,73,81,61,96,69,97,87
816,73,91,67,100,97,82,80
817,70,75,100,100,62,75,69
818,79,91,65,75,78,87,87
819,67,70,95,75,84,74,84
820,63,68,99,89,65,72,66
821,86,71,74,82,73,86,89
822,78,70,94,70,83,85,88
823,76,84,86,62,96,82,96
824,83,73,91,71,75,88,76
825,64,70,68,75,98,64,86
826,71,91,84,84,65,74,87
827,96,68,70,74,90,67,90
828,88,64,93,62,96,92,81
829,93,94,76,80,76,63,97
830,65,89,80,97,89,71,82
831,62,91,71,95,91,82,90
832,90,62,87,65,71,74,99
833,100,99,77,73,91,93,88
834,68,61,84,78,96,91,96
835,67,65,84,89,91,88,66
836,66,82,99,91,73,71,60
837,96,88,88,77,93,87,88
838,65,71,86,94,100,76,92
839,95,99,76,100,78,95,95
840,96,71,76,73,75,82,81
841,96,91,86,62,89,94,67
842,75,88,96,87,62,63,95
843,76,93,66,95,65,83,95
844,97,65,63,94,92,94,100
845,87,84,68,98,84,73,99
846,87,93,95,87,98,84,75
847,77,93,94,83,68,78,82
848,75,65,61,85,82,85,84
849,68,82,95,88,91,67,79
850,64,79,77,90,92,100,78
851,63,66,67,64,77,84,63
852,69,76,95,79,73,74,99
853,96,79,84,63,66,64,92
854,66,80,81,94,62,70,88
855,68,96,91,85,93,97,91
856,98,72,82,83,63,68,92
857,88,76,97,65,93,97,86
858,67,86,76,80,75,60,81
859,62,79,61,77,100,94,67
860,69,76,83,94,98,61,75
861,70,94,89,82,87,64,93
862,80,80,79,68,75,87,86
863,89,90,82,88,76,94,87
864,87,65,64,88,98,94,83
865,93,89,62,71,91,100,88
866,83,72,99,74,63,81,93
867,92,84,97,96,78,92,81
868,94,78,82,98,96,66,68
869,90,68,93,75,74,64,96
870,93,99,69,80,81,68,92
871,72,99,94,77,97,96,79
