Destination,Date,Rolling Week Avg,Rolling Week Total
New York,15/01/2021,181649.2857142857,1271545
New York,16/01/2021,175302.0,1227114
New York,17/01/2021,174810.2857142857,1223672
New York,18/01/2021,170375.2857142857,1192627
New York,19/01/2021,165764.14285714287,1160349
New York,20/01/2021,150529.85714285713,1053709
New York,21/01/2021,148565.57142857142,1039959
New York,22/01/2021,153377.2857142857,1073641
New York,23/01/2021,165281.7142857143,1156972
New York,24/01/2021,169394.0,1185758
New York,25/01/2021,177166.14285714287,1240163
New York,26/01/2021,183567.42857142858,1284972
New York,27/01/2021,199134.2857142857,1393940
New York,28/01/2021,211059.85714285713,1477419
New York,29/01/2021,209913.57142857142,1469395
New York,30/01/2021,200930.85714285713,1406516
New York,31/01/2021,201169.0,1408183
New York,01/02/2021,191925.57142857142,1343479
New York,02/02/2021,197813.7142857143,1384696
New York,03/02/2021,189642.2857142857,1327496
New York,04/02/2021,177561.85714285713,1242933
New York,05/02/2021,178928.2857142857,1252498
New York,06/02/2021,178625.57142857142,1250379
New York,07/02/2021,176731.7142857143,1237122
New York,08/02/2021,183861.14285714287,1287028
New York,09/02/2021,177196.2857142857,1240374
New York,10/02/2021,169251.0,1184757
New York,11/02/2021,170641.14285714287,1194488
New York,12/02/2021,163974.42857142858,1147821
New York,13/02/2021,164016.0,1148112
New York,14/02/2021,166494.57142857142,1165462
New York,15/02/2021,157503.14285714287,1102522
New York,16/02/2021,156016.57142857142,1092116
New York,17/02/2021,158114.7142857143,1106803
New York,18/02/2021,157932.14285714287,1105525
New York,19/02/2021,159817.0,1118719
New York,20/02/2021,157855.42857142858,1104988
New York,21/02/2021,158305.0,1108135
New York,22/02/2021,158167.14285714287,1107170
New York,23/02/2021,168117.0,1176819
New York,24/02/2021,165609.0,1159263
New York,25/02/2021,169305.2857142857,1185137
New York,26/02/2021,179988.7142857143,1259921
New York,27/02/2021,177674.0,1243718
New York,28/02/2021,176221.57142857142,1233551
New York,01/03/2021,183626.14285714287,1285383
New York,02/03/2021,171303.7142857143,1199126
New York,03/03/2021,188505.7142857143,1319540
New York,04/03/2021,191333.85714285713,1339337
New York,05/03/2021,192492.57142857142,1347448
New York,06/03/2021,207902.85714285713,1455320
New York,07/03/2021,215149.7142857143,1506048
New York,08/03/2021,223918.14285714287,1567427
New York,09/03/2021,234442.0,1641094
New York,10/03/2021,218427.7142857143,1528994
New York,11/03/2021,209920.57142857142,1469444
New York,12/03/2021,205905.7142857143,1441340
New York,13/03/2021,193205.57142857142,1352439
New York,14/03/2021,177775.85714285713,1244431
New York,15/03/2021,169009.42857142858,1183066
New York,16/03/2021,167111.0,1169777
New York,17/03/2021,169611.0,1187277
New York,18/03/2021,181437.85714285713,1270065
New York,19/03/2021,171929.7142857143,1203508
New York,20/03/2021,174599.2857142857,1222195
New York,21/03/2021,186224.7142857143,1303573
New York,22/03/2021,195217.57142857142,1366523
New York,23/03/2021,183617.2857142857,1285321
New York,24/03/2021,180108.14285714287,1260757
New York,25/03/2021,166905.7142857143,1168340
New York,26/03/2021,169590.42857142858,1187133
New York,27/03/2021,178532.2857142857,1249726
New York,28/03/2021,174800.42857142858,1223603
New York,29/03/2021,163330.5,979983
New York,30/03/2021,170670.2,853351
New York,31/03/2021,181275.75,725103
Perth,01/01/2021,112465.25,449861
Perth,02/01/2021,115022.2,575111
Perth,03/01/2021,108085.0,648510
Perth,04/01/2021,102687.14285714286,718810
Perth,05/01/2021,104282.14285714286,729975
Perth,06/01/2021,99049.42857142857,693346
Perth,07/01/2021,100070.28571428571,700492
Perth,08/01/2021,94916.71428571429,664417
Perth,09/01/2021,84829.85714285714,593809
Perth,10/01/2021,87606.42857142857,613245
Perth,11/01/2021,89959.71428571429,629718
Perth,12/01/2021,90146.14285714286,631023
Perth,13/01/2021,98592.42857142857,690147
Perth,14/01/2021,106718.85714285714,747032
Perth,15/01/2021,106131.85714285714,742923
Perth,16/01/2021,113722.71428571429,796059
Perth,17/01/2021,112111.71428571429,784782
Perth,18/01/2021,110305.0,772135
Perth,19/01/2021,102357.85714285714,716505
Perth,20/01/2021,94406.85714285714,660848
Perth,21/01/2021,85412.85714285714,597890
Perth,22/01/2021,84210.14285714286,589471
Perth,23/01/2021,86172.42857142857,603207
Perth,24/01/2021,89161.57142857143,624131
Perth,25/01/2021,99480.57142857143,696364
Perth,26/01/2021,100496.14285714286,703473
Perth,27/01/2021,97143.57142857143,680005
Perth,28/01/2021,102421.0,716947
Perth,29/01/2021,107630.71428571429,753415
Perth,30/01/2021,105303.42857142857,737124
Perth,31/01/2021,103311.85714285714,723183
Perth,01/02/2021,90606.0,634242
Perth,02/02/2021,97039.57142857143,679277
Perth,03/02/2021,108391.42857142857,758740
Perth,04/02/2021,104562.14285714286,731935
Perth,05/02/2021,107928.57142857143,755500
Perth,06/02/2021,107826.0,754782
Perth,07/02/2021,112861.71428571429,790032
Perth,08/02/2021,117607.71428571429,823254
Perth,09/02/2021,107207.0,750449
Perth,10/02/2021,107074.0,749518
Perth,11/02/2021,107830.28571428571,754812
Perth,12/02/2021,99174.71428571429,694223
Perth,13/02/2021,102380.57142857143,716664
Perth,14/02/2021,96870.42857142857,678093
Perth,15/02/2021,102037.14285714286,714260
Perth,16/02/2021,99006.0,693042
Perth,17/02/2021,99049.57142857143,693347
Perth,18/02/2021,105941.85714285714,741593
Perth,19/02/2021,102599.71428571429,718198
Perth,20/02/2021,93885.57142857143,657199
Perth,21/02/2021,91442.57142857143,640098
Perth,22/02/2021,88135.28571428571,616947
Perth,23/02/2021,97456.28571428571,682194
Perth,24/02/2021,95171.28571428571,666199
Perth,25/02/2021,94389.85714285714,660729
Perth,26/02/2021,99178.85714285714,694252
Perth,27/02/2021,111077.28571428571,777541
Perth,28/02/2021,116719.57142857143,817037
Perth,01/03/2021,112910.42857142857,790373
Perth,02/03/2021,117341.71428571429,821392
Perth,03/03/2021,113612.71428571429,795289
Perth,04/03/2021,109054.14285714286,763379
Perth,05/03/2021,107031.71428571429,749222
Perth,06/03/2021,99496.57142857143,696476
Perth,07/03/2021,102359.85714285714,716519
Perth,08/03/2021,109140.85714285714,763986
Perth,09/03/2021,99735.14285714286,698146
Perth,10/03/2021,93087.57142857143,651613
Perth,11/03/2021,98413.0,688891
Perth,12/03/2021,108906.57142857143,762346
Perth,13/03/2021,115747.0,810229
Perth,14/03/2021,113777.57142857143,796443
Perth,15/03/2021,110608.42857142857,774259
Perth,16/03/2021,109696.57142857143,767876
Perth,17/03/2021,113998.28571428571,797988
Perth,18/03/2021,105232.85714285714,736630
Perth,19/03/2021,99109.57142857143,693767
Perth,20/03/2021,89889.42857142857,629226
Perth,21/03/2021,86938.14285714286,608567
Perth,22/03/2021,93030.57142857143,651214
Perth,23/03/2021,93621.57142857143,655351
Perth,24/03/2021,97477.28571428571,682341
Perth,25/03/2021,102665.28571428571,718657
Perth,26/03/2021,100450.14285714286,703151
Perth,27/03/2021,100556.42857142857,703895
Perth,28/03/2021,102836.42857142857,719855
Perth,29/03/2021,95822.16666666667,574933
Perth,30/03/2021,98884.2,494421
Perth,31/03/2021,94148.0,376592
All,01/01/2021,162109.33333333334,1945312
All,02/01/2021,162309.46666666665,2434642
All,03/01/2021,159791.16666666666,2876241
All,04/01/2021,154286.2857142857,3240012
All,05/01/2021,148287.33333333334,3114034
All,06/01/2021,150330.9523809524,3156950
All,07/01/2021,153463.14285714284,3222726
All,08/01/2021,154088.0,3235848
All,09/01/2021,153688.66666666666,3227462
All,10/01/2021,154798.09523809524,3250760
All,11/01/2021,160949.1904761905,3379933
All,12/01/2021,160681.90476190476,3374320
All,13/01/2021,162348.6666666667,3409322
All,14/01/2021,162468.57142857145,3411840
All,15/01/2021,159969.0476190476,3359350
All,16/01/2021,156681.7142857143,3290316
All,17/01/2021,152451.4761904762,3201481
All,18/01/2021,148780.52380952382,3124391
All,19/01/2021,142520.1904761905,2992924
All,20/01/2021,138158.66666666666,2901332
All,21/01/2021,132837.7142857143,2789592
All,22/01/2021,135700.23809523808,2849705
All,23/01/2021,142810.33333333334,2999017
All,24/01/2021,148561.0476190476,3119782
All,25/01/2021,151452.90476190476,3180511
All,26/01/2021,159494.85714285713,3349392
All,27/01/2021,163229.14285714287,3427812
All,28/01/2021,169919.23809523808,3568304
All,29/01/2021,169598.61904761905,3561571
All,30/01/2021,161896.61904761902,3399829
All,31/01/2021,156228.0476190476,3280789
All,01/02/2021,149505.19047619047,3139609
All,02/02/2021,150078.7142857143,3151653
All,03/02/2021,151046.76190476192,3171982
All,04/02/2021,145073.5238095238,3046544
All,05/02/2021,142931.19047619047,3001555
All,06/02/2021,145615.42857142855,3057924
All,07/02/2021,147662.0476190476,3100903
All,08/02/2021,151467.4285714286,3180816
All,09/02/2021,148601.0,3120621
All,10/02/2021,146454.33333333334,3075541
All,11/02/2021,143824.42857142855,3020313
All,12/02/2021,138150.0,2901150
All,13/02/2021,141085.0,2962785
All,14/02/2021,140986.61904761902,2960719
All,15/02/2021,138779.42857142855,2914368
All,16/02/2021,136491.85714285713,2866329
All,17/02/2021,139513.33333333334,2929780
All,18/02/2021,146188.33333333334,3069955
All,19/02/2021,148397.0476190476,3116338
All,20/02/2021,143679.33333333334,3017266
All,21/02/2021,147670.95238095237,3101090
All,22/02/2021,150731.33333333334,3165358
All,23/02/2021,158915.14285714284,3337218
All,24/02/2021,150946.33333333334,3169873
All,25/02/2021,147743.14285714287,3102606
All,26/02/2021,155359.66666666666,3262553
All,27/02/2021,155307.47619047618,3261457
All,28/02/2021,154572.09523809524,3246014
All,01/03/2021,157705.52380952382,3311816
All,02/03/2021,155656.7619047619,3268792
All,03/03/2021,163185.61904761905,3426898
All,04/03/2021,163407.19047619044,3431551
All,05/03/2021,158881.14285714287,3336504
All,06/03/2021,164263.52380952382,3449534
All,07/03/2021,164840.47619047618,3461650
All,08/03/2021,164768.04761904763,3460129
All,09/03/2021,160451.0476190476,3369472
All,10/03/2021,154615.09523809524,3246917
All,11/03/2021,153913.47619047618,3232183
All,12/03/2021,158967.66666666666,3338321
All,13/03/2021,155972.57142857145,3275424
All,14/03/2021,148967.57142857142,3128319
All,15/03/2021,147099.7142857143,3089094
All,16/03/2021,145308.0,3051468
All,17/03/2021,143252.2380952381,3008297
All,18/03/2021,143683.47619047618,3017353
All,19/03/2021,134765.61904761902,2830078
All,20/03/2021,129550.04761904762,2720551
All,21/03/2021,133928.57142857142,2812500
All,22/03/2021,137072.85714285713,2878530
All,23/03/2021,133735.61904761902,2808448
All,24/03/2021,136583.33333333334,2868250
All,25/03/2021,139533.42857142855,2930202
All,26/03/2021,142381.8095238095,2990018
All,27/03/2021,146433.57142857142,3075105
All,28/03/2021,148683.85714285713,3122361
All,29/03/2021,144335.6666666667,2598042
All,30/03/2021,150081.73333333334,2251226
All,31/03/2021,153181.66666666666,1838180
