candidate_id,position_id,status,ts,filename
195,2,Profile Created,2021-01-15 12:47:12.000,status_history_2021-02-07_03-11-00.csv
195,2,Application Completed,2021-02-06 10:33:32.000,status_history_2021-02-07_03-11-00.csv
119,2,Profile Created,2021-02-06 11:13:18.000,status_history_2021-02-07_03-11-00.csv
128,2,Profile Created,2021-01-30 12:22:07.000,status_history_2021-02-07_03-11-00.csv
128,2,Application Completed,2021-02-06 12:56:42.000,status_history_2021-02-07_03-11-00.csv
193,2,Profile Created,2021-02-02 12:01:48.000,status.history.resend.2021-02-08_03-20-00.csv
193,2,Application Completed,2021-02-07 10:52:12.000,status.history.resend.2021-02-08_03-20-00.csv
90,2,Profile Created,2021-01-19 11:56:24.000,status.history.resend.2021-02-08_03-20-00.csv
90,2,Application Completed,2021-02-07 11:27:50.000,status.history.resend.2021-02-08_03-20-00.csv
86,1,Profile Created,2021-02-07 11:30:13.000,status.history.resend.2021-02-08_03-20-00.csv
153,2,Profile Created,2021-02-01 11:40:02.000,status.history.resend.2021-02-08_03-20-00.csv
153,2,Application Completed,2021-02-07 11:34:02.000,status.history.resend.2021-02-08_03-20-00.csv
79,1,Profile Created,2021-02-07 11:35:44.000,status.history.resend.2021-02-08_03-20-00.csv
79,1,Application Completed,2021-02-07 12:27:13.000,status.history.resend.2021-02-08_03-20-00.csv
90,1,Profile Created,2021-01-22 11:32:08.000,status.history.resend.2021-02-08_03-20-00.csv
90,1,Application Completed,2021-02-07 11:49:39.000,status.history.resend.2021-02-08_03-20-00.csv
140,2,Profile Created,2021-01-20 12:14:51.000,status.history.resend.2021-02-08_03-20-00.csv
140,2,Application Completed,2021-02-07 11:54:10.000,status.history.resend.2021-02-08_03-20-00.csv
39,1,Profile Created,2021-01-22 11:16:57.000,status.history.resend.2021-02-08_03-20-00.csv
39,1,Application Completed,2021-02-07 12:03:40.000,status.history.resend.2021-02-08_03-20-00.csv
5,2,Profile Created,2021-01-19 11:56:13.000,status.history.resend.2021-02-08_03-20-00.csv
5,2,Application Completed,2021-02-07 12:17:53.000,status.history.resend.2021-02-08_03-20-00.csv
29,1,Profile Created,2021-01-24 11:48:31.000,status.history.resend.2021-02-08_03-20-00.csv
29,1,Application Completed,2021-02-07 12:42:10.000,status.history.resend.2021-02-08_03-20-00.csv
153,2,Profile Created,2021-02-01 11:40:02.000,status_history_2021-02-09_03-01-00.csv
153,2,Application Completed,2021-02-07 11:34:02.000,status_history_2021-02-09_03-01-00.csv
153,2,Application Reviewed,2021-02-08 10:57:07.000,status_history_2021-02-09_03-01-00.csv
177,2,Application Completed,2021-02-03 11:34:56.000,status_history_2021-02-09_03-01-00.csv
177,2,Profile Created,2021-02-03 12:08:30.000,status_history_2021-02-09_03-01-00.csv
177,2,Application Reviewed,2021-02-08 11:37:50.000,status_history_2021-02-09_03-01-00.csv
75,1,Profile Created,2021-02-03 11:42:11.000,status_history_2021-02-09_03-01-00.csv
75,1,Application Completed,2021-02-08 12:25:08.000,status_history_2021-02-09_03-01-00.csv
162,2,Profile Created,2021-01-12 12:25:14.000,status_history_2021-02-09_03-01-00.csv
162,2,Application Completed,2021-02-05 12:12:59.000,status_history_2021-02-09_03-01-00.csv
162,2,Application Reviewed,2021-02-08 12:32:28.000,status_history_2021-02-09_03-01-00.csv
173,2,Profile Created,2021-02-01 12:29:42.000,status_history_2021-02-10_03-11-00.csv
173,2,Application Completed,2021-02-03 11:05:23.000,status_history_2021-02-10_03-11-00.csv
173,2,Application Reviewed,2021-02-09 11:14:21.000,status_history_2021-02-10_03-11-00.csv
74,1,Profile Created,2021-01-14 12:39:06.000,status_history_2021-02-10_03-11-00.csv
74,1,Application Completed,2021-02-09 11:45:20.000,status_history_2021-02-10_03-11-00.csv
185,1,Profile Created,2021-01-22 11:57:05.000,status_history_2021-02-10_03-11-00.csv
185,1,Application Completed,2021-02-09 12:29:30.000,status_history_2021-02-10_03-11-00.csv
45,1,Profile Created,2021-01-12 12:16:51.000,status_history_2021-02-11_03-20-00.csv
45,1,Application Completed,2021-02-10 11:39:03.000,status_history_2021-02-11_03-20-00.csv
138,1,Profile Created,2021-01-13 12:03:49.000,status_history_2021-02-11_03-20-00.csv
138,1,Application Completed,2021-02-10 11:49:49.000,status_history_2021-02-11_03-20-00.csv
24,1,Profile Created,2021-02-05 11:48:38.000,status_history_2021-02-11_03-20-00.csv
24,1,Application Completed,2021-02-10 11:51:51.000,status_history_2021-02-11_03-20-00.csv
35,2,Profile Created,2021-01-23 12:24:37.000,status_history_2021-02-11_03-20-00.csv
35,2,Application Completed,2021-02-04 12:02:54.000,status_history_2021-02-11_03-20-00.csv
35,2,Application Reviewed,2021-02-10 12:07:53.000,status_history_2021-02-11_03-20-00.csv
195,2,Profile Created,2021-01-15 12:47:12.000,status_history_2021-02-12_03-21-00.csv
195,2,Application Completed,2021-02-06 10:33:32.000,status_history_2021-02-12_03-21-00.csv
195,2,Application Reviewed,2021-02-11 11:25:50.000,status_history_2021-02-12_03-21-00.csv
36,1,Profile Created,2021-01-12 11:54:45.000,status_history_2021-02-12_03-21-00.csv
36,1,Application Completed,2021-02-11 11:26:27.000,status_history_2021-02-12_03-21-00.csv
54,1,Profile Created,2021-02-04 12:12:55.000,status_history_2021-02-12_03-21-00.csv
54,1,Application Completed,2021-02-11 11:38:50.000,status_history_2021-02-12_03-21-00.csv
86,1,Profile Created,2021-02-07 11:30:13.000,status_history_2021-02-12_03-21-00.csv
86,1,Application Completed,2021-02-11 12:37:59.000,status_history_2021-02-12_03-21-00.csv
193,2,Profile Created,2021-02-02 12:01:48.000,status_history_2021-02-13_03-21-00.csv
193,2,Application Completed,2021-02-07 10:52:12.000,status_history_2021-02-13_03-21-00.csv
193,2,Application Reviewed,2021-02-12 10:59:25.000,status_history_2021-02-13_03-21-00.csv
5,2,Profile Created,2021-01-19 11:56:13.000,status_history_2021-02-13_03-21-00.csv
5,2,Application Completed,2021-02-07 12:17:53.000,status_history_2021-02-13_03-21-00.csv
5,2,Application Reviewed,2021-02-12 11:28:56.000,status_history_2021-02-13_03-21-00.csv
5,2,Application Terminated,2021-02-12 12:25:41.000,status_history_2021-02-13_03-21-00.csv
195,2,Profile Created,2021-01-15 12:47:12.000,status_history_2021-02-13_03-21-00.csv
195,2,Application Completed,2021-02-06 10:33:32.000,status_history_2021-02-13_03-21-00.csv
195,2,Application Reviewed,2021-02-11 11:25:50.000,status_history_2021-02-13_03-21-00.csv
195,2,Phone Interview Requested,2021-02-12 11:29:34.000,status_history_2021-02-13_03-21-00.csv
128,2,Profile Created,2021-01-30 12:22:07.000,status_history_2021-02-13_03-21-00.csv
128,2,Application Completed,2021-02-06 12:56:42.000,status_history_2021-02-13_03-21-00.csv
128,2,Application Reviewed,2021-02-12 11:39:11.000,status_history_2021-02-13_03-21-00.csv
140,2,Profile Created,2021-01-20 12:14:51.000,status_history_2021-02-13_03-21-00.csv
140,2,Application Completed,2021-02-07 11:54:10.000,status_history_2021-02-13_03-21-00.csv
140,2,Candidate Withdrew,2021-02-12 11:46:27.000,status_history_2021-02-13_03-21-00.csv
24,1,Profile Created,2021-02-05 11:48:38.000,status_history_2021-02-13_03-21-00.csv
24,1,Application Completed,2021-02-10 11:51:51.000,status_history_2021-02-13_03-21-00.csv
24,1,Application Reviewed,2021-02-12 11:55:45.000,status_history_2021-02-13_03-21-00.csv
162,2,Profile Created,2021-01-12 12:25:14.000,status_history_2021-02-13_03-21-00.csv
162,2,Application Completed,2021-02-05 12:12:59.000,status_history_2021-02-13_03-21-00.csv
162,2,Application Reviewed,2021-02-08 12:32:28.000,status_history_2021-02-13_03-21-00.csv
162,2,Application Terminated,2021-02-12 12:06:34.000,status_history_2021-02-13_03-21-00.csv
177,2,Application Completed,2021-02-03 11:34:56.000,status_history_2021-02-13_03-21-00.csv
177,2,Profile Created,2021-02-03 12:08:30.000,status_history_2021-02-13_03-21-00.csv
177,2,Application Reviewed,2021-02-08 11:37:50.000,status_history_2021-02-13_03-21-00.csv
177,2,Phone Interview Requested,2021-02-12 12:06:43.000,status_history_2021-02-13_03-21-00.csv
59,2,Profile Created,2021-01-30 12:20:04.000,status_history_2021-02-13_03-21-00.csv
59,2,Application Completed,2021-02-03 12:48:44.000,status_history_2021-02-13_03-21-00.csv
59,2,Application Reviewed,2021-02-12 12:09:38.000,status_history_2021-02-13_03-21-00.csv
36,1,Profile Created,2021-01-12 11:54:45.000,status_history_2021-02-13_03-21-00.csv
36,1,Application Completed,2021-02-11 11:26:27.000,status_history_2021-02-13_03-21-00.csv
36,1,Application Reviewed,2021-02-12 12:10:23.000,status_history_2021-02-13_03-21-00.csv
90,2,Profile Created,2021-01-19 11:56:24.000,status_history_2021-02-13_03-21-00.csv
90,2,Application Completed,2021-02-07 11:27:50.000,status_history_2021-02-13_03-21-00.csv
90,2,Application Reviewed,2021-02-12 12:11:22.000,status_history_2021-02-13_03-21-00.csv
79,1,Profile Created,2021-02-07 11:35:44.000,status_history_2021-02-13_03-21-00.csv
79,1,Application Completed,2021-02-07 12:27:13.000,status_history_2021-02-13_03-21-00.csv
79,1,Application Reviewed,2021-02-12 12:36:25.000,status_history_2021-02-13_03-21-00.csv
35,2,Profile Created,2021-01-23 12:24:37.000,status_history_2021-02-13_03-21-00.csv
35,2,Application Completed,2021-02-04 12:02:54.000,status_history_2021-02-13_03-21-00.csv
35,2,Application Reviewed,2021-02-10 12:07:53.000,status_history_2021-02-13_03-21-00.csv
35,2,Phone Interview Requested,2021-02-12 12:55:08.000,status_history_2021-02-13_03-21-00.csv
153,2,Profile Created,2021-02-01 11:40:02.000,status.history.resend.2021-02-14_03-01-00.csv
153,2,Application Completed,2021-02-07 11:34:02.000,status.history.resend.2021-02-14_03-01-00.csv
153,2,Application Reviewed,2021-02-08 10:57:07.000,status.history.resend.2021-02-14_03-01-00.csv
153,2,Phone Interview Scheduled,2021-02-13 11:11:05.000,status.history.resend.2021-02-14_03-01-00.csv
153,2,Phone Interview Requested,2021-02-13 12:46:27.000,status.history.resend.2021-02-14_03-01-00.csv
59,2,Profile Created,2021-01-30 12:20:04.000,status.history.resend.2021-02-14_03-01-00.csv
59,2,Application Completed,2021-02-03 12:48:44.000,status.history.resend.2021-02-14_03-01-00.csv
59,2,Application Reviewed,2021-02-12 12:09:38.000,status.history.resend.2021-02-14_03-01-00.csv
59,2,Application Terminated,2021-02-13 11:23:39.000,status.history.resend.2021-02-14_03-01-00.csv
128,2,Profile Created,2021-01-30 12:22:07.000,status.history.resend.2021-02-14_03-01-00.csv
128,2,Application Completed,2021-02-06 12:56:42.000,status.history.resend.2021-02-14_03-01-00.csv
128,2,Application Reviewed,2021-02-12 11:39:11.000,status.history.resend.2021-02-14_03-01-00.csv
128,2,Phone Interview Requested,2021-02-13 11:26:30.000,status.history.resend.2021-02-14_03-01-00.csv
193,2,Profile Created,2021-02-02 12:01:48.000,status.history.resend.2021-02-14_03-01-00.csv
193,2,Application Completed,2021-02-07 10:52:12.000,status.history.resend.2021-02-14_03-01-00.csv
193,2,Application Reviewed,2021-02-12 10:59:25.000,status.history.resend.2021-02-14_03-01-00.csv
193,2,Application Terminated,2021-02-13 11:33:23.000,status.history.resend.2021-02-14_03-01-00.csv
177,2,Application Completed,2021-02-03 11:34:56.000,status.history.resend.2021-02-14_03-01-00.csv
177,2,Profile Created,2021-02-03 12:08:30.000,status.history.resend.2021-02-14_03-01-00.csv
177,2,Application Reviewed,2021-02-08 11:37:50.000,status.history.resend.2021-02-14_03-01-00.csv
177,2,Phone Interview Requested,2021-02-12 12:06:43.000,status.history.resend.2021-02-14_03-01-00.csv
177,2,Phone Interview Scheduled,2021-02-13 11:42:56.000,status.history.resend.2021-02-14_03-01-00.csv
173,2,Profile Created,2021-02-01 12:29:42.000,status.history.resend.2021-02-14_03-01-00.csv
173,2,Application Completed,2021-02-03 11:05:23.000,status.history.resend.2021-02-14_03-01-00.csv
173,2,Application Reviewed,2021-02-09 11:14:21.000,status.history.resend.2021-02-14_03-01-00.csv
173,2,Application Terminated,2021-02-13 11:48:44.000,status.history.resend.2021-02-14_03-01-00.csv
90,1,Profile Created,2021-01-22 11:32:08.000,status.history.resend.2021-02-14_03-01-00.csv
90,1,Application Completed,2021-02-07 11:49:39.000,status.history.resend.2021-02-14_03-01-00.csv
90,1,Application Reviewed,2021-02-13 11:50:40.000,status.history.resend.2021-02-14_03-01-00.csv
45,1,Profile Created,2021-01-12 12:16:51.000,status.history.resend.2021-02-14_03-01-00.csv
45,1,Application Completed,2021-02-10 11:39:03.000,status.history.resend.2021-02-14_03-01-00.csv
45,1,Application Reviewed,2021-02-13 12:04:42.000,status.history.resend.2021-02-14_03-01-00.csv
185,1,Profile Created,2021-01-22 11:57:05.000,status.history.resend.2021-02-14_03-01-00.csv
185,1,Application Completed,2021-02-09 12:29:30.000,status.history.resend.2021-02-14_03-01-00.csv
185,1,Application Reviewed,2021-02-13 12:12:49.000,status.history.resend.2021-02-14_03-01-00.csv
35,2,Profile Created,2021-01-23 12:24:37.000,status.history.resend.2021-02-14_03-01-00.csv
35,2,Application Completed,2021-02-04 12:02:54.000,status.history.resend.2021-02-14_03-01-00.csv
35,2,Application Reviewed,2021-02-10 12:07:53.000,status.history.resend.2021-02-14_03-01-00.csv
35,2,Phone Interview Requested,2021-02-12 12:55:08.000,status.history.resend.2021-02-14_03-01-00.csv
35,2,Phone Interview Scheduled,2021-02-13 12:19:28.000,status.history.resend.2021-02-14_03-01-00.csv
90,2,Profile Created,2021-01-19 11:56:24.000,status.history.resend.2021-02-14_03-01-00.csv
90,2,Application Completed,2021-02-07 11:27:50.000,status.history.resend.2021-02-14_03-01-00.csv
90,2,Application Reviewed,2021-02-12 12:11:22.000,status.history.resend.2021-02-14_03-01-00.csv
90,2,Phone Interview Requested,2021-02-13 12:21:02.000,status.history.resend.2021-02-14_03-01-00.csv
138,1,Profile Created,2021-01-13 12:03:49.000,status.history.resend.2021-02-14_03-01-00.csv
138,1,Application Completed,2021-02-10 11:49:49.000,status.history.resend.2021-02-14_03-01-00.csv
138,1,Application Reviewed,2021-02-13 12:26:14.000,status.history.resend.2021-02-14_03-01-00.csv
119,2,Profile Created,2021-02-06 11:13:18.000,status_history_2021-02-15_03-05-00.csv
119,2,Application Completed,2021-02-14 11:10:36.000,status_history_2021-02-15_03-05-00.csv
39,1,Profile Created,2021-01-22 11:16:57.000,status_history_2021-02-15_03-05-00.csv
39,1,Application Completed,2021-02-07 12:03:40.000,status_history_2021-02-15_03-05-00.csv
39,1,Application Reviewed,2021-02-14 11:35:15.000,status_history_2021-02-15_03-05-00.csv
86,1,Profile Created,2021-02-07 11:30:13.000,status_history_2021-02-15_03-05-00.csv
86,1,Application Completed,2021-02-11 12:37:59.000,status_history_2021-02-15_03-05-00.csv
86,1,Application Reviewed,2021-02-14 11:45:04.000,status_history_2021-02-15_03-05-00.csv
74,1,Profile Created,2021-01-14 12:39:06.000,status_history_2021-02-16_03-19-00.csv
74,1,Application Completed,2021-02-09 11:45:20.000,status_history_2021-02-16_03-19-00.csv
74,1,Application Reviewed,2021-02-15 11:11:55.000,status_history_2021-02-16_03-19-00.csv
119,2,Profile Created,2021-02-06 11:13:18.000,status_history_2021-02-16_03-19-00.csv
119,2,Application Completed,2021-02-14 11:10:36.000,status_history_2021-02-16_03-19-00.csv
119,2,Application Reviewed,2021-02-15 11:47:17.000,status_history_2021-02-16_03-19-00.csv
54,1,Profile Created,2021-02-04 12:12:55.000,status_history_2021-02-16_03-19-00.csv
54,1,Application Completed,2021-02-11 11:38:50.000,status_history_2021-02-16_03-19-00.csv
54,1,Application Reviewed,2021-02-15 12:41:40.000,status_history_2021-02-16_03-19-00.csv
75,1,Profile Created,2021-02-03 11:42:11.000,status_history_2021-02-17_03-01-00.csv
75,1,Application Completed,2021-02-08 12:25:08.000,status_history_2021-02-17_03-01-00.csv
75,1,Application Reviewed,2021-02-16 10:57:43.000,status_history_2021-02-17_03-01-00.csv
75,1,Phone Interview Requested,2021-02-16 11:57:07.000,status_history_2021-02-17_03-01-00.csv
195,2,Profile Created,2021-01-15 12:47:12.000,status_history_2021-02-17_03-01-00.csv
195,2,Application Completed,2021-02-06 10:33:32.000,status_history_2021-02-17_03-01-00.csv
195,2,Application Reviewed,2021-02-11 11:25:50.000,status_history_2021-02-17_03-01-00.csv
195,2,Phone Interview Requested,2021-02-12 11:29:34.000,status_history_2021-02-17_03-01-00.csv
195,2,Phone Interview Scheduled,2021-02-16 11:02:36.000,status_history_2021-02-17_03-01-00.csv
29,1,Profile Created,2021-01-24 11:48:31.000,status_history_2021-02-17_03-01-00.csv
29,1,Application Completed,2021-02-07 12:42:10.000,status_history_2021-02-17_03-01-00.csv
29,1,Application Reviewed,2021-02-16 11:48:34.000,status_history_2021-02-17_03-01-00.csv
29,1,Phone Interview Requested,2021-02-16 12:29:53.000,status_history_2021-02-17_03-01-00.csv
24,1,Profile Created,2021-02-05 11:48:38.000,status_history_2021-02-17_03-01-00.csv
24,1,Application Completed,2021-02-10 11:51:51.000,status_history_2021-02-17_03-01-00.csv
24,1,Application Reviewed,2021-02-12 11:55:45.000,status_history_2021-02-17_03-01-00.csv
24,1,Phone Interview Requested,2021-02-16 11:54:45.000,status_history_2021-02-17_03-01-00.csv
138,1,Profile Created,2021-01-13 12:03:49.000,status_history_2021-02-17_03-01-00.csv
138,1,Application Completed,2021-02-10 11:49:49.000,status_history_2021-02-17_03-01-00.csv
138,1,Application Reviewed,2021-02-13 12:26:14.000,status_history_2021-02-17_03-01-00.csv
138,1,Phone Interview Requested,2021-02-16 11:55:16.000,status_history_2021-02-17_03-01-00.csv
128,2,Profile Created,2021-01-30 12:22:07.000,status_history_2021-02-17_03-01-00.csv
128,2,Application Completed,2021-02-06 12:56:42.000,status_history_2021-02-17_03-01-00.csv
128,2,Application Reviewed,2021-02-12 11:39:11.000,status_history_2021-02-17_03-01-00.csv
128,2,Phone Interview Requested,2021-02-13 11:26:30.000,status_history_2021-02-17_03-01-00.csv
128,2,Phone Interview Scheduled,2021-02-16 12:00:24.000,status_history_2021-02-17_03-01-00.csv
90,2,Profile Created,2021-01-19 11:56:24.000,status_history_2021-02-17_03-01-00.csv
90,2,Application Completed,2021-02-07 11:27:50.000,status_history_2021-02-17_03-01-00.csv
90,2,Application Reviewed,2021-02-12 12:11:22.000,status_history_2021-02-17_03-01-00.csv
90,2,Phone Interview Requested,2021-02-13 12:21:02.000,status_history_2021-02-17_03-01-00.csv
90,2,Phone Interview Scheduled,2021-02-16 12:00:25.000,status_history_2021-02-17_03-01-00.csv
90,1,Profile Created,2021-01-22 11:32:08.000,status_history_2021-02-17_03-01-00.csv
90,1,Application Completed,2021-02-07 11:49:39.000,status_history_2021-02-17_03-01-00.csv
90,1,Application Reviewed,2021-02-13 11:50:40.000,status_history_2021-02-17_03-01-00.csv
90,1,Phone Interview Requested,2021-02-16 12:05:00.000,status_history_2021-02-17_03-01-00.csv
36,1,Profile Created,2021-01-12 11:54:45.000,status_history_2021-02-17_03-01-00.csv
36,1,Application Completed,2021-02-11 11:26:27.000,status_history_2021-02-17_03-01-00.csv
36,1,Application Reviewed,2021-02-12 12:10:23.000,status_history_2021-02-17_03-01-00.csv
36,1,Phone Interview Requested,2021-02-16 12:06:54.000,status_history_2021-02-17_03-01-00.csv
45,1,Profile Created,2021-01-12 12:16:51.000,status_history_2021-02-17_03-01-00.csv
45,1,Application Completed,2021-02-10 11:39:03.000,status_history_2021-02-17_03-01-00.csv
45,1,Application Reviewed,2021-02-13 12:04:42.000,status_history_2021-02-17_03-01-00.csv
45,1,Phone Interview Requested,2021-02-16 12:33:50.000,status_history_2021-02-17_03-01-00.csv
185,1,Profile Created,2021-01-22 11:57:05.000,status_history_2021-02-17_03-01-00.csv
185,1,Application Completed,2021-02-09 12:29:30.000,status_history_2021-02-17_03-01-00.csv
185,1,Application Reviewed,2021-02-13 12:12:49.000,status_history_2021-02-17_03-01-00.csv
185,1,Phone Interview Requested,2021-02-16 12:45:17.000,status_history_2021-02-17_03-01-00.csv
24,1,Profile Created,2021-02-05 11:48:38.000,status_history_2021-02-18_03-17-00.csv
24,1,Application Completed,2021-02-10 11:51:51.000,status_history_2021-02-18_03-17-00.csv
24,1,Application Reviewed,2021-02-12 11:55:45.000,status_history_2021-02-18_03-17-00.csv
24,1,Phone Interview Requested,2021-02-16 11:54:45.000,status_history_2021-02-18_03-17-00.csv
24,1,Phone Interview Scheduled,2021-02-17 11:16:38.000,status_history_2021-02-18_03-17-00.csv
138,1,Profile Created,2021-01-13 12:03:49.000,status_history_2021-02-18_03-17-00.csv
138,1,Application Completed,2021-02-10 11:49:49.000,status_history_2021-02-18_03-17-00.csv
138,1,Application Reviewed,2021-02-13 12:26:14.000,status_history_2021-02-18_03-17-00.csv
138,1,Phone Interview Requested,2021-02-16 11:55:16.000,status_history_2021-02-18_03-17-00.csv
138,1,Phone Interview Scheduled,2021-02-17 11:21:39.000,status_history_2021-02-18_03-17-00.csv
54,1,Profile Created,2021-02-04 12:12:55.000,status_history_2021-02-18_03-17-00.csv
54,1,Application Completed,2021-02-11 11:38:50.000,status_history_2021-02-18_03-17-00.csv
54,1,Application Reviewed,2021-02-15 12:41:40.000,status_history_2021-02-18_03-17-00.csv
54,1,Phone Interview Requested,2021-02-17 11:22:37.000,status_history_2021-02-18_03-17-00.csv
185,1,Profile Created,2021-01-22 11:57:05.000,status_history_2021-02-18_03-17-00.csv
185,1,Application Completed,2021-02-09 12:29:30.000,status_history_2021-02-18_03-17-00.csv
185,1,Application Reviewed,2021-02-13 12:12:49.000,status_history_2021-02-18_03-17-00.csv
185,1,Phone Interview Requested,2021-02-16 12:45:17.000,status_history_2021-02-18_03-17-00.csv
185,1,Phone Interview Scheduled,2021-02-17 11:26:20.000,status_history_2021-02-18_03-17-00.csv
79,1,Profile Created,2021-02-07 11:35:44.000,status_history_2021-02-18_03-17-00.csv
79,1,Application Completed,2021-02-07 12:27:13.000,status_history_2021-02-18_03-17-00.csv
79,1,Application Reviewed,2021-02-12 12:36:25.000,status_history_2021-02-18_03-17-00.csv
79,1,Phone Interview Scheduled,2021-02-17 11:34:28.000,status_history_2021-02-18_03-17-00.csv
79,1,Phone Interview Requested,2021-02-17 11:56:41.000,status_history_2021-02-18_03-17-00.csv
39,1,Profile Created,2021-01-22 11:16:57.000,status_history_2021-02-18_03-17-00.csv
39,1,Application Completed,2021-02-07 12:03:40.000,status_history_2021-02-18_03-17-00.csv
39,1,Application Reviewed,2021-02-14 11:35:15.000,status_history_2021-02-18_03-17-00.csv
39,1,Application Terminated,2021-02-17 11:35:22.000,status_history_2021-02-18_03-17-00.csv
119,2,Profile Created,2021-02-06 11:13:18.000,status_history_2021-02-18_03-17-00.csv
119,2,Application Completed,2021-02-14 11:10:36.000,status_history_2021-02-18_03-17-00.csv
119,2,Application Reviewed,2021-02-15 11:47:17.000,status_history_2021-02-18_03-17-00.csv
119,2,Phone Interview Requested,2021-02-17 11:48:02.000,status_history_2021-02-18_03-17-00.csv
45,1,Profile Created,2021-01-12 12:16:51.000,status_history_2021-02-18_03-17-00.csv
45,1,Application Completed,2021-02-10 11:39:03.000,status_history_2021-02-18_03-17-00.csv
45,1,Application Reviewed,2021-02-13 12:04:42.000,status_history_2021-02-18_03-17-00.csv
45,1,Phone Interview Requested,2021-02-16 12:33:50.000,status_history_2021-02-18_03-17-00.csv
45,1,Phone Interview Scheduled,2021-02-17 11:50:47.000,status_history_2021-02-18_03-17-00.csv
153,2,Profile Created,2021-02-01 11:40:02.000,status_history_2021-02-18_03-17-00.csv
153,2,Application Completed,2021-02-07 11:34:02.000,status_history_2021-02-18_03-17-00.csv
153,2,Application Reviewed,2021-02-08 10:57:07.000,status_history_2021-02-18_03-17-00.csv
153,2,Phone Interview Scheduled,2021-02-13 11:11:05.000,status_history_2021-02-18_03-17-00.csv
153,2,Phone Interview Requested,2021-02-13 12:46:27.000,status_history_2021-02-18_03-17-00.csv
153,2,Phone Interview Completed,2021-02-17 12:06:00.000,status_history_2021-02-18_03-17-00.csv
86,1,Profile Created,2021-02-07 11:30:13.000,status_history_2021-02-18_03-17-00.csv
86,1,Application Completed,2021-02-11 12:37:59.000,status_history_2021-02-18_03-17-00.csv
86,1,Application Reviewed,2021-02-14 11:45:04.000,status_history_2021-02-18_03-17-00.csv
86,1,Phone Interview Requested,2021-02-17 12:19:53.000,status_history_2021-02-18_03-17-00.csv
74,1,Profile Created,2021-01-14 12:39:06.000,status_history_2021-02-18_03-17-00.csv
74,1,Application Completed,2021-02-09 11:45:20.000,status_history_2021-02-18_03-17-00.csv
74,1,Application Reviewed,2021-02-15 11:11:55.000,status_history_2021-02-18_03-17-00.csv
74,1,Phone Interview Requested,2021-02-17 12:33:42.000,status_history_2021-02-18_03-17-00.csv
