Season,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
2017-18,Paulo Alves ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Daniel Amartey ,Defender,8,3,7,8,50%,0,0,7,16,9,0,30,29,21,4,10,7,0,0,0,250,31.25,0,0,0%,0,11,0,1,5,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Luke Amos ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Ethan Ampadu ,Defender,1,0,1,1,100%,0,0,0,2,1,0,0,2,2,0,1,2,0,0,0,19,19,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Tom Anderson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Andreas Pereira ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Angel Gomes ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Vurnon Anita ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Michail Antonio ,Forward,21,,,15,60%,,11,13,14,7,,71,139,158,51,43,55,,0,1,385,18.33,1,55,22%,3,22,1,0,17,7,3,0,3,0,0,0.14,0,0,34,15,44%,1,,,,,,,,
2017-18,Scott Arfield ,Midfielder,18,,,36,72%,,8,12,20,9,,83,75,101,14,12,31,,0,1,353,19.61,0,8,25%,1,3,3,0,21,1,2,0,1,1,1,0.11,0,0,18,7,39%,1,,,,,,,,
2017-18,Giedrius Arlauskis ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2017-18,Adam Armstrong ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Marko Arnautovic ,Forward,31,,,21,,,17,13,32,19,,,,,,,,,,6,684,22.06,8,61,,,,5,1,35,43,11,0,6,5,5,0.35,0,0,71,33,46%,8,,,,,,,,
2017-18,Harry Arter ,Midfielder,13,,,19,84%,,6,9,5,0,,66,44,39,4,6,2,,0,0,586,45.08,0,5,0%,1,37,4,0,9,0,1,0,0,1,0,0.08,0,0,11,1,9%,0,,,,,,,,
2017-18,Christian Atsu ,Midfielder,28,,,17,94%,,11,13,20,10,,107,84,165,28,13,68,,0,2,448,16,5,57,11%,1,8,1,0,10,6,2,0,0,2,0,0.07,0,0,35,12,34%,3,,,,,,,,
2017-18,Pierre-Emerick Aubameyang ,Forward,13,,,5,,,7,3,7,2,,,,,,,,,,4,317,24.38,1,16,,,,0,0,1,10,10,0,7,3,0,0.77,1,0,31,19,61%,6,,,,,,,,
2017-18,Serge Aurier ,Defender,17,6,12,48,56%,1,3,31,48,33,0,89,127,91,15,48,29,0,0,2,776,45.65,5,68,9%,1,26,1,1,21,2,2,1,1,0,0,,,,,,,,,,,,,,,
2017-18,Charlie Austin ,Forward,24,,,7,,,8,1,10,4,,,,,,,,,,0,244,10.17,1,2,,,,2,0,16,14,7,3,4,0,2,0.29,1,0,48,25,52%,9,,,,,,,,
2017-18,Jordan Ayew ,Forward,36,,,82,,,26,24,17,10,,,,,,,,,,2,835,23.19,1,45,,,,2,1,63,8,7,1,4,2,4,0.19,1,0,66,21,32%,6,,,,,,,,
2017-18,César Azpilicueta ,Defender,37,15,38,80,74%,0,3,54,119,65,1,207,179,114,6,81,55,1,0,6,"2,760",74.59,11,80,19%,10,124,1,0,25,1,2,1,1,0,0,,,,,,,,,,,,,,,
2017-18,Daniel Bachmann ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2017-18,Badou Ndiaye ,Midfielder,13,,,53,53%,,6,13,17,7,,85,101,81,17,10,10,,0,1,337,25.92,0,4,25%,1,20,5,0,24,2,2,0,2,0,0,0.15,0,0,19,6,32%,1,,,,,,,,
2017-18,Eric Bailly ,Defender,13,7,6,17,59%,0,1,25,56,14,0,58,47,30,4,17,8,1,0,0,426,32.77,0,0,0%,1,18,2,0,10,0,1,0,1,0,0,,,,,,,,,,,,,,,
2017-18,Leighton Baines ,Defender,22,5,34,25,52%,0,1,25,47,15,0,87,64,48,8,14,20,0,0,3,754,34.27,4,75,28%,0,28,1,0,7,1,2,0,0,2,0,,,,,,,,,,,,,,,
2017-18,Tiemoué Bakayoko ,Midfielder,29,,,64,64%,,17,37,36,22,,169,164,155,36,40,36,,2,2,"1,108",38.21,1,5,20%,0,44,3,1,50,2,2,1,0,1,1,0.07,0,0,40,9,23%,3,,,,,,,,
2017-18,Lewis Baker ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Courtney Baker-Richardson ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Sam Baldock ,Forward,2,,,0,,,0,0,0,0,,,,,,,,,,0,7,3.5,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Beni Baningime ,Midfielder,8,,,6,33%,,0,2,1,0,,9,9,14,1,1,2,,0,0,82,10.25,0,0,0%,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Lewis Banks ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Phil Bardsley ,Defender,13,4,13,17,94%,0,0,22,66,32,1,61,65,67,3,29,27,0,0,0,418,32.15,0,19,37%,0,29,5,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Ross Barkley ,Midfielder,2,,,0,0%,,1,0,1,1,,3,8,8,5,2,2,,0,0,50,25,0,2,50%,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,50%,1,,,,,,,,
2017-18,Daniel Barlaser ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Ashley Barnes ,Forward,36,,,21,,,9,2,18,12,,,,,,,,,,0,510,14.17,2,16,,,,10,0,53,26,9,1,7,1,0,0.25,0,0,60,22,37%,3,,,,,,,,
2017-18,Modou Barrow ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Gareth Barry ,Midfielder,25,,,35,54%,,5,14,32,22,,148,106,112,10,32,36,,0,1,927,37.08,2,28,32%,3,64,4,0,28,1,1,0,0,1,0,0.04,0,0,16,6,38%,0,,,,,,,,
2017-18,Kyle Bartley ,Defender,5,0,4,3,67%,0,0,4,21,12,0,3,18,9,0,14,4,0,0,0,115,23,0,0,0%,0,7,2,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Michy Batshuayi ,Forward,12,,,5,,,3,1,3,2,,,,,,,,,,1,96,8,0,0,,,,0,0,4,6,2,1,1,0,0,0.17,0,0,13,5,38%,0,,,,,,,,
2017-18,Moritz Bauer ,Defender,15,4,18,24,71%,0,2,12,40,15,0,54,74,74,12,19,22,0,0,0,286,19.07,1,39,26%,0,23,4,0,19,1,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Jose Baxter ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Jan Bednarek ,Defender,5,1,5,6,50%,0,0,5,27,19,0,28,14,24,0,7,17,0,0,0,181,36.2,0,0,0%,0,8,1,0,3,0,1,0,0,1,0,,,,,,,,,,,,,,,
2017-18,Asmir Begovic ,Goalkeeper,38,6,61,,,,,,,,,,,,,,,0,5,0,945,24.87,,,,,246,2,0,2,,0,,,,,,,,,,,,111,1,20,31,17,11,215,328
2017-18,Valon Behrami ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Héctor Bellerín ,Defender,35,12,44,57,75%,0,10,23,71,36,2,175,124,170,25,35,59,0,1,3,"1,842",52.63,8,64,16%,7,33,5,0,36,4,2,0,2,0,1,,,,,,,,,,,,,,,
2017-18,Yasin Ben El-Mhanni ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Yohan Benalouane ,Defender,1,0,2,7,43%,0,0,1,4,0,0,5,10,5,0,2,2,0,0,0,27,27,0,3,0%,0,2,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Christian Benteke ,Forward,31,,,11,,,11,3,43,31,,,,,,,,,,5,672,21.68,3,3,,,,6,0,48,12,3,2,1,0,0,0.1,1,0,60,21,35%,20,,,,,,,,
2017-18,Saido Berahino ,Forward,15,,,2,,,2,1,2,0,,,,,,,,,,1,95,6.33,1,4,,,,0,0,6,4,0,0,0,0,0,0,0,0,10,4,40%,3,,,,,,,,
2017-18,Steven Berghuis ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Bernardo Silva ,Midfielder,35,,,27,67%,,1,10,10,1,,73,88,84,29,5,14,,0,4,935,26.71,3,50,18%,2,21,0,0,9,0,6,0,1,5,1,0.17,0,0,25,14,56%,3,,,,,,,,
2017-18,Ryan Bertrand ,Defender,35,6,49,48,73%,0,7,44,60,28,0,146,141,135,17,44,52,0,0,4,"1,480",42.29,3,136,18%,1,40,2,0,32,1,0,0,0,0,2,,,,,,,,,,,,,,,
2017-18,Muhamed Besic ,Midfielder,2,,,1,100%,,0,0,1,0,,3,5,6,0,2,1,,0,0,28,14,0,0,0%,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Krystian Bielik ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Philip Billing ,Midfielder,16,,,25,64%,,1,18,13,7,,73,60,49,4,25,12,,0,0,371,23.19,1,12,17%,1,16,3,0,14,1,0,0,0,0,0,0,0,0,7,2,29%,0,,,,,,,,
2017-18,Mark Birighitti ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2017-18,Daley Blind ,Defender,7,3,0,6,67%,0,1,7,12,8,0,23,19,19,1,8,6,0,0,0,224,32,1,26,35%,0,11,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Hiram Boateng ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Jeremie Boga ,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,1,0,0,1,,0,0,4,4,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Adam Bogdan ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2017-18,Bojan ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,25,25,0,2,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,,
2017-18,Yannick Bolasie ,Forward,16,,,8,,,3,4,7,3,,,,,,,,,,0,210,13.13,1,53,,,,0,0,12,4,1,0,1,0,0,0.06,0,0,19,7,37%,2,,,,,,,,
2017-18,Gaëtan Bong ,Defender,25,6,36,39,82%,0,0,40,71,37,0,140,97,79,16,30,28,1,1,0,772,30.88,0,53,11%,0,38,2,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Wilfried Bony ,Forward,15,,,5,,,5,2,15,10,,,,,,,,,,0,208,13.87,0,0,,,,2,0,7,2,2,0,2,0,0,0.13,0,0,20,7,35%,2,,,,,,,,
2017-18,Regan Booty ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Borja Bastón ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Cameron Borthwick-Jackson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Artur Boruc ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2017-18,Sofiane Boufal ,Midfielder,26,,,37,65%,,14,6,6,2,,81,132,137,61,6,13,,0,2,532,20.46,2,40,20%,6,13,1,0,27,2,2,0,1,1,0,0.08,0,0,30,6,20%,1,,,,,,,,
2017-18,George Boyd ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Brad Smith ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Robbie Brady ,Midfielder,15,,,32,66%,,11,7,25,11,,74,68,81,16,9,12,,0,2,454,30.27,3,123,32%,4,31,3,0,20,3,1,0,1,0,1,0.07,0,0,24,6,25%,0,,,,,,,,
2017-18,Cohen Bramall ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Brandon Cooper ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Cameron Brannagan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Claudio Bravo ,Goalkeeper,3,1,1,,,,,,,,,,,,,,,0,0,0,55,18.33,,,,,10,0,0,0,,0,,,,,,,,,,,,4,0,0,2,2,2,16,10
2017-18,Rhian Brewster ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Miguel Britos ,Defender,12,2,16,15,73%,0,0,12,44,28,0,45,50,35,2,27,19,0,1,0,388,32.33,2,5,20%,0,37,3,1,8,0,1,1,0,0,0,,,,,,,,,,,,,,,
2017-18,Leon Britton ,Midfielder,5,,,6,83%,,0,1,1,1,,19,7,18,0,0,4,,0,0,137,27.4,0,1,0%,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Nathan Broadhead ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Isaiah Brown ,Midfielder,13,,,3,100%,,0,1,2,0,,17,25,43,6,13,24,,0,0,129,9.92,1,7,29%,0,5,0,0,3,1,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,,
2017-18,Marcus Browne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Bruno ,Defender,25,8,23,30,57%,0,0,38,60,31,0,116,81,61,15,28,22,0,0,0,973,38.92,0,41,17%,0,62,3,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Chris Brunt ,Midfielder,26,,,41,59%,,6,21,40,15,,148,77,65,15,16,15,,0,7,882,33.92,7,139,37%,6,92,5,0,15,0,0,0,0,0,0,0,0,0,25,5,20%,2,,,,,,,,
2017-18,Marcin Bulka ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2017-18,Harry Bunn ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Oliver Burke ,Midfielder,15,,,6,67%,,2,7,2,1,,14,29,38,13,5,7,,0,2,140,9.33,1,9,22%,0,3,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0%,1,,,,,,,,
2017-18,Matt Butcher ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Jack Butland ,Goalkeeper,35,6,61,,,,,,,,,,,,,,,1,1,0,"1,169",33.4,,,,,403,0,0,0,,0,,,,,,,,,,,,144,0,14,20,18,27,103,338
2017-18,George Byers ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Sam Byram ,Defender,5,0,7,9,56%,0,2,9,13,9,0,10,25,17,2,13,8,0,0,0,84,16.8,0,10,30%,0,3,1,0,4,1,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Willy Caballero ,Goalkeeper,3,1,4,,,,,,,,,,,,,,,0,0,0,88,29.33,,,,,17,0,0,0,,0,,,,,,,,,,,,7,0,2,1,0,1,12,15
2017-18,Yohan Cabaye ,Midfielder,31,,,70,63%,,14,79,28,5,,183,109,163,10,6,14,,1,1,"1,293",41.71,5,136,35%,6,62,7,0,35,1,0,0,0,0,2,0,0,0,38,12,32%,1,,,,,,,,
2017-18,Tom Cadman ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Gary Cahill ,Defender,27,9,24,29,72%,0,2,27,123,79,0,103,141,61,4,93,31,0,1,0,"1,330",49.26,0,0,0%,0,47,1,1,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
2017-18,Dominic Calvert-Lewin ,Forward,32,,,15,,,10,10,22,13,,,,,,,,,,6,493,15.41,6,19,,,,4,0,43,15,4,2,1,1,0,0.13,0,0,43,17,40%,5,,,,,,,,
2017-18,Geoff Cameron ,Midfielder,20,,,34,62%,,1,36,61,23,,89,94,82,14,39,32,,0,0,506,25.3,0,9,0%,0,28,2,0,16,0,0,0,0,0,0,0,0,0,5,0,0%,0,,,,,,,,
2017-18,Joel Campbell ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2017-18,Emre Can ,Midfielder,26,,,67,81%,,5,28,32,20,,196,163,123,24,46,49,,0,4,"1,543",59.35,5,11,45%,11,76,8,0,27,0,3,2,1,0,1,0.12,0,0,27,8,30%,1,,,,,,,,
