Season,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
2015-16,Aleix García ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Trent Alexander-Arnold ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Alexandre Pato ,Forward,2,,,3,,,0,0,1,1,,,,,,,,,,0,27,13.5,0,0,,,,0,0,2,2,1,0,1,0,0,0.5,1,0,4,2,50%,2,,,,,,,,
2015-16,Allan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Joe Allen ,Midfielder,19,,,28,68%,,3,14,8,3,,73,59,56,7,3,11,,0,1,410,21.58,1,5,40%,2,19,0,0,14,0,2,0,2,0,0,0.11,0,0,12,4,33%,1,,,,,,,,
2015-16,Dele Alli ,Midfielder,33,,,71,75%,,27,61,32,18,,175,203,272,30,37,44,,0,9,"1,083",32.82,11,19,21%,18,26,7,0,50,6,10,1,9,0,3,0.3,0,0,74,28,38%,6,,,,,,,,
2015-16,Ryan Allsop ,Goalkeeper,1,0,1,,,,,,,,,,,,,,,0,0,0,8,8,,,,,1,0,0,0,,0,,,,,,,,,,,,0,0,0,1,0,0,2,2
2015-16,Morgan Amalfitano ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Daniel Amartey ,Defender,5,0,2,1,100%,0,0,2,2,0,0,7,4,6,1,2,3,0,0,0,66,13.2,0,0,0%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Jordan Amavi ,Defender,10,2,13,36,83%,0,3,37,32,15,0,64,92,86,25,20,17,0,1,2,368,36.8,1,40,13%,0,19,2,0,18,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Marco Amelia ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2015-16,Sammy Ameobi ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Andreas Pereira ,Midfielder,4,,,1,100%,,0,1,0,0,,7,6,12,4,0,2,,0,0,49,12.25,0,11,36%,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Tony Andreu ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Angeliño ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Gabriele Angella ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Victor Anichebe ,Forward,10,,,2,,,6,2,8,6,,,,,,,,,,0,108,10.8,1,2,,,,0,0,2,4,0,0,0,0,2,0,0,0,13,4,31%,1,,,,,,,,
2015-16,Vurnon Anita ,Midfielder,28,,,74,72%,,2,56,40,15,,160,110,102,9,16,21,,0,3,990,35.36,0,28,18%,2,53,6,0,29,0,1,0,0,1,0,0.04,0,0,8,2,25%,0,,,,,,,,
2015-16,Michail Antonio ,Forward,26,,,37,70%,,11,57,45,22,,129,157,151,47,39,34,,1,3,523,20.12,4,68,24%,1,31,3,0,27,11,8,6,1,1,2,0.31,0,0,54,20,37%,6,,,,,,,,
2015-16,Ikechi Anya ,Midfielder,28,,,16,75%,,5,45,33,12,,102,61,52,14,14,21,,0,1,660,23.57,2,71,10%,0,28,0,0,1,1,0,0,0,0,0,0,0,0,10,1,10%,1,,,,,,,,
2015-16,Giedrius Arlauskis ,Goalkeeper,1,0,1,,,,,,,,,,,,,,,0,0,0,5,5,,,,,2,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0
2015-16,Adam Armstrong ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Marko Arnautovic ,Forward,34,,,53,,,12,28,14,2,,,,,,,,,,6,"1,081",31.79,11,56,,,,2,0,49,32,11,0,9,1,4,0.32,3,0,70,22,31%,10,,,,,,,,
2015-16,Harry Arter ,Midfielder,21,,,57,82%,,11,25,9,2,,118,103,109,22,8,5,,0,0,"1,034",49.24,1,7,57%,5,80,7,0,23,0,1,0,1,0,0,0.05,0,0,36,7,19%,0,,,,,,,,
2015-16,Mikel Arteta ,Midfielder,9,,,8,100%,,0,7,8,4,,17,20,15,0,8,4,,0,0,132,14.67,1,0,0%,1,7,1,0,8,0,0,0,0,0,1,0,0,0,1,1,100%,1,,,,,,,,
2015-16,Christian Atsu ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Charlie Austin ,Forward,7,,,5,,,3,0,7,2,,,,,,,,,,0,50,7.14,0,3,,,,0,0,3,2,1,1,0,0,0,0.14,0,0,8,2,25%,1,,,,,,,,
2015-16,Jordan Ayew ,Forward,30,,,40,,,21,23,8,5,,,,,,,,,,0,800,26.67,4,43,,,,6,1,48,10,7,1,6,0,2,0.23,1,0,59,21,36%,1,,,,,,,,
2015-16,César Azpilicueta ,Defender,37,8,50,114,75%,0,2,86,102,32,0,210,182,124,6,46,39,0,0,3,"1,798",48.59,3,57,19%,1,103,7,0,39,1,2,0,2,0,0,,,,,,,,,,,,,,,
2015-16,Daniel Bachmann ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2015-16,Leandro Bacuna ,Midfielder,31,,,48,90%,,7,56,53,16,,157,110,124,25,26,24,,2,0,"1,133",36.55,2,92,23%,2,93,8,0,36,2,1,0,1,0,1,0.03,0,0,32,9,28%,1,,,,,,,,
2015-16,Leighton Baines ,Defender,18,4,26,34,59%,0,3,29,42,19,0,62,68,54,4,9,17,0,0,1,756,42,2,103,24%,0,57,0,0,6,4,2,0,0,2,1,,,,,,,,,,,,,,,
2015-16,Nathan Baker ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Dominic Ball ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Mario Balotelli ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Patrick Bamford ,Forward,13,,,5,,,2,2,3,1,,,,,,,,,,0,90,6.92,0,4,,,,0,0,8,3,0,0,0,0,1,0,0,0,10,4,40%,1,,,,,,,,
2015-16,Barry Bannan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Phil Bardsley ,Defender,11,0,18,31,81%,1,2,18,32,7,0,28,61,29,3,12,3,0,0,1,300,27.27,1,14,14%,1,17,1,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Brandon Barker ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Ross Barkley ,Midfielder,38,,,34,65%,,38,17,18,15,,186,250,228,116,29,31,,0,8,"1,802",47.42,11,110,22%,19,103,4,0,29,5,8,0,7,1,5,0.21,2,0,95,29,31%,7,,,,,,,,
2015-16,Daniel Barlaser ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Modou Barrow ,Forward,22,,,18,,,2,8,5,1,,,,,,,,,,2,206,9.36,1,28,,,,0,0,3,3,1,0,0,1,0,0.05,0,0,11,4,36%,0,,,,,,,,
2015-16,Gareth Barry ,Midfielder,33,,,96,71%,,6,54,79,33,,239,193,140,18,56,27,,1,1,"2,061",62.45,3,33,27%,5,185,5,1,42,1,0,0,0,0,0,0,0,0,15,4,27%,1,,,,,,,,
2015-16,Kyle Bartley ,Defender,5,0,6,9,67%,0,0,6,29,12,0,13,24,8,1,11,3,0,1,0,127,25.4,0,1,0%,0,5,2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Sebastien Bassong ,Defender,32,4,56,27,74%,1,3,53,256,151,1,136,155,83,11,95,41,0,2,0,882,27.56,0,2,0%,0,74,4,0,25,3,1,0,0,1,0,,,,,,,,,,,,,,,
2015-16,Asmir Begovic ,Goalkeeper,17,4,24,,,,,,,,,,,,,,,0,1,0,336,19.76,,,,,81,0,0,0,,0,,,,,,,,,,,,55,0,8,17,12,6,69,106
2015-16,Valon Behrami ,Midfielder,21,,,66,71%,,0,49,10,5,,96,100,103,4,12,25,,1,1,508,24.19,1,3,67%,1,9,3,1,33,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,,
2015-16,Essaïd Belkalem ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Héctor Bellerín ,Defender,36,18,33,58,81%,0,5,66,85,31,0,164,166,147,62,39,39,0,0,5,"1,689",46.92,9,109,17%,9,33,3,0,19,1,1,0,0,1,1,,,,,,,,,,,,,,,
2015-16,Yohan Benalouane ,Defender,4,0,1,0,0%,0,0,6,4,2,0,1,3,4,0,3,1,0,0,0,14,3.5,0,1,0%,0,0,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Ismael Bennacer ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Joe Bennett ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Nabil Bentaleb ,Midfielder,5,,,2,50%,,0,2,1,0,,10,8,8,1,5,2,,0,0,97,19.4,0,0,0%,0,2,1,0,3,0,0,0,0,0,0,0,0,0,3,2,67%,0,,,,,,,,
2015-16,Christian Benteke ,Forward,29,,,8,,,16,0,13,10,,,,,,,,,,3,516,17.79,3,1,,,,2,0,29,17,9,3,6,0,1,0.31,1,0,61,20,33%,9,,,,,,,,
2015-16,Saido Berahino ,Forward,31,,,18,,,11,7,1,1,,,,,,,,,,0,457,14.74,1,22,,,,0,0,18,10,4,0,3,1,1,0.13,0,0,35,11,31%,7,,,,,,,,
2015-16,Steven Berghuis ,Forward,9,,,6,,,1,2,1,1,,,,,,,,,,2,86,9.56,1,18,,,,2,0,7,0,0,0,0,0,0,0,0,0,8,4,50%,1,,,,,,,,
2015-16,Ryan Bertrand ,Defender,32,9,33,43,74%,0,3,72,88,38,1,133,124,120,17,37,32,0,0,3,"1,121",35.03,6,146,19%,1,56,6,0,30,0,1,0,0,1,0,,,,,,,,,,,,,,,
2015-16,Muhamed Besic ,Midfielder,12,,,26,77%,,0,9,16,5,,45,47,33,14,5,5,,0,0,337,28.08,1,6,17%,1,23,1,0,5,0,0,0,0,0,1,0,0,0,4,2,50%,0,,,,,,,,
2015-16,Krystian Bielik ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Gael Bigirimana ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Jerome Binnom-Williams ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Tyler Blackett ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Corey Blackett-Taylor ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Jamal Blackman ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2015-16,Daley Blind ,Defender,35,12,35,95,71%,0,2,80,119,56,1,274,165,123,21,34,55,0,0,1,"2,029",57.97,2,125,26%,1,171,2,0,27,0,1,0,0,1,0,,,,,,,,,,,,,,,
2015-16,Jacob Blyth ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Hiram Boateng ,Midfielder,1,,,0,0%,,1,0,0,0,,3,0,4,0,0,0,,0,0,4,4,0,0,0%,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,,
2015-16,Adam Bogdan ,Goalkeeper,2,0,4,,,,,,,,,,,,,,,0,1,0,39,19.5,,,,,11,0,0,0,,0,,,,,,,,,,,,2,0,1,2,0,1,9,17
2015-16,Bojan ,Forward,27,,,18,,,7,15,1,0,,,,,,,,,,1,728,26.96,2,32,,,,2,0,9,3,7,1,4,2,0,0.26,2,0,36,15,42%,1,,,,,,,,
2015-16,Yannick Bolasie ,Forward,26,,,26,,,13,10,27,15,,,,,,,,,,3,506,19.46,7,138,,,,2,0,25,17,5,1,2,2,1,0.19,0,0,57,26,46%,4,,,,,,,,
2015-16,Wilfried Bony ,Forward,26,,,9,,,20,2,8,4,,,,,,,,,,3,408,15.69,3,1,,,,1,0,17,7,4,2,0,2,1,0.15,0,0,60,17,28%,4,,,,,,,,
2015-16,Fabio Borini ,Forward,26,,,24,,,8,22,30,5,,,,,,,,,,2,550,21.15,3,29,,,,6,0,31,2,5,0,4,1,0,0.19,1,0,48,18,38%,3,,,,,,,,
2015-16,Cameron Borthwick-Jackson ,Defender,10,1,6,8,75%,0,0,11,17,8,0,43,29,45,9,10,23,0,0,1,353,35.3,2,27,19%,0,12,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Artur Boruc ,Goalkeeper,32,7,51,,,,,,,,,,,,,,,0,5,0,743,23.22,,,,,166,2,0,1,,0,,,,,,,,,,,,77,2,8,47,8,24,168,268
2015-16,Brad Smith ,Defender,4,0,5,11,91%,0,1,3,12,1,0,14,22,21,4,2,5,0,0,0,108,27,0,14,29%,0,5,1,1,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Robbie Brady ,Midfielder,36,,,101,78%,,12,57,89,33,,185,211,169,52,42,26,,1,2,"1,138",31.61,7,243,25%,4,75,3,0,41,4,3,0,1,2,2,0.08,0,0,53,19,36%,0,,,,,,,,
2015-16,Cameron Brannagan ,Midfielder,3,,,5,60%,,0,2,0,0,,9,7,9,2,0,1,,0,0,124,41.33,1,6,33%,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,,
2015-16,Liam Bridcutt ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Miguel Britos ,Defender,24,7,28,25,56%,0,0,60,126,43,0,81,109,68,7,62,36,0,1,0,786,32.75,0,2,100%,0,103,7,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Leon Britton ,Midfielder,25,,,41,63%,,2,62,17,9,,138,84,80,16,9,12,,0,0,"1,000",40,0,2,0%,1,16,4,0,14,0,0,0,0,0,0,0,0,0,5,0,0%,0,,,,,,,,
2015-16,Isaiah Brown ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Marcus Browne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Chris Brunt ,Midfielder,22,,,28,79%,,3,37,68,27,,94,75,64,14,25,16,,1,3,621,28.23,2,103,27%,2,58,7,0,18,1,0,0,0,0,0,0,0,0,17,4,24%,0,,,,,,,,
2015-16,Callum Buckley ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Mark Bunn ,Goalkeeper,10,4,18,,,,,,,,,,,,,,,1,1,0,241,24.1,,,,,86,2,0,1,,0,,,,,,,,,,,,27,1,9,9,7,4,25,98
2015-16,Reece Burke ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Matt Butcher ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Jack Butland ,Goalkeeper,31,10,37,,,,,,,,,,,,,,,0,0,0,883,28.48,,,,,258,0,0,1,,0,,,,,,,,,,,,103,0,12,43,11,36,120,287
2015-16,Sam Byram ,Defender,4,1,3,5,80%,0,0,12,11,5,0,16,12,11,0,3,3,0,0,0,95,23.75,0,10,20%,0,4,3,0,7,2,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Sinan Bytyqi ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Willy Caballero ,Goalkeeper,4,1,5,,,,,,,,,,,,,,,0,1,0,85,21.25,,,,,22,0,0,0,,0,,,,,,,,,,,,15,0,2,2,0,0,5,21
2015-16,Yohan Cabaye ,Midfielder,33,,,107,75%,,20,120,17,5,,193,164,162,9,8,12,,0,1,"1,269",38.45,2,143,30%,3,95,7,0,38,0,5,0,5,0,2,0.15,3,0,67,21,31%,3,,,,,,,,
2015-16,Rémy Cabella ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Gary Cahill ,Defender,23,2,38,22,82%,2,1,36,114,44,2,85,113,67,3,69,38,1,0,1,773,33.61,0,0,0%,1,29,2,0,17,1,2,0,1,1,0,,,,,,,,,,,,,,,
2015-16,Geoff Cameron ,Midfielder,30,,,60,73%,,7,56,98,59,,166,166,128,28,70,40,,0,0,"1,128",37.6,1,16,6%,3,41,0,1,27,0,0,0,0,0,0,0,0,0,15,2,13%,0,,,,,,,,
2015-16,Joel Campbell ,Forward,19,,,26,,,2,10,3,1,,,,,,,,,,2,342,18,4,11,,,,0,0,9,3,3,0,0,3,0,0.16,0,0,19,7,37%,2,,,,,,,,
2015-16,Emre Can ,Midfielder,30,,,79,87%,,8,62,43,16,,204,191,172,39,45,40,,2,0,"1,793",59.77,6,9,0%,6,111,9,0,36,5,1,0,1,0,1,0.03,0,0,30,13,43%,0,,,,,,,,
2015-16,Sergi Canós ,Forward,1,,,1,,,0,0,0,0,,,,,,,,,,0,5,5,0,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Etienne Capoue ,Midfielder,33,,,95,71%,,11,82,45,16,,242,235,199,49,37,24,,0,1,"1,544",46.79,1,34,21%,3,111,7,0,53,2,0,0,0,0,0,0,0,0,35,8,23%,5,,,,,,,,
2015-16,Baily Cargill ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Josh Carmichael ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2015-16,Michael Carrick ,Midfielder,28,,,43,63%,,6,44,36,14,,152,80,57,8,16,10,,0,0,"1,568",56,1,6,67%,4,110,4,0,11,0,0,0,0,0,1,0,0,0,7,1,14%,0,,,,,,,,
2015-16,Tom Carroll ,Midfielder,19,,,15,53%,,0,14,4,2,,30,23,36,2,3,8,,0,0,338,17.79,0,12,25%,0,21,3,0,8,0,1,0,0,1,0,0.05,0,0,5,3,60%,0,,,,,,,,
2015-16,Cameron Carter-Vickers ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2015-16,Craig Cathcart ,Defender,35,10,46,45,76%,0,2,63,171,87,0,121,132,67,8,68,42,1,1,0,"1,032",29.49,0,3,33%,0,116,3,0,9,0,1,0,0,1,0,,,,,,,,,,,,,,,
