Season,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
2016-17,Ross Barkley ,Midfielder,36,,,30,83%,,27,10,35,29,,163,171,257,62,42,40,,0,8,"1,651",45.86,9,113,26%,10,111,5,0,49,8,5,1,3,1,1,0.14,0,1,89,30,34%,5,,,,,,,,
2016-17,Ashley Barnes ,Forward,28,,,21,,,8,4,25,15,,,,,,,,,,2,448,16,3,7,,,,6,1,53,21,6,0,4,2,0,0.21,2,0,45,19,42%,2,,,,,,,,
2016-17,Antonio Barragán ,Defender,26,7,32,72,74%,0,1,59,70,33,1,131,129,86,16,21,22,0,0,0,"1,027",39.5,1,71,24%,1,62,5,0,27,1,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Modou Barrow ,Forward,18,,,22,,,2,6,7,1,,,,,,,,,,2,299,16.61,3,59,,,,1,0,15,10,0,0,0,0,0,0,0,0,15,3,20%,1,,,,,,,,
2016-17,Gareth Barry ,Midfielder,33,,,70,69%,,5,35,57,32,,165,136,119,12,32,24,,0,1,"1,376",41.7,1,22,23%,6,100,10,0,48,1,2,1,0,1,0,0.06,0,0,17,7,41%,0,,,,,,,,
2016-17,Kyle Bartley ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Joey Barton ,Midfielder,14,,,43,72%,,5,20,19,10,,92,95,83,6,29,21,,0,0,576,41.14,1,9,33%,3,50,4,0,20,0,1,0,1,0,0,0.07,0,1,12,3,25%,0,,,,,,,,
2016-17,Michy Batshuayi ,Forward,20,,,2,,,6,2,1,1,,,,,,,,,,1,80,4,0,2,,,,0,0,9,4,5,0,2,3,1,0.25,0,0,17,8,47%,2,,,,,,,,
2016-17,Daniel Batty ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Nathan Baxter ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2016-17,Asmir Begovic ,Goalkeeper,2,0,5,,,,,,,,,,,,,,,0,0,0,46,23,,,,,9,0,0,0,,0,,,,,,,,,,,,1,0,0,0,0,0,9,16
2016-17,Valon Behrami ,Midfielder,27,,,73,75%,,0,33,22,7,,120,139,103,6,20,14,,0,0,732,27.11,1,3,33%,1,27,7,0,30,0,0,0,0,0,0,0,0,0,6,0,0%,0,,,,,,,,
2016-17,Essaïd Belkalem ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Héctor Bellerín ,Defender,33,10,34,24,79%,1,6,36,46,24,0,146,113,133,45,31,43,0,0,4,"1,392",42.18,3,69,16%,8,21,4,0,20,0,1,0,1,0,1,,,,,,,,,,,,,,,
2016-17,Yohan Benalouane ,Defender,11,4,15,17,71%,0,1,26,56,33,0,49,40,46,3,18,23,0,0,0,188,17.09,0,0,0%,0,16,4,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Ismael Bennacer ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Nabil Bentaleb ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Christian Benteke ,Forward,36,,,9,,,17,6,48,39,,,,,,,,,,2,920,25.56,1,0,,,,10,0,81,36,15,7,6,2,4,0.42,2,0,105,40,38%,12,,,,,,,,
2016-17,Saido Berahino ,Forward,17,,,9,,,4,1,2,1,,,,,,,,,,0,168,9.88,2,1,,,,1,0,20,8,0,0,0,0,0,0,0,0,19,9,47%,4,,,,,,,,
2016-17,Steven Berghuis ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Ryan Bertrand ,Defender,28,12,36,37,62%,0,6,45,46,30,0,140,126,119,14,42,44,0,0,4,"1,307",46.68,3,99,15%,2,35,3,0,24,2,2,1,0,1,0,,,,,,,,,,,,,,,
2016-17,Muhamed Besic ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Krystian Bielik ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Mark Birighitti ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2016-17,Jamal Blackman ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2016-17,Daley Blind ,Defender,23,8,17,45,73%,0,5,44,108,49,0,120,90,58,7,25,22,0,0,2,"1,040",45.22,3,87,28%,1,66,2,0,14,0,1,0,0,1,0,,,,,,,,,,,,,,,
2016-17,Hiram Boateng ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Jeremie Boga ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Adam Bogdan ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2016-17,Bojan ,Forward,9,,,8,,,1,3,5,2,,,,,,,,,,0,188,20.89,0,25,,,,1,0,4,0,3,0,3,0,1,0.33,2,0,10,4,40%,1,,,,,,,,
2016-17,Marc Bola ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Yannick Bolasie ,Forward,14,,,18,,,7,3,8,7,,,,,,,,,,4,291,20.79,8,84,,,,3,0,24,3,1,0,1,0,0,0.07,0,0,27,6,22%,1,,,,,,,,
2016-17,Wilfried Bony ,Forward,10,,,5,,,7,3,10,8,,,,,,,,,,0,212,21.2,1,1,,,,1,0,11,2,2,1,1,0,0,0.2,0,0,21,5,24%,1,,,,,,,,
2016-17,Fabio Borini ,Forward,24,,,20,,,10,23,27,11,,,,,,,,,,0,503,20.96,0,37,,,,5,0,27,0,2,0,2,0,0,0.08,0,0,33,14,42%,2,,,,,,,,
2016-17,Borja Bastón ,Forward,18,,,5,,,5,3,6,3,,,,,,,,,,0,180,10,0,6,,,,0,0,3,4,1,0,1,0,1,0.06,0,0,15,3,20%,3,,,,,,,,
2016-17,Cameron Borthwick-Jackson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Artur Boruc ,Goalkeeper,35,9,63,,,,,,,,,,,,,,,0,2,0,888,25.37,,,,,235,2,0,0,,0,,,,,,,,,,,,114,2,20,32,14,11,181,297
2016-17,Sofiane Boufal ,Midfielder,24,,,38,66%,,8,5,3,1,,86,143,157,73,10,13,,0,0,508,21.17,3,34,15%,2,17,5,0,25,1,1,0,0,1,0,0.04,0,0,25,7,28%,0,,,,,,,,
2016-17,Jarrod Bowen ,Forward,7,,,2,,,1,1,0,0,,,,,,,,,,0,70,10,0,0,,,,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0%,1,,,,,,,,
2016-17,George Boyd ,Midfielder,36,,,87,75%,,16,34,35,16,,152,156,188,19,23,56,,0,1,550,15.28,3,39,15%,1,13,3,0,31,8,2,0,0,2,0,0.06,0,0,35,6,17%,0,,,,,,,,
2016-17,Brad Smith ,Defender,5,0,8,5,40%,0,1,3,9,4,0,14,9,15,1,0,2,0,0,0,114,22.8,0,4,0%,0,3,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Robbie Brady ,Midfielder,14,,,21,76%,,5,11,7,4,,50,51,50,7,9,7,,0,2,222,15.86,2,62,34%,0,20,1,0,8,0,1,0,0,1,1,0.07,0,1,19,3,16%,0,,,,,,,,
2016-17,Cameron Brannagan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Claudio Bravo ,Goalkeeper,22,5,26,,,,,,,,,,,,,,,0,1,0,664,30.18,,,,,101,0,0,0,,0,,,,,,,,,,,,33,1,12,12,6,27,92,121
2016-17,Rhian Brewster ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Liam Bridcutt ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Miguel Britos ,Defender,27,4,36,34,91%,0,5,49,144,84,0,140,143,106,4,86,45,0,0,2,"1,025",37.96,2,12,17%,1,94,6,2,36,2,1,1,0,0,0,,,,,,,,,,,,,,,
2016-17,Leon Britton ,Midfielder,16,,,23,57%,,0,19,18,6,,90,44,39,5,7,2,,0,0,727,45.44,0,0,0%,0,20,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Isaiah Brown ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Marcus Browne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Alex Bruce ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Chris Brunt ,Midfielder,31,,,36,72%,,10,33,54,21,,128,87,85,17,27,21,,0,4,910,29.35,6,176,25%,6,90,5,0,17,2,3,1,0,2,0,0.1,0,1,38,11,29%,0,,,,,,,,
2016-17,Callum Buckley ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Reece Burke ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Matt Butcher ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2016-17,Jack Butland ,Goalkeeper,5,2,8,,,,,,,,,,,,,,,0,0,0,140,28,,,,,56,0,0,0,,0,,,,,,,,,,,,17,0,1,8,2,2,19,40
2016-17,Sam Byram ,Defender,18,3,27,24,75%,0,2,42,59,32,0,69,63,65,4,23,22,0,0,1,435,24.17,1,27,15%,1,20,5,1,21,2,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Willy Caballero ,Goalkeeper,17,6,13,,,,,,,,,,,,,,,0,1,0,391,23,,,,,72,0,0,0,,0,,,,,,,,,,,,31,1,8,11,4,13,76,79
2016-17,Yohan Cabaye ,Midfielder,32,,,60,62%,,13,72,21,5,,146,102,134,13,8,12,,2,3,984,30.75,6,109,26%,3,56,7,0,31,2,4,0,3,1,0,0.13,0,0,40,11,28%,2,,,,,,,,
2016-17,Martín Cáceres ,Defender,1,0,1,1,100%,0,0,1,4,4,0,3,3,2,0,2,2,0,0,0,50,50,0,0,0%,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2016-17,Gary Cahill ,Defender,37,15,29,53,75%,0,4,46,167,107,2,136,168,103,4,91,56,1,2,0,"1,849",49.97,0,1,0%,1,112,5,0,34,2,6,3,3,0,0,,,,,,,,,,,,,,,
2016-17,Jonathan Calleri ,Forward,16,,,5,,,7,4,3,2,,,,,,,,,,0,119,7.44,0,15,,,,0,0,10,9,1,0,1,0,0,0.06,0,0,16,3,19%,4,,,,,,,,
2016-17,Dominic Calvert-Lewin ,Forward,11,,,7,,,1,5,7,5,,,,,,,,,,0,87,7.91,0,0,,,,1,0,4,1,1,0,1,0,1,0.09,0,0,7,1,14%,1,,,,,,,,
2016-17,Geoff Cameron ,Midfielder,19,,,48,77%,,4,32,47,26,,121,146,103,26,55,43,,0,1,787,41.42,1,14,29%,1,45,1,0,17,1,0,0,0,0,0,0,0,0,11,5,45%,1,,,,,,,,
2016-17,Joel Campbell ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
