Season,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
2019-20,Sergio Agüero ,Forward,24,,,7,,,22,3,2,0,,,,,,,,,,3,354,14.75,4,9,,,,1,0,9,6,16,2,12,2,5,0.67,2,0,76,28,37%,12,,,,,,,,
2019-20,Daniel Agyei ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Soufyan Ahannach ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Ahmed El Mohamady ,Defender,18,2,28,19,47%,0,1,13,22,10,0,73,60,51,7,30,21,0,0,1,498,27.67,3,58,33%,0,33,1,0,13,2,1,1,0,0,0,,,,,,,,,,,,,,,
2019-20,Albian Ajeti ,Forward,9,,,1,,,2,0,0,0,,,,,,,,,,0,15,1.67,0,0,,,,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0%,0,,,,,,,,
2019-20,Nathan Aké ,Defender,29,4,46,31,68%,0,6,36,147,78,0,140,107,83,3,62,63,0,0,2,"1,210",41.72,2,5,0%,1,53,2,0,9,3,2,1,0,1,1,,,,,,,,,,,,,,,
2019-20,Alberto Moreno ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Marc Albrighton ,Midfielder,20,,,24,71%,,3,10,7,4,,67,52,63,14,3,7,,0,3,407,20.35,5,69,16%,3,23,2,0,7,1,0,0,0,0,1,0,0,0,10,2,20%,0,,,,,,,,
2019-20,Toby Alderweireld ,Defender,33,7,39,40,73%,0,3,31,170,82,1,154,117,109,0,73,73,1,0,2,"1,978",59.94,2,9,44%,12,141,7,0,18,1,2,1,1,0,0,,,,,,,,,,,,,,,
2019-20,Aleix García ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Trent Alexander-Arnold ,Defender,38,12,32,55,62%,1,17,45,70,29,0,221,100,135,21,16,30,0,1,13,"2,440",64.21,18,382,21%,5,192,5,0,22,3,4,0,4,0,0,,,,,,,,,,,,,,,
2019-20,Ali Koiki ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Alisson ,Goalkeeper,29,13,23,,,,,,,,,,,,,,,0,1,1,805,27.76,,,,,115,0,1,1,,0,,,,,,,,,,,,58,0,9,7,6,19,140,167
2019-20,Allan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Dele Alli ,Midfielder,25,,,34,47%,,7,17,14,8,,103,115,150,29,19,40,,0,4,810,32.4,6,7,0%,4,17,2,0,12,6,8,0,6,2,0,0.32,1,0,42,19,45%,7,,,,,,,,
2019-20,Miguel Almirón ,Midfielder,36,,,60,65%,,19,31,16,7,,189,174,170,46,10,28,,0,2,829,23.03,3,41,17%,2,20,5,0,30,24,4,0,2,2,1,0.11,0,0,56,17,30%,9,,,,,,,,
2019-20,Marcos Alonso ,Defender,18,5,18,28,57%,0,11,20,25,15,0,96,97,80,12,42,31,0,0,2,908,50.44,4,66,30%,1,26,4,0,16,2,4,1,0,3,1,,,,,,,,,,,,,,,
2019-20,Steven Alzate ,Midfielder,19,,,33,,,6,14,11,9,,,,,,,,,,0,603,31.74,0,8,,,,1,0,17,3,0,0,0,0,0,0,0,0,13,3,23%,1,,,,,,,,
2019-20,Ibrahim Amadou ,Midfielder,11,,,18,61%,,0,16,55,31,,39,38,31,2,16,13,,0,0,369,33.55,0,1,100%,0,15,1,0,8,0,0,0,0,0,0,0,0,0,6,1,17%,1,,,,,,,,
2019-20,Daniel Amartey ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Luke Amos ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Ethan Ampadu ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Joseph Anang ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Florin Andone ,Forward,3,,,1,,,0,0,1,1,,,,,,,,,,0,12,4,0,0,,,,0,1,2,0,1,0,1,0,0,0.33,0,0,1,1,100%,0,,,,,,,,
2019-20,André Gomes ,Midfielder,19,,,22,68%,,0,7,6,4,,122,83,137,25,17,12,,0,1,851,44.79,1,12,25%,3,85,6,0,38,0,0,0,0,0,0,0,0,0,5,0,0%,0,,,,,,,,
2019-20,Andreas Pereira ,Midfielder,25,,,24,54%,,9,7,5,1,,85,70,142,20,10,34,,0,3,703,28.12,6,65,15%,2,30,3,0,27,3,1,0,0,1,0,0.04,0,0,37,14,38%,1,,,,,,,,
2019-20,Angel Gomes ,Midfielder,2,,,0,0%,,0,0,0,0,,0,0,1,0,0,0,,0,0,13,6.5,0,0,0%,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Angeliño ,Defender,6,0,7,5,40%,0,2,9,15,7,0,29,17,15,4,6,7,0,0,0,338,56.33,3,43,21%,0,7,1,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,
2019-20,Faustino Anjorin ,Midfielder,1,,,0,0%,,0,0,0,0,,1,2,2,1,0,0,,0,0,7,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,,
2019-20,Michail Antonio ,Forward,24,,,13,69%,,14,9,5,5,,62,201,233,65,91,109,,0,3,446,18.58,7,48,21%,5,9,3,0,41,11,10,2,7,1,2,0.42,1,0,68,31,46%,14,,,,,,,,
2019-20,Cameron Archer ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Stuart Armstrong ,Midfielder,30,,,32,59%,,11,11,22,9,,106,95,131,30,14,30,,0,3,579,19.3,2,23,22%,2,12,4,0,25,4,5,0,3,2,0,0.17,0,0,46,20,43%,1,,,,,,,,
2019-20,Marko Arnautovic ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Kepa Arrizabalaga ,Goalkeeper,33,8,47,,,,,,,,,,,,,,,0,0,0,938,28.42,,,,,131,0,0,0,,0,,,,,,,,,,,,55,0,5,20,2,12,151,198
2019-20,Harry Arter ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Daniel Arzani ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Benny Ashley-Seal ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Daniel Atherton ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Christian Atsu ,Midfielder,19,,,10,80%,,1,5,6,4,,42,42,71,16,7,14,,0,3,198,10.42,2,17,41%,1,5,2,0,11,4,0,0,0,0,0,0,0,0,5,1,20%,0,,,,,,,,
2019-20,Pierre-Emerick Aubameyang ,Forward,36,,,31,,,23,14,13,4,,,,,,,,,,3,817,22.69,7,89,,,,3,1,14,20,22,3,16,3,4,0.61,2,1,93,42,45%,10,,,,,,,,
2019-20,Serge Aurier ,Defender,33,6,32,93,74%,0,6,47,84,48,0,165,224,187,39,70,64,1,1,5,"1,281",38.82,4,137,15%,0,33,2,1,41,6,1,0,0,1,0,,,,,,,,,,,,,,,
2019-20,Charlie Austin ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Taiwo Awoniyi ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Jordan Ayew ,Forward,37,,,48,,,14,15,20,15,,,,,,,,,,2,814,22,4,25,,,,6,0,59,9,9,1,7,1,1,0.24,0,0,58,24,41%,5,,,,,,,,
2019-20,César Azpilicueta ,Defender,36,7,53,86,65%,0,9,67,81,40,1,172,205,158,12,93,64,0,0,6,"2,435",67.64,8,121,25%,0,80,1,0,40,3,2,0,2,0,0,,,,,,,,,,,,,,,
2019-20,Daniel Bachmann ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Owen Bailey ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Eric Bailly ,Defender,4,1,1,0,0%,0,0,4,7,3,0,9,9,3,1,8,0,0,0,0,78,19.5,0,0,0%,0,4,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Leighton Baines ,Defender,8,0,8,10,60%,0,0,5,10,4,0,17,21,14,2,5,7,0,0,0,155,19.38,1,27,37%,0,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Tiemoué Bakayoko ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Lewis Baker ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Fabián Balbuena ,Defender,17,3,24,17,71%,0,2,26,71,43,0,65,74,59,2,54,37,0,2,0,503,29.59,1,1,0%,1,35,2,0,6,0,1,0,1,0,0,,,,,,,,,,,,,,,
2019-20,George Baldock ,Defender,38,13,39,62,69%,0,3,34,69,35,0,167,186,172,42,39,57,0,1,3,"1,118",29.42,2,128,29%,0,22,7,0,47,11,2,0,2,0,0,,,,,,,,,,,,,,,
2019-20,Folarin Balogun ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Tudor Baluta ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Beni Baningime ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Scott Banks ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Ben Barclay ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Phil Bardsley ,Defender,21,9,19,49,73%,0,4,30,66,36,1,80,102,77,4,38,26,0,0,1,658,31.33,3,33,18%,3,49,6,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Ross Barkley ,Midfielder,21,,,16,56%,,16,7,7,3,,69,70,80,27,12,13,,0,4,618,29.43,2,12,17%,6,39,0,0,9,0,1,0,0,1,1,0.05,0,0,40,12,30%,3,,,,,,,,
2019-20,Ashley Barnes ,Forward,19,,,10,,,8,6,8,4,,,,,,,,,,0,251,13.21,0,5,,,,4,0,35,13,6,0,6,0,0,0.32,1,0,40,12,30%,7,,,,,,,,
2019-20,Antonio Barreca ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Mason Barrett ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Chris Basham ,Defender,38,12,37,85,56%,0,0,77,167,102,0,188,247,140,24,109,62,0,1,1,"1,316",34.63,2,51,12%,0,70,4,0,26,5,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Calvin Bassey ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Lewis Bate ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Michy Batshuayi ,Forward,16,,,4,,,4,0,1,1,,,,,,,,,,1,78,4.88,0,0,,,,0,0,4,7,1,0,0,1,0,0.06,0,0,15,2,13%,4,,,,,,,,
2019-20,Danny Batth ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Nathan Baxter ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Gavin Bazunu ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Jack Bearne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Jan Bednarek ,Defender,34,7,57,65,58%,1,1,77,193,90,0,161,204,109,2,127,47,1,3,1,"1,537",45.21,1,1,0%,0,85,4,0,33,0,1,0,1,0,0,,,,,,,,,,,,,,,
2019-20,Asmir Begovic ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Héctor Bellerín ,Defender,15,3,18,20,65%,0,2,19,24,9,0,54,54,74,18,13,16,0,0,0,570,38,1,27,7%,0,14,2,0,15,1,1,0,0,1,0,,,,,,,,,,,,,,,
2019-20,Yohan Benalouane ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Filip Benkovic ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Ryan Bennett ,Defender,16,2,17,9,67%,0,0,16,36,17,0,54,38,38,0,28,24,0,0,0,433,27.06,0,6,33%,0,23,2,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Jayden Bennetts ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Josh Benson ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Nabil Bentaleb ,Midfielder,12,,,23,57%,,2,19,9,5,,46,50,54,8,14,13,,1,0,406,33.83,0,2,0%,0,25,2,0,19,0,0,0,0,0,0,0,0,0,4,0,0%,0,,,,,,,,
2019-20,Christian Benteke ,Forward,24,,,9,,,7,4,28,20,,,,,,,,,,1,337,14.04,4,5,,,,4,1,25,12,2,0,2,0,3,0.08,0,0,41,19,46%,3,,,,,,,,
2019-20,Sander Berge ,Midfielder,14,,,22,68%,,1,10,13,8,,56,77,50,15,35,16,,0,1,368,26.29,1,22,9%,0,13,0,0,18,1,1,0,1,0,0,0.07,0,0,5,2,40%,1,,,,,,,,
2019-20,Steven Bergwijn ,Forward,14,,,10,,,3,1,5,1,,,,,,,,,,1,244,17.43,1,10,,,,2,0,7,0,3,0,3,0,0,0.21,0,0,9,4,44%,0,,,,,,,,
2019-20,Adrián Bernabé ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Bernard ,Forward,27,,,32,,,5,16,7,2,,,,,,,,,,2,540,20,3,36,,,,2,0,19,0,3,0,3,0,1,0.11,0,0,12,5,42%,1,,,,,,,,
2019-20,Bernardo ,Defender,14,0,17,27,59%,0,3,6,20,12,0,49,69,30,8,31,8,0,0,0,330,23.57,3,17,18%,0,12,1,0,3,4,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Bernardo Rosa ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Bernardo Silva ,Midfielder,34,,,36,50%,,23,24,12,6,,129,110,112,40,14,24,,0,7,"1,374",40.41,8,72,24%,1,39,5,0,23,2,6,1,0,5,2,0.18,0,0,52,15,29%,6,,,,,,,,
2019-20,Ryan Bertrand ,Defender,32,7,44,47,62%,0,4,37,28,11,0,118,149,147,11,59,58,0,0,1,"1,229",38.41,4,122,30%,2,43,3,1,27,1,1,0,1,0,0,,,,,,,,,,,,,,,
2019-20,Muhamed Besic ,Midfielder,9,,,8,75%,,0,1,6,4,,17,22,14,7,5,3,,0,0,106,11.78,0,1,0%,0,6,2,0,6,0,0,0,0,0,0,0,0,0,4,2,50%,0,,,,,,,,
2019-20,Philip Billing ,Midfielder,34,,,72,64%,,6,66,94,55,,162,228,202,22,111,78,,1,1,"1,154",33.94,2,14,7%,1,43,8,0,38,2,1,0,0,1,0,0.03,0,0,33,8,24%,2,,,,,,,,
2019-20,Billy Arce ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Nathan Bishop ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Yves Bissouma ,Midfielder,22,,,49,78%,,2,21,21,9,,105,112,108,32,17,16,,0,0,619,28.14,0,6,17%,3,35,4,0,31,0,1,0,1,0,1,0.05,0,0,16,7,44%,0,,,,,,,,
2019-20,Birkir Bjarnason ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Bobby Duncan ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Joshua Bohui ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Tolaji Bola ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Yannick Bolasie ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Luke Bolton ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Willy Boly ,Defender,22,12,15,57,58%,0,2,39,103,62,0,117,160,75,9,87,29,0,0,1,984,44.73,2,2,0%,0,39,1,1,24,1,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Gaëtan Bong ,Defender,4,0,3,1,0%,0,0,0,0,0,0,3,3,5,1,0,3,0,0,0,27,6.75,0,6,17%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Borja Bastón ,Forward,2,,,1,,,0,0,0,0,,,,,,,,,,0,6,3,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Artur Boruc ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2019-20,Sofiane Boufal ,Midfielder,20,,,16,50%,,6,4,0,0,,45,96,116,53,7,11,,0,2,288,14.4,4,27,11%,1,6,2,0,25,2,0,0,0,0,0,0,0,0,18,7,39%,1,,,,,,,,
2019-20,Jamie Bowden ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2019-20,Jarrod Bowen ,Forward,13,,,19,,,10,16,4,1,,,,,,,,,,4,213,16.38,4,60,,,,0,0,4,1,1,0,0,1,2,0.08,0,0,24,7,29%,2,,,,,,,,
2019-20,Morgan Boyes ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Brad Smith ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Robbie Brady ,Midfielder,17,,,11,82%,,5,5,7,4,,36,33,38,6,12,9,,0,2,151,8.88,1,14,7%,2,4,1,0,8,1,1,0,0,1,1,0.06,0,0,12,1,8%,0,,,,,,,,
2019-20,Jarrad Branthwaite ,Defender,4,1,6,8,88%,0,0,2,11,7,0,18,20,21,1,9,15,0,0,0,223,55.75,0,0,0%,0,13,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
2019-20,Claudio Bravo ,Goalkeeper,4,1,7,,,,,,,,,,,,,,,0,0,0,119,29.75,,,,,22,0,0,0,,0,,,,,,,,,,,,8,0,2,0,1,0,17,28
2019-20,James Bree ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
