Avg student total points per grade,Total Points per Student,Grade,Points,Subject,Score,Student ID
36.19456617002629,41,C,6,Maths,80,724
32.717791411042946,42,E,2,Maths,72,725
36.19456617002629,41,C,6,Maths,83,728
32.717791411042946,42,E,2,Maths,72,736
31.086004691164973,41,F,1,Maths,63,753
36.19456617002629,44,C,6,Maths,81,754
38.343723673125524,43,B,8,Maths,91,760
38.343723673125524,58,B,8,Maths,89,764
32.717791411042946,47,E,2,Maths,69,766
32.717791411042946,42,E,2,Maths,72,769
36.19456617002629,42,C,6,Maths,82,777
36.19456617002629,46,C,6,Maths,82,782
32.717791411042946,42,E,2,Maths,70,784
38.343723673125524,42,B,8,Maths,86,788
34.24044180118946,43,D,4,Maths,76,791
32.717791411042946,50,E,2,Maths,71,792
34.24044180118946,43,D,4,Maths,73,816
34.24044180118946,43,D,4,Maths,76,823
38.343723673125524,42,B,8,Maths,88,828
31.086004691164973,43,F,1,Maths,62,831
32.717791411042946,41,E,2,Maths,68,834
38.343723673125524,46,B,8,Maths,87,845
38.343723673125524,52,B,8,Maths,87,846
32.717791411042946,52,E,2,Maths,68,855
38.343723673125524,47,B,8,Maths,88,857
38.343723673125524,50,B,8,Maths,89,863
38.343723673125524,44,B,8,Maths,87,864
38.343723673125524,52,B,8,Maths,92,867
32.717791411042946,48,E,2,Maths,72,871
38.343723673125524,58,B,8,Maths,88,874
34.24044180118946,52,D,4,Maths,73,891
36.19456617002629,42,C,6,Maths,80,895
34.24044180118946,43,D,4,Maths,79,897
36.19456617002629,46,C,6,Maths,83,904
32.717791411042946,48,E,2,Maths,67,911
38.343723673125524,44,B,8,Maths,90,912
38.343723673125524,42,B,8,Maths,92,920
34.24044180118946,42,D,4,Maths,74,924
38.343723673125524,49,B,8,Maths,91,932
36.19456617002629,42,C,6,Maths,80,936
34.24044180118946,42,D,4,Maths,77,940
38.343723673125524,43,B,8,Maths,86,951
32.717791411042946,41,E,2,Maths,72,952
32.717791411042946,42,E,2,Maths,68,955
36.19456617002629,50,C,6,Maths,83,961
38.343723673125524,48,B,8,Maths,87,962
36.19456617002629,45,C,6,Maths,83,973
36.19456617002629,43,C,6,Maths,82,975
38.343723673125524,52,B,8,Maths,86,982
31.086004691164973,47,F,1,Maths,61,985
34.24044180118946,44,D,4,Maths,75,988
34.24044180118946,42,D,4,English,76,8
34.24044180118946,52,D,4,English,80,12
38.343723673125524,45,B,8,English,92,14
38.343723673125524,42,B,8,English,88,17
36.19456617002629,43,C,6,English,82,22
32.717791411042946,46,E,2,English,72,24
31.086004691164973,47,F,1,English,65,25
32.717791411042946,52,E,2,English,70,35
34.24044180118946,51,D,4,English,74,42
34.24044180118946,48,D,4,English,80,43
38.343723673125524,41,B,8,English,92,47
36.19456617002629,46,C,6,English,81,51
34.24044180118946,44,D,4,English,77,54
38.343723673125524,45,B,8,English,93,55
36.19456617002629,44,C,6,English,83,58
38.343723673125524,49,B,8,English,90,63
36.19456617002629,56,C,6,English,82,65
38.343723673125524,41,B,8,English,89,66
38.343723673125524,52,B,8,English,91,80
34.24044180118946,44,D,4,English,75,99
36.19456617002629,42,C,6,English,83,100
38.343723673125524,42,B,8,English,91,101
34.24044180118946,46,D,4,English,80,102
32.717791411042946,41,E,2,English,69,105
32.717791411042946,41,E,2,English,69,119
38.343723673125524,52,B,8,English,92,130
38.343723673125524,41,B,8,English,90,134
31.086004691164973,47,F,1,English,66,149
36.19456617002629,48,C,6,English,83,151
36.19456617002629,44,C,6,English,82,156
31.086004691164973,46,F,1,English,61,161
38.343723673125524,46,B,8,English,88,163
31.086004691164973,47,F,1,English,64,169
38.343723673125524,43,B,8,English,91,176
36.19456617002629,48,C,6,English,84,180
34.24044180118946,41,D,4,English,74,182
34.24044180118946,45,D,4,English,77,184
38.343723673125524,44,B,8,English,90,185
32.717791411042946,46,E,2,English,69,187
31.086004691164973,43,F,1,English,66,188
38.343723673125524,41,B,8,English,89,193
36.19456617002629,44,C,6,English,86,194
31.086004691164973,51,F,1,English,60,197
36.19456617002629,42,C,6,English,84,198
38.343723673125524,56,B,8,English,88,203
36.19456617002629,43,C,6,English,82,216
36.19456617002629,42,C,6,English,86,218
36.19456617002629,50,C,6,English,82,220
34.24044180118946,43,D,4,English,80,225
36.19456617002629,42,C,6,English,81,228
36.19456617002629,44,C,6,English,82,235
34.24044180118946,44,D,4,English,75,236
38.343723673125524,44,B,8,English,93,238
34.24044180118946,43,D,4,English,77,240
38.343723673125524,42,B,8,English,91,243
32.717791411042946,43,E,2,English,73,252
36.19456617002629,46,C,6,English,87,260
32.717791411042946,43,E,2,English,71,262
38.343723673125524,48,B,8,English,93,267
34.24044180118946,41,D,4,English,76,280
38.343723673125524,46,B,8,English,89,282
38.343723673125524,43,B,8,English,88,285
31.086004691164973,41,F,1,English,63,294
36.19456617002629,50,C,6,English,81,298
32.717791411042946,52,E,2,English,69,300
38.343723673125524,45,B,8,English,89,314
34.24044180118946,42,D,4,English,80,318
31.086004691164973,42,F,1,English,64,325
31.086004691164973,47,F,1,English,63,326
34.24044180118946,42,D,4,English,77,328
38.343723673125524,42,B,8,English,90,333
38.343723673125524,44,B,8,English,93,339
36.19456617002629,44,C,6,English,81,341
38.343723673125524,46,B,8,English,94,350
32.717791411042946,42,E,2,English,69,353
31.086004691164973,41,F,1,English,65,368
31.086004691164973,47,F,1,English,67,371
31.086004691164973,49,F,1,English,64,377
31.086004691164973,43,F,1,English,65,380
34.24044180118946,48,D,4,English,80,397
38.343723673125524,41,B,8,English,89,407
34.24044180118946,42,D,4,English,75,411
34.24044180118946,42,D,4,English,77,412
32.717791411042946,43,E,2,English,72,426
34.24044180118946,43,D,4,English,77,434
38.343723673125524,41,B,8,English,89,439
38.343723673125524,50,B,8,English,91,464
32.717791411042946,44,E,2,English,72,465
38.343723673125524,48,B,8,English,90,466
36.19456617002629,41,C,6,English,87,477
36.19456617002629,42,C,6,English,81,483
31.086004691164973,41,F,1,English,63,486
32.717791411042946,43,E,2,English,69,493
36.19456617002629,45,C,6,English,81,497
32.717791411042946,44,E,2,English,69,502
38.343723673125524,43,B,8,English,89,506
36.19456617002629,44,C,6,English,84,516
34.24044180118946,42,D,4,English,77,523
38.343723673125524,48,B,8,English,94,528
38.343723673125524,41,B,8,English,88,529
31.086004691164973,43,F,1,English,63,530
34.24044180118946,46,D,4,English,74,533
32.717791411042946,44,E,2,English,70,546
36.19456617002629,43,C,6,English,83,547
36.19456617002629,48,C,6,English,85,558
31.086004691164973,45,F,1,English,65,559
34.24044180118946,42,D,4,English,79,565
32.717791411042946,42,E,2,English,71,572
36.19456617002629,48,C,6,English,83,578
36.19456617002629,48,C,6,English,83,581
34.24044180118946,41,D,4,English,76,585
38.343723673125524,46,B,8,English,94,599
31.086004691164973,51,F,1,English,64,600
34.24044180118946,42,D,4,English,78,602
34.24044180118946,43,D,4,English,78,607
36.19456617002629,46,C,6,English,86,609
38.343723673125524,55,B,8,English,89,624
36.19456617002629,44,C,6,English,84,627
36.19456617002629,46,C,6,English,86,634
38.343723673125524,41,B,8,English,92,635
34.24044180118946,43,D,4,English,77,639
34.24044180118946,43,D,4,English,75,641
38.343723673125524,42,B,8,English,88,643
32.717791411042946,44,E,2,English,69,645
38.343723673125524,44,B,8,English,90,650
36.19456617002629,47,C,6,English,87,654
32.717791411042946,44,E,2,English,72,657
32.717791411042946,42,E,2,English,71,658
34.24044180118946,43,D,4,English,74,659
36.19456617002629,44,C,6,English,85,660
34.24044180118946,44,D,4,English,75,672
38.343723673125524,44,B,8,English,90,677
38.343723673125524,48,B,8,English,93,680
34.24044180118946,50,D,4,English,77,684
34.24044180118946,52,D,4,English,78,693
38.343723673125524,50,B,8,English,94,702
34.24044180118946,42,D,4,English,75,721
31.086004691164973,41,F,1,English,61,724
36.19456617002629,42,C,6,English,86,725
31.086004691164973,41,F,1,English,63,728
38.343723673125524,45,B,8,English,92,740
34.24044180118946,42,D,4,English,74,742
32.717791411042946,44,E,2,English,68,754
31.086004691164973,43,F,1,English,61,760
38.343723673125524,58,B,8,English,89,764
36.19456617002629,47,C,6,English,85,766
31.086004691164973,42,F,1,English,65,769
38.343723673125524,42,B,8,English,93,777
34.24044180118946,46,D,4,English,78,782
38.343723673125524,50,B,8,English,92,792
36.19456617002629,45,C,6,English,82,799
38.343723673125524,51,B,8,English,94,809
38.343723673125524,43,B,8,English,91,816
36.19456617002629,43,C,6,English,84,823
31.086004691164973,42,F,1,English,64,828
38.343723673125524,41,B,8,English,94,829
38.343723673125524,43,B,8,English,91,831
31.086004691164973,41,F,1,English,61,834
38.343723673125524,52,B,8,English,88,837
38.343723673125524,45,B,8,English,91,841
31.086004691164973,48,F,1,English,65,844
36.19456617002629,46,C,6,English,84,845
38.343723673125524,52,B,8,English,93,846
34.24044180118946,47,D,4,English,76,857
38.343723673125524,50,B,8,English,90,863
31.086004691164973,44,F,1,English,65,864
38.343723673125524,45,B,8,English,89,865
36.19456617002629,52,C,6,English,84,867
34.24044180118946,43,D,4,English,78,868
36.19456617002629,54,C,6,English,87,887
36.19456617002629,52,C,6,English,85,891
36.19456617002629,42,C,6,English,87,895
36.19456617002629,43,C,6,English,81,897
31.086004691164973,41,F,1,English,67,901
32.717791411042946,46,E,2,English,73,904
38.343723673125524,44,B,8,English,88,912
32.717791411042946,42,E,2,English,73,920
31.086004691164973,45,F,1,English,64,926
31.086004691164973,53,F,1,English,60,928
34.24044180118946,42,D,4,English,76,936
38.343723673125524,42,B,8,English,93,940
38.343723673125524,49,B,8,English,89,945
38.343723673125524,43,B,8,English,89,951
31.086004691164973,41,F,1,English,64,952
36.19456617002629,42,C,6,English,83,955
38.343723673125524,50,B,8,English,94,961
38.343723673125524,48,B,8,English,89,962
32.717791411042946,44,E,2,English,69,972
34.24044180118946,45,D,4,English,77,973
31.086004691164973,43,F,1,English,61,975
36.19456617002629,44,C,6,English,87,988
36.19456617002629,49,C,6,English,85,996
38.343723673125524,52,B,8,Spanish,94,5
36.19456617002629,42,C,6,Spanish,81,8
36.19456617002629,45,C,6,Spanish,83,11
38.343723673125524,54,B,8,Spanish,94,16
38.343723673125524,43,B,8,Spanish,88,22
34.24044180118946,52,D,4,Spanish,75,23
34.24044180118946,46,D,4,Spanish,75,24
36.19456617002629,47,C,6,Spanish,83,25
36.19456617002629,52,C,6,Spanish,82,35
38.343723673125524,41,B,8,Spanish,89,44
31.086004691164973,41,F,1,Spanish,66,47
38.343723673125524,46,B,8,Spanish,88,51
32.717791411042946,44,E,2,Spanish,68,54
31.086004691164973,45,F,1,Spanish,63,55
38.343723673125524,55,B,8,Spanish,94,56
34.24044180118946,48,D,4,Spanish,80,57
36.19456617002629,44,C,6,Spanish,84,58
31.086004691164973,49,F,1,Spanish,65,63
34.24044180118946,56,D,4,Spanish,76,65
32.717791411042946,41,E,2,Spanish,72,66
38.343723673125524,52,B,8,Spanish,92,80
36.19456617002629,49,C,6,Spanish,82,84
38.343723673125524,47,B,8,Spanish,94,89
32.717791411042946,41,E,2,Spanish,70,90
32.717791411042946,45,E,2,Spanish,72,96
34.24044180118946,42,D,4,Spanish,76,100
32.717791411042946,42,E,2,Spanish,72,101
36.19456617002629,46,C,6,Spanish,84,102
34.24044180118946,41,D,4,Spanish,79,119
36.19456617002629,52,C,6,Spanish,84,130
32.717791411042946,41,E,2,Spanish,69,134
31.086004691164973,44,F,1,Spanish,63,141
38.343723673125524,44,B,8,Spanish,88,146
36.19456617002629,44,C,6,Spanish,85,147
34.24044180118946,48,D,4,Spanish,76,151
38.343723673125524,49,B,8,Spanish,93,159
31.086004691164973,46,F,1,Spanish,62,161
36.19456617002629,47,C,6,Spanish,85,169
38.343723673125524,43,B,8,Spanish,91,176
36.19456617002629,48,C,6,Spanish,85,180
36.19456617002629,41,C,6,Spanish,81,182
36.19456617002629,43,C,6,Spanish,86,188
32.717791411042946,44,E,2,Spanish,72,194
34.24044180118946,51,D,4,Spanish,77,197
38.343723673125524,42,B,8,Spanish,94,198
32.717791411042946,44,E,2,Spanish,73,201
38.343723673125524,56,B,8,Spanish,91,203
32.717791411042946,43,E,2,Spanish,70,209
36.19456617002629,43,C,6,Spanish,84,225
38.343723673125524,44,B,8,Spanish,88,227
34.24044180118946,42,D,4,Spanish,78,228
36.19456617002629,44,C,6,Spanish,81,235
38.343723673125524,44,B,8,Spanish,93,238
32.717791411042946,43,E,2,Spanish,73,240
38.343723673125524,42,B,8,Spanish,93,243
38.343723673125524,43,B,8,Spanish,92,252
34.24044180118946,49,D,4,Spanish,78,259
31.086004691164973,43,F,1,Spanish,67,262
34.24044180118946,43,D,4,Spanish,75,263
38.343723673125524,46,B,8,Spanish,93,266
38.343723673125524,48,B,8,Spanish,94,267
31.086004691164973,41,F,1,Spanish,65,280
32.717791411042946,46,E,2,Spanish,69,282
31.086004691164973,43,F,1,Spanish,60,285
38.343723673125524,50,B,8,Spanish,91,289
34.24044180118946,41,D,4,Spanish,79,294
32.717791411042946,44,E,2,Spanish,72,295
38.343723673125524,43,B,8,Spanish,92,302
36.19456617002629,44,C,6,Spanish,81,303
38.343723673125524,50,B,8,Spanish,89,307
36.19456617002629,48,C,6,Spanish,86,313
31.086004691164973,45,F,1,Spanish,67,314
36.19456617002629,42,C,6,Spanish,84,318
36.19456617002629,52,C,6,Spanish,81,321
34.24044180118946,44,D,4,Spanish,77,323
38.343723673125524,47,B,8,Spanish,92,326
31.086004691164973,42,F,1,Spanish,63,333
36.19456617002629,47,C,6,Spanish,86,337
36.19456617002629,44,C,6,Spanish,87,339
34.24044180118946,42,D,4,Spanish,74,353
31.086004691164973,48,F,1,Spanish,60,358
38.343723673125524,41,B,8,Spanish,88,368
38.343723673125524,49,B,8,Spanish,91,377
38.343723673125524,56,B,8,Spanish,90,382
34.24044180118946,43,D,4,Spanish,77,392
34.24044180118946,48,D,4,Spanish,74,397
32.717791411042946,41,E,2,Spanish,70,407
36.19456617002629,42,C,6,Spanish,83,411
34.24044180118946,43,D,4,Spanish,75,434
38.343723673125524,45,B,8,Spanish,94,435
34.24044180118946,41,D,4,Spanish,80,439
36.19456617002629,44,C,6,Spanish,85,446
38.343723673125524,42,B,8,Spanish,88,449
32.717791411042946,44,E,2,Spanish,71,465
36.19456617002629,48,C,6,Spanish,84,466
32.717791411042946,44,E,2,Spanish,71,475
34.24044180118946,41,D,4,Spanish,77,477
38.343723673125524,43,B,8,Spanish,94,493
36.19456617002629,44,C,6,Spanish,83,502
31.086004691164973,47,F,1,Spanish,62,504
36.19456617002629,41,C,6,Spanish,83,511
32.717791411042946,50,E,2,Spanish,73,515
38.343723673125524,42,B,8,Spanish,94,523
36.19456617002629,41,C,6,Spanish,87,529
38.343723673125524,43,B,8,Spanish,93,530
31.086004691164973,44,F,1,Spanish,61,532
38.343723673125524,46,B,8,Spanish,90,533
38.343723673125524,42,B,8,Spanish,90,538
36.19456617002629,48,C,6,Spanish,82,539
38.343723673125524,43,B,8,Spanish,93,541
36.19456617002629,53,C,6,Spanish,84,544
36.19456617002629,44,C,6,Spanish,83,546
38.343723673125524,43,B,8,Spanish,94,547
38.343723673125524,48,B,8,Spanish,93,550
36.19456617002629,52,C,6,Spanish,84,551
34.24044180118946,48,D,4,Spanish,79,558
34.24044180118946,42,D,4,Spanish,76,565
36.19456617002629,42,C,6,Spanish,82,572
38.343723673125524,48,B,8,Spanish,94,578
32.717791411042946,48,E,2,Spanish,68,581
32.717791411042946,46,E,2,Spanish,70,582
36.19456617002629,41,C,6,Spanish,84,585
38.343723673125524,42,B,8,Spanish,88,597
38.343723673125524,46,B,8,Spanish,91,599
34.24044180118946,46,D,4,Spanish,77,601
36.19456617002629,42,C,6,Spanish,83,602
38.343723673125524,44,B,8,Spanish,91,605
32.717791411042946,45,E,2,Spanish,72,608
36.19456617002629,55,C,6,Spanish,81,624
34.24044180118946,50,D,4,Spanish,74,626
36.19456617002629,44,C,6,Spanish,83,627
36.19456617002629,46,C,6,Spanish,83,634
38.343723673125524,43,B,8,Spanish,93,639
38.343723673125524,42,B,8,Spanish,94,643
38.343723673125524,44,B,8,Spanish,92,645
36.19456617002629,44,C,6,Spanish,81,650
34.24044180118946,47,D,4,Spanish,78,654
36.19456617002629,44,C,6,Spanish,84,657
38.343723673125524,43,B,8,Spanish,90,659
34.24044180118946,50,D,4,Spanish,75,669
36.19456617002629,44,C,6,Spanish,85,672
36.19456617002629,44,C,6,Spanish,81,677
36.19456617002629,48,C,6,Spanish,84,680
38.343723673125524,54,B,8,Spanish,94,687
36.19456617002629,50,C,6,Spanish,83,702
34.24044180118946,41,D,4,Spanish,80,705
38.343723673125524,46,B,8,Spanish,92,715
31.086004691164973,42,F,1,Spanish,66,720
38.343723673125524,42,B,8,Spanish,94,721
34.24044180118946,42,D,4,Spanish,79,725
36.19456617002629,41,C,6,Spanish,82,728
38.343723673125524,42,B,8,Spanish,92,736
38.343723673125524,45,B,8,Spanish,92,740
36.19456617002629,42,C,6,Spanish,85,742
38.343723673125524,44,B,8,Spanish,90,754
32.717791411042946,43,E,2,Spanish,70,760
38.343723673125524,58,B,8,Spanish,89,764
31.086004691164973,42,F,1,Spanish,63,769
34.24044180118946,42,D,4,Spanish,79,777
34.24044180118946,46,D,4,Spanish,79,782
38.343723673125524,42,B,8,Spanish,90,784
36.19456617002629,42,C,6,Spanish,85,788
38.343723673125524,43,B,8,Spanish,88,791
34.24044180118946,52,D,4,Spanish,78,803
38.343723673125524,58,B,8,Spanish,94,808
31.086004691164973,43,F,1,Spanish,67,816
36.19456617002629,43,C,6,Spanish,86,823
38.343723673125524,42,B,8,Spanish,93,828
34.24044180118946,41,D,4,Spanish,76,829
32.717791411042946,43,E,2,Spanish,71,831
34.24044180118946,48,D,4,Spanish,77,833
36.19456617002629,41,C,6,Spanish,84,834
38.343723673125524,52,B,8,Spanish,88,837
34.24044180118946,58,D,4,Spanish,76,839
36.19456617002629,45,C,6,Spanish,86,841
31.086004691164973,48,F,1,Spanish,63,844
32.717791411042946,46,E,2,Spanish,68,845
38.343723673125524,52,B,8,Spanish,91,855
36.19456617002629,50,C,6,Spanish,82,863
31.086004691164973,44,F,1,Spanish,64,864
31.086004691164973,45,F,1,Spanish,62,865
36.19456617002629,43,C,6,Spanish,82,868
32.717791411042946,42,E,2,Spanish,69,870
38.343723673125524,48,B,8,Spanish,94,871
38.343723673125524,54,B,8,Spanish,93,887
36.19456617002629,52,C,6,Spanish,85,891
31.086004691164973,43,F,1,Spanish,64,897
36.19456617002629,41,C,6,Spanish,81,901
32.717791411042946,46,E,2,Spanish,69,904
34.24044180118946,48,D,4,Spanish,78,911
32.717791411042946,52,E,2,Spanish,70,914
36.19456617002629,42,C,6,Spanish,84,920
38.343723673125524,42,B,8,Spanish,92,924
36.19456617002629,45,C,6,Spanish,81,926
38.343723673125524,53,B,8,Spanish,89,928
36.19456617002629,49,C,6,Spanish,85,932
38.343723673125524,42,B,8,Spanish,94,940
32.717791411042946,49,E,2,Spanish,69,945
38.343723673125524,43,B,8,Spanish,88,951
36.19456617002629,50,C,6,Spanish,83,961
32.717791411042946,44,E,2,Spanish,69,972
31.086004691164973,45,F,1,Spanish,67,973
38.343723673125524,43,B,8,Spanish,89,975
36.19456617002629,52,C,6,Spanish,85,982
38.343723673125524,47,B,8,Spanish,94,985
32.717791411042946,44,E,2,Spanish,71,988
36.19456617002629,49,C,6,Spanish,83,996
36.19456617002629,54,C,6,Spanish,87,997
38.343723673125524,44,B,8,Science,89,4
36.19456617002629,52,C,6,Science,85,12
32.717791411042946,45,E,2,Science,68,14
36.19456617002629,54,C,6,Science,83,16
38.343723673125524,42,B,8,Science,92,17
38.343723673125524,43,B,8,Science,94,22
38.343723673125524,52,B,8,Science,91,23
38.343723673125524,47,B,8,Science,88,25
36.19456617002629,48,C,6,Science,82,43
32.717791411042946,45,E,2,Science,70,55
38.343723673125524,55,B,8,Science,92,56
38.343723673125524,48,B,8,Science,88,57
36.19456617002629,44,C,6,Science,84,58
38.343723673125524,56,B,8,Science,89,65
36.19456617002629,41,C,6,Science,83,66
38.343723673125524,52,B,8,Science,90,80
34.24044180118946,49,D,4,Science,81,84
36.19456617002629,47,C,6,Science,86,89
38.343723673125524,41,B,8,Science,93,90
32.717791411042946,44,E,2,Science,74,99
38.343723673125524,42,B,8,Science,90,100
34.24044180118946,42,D,4,Science,76,101
36.19456617002629,46,C,6,Science,84,102
36.19456617002629,41,C,6,Science,87,105
34.24044180118946,52,D,4,Science,79,130
34.24044180118946,41,D,4,Science,76,134
31.086004691164973,44,F,1,Science,64,141
34.24044180118946,50,D,4,Science,77,145
38.343723673125524,44,B,8,Science,93,146
38.343723673125524,44,B,8,Science,93,147
38.343723673125524,47,B,8,Science,94,149
36.19456617002629,48,C,6,Science,86,151
32.717791411042946,44,E,2,Science,71,156
38.343723673125524,49,B,8,Science,89,159
38.343723673125524,46,B,8,Science,92,161
34.24044180118946,46,D,4,Science,76,163
38.343723673125524,48,B,8,Science,92,180
38.343723673125524,46,B,8,Science,94,187
38.343723673125524,43,B,8,Science,93,188
31.086004691164973,41,F,1,Science,65,193
36.19456617002629,42,C,6,Science,86,198
36.19456617002629,44,C,6,Science,82,201
31.086004691164973,43,F,1,Science,63,209
38.343723673125524,43,B,8,Science,90,216
38.343723673125524,42,B,8,Science,88,218
36.19456617002629,50,C,6,Science,87,220
36.19456617002629,44,C,6,Science,82,227
32.717791411042946,42,E,2,Science,69,228
31.086004691164973,44,F,1,Science,60,235
36.19456617002629,46,C,6,Science,82,260
38.343723673125524,43,B,8,Science,91,262
34.24044180118946,46,D,4,Science,78,266
36.19456617002629,48,C,6,Science,83,267
