Avg student total points per grade,Total Points per Student,Grade,Points,Subject,Score,Student ID
33.36,43,E,2,Art,72,506
33.36,44,E,2,Art,72,516
33.36,48,E,2,Art,72,609
33.36,45,E,2,Art,71,314
33.36,42,E,2,Art,71,538
33.36,48,E,2,Art,71,397
33.36,44,E,2,Art,70,660
33.36,46,E,2,Art,70,260
33.36,44,E,2,Art,70,198
33.36,44,E,2,Art,70,532
33.36,47,E,2,Art,70,504
33.36,52,E,2,Art,69,289
33.36,44,E,2,Art,69,147
33.36,45,E,2,Art,69,926
33.36,42,E,2,Art,69,736
33.36,42,E,2,Art,68,243
33.36,50,E,2,Art,68,962
33.36,48,E,2,Art,68,550
33.36,42,E,2,Art,68,523
33.36,52,E,2,Art,67,5
33.36,46,E,2,Art,67,185
33.36,42,E,2,Art,67,924
33.36,48,E,2,Art,67,350
33.36,42,E,2,Art,67,412
33.36,46,E,2,Art,67,533
33.36,46,E,2,Art,66,799
33.36,43,E,2,Art,66,658
31.72,47,F,1,English,67,371
31.72,43,F,1,English,66,188
31.72,49,F,1,English,66,149
31.72,50,F,1,English,65,844
31.72,45,F,1,English,65,559
31.72,44,F,1,English,65,864
31.72,44,F,1,English,65,769
31.72,47,F,1,English,65,25
31.72,43,F,1,English,65,380
31.72,51,F,1,English,64,377
31.72,45,F,1,English,64,926
31.72,42,F,1,English,64,828
31.72,43,F,1,English,64,325
31.72,51,F,1,English,64,600
31.72,49,F,1,English,64,169
31.72,47,F,1,English,63,326
31.72,43,F,1,English,63,530
31.72,46,F,1,English,61,161
31.72,45,F,1,English,61,724
31.72,42,F,1,English,61,993
31.72,43,F,1,English,61,760
31.72,43,F,1,English,61,975
31.72,53,F,1,English,60,197
31.72,53,F,1,English,60,928
31.72,51,F,1,Maths,65,654
31.72,44,F,1,Maths,65,4
31.72,42,F,1,Maths,65,438
31.72,44,F,1,Maths,65,532
31.72,44,F,1,Maths,64,131
31.72,45,F,1,Maths,63,14
31.72,44,F,1,Maths,63,605
31.72,43,F,1,Maths,63,753
31.72,43,F,1,Maths,63,607
31.72,47,F,1,Maths,62,337
31.72,42,F,1,Maths,62,360
31.72,43,F,1,Maths,62,225
31.72,43,F,1,Maths,62,831
31.72,57,F,1,Maths,62,56
31.72,42,F,1,Maths,61,191
31.72,49,F,1,Maths,61,985
31.72,45,F,1,Maths,61,11
31.72,53,F,1,Maths,61,544
31.72,43,F,1,Maths,60,407
31.72,43,F,1,Maths,60,641
31.72,43,F,1,Maths,60,511
31.72,43,F,1,Geography,66,252
31.72,43,F,1,Geography,65,635
31.72,49,F,1,Geography,65,945
31.72,44,F,1,Geography,65,605
31.72,45,F,1,Geography,65,96
31.72,43,F,1,Geography,64,506
31.72,49,F,1,Geography,64,996
31.72,48,F,1,Geography,64,358
31.72,42,F,1,Geography,63,360
31.72,47,F,1,Geography,63,766
31.72,44,F,1,Geography,62,4
31.72,43,F,1,Geography,61,477
31.72,45,F,1,Geography,61,216
31.72,43,F,1,Geography,61,705
31.72,44,F,1,Geography,61,131
31.72,42,F,1,Geography,61,191
31.72,51,F,1,Geography,60,42
31.72,42,F,1,Geography,60,471
31.72,45,F,1,Spanish,67,314
31.72,45,F,1,Spanish,67,816
31.72,44,F,1,Spanish,66,720
31.72,49,F,1,Spanish,65,63
31.72,45,F,1,Spanish,64,897
31.72,44,F,1,Spanish,64,864
31.72,44,F,1,Spanish,63,769
31.72,42,F,1,Spanish,63,333
31.72,42,F,1,Spanish,63,438
31.72,50,F,1,Spanish,63,844
31.72,45,F,1,Spanish,63,55
31.72,44,F,1,Spanish,63,141
31.72,47,F,1,Spanish,62,504
31.72,47,F,1,Spanish,62,865
31.72,46,F,1,Spanish,62,161
31.72,44,F,1,Spanish,61,532
31.72,43,F,1,Spanish,60,285
31.72,48,F,1,Spanish,60,358
31.72,43,F,1,History,66,639
31.72,43,F,1,History,65,951
31.72,43,F,1,History,65,659
31.72,47,F,1,History,65,547
31.72,45,F,1,History,65,434
31.72,43,F,1,History,63,829
31.72,44,F,1,History,63,235
31.72,42,F,1,History,62,788
31.72,49,F,1,History,62,932
31.72,42,F,1,History,61,333
31.72,45,F,1,History,61,240
31.72,44,F,1,History,60,341
31.72,43,F,1,History,60,426
31.72,51,F,1,History,60,84
31.72,46,F,1,Science,66,715
31.72,55,F,1,Science,66,624
31.72,47,F,1,Science,65,435
31.72,49,F,1,Science,65,857
31.72,44,F,1,Science,64,141
31.72,47,F,1,Science,64,608
31.72,43,F,1,Science,63,209
31.72,42,F,1,Science,63,449
31.72,42,F,1,Science,62,828
31.72,43,F,1,Science,62,823
31.72,45,F,1,Science,62,841
31.72,43,F,1,Science,61,658
31.72,43,F,1,Science,61,302
31.72,42,F,1,Science,61,788
31.72,43,F,1,Science,61,753
31.72,51,F,1,Science,61,272
31.72,44,F,1,Science,60,235
31.72,42,F,1,Science,60,471
31.72,44,F,1,Science,60,341
31.72,45,F,1,Art,65,184
31.72,49,F,1,Art,64,259
31.72,42,F,1,Art,64,993
31.72,46,F,1,Art,64,715
31.72,53,F,1,Art,63,809
31.72,45,F,1,Art,63,263
31.72,44,F,1,Art,62,720
31.72,42,F,1,Art,62,449
31.72,43,F,1,Art,61,753
31.72,43,F,1,Art,61,176
31.72,49,F,1,Art,61,159
31.72,45,F,1,Art,60,493
31.72,49,F,1,Art,60,89
31.72,47,F,1,Art,60,22
31.72,43,F,1,Art,60,541
31.72,43,F,1,Art,60,791
38.97,52,B,8,English,94,961
38.97,48,B,8,English,93,267
38.97,42,B,8,English,93,777
38.97,44,B,8,English,93,339
38.97,50,B,8,English,93,680
38.97,52,B,8,English,93,846
38.97,42,B,8,English,93,940
38.97,46,B,8,English,93,238
38.97,45,B,8,English,93,55
38.97,46,B,8,English,92,740
38.97,54,B,8,English,92,130
38.97,45,B,8,English,92,14
38.97,43,B,8,English,92,635
38.97,52,B,8,English,92,792
38.97,43,B,8,English,91,176
38.97,45,B,8,English,91,841
38.97,43,B,8,English,91,831
38.97,42,B,8,English,91,243
38.97,52,B,8,English,91,80
38.97,45,B,8,English,91,816
38.97,50,B,8,English,91,464
38.97,42,B,8,English,91,101
38.97,46,B,8,English,90,185
38.97,42,B,8,English,90,333
38.97,46,B,8,English,90,650
38.97,44,B,8,English,90,677
38.97,49,B,8,English,90,63
38.97,48,B,8,English,90,466
38.97,50,B,8,English,90,863
38.97,58,B,8,English,89,764
38.97,45,B,8,English,89,314
38.97,44,B,8,English,89,439
38.97,43,B,8,English,89,407
38.97,43,B,8,English,89,951
38.97,47,B,8,English,89,865
38.97,48,B,8,English,89,282
38.97,43,B,8,English,89,506
38.97,50,B,8,English,89,962
38.97,49,B,8,English,89,945
38.97,55,B,8,English,89,624
38.97,54,B,8,English,88,837
38.97,44,B,8,English,88,17
38.97,43,B,8,English,88,285
38.97,46,B,8,English,88,912
38.97,56,B,8,English,88,203
38.97,44,B,8,English,88,643
38.97,46,B,8,English,88,163
38.97,51,B,8,English,87,654
38.97,46,B,8,English,87,988
38.97,52,B,8,Maths,92,551
38.97,44,B,8,Maths,92,323
38.97,42,B,8,Maths,92,411
38.97,52,B,8,Maths,92,867
38.97,49,B,8,Maths,92,89
38.97,46,B,8,Maths,92,546
38.97,42,B,8,Maths,92,920
38.97,46,B,8,Maths,91,392
38.97,44,B,8,Maths,91,156
38.97,54,B,8,Maths,91,687
38.97,42,B,8,Maths,91,620
38.97,43,B,8,Maths,91,760
38.97,46,B,8,Maths,91,497
38.97,47,B,8,Maths,91,22
38.97,49,B,8,Maths,91,932
38.97,42,B,8,Maths,90,531
38.97,46,B,8,Maths,90,912
38.97,47,B,8,Maths,90,25
38.97,51,B,8,Maths,90,42
38.97,49,B,8,Maths,90,259
38.97,46,B,8,Maths,90,572
38.97,46,B,8,Maths,90,582
38.97,42,B,8,Maths,90,328
38.97,46,B,8,Maths,90,475
38.97,52,B,8,Maths,89,289
38.97,46,B,8,Maths,89,465
38.97,47,B,8,Maths,89,504
38.97,44,B,8,Maths,89,341
38.97,52,B,8,Maths,89,307
38.97,50,B,8,Maths,89,863
38.97,46,B,8,Maths,89,163
38.97,58,B,8,Maths,89,764
38.97,42,B,8,Maths,89,318
38.97,42,B,8,Maths,88,828
38.97,42,B,8,Maths,88,228
38.97,58,B,8,Maths,88,874
38.97,46,B,8,Maths,88,446
38.97,42,B,8,Maths,88,449
38.97,44,B,8,Maths,88,262
38.97,44,B,8,Maths,88,720
38.97,45,B,8,Maths,88,493
38.97,52,B,8,Maths,88,151
38.97,42,B,8,Maths,88,412
38.97,43,B,8,Maths,88,477
38.97,45,B,8,Maths,88,434
38.97,48,B,8,Maths,88,466
38.97,49,B,8,Maths,88,857
38.97,44,B,8,Maths,88,627
38.97,42,B,8,Maths,88,344
38.97,42,B,8,Maths,87,993
38.97,46,B,8,Maths,87,845
38.97,52,B,8,Maths,87,846
38.97,50,B,8,Maths,87,962
38.97,48,B,8,Maths,87,187
38.97,44,B,8,Maths,87,864
38.97,54,B,8,Maths,87,130
38.97,42,B,8,Maths,87,890
38.97,52,B,8,Maths,87,515
38.97,48,B,8,Maths,87,358
38.97,44,B,8,Maths,87,141
38.97,52,B,8,Maths,86,5
38.97,54,B,8,Maths,86,982
38.97,42,B,8,Maths,86,788
38.97,43,B,8,Maths,86,951
38.97,47,B,8,Maths,86,326
38.97,52,B,8,Geography,94,151
38.97,50,B,8,Geography,93,578
38.97,52,B,8,Geography,93,80
38.97,48,B,8,Geography,93,43
38.97,56,B,8,Geography,93,997
38.97,45,B,8,Geography,93,724
38.97,44,B,8,Geography,93,502
38.97,43,B,8,Geography,92,975
38.97,42,B,8,Geography,92,924
38.97,51,B,8,Geography,92,600
38.97,42,B,8,Geography,92,870
38.97,42,B,8,Geography,92,725
38.97,46,B,8,Geography,92,754
38.97,48,B,8,Geography,92,397
38.97,46,B,8,Geography,92,392
38.97,57,B,8,Geography,92,56
38.97,46,B,8,Geography,92,102
38.97,50,B,8,Geography,92,57
38.97,46,B,8,Geography,92,582
38.97,43,B,8,Geography,91,285
38.97,56,B,8,Geography,91,203
38.97,53,B,8,Geography,91,544
38.97,54,B,8,Geography,91,300
38.97,46,B,8,Geography,91,163
38.97,46,B,8,Geography,91,51
38.97,45,B,8,Geography,91,897
38.97,46,B,8,Geography,91,266
38.97,47,B,8,Geography,91,435
38.97,42,B,8,Geography,91,597
38.97,58,B,8,Geography,91,874
38.97,53,B,8,Geography,91,928
38.97,43,B,8,Geography,91,658
38.97,54,B,8,Geography,91,855
38.97,44,B,8,Geography,90,303
38.97,52,B,8,Geography,90,23
38.97,43,B,8,Geography,90,791
38.97,45,B,8,Geography,90,184
38.97,52,B,8,Geography,90,914
38.97,43,B,8,Geography,90,831
38.97,42,B,8,Geography,90,901
38.97,43,B,8,Geography,90,641
38.97,51,B,8,Geography,90,272
38.97,50,B,8,Geography,90,180
38.97,49,B,8,Geography,90,159
38.97,48,B,8,Geography,90,581
38.97,44,B,8,Geography,89,720
38.97,48,B,8,Geography,89,558
38.97,48,B,8,Geography,89,911
38.97,42,B,8,Geography,89,101
38.97,49,B,8,Geography,89,932
38.97,44,B,8,Geography,89,236
38.97,44,B,8,Geography,89,141
38.97,50,B,8,Geography,89,298
38.97,52,B,8,Geography,89,803
38.97,44,B,8,Geography,89,295
38.97,48,B,8,Geography,88,721
38.97,44,B,8,Geography,88,936
38.97,49,B,8,Geography,88,169
38.97,46,B,8,Geography,88,650
38.97,53,B,8,Geography,88,197
38.97,46,B,8,Geography,88,672
38.97,46,B,8,Geography,88,238
38.97,47,B,8,Geography,88,865
38.97,52,B,8,Geography,88,833
38.97,43,B,8,Geography,88,511
38.97,54,B,8,Geography,88,837
38.97,42,B,8,Geography,88,890
38.97,48,B,8,Spanish,94,267
38.97,42,B,8,Spanish,94,940
38.97,49,B,8,Spanish,94,985
38.97,54,B,8,Spanish,94,687
38.97,52,B,8,Spanish,94,5
38.97,58,B,8,Spanish,94,808
38.97,54,B,8,Spanish,94,16
38.97,42,B,8,Spanish,94,523
38.97,50,B,8,Spanish,94,578
38.97,42,B,8,Spanish,93,243
38.97,48,B,8,Spanish,93,550
38.97,46,B,8,Spanish,93,238
38.97,49,B,8,Spanish,93,159
38.97,43,B,8,Spanish,93,530
38.97,43,B,8,Spanish,93,639
38.97,46,B,8,Spanish,93,266
38.97,42,B,8,Spanish,93,828
38.97,43,B,8,Spanish,93,541
38.97,56,B,8,Spanish,93,887
38.97,44,B,8,Spanish,92,645
38.97,47,B,8,Spanish,92,326
38.97,42,B,8,Spanish,92,736
38.97,43,B,8,Spanish,92,302
38.97,46,B,8,Spanish,92,740
38.97,42,B,8,Spanish,92,924
38.97,46,B,8,Spanish,92,715
38.97,43,B,8,Spanish,92,252
38.97,52,B,8,Spanish,92,80
38.97,43,B,8,Spanish,91,176
38.97,42,B,8,Spanish,91,125
38.97,44,B,8,Spanish,91,605
38.97,54,B,8,Spanish,91,855
38.97,48,B,8,Spanish,91,599
38.97,52,B,8,Spanish,91,289
38.97,51,B,8,Spanish,91,377
38.97,56,B,8,Spanish,91,203
38.97,43,B,8,Spanish,90,659
38.97,46,B,8,Spanish,90,533
38.97,42,B,8,Spanish,90,784
