StoreID,CustomerID,OrderID,Order Date,ProductID,Returned,Quantity,Sales
1,24,1589,14/01/2021,28,0,1,7.8
5,71,1686,28/01/2021,28,0,4,31.2
1,26,1706,14/01/2021,28,1,11,85.8
3,20,1986,13/01/2021,28,0,4,31.2
5,5,1221,02/01/2021,7,0,1,2.65
1,50,1408,21/01/2021,7,0,3,7.949999999999999
3,74,1721,29/01/2021,54,0,7,17.849999999999998
5,64,2160,26/01/2021,54,0,9,22.95
1,70,1231,28/01/2021,49,0,10,26.5
1,50,1408,21/01/2021,49,0,3,7.949999999999999
3,30,1193,14/01/2021,38,0,3,8.399999999999999
1,49,1187,21/01/2021,30,0,5,19.85
6,18,1985,13/01/2021,30,0,2,7.94
6,41,1259,20/01/2021,43,0,7,34.09
6,53,1407,21/01/2021,43,0,9,43.83
5,27,1584,30/01/2021,43,0,9,43.83
2,38,1748,16/01/2021,43,1,4,19.48
6,16,1275,12/01/2021,24,0,7,39.69
1,26,1706,14/01/2021,24,1,1,5.67
5,57,1913,23/01/2021,24,1,10,56.7
2,35,1923,15/01/2021,24,1,4,22.68
6,67,2076,27/01/2021,24,0,5,28.35
6,80,1138,30/01/2021,21,1,6,35.94
6,41,1259,20/01/2021,21,0,2,11.98
2,14,1329,08/01/2021,21,1,10,59.900000000000006
6,53,1407,21/01/2021,21,0,1,5.99
2,38,1748,16/01/2021,21,1,1,5.99
6,9,1104,22/01/2021,3,1,4,25.8
7,60,1105,23/01/2021,3,0,5,32.25
3,3,1155,01/01/2021,3,0,5,32.25
1,50,1408,21/01/2021,3,0,7,45.15
7,65,1432,26/01/2021,3,1,5,32.25
3,23,1705,14/01/2021,3,1,9,58.050000000000004
5,85,1786,30/01/2021,3,0,2,12.9
1,24,1589,14/01/2021,39,0,2,13.04
3,29,1703,14/01/2021,39,0,1,6.52
2,40,1283,19/01/2021,44,0,11,75.78999999999999
2,43,1312,27/01/2021,44,1,7,48.23
6,53,1407,21/01/2021,44,0,10,68.89999999999999
5,27,1584,30/01/2021,44,0,6,41.339999999999996
2,81,1137,30/01/2021,4,0,2,14.28
6,68,1314,27/01/2021,4,1,7,49.98
2,17,1851,12/01/2021,4,1,8,57.12
1,2,2002,01/01/2021,4,0,6,42.839999999999996
6,53,1407,21/01/2021,40,0,7,52.5
3,23,1705,14/01/2021,40,1,1,7.5
4,5,1911,23/01/2021,40,1,7,52.5
4,55,1102,22/01/2021,51,1,4,31.2
6,82,1445,30/01/2021,51,1,11,85.8
3,56,1101,22/01/2021,46,0,10,79.9
5,71,1686,28/01/2021,46,0,11,87.89
7,43,1778,20/01/2021,46,0,4,31.96
4,5,1911,23/01/2021,46,1,11,87.89
2,47,1131,21/01/2021,2,1,3,129.78
1,49,1187,21/01/2021,2,0,10,432.59999999999997
2,1,1570,01/01/2021,2,1,7,302.82
5,59,1912,23/01/2021,2,0,7,302.82
5,36,1965,16/01/2021,2,0,9,389.34
5,64,2160,26/01/2021,2,0,9,389.34
1,51,1188,21/01/2021,34,1,10,899.7
1,24,1589,14/01/2021,34,0,3,269.90999999999997
1,26,1706,14/01/2021,34,1,3,269.90999999999997
5,61,1347,24/01/2021,22,0,2,11.98
3,15,2075,09/01/2021,22,0,3,17.97
3,23,1705,14/01/2021,33,1,10,199.4
2,31,1922,15/01/2021,33,0,8,159.52
5,42,1095,20/01/2021,8,0,6,275.34000000000003
3,30,1193,14/01/2021,8,0,10,458.9
4,4,1222,02/01/2021,8,0,2,91.78
7,52,1410,21/01/2021,8,0,5,229.45
4,13,2098,07/01/2021,8,0,1,45.89
1,50,1408,21/01/2021,42,0,5,843.8
1,32,1565,15/01/2021,42,0,6,1012.56
5,61,1347,24/01/2021,52,0,6,392.93999999999994
5,57,1913,23/01/2021,52,1,8,523.92
6,69,2016,28/01/2021,52,0,11,720.39
5,64,2160,26/01/2021,52,0,9,589.41
4,78,1142,30/01/2021,58,0,4,519.96
5,27,1584,30/01/2021,58,0,2,259.98
3,84,1585,30/01/2021,58,1,10,1299.9
3,38,1103,22/01/2021,50,0,7,556.2199999999999
5,27,1584,30/01/2021,50,0,9,715.14
7,60,1105,23/01/2021,6,0,3,46.92
1,46,1134,21/01/2021,6,0,6,93.84
5,5,1221,02/01/2021,6,0,1,15.64
6,82,1445,30/01/2021,6,1,3,46.92
1,73,1554,29/01/2021,6,1,1,15.64
2,8,1708,06/01/2021,6,1,6,93.84
5,57,1913,23/01/2021,6,1,2,31.28
6,72,2048,29/01/2021,6,1,7,109.48
1,51,1188,21/01/2021,13,1,1,86.99
2,39,1749,16/01/2021,13,1,3,260.96999999999997
5,58,1914,23/01/2021,13,1,8,695.92
6,11,2097,07/01/2021,13,0,7,608.93
5,27,1584,30/01/2021,17,0,10,3569.9
4,5,1911,23/01/2021,17,1,5,1784.95
6,11,2097,07/01/2021,17,0,1,356.99
1,51,1188,21/01/2021,26,1,1,459.67
1,50,1408,21/01/2021,26,0,10,4596.7
5,34,1426,15/01/2021,26,1,4,1838.68
6,82,1445,30/01/2021,26,1,8,3677.36
4,75,1722,29/01/2021,26,0,3,1379.01
5,21,1984,13/01/2021,26,0,3,1379.01
6,72,2048,29/01/2021,26,1,6,2758.02
6,72,2048,29/01/2021,56,1,4,1805.08
4,78,1142,30/01/2021,27,0,1,297.5
7,28,1194,14/01/2021,27,0,4,1190.0
2,38,1748,16/01/2021,27,1,8,2380.0
1,19,1987,13/01/2021,27,0,4,1190.0
5,34,1426,15/01/2021,12,1,8,3180.32
2,7,1747,03/01/2021,12,1,9,3577.86
2,39,1749,16/01/2021,12,1,7,2782.78
6,44,2102,20/01/2021,12,0,4,1590.16
5,77,1586,30/01/2021,18,1,8,5260.4
4,13,2098,07/01/2021,18,0,10,6575.5
6,44,2102,20/01/2021,18,0,6,3945.2999999999997
6,16,1275,12/01/2021,23,0,2,1619.12
1,73,1554,29/01/2021,23,1,6,4857.36
4,27,1590,14/01/2021,23,0,3,2428.68
5,57,1913,23/01/2021,23,1,2,1619.12
3,127,1272,19/02/2021,14,1,8,480.56
3,141,1295,24/02/2021,14,0,3,180.21
2,102,1867,06/02/2021,14,0,9,540.63
7,139,1874,23/02/2021,14,0,6,360.42
1,99,2023,05/02/2021,14,0,2,120.14
2,142,2077,24/02/2021,14,0,9,540.63
6,111,1247,11/02/2021,45,0,8,774.56
5,114,1418,13/02/2021,45,0,4,387.28
6,92,1683,03/02/2021,45,0,2,193.64
2,87,1731,02/02/2021,45,0,6,580.92
6,92,1683,03/02/2021,29,0,7,303.03
2,117,1909,16/02/2021,29,1,8,346.32
5,136,1498,20/02/2021,35,0,2,41.74
2,87,1731,02/02/2021,35,0,1,20.87
4,90,1732,02/02/2021,35,0,4,83.48
7,139,1874,23/02/2021,35,0,4,83.48
6,140,2078,24/02/2021,35,0,9,187.83
2,41,1068,02/02/2021,57,1,1,15.69
1,94,1212,03/02/2021,57,0,3,47.07
1,106,1866,09/02/2021,57,1,8,125.52
2,117,1909,16/02/2021,36,1,9,79.2
3,5,1971,05/02/2021,36,0,1,8.8
2,142,2077,24/02/2021,36,0,10,88.0
4,66,2111,03/02/2021,36,0,6,52.800000000000004
5,132,1145,20/02/2021,48,0,11,28.6
2,109,1484,11/02/2021,48,0,1,2.6
6,91,1815,13/02/2021,48,1,4,10.4
2,126,1444,19/02/2021,5,1,5,50.0
1,129,1641,20/02/2021,5,0,11,110.0
7,88,1730,02/02/2021,5,1,4,40.0
6,143,2129,25/02/2021,5,1,10,100.0
1,129,1641,20/02/2021,32,0,7,139.92999999999998
3,141,1295,24/02/2021,20,0,7,3940.2999999999997
7,135,1992,20/02/2021,20,0,1,562.9
7,97,2052,04/02/2021,20,1,10,5629.0
1,129,1641,20/02/2021,25,0,10,4642.900000000001
5,123,1661,17/02/2021,25,0,11,5107.1900000000005
7,97,2052,04/02/2021,25,1,9,4178.610000000001
6,128,1995,20/02/2021,47,0,9,1127.97
6,140,2078,24/02/2021,47,0,4,501.32
5,101,1326,06/02/2021,19,0,11,9874.15
2,117,1909,16/02/2021,19,1,8,7181.2
6,140,2078,24/02/2021,16,0,4,418.32
5,89,1069,02/02/2021,55,0,5,28.450000000000003
2,109,1484,11/02/2021,55,0,8,45.52
3,93,1682,03/02/2021,55,0,7,39.830000000000005
6,91,1815,13/02/2021,55,1,5,28.450000000000003
4,146,1199,26/02/2021,1,0,10,33.3
7,139,1874,23/02/2021,1,0,5,16.65
5,122,1551,17/02/2021,53,0,9,24.21
4,130,1144,20/02/2021,59,0,11,49.5
1,138,1302,23/02/2021,59,0,9,40.5
5,144,1541,25/02/2021,59,0,9,40.5
7,145,2130,25/02/2021,59,0,7,31.5
7,14,1991,20/02/2021,15,1,10,55.0
7,133,1994,20/02/2021,15,1,5,27.5
4,118,1910,16/02/2021,9,1,1,2.69
6,111,1247,11/02/2021,10,0,3,14.61
3,127,1272,19/02/2021,10,1,2,9.74
3,5,1971,05/02/2021,10,0,2,9.74
5,102,2086,09/02/2021,10,0,4,19.48
2,117,1909,16/02/2021,11,1,2,19.98
4,52,1996,20/02/2021,11,0,3,29.97
3,96,2109,03/02/2021,11,1,2,19.98
5,114,1418,13/02/2021,28,0,3,23.4
1,131,1993,20/02/2021,28,0,10,78.0
3,30,2046,06/02/2021,28,0,10,78.0
2,142,2077,24/02/2021,28,0,3,23.4
4,66,2111,03/02/2021,28,0,5,39.0
7,145,2130,25/02/2021,28,0,7,54.6
3,104,1475,09/02/2021,7,0,1,2.65
2,102,1867,06/02/2021,7,0,9,23.849999999999998
6,140,2078,24/02/2021,7,0,7,18.55
2,41,1068,02/02/2021,54,1,10,25.5
3,5,1971,05/02/2021,54,0,3,7.6499999999999995
5,110,1485,11/02/2021,49,0,10,26.5
1,129,1641,20/02/2021,49,0,9,23.849999999999998
4,118,1910,16/02/2021,49,1,5,13.25
3,98,2024,05/02/2021,38,0,4,11.2
7,100,2047,06/02/2021,38,0,5,14.0
5,144,1541,25/02/2021,30,0,11,43.67
5,119,1542,16/02/2021,30,0,6,23.82
4,116,1816,13/02/2021,30,0,2,7.94
3,96,2109,03/02/2021,30,1,9,35.730000000000004
7,108,1345,10/02/2021,60,1,11,56.87
3,5,1971,05/02/2021,60,0,8,41.36
5,132,1145,20/02/2021,21,0,11,65.89
2,109,1484,11/02/2021,21,0,2,11.98
5,136,1498,20/02/2021,21,0,7,41.93
7,100,2047,06/02/2021,21,0,11,65.89
7,145,2130,25/02/2021,21,0,7,41.93
3,127,1272,19/02/2021,3,1,5,32.25
3,120,1662,17/02/2021,3,0,9,58.050000000000004
1,115,1419,13/02/2021,39,0,8,52.16
4,52,1996,20/02/2021,39,0,11,71.72
4,146,1199,26/02/2021,44,0,10,68.89999999999999
3,141,1295,24/02/2021,44,0,10,68.89999999999999
5,101,1326,06/02/2021,44,0,8,55.12
6,113,1420,13/02/2021,44,0,4,27.56
5,122,1551,17/02/2021,44,0,9,62.01
1,149,1195,26/02/2021,4,0,11,78.53999999999999
4,137,1873,23/02/2021,4,1,9,64.25999999999999
1,131,1993,20/02/2021,4,0,5,35.699999999999996
1,138,1302,23/02/2021,40,0,6,45.0
5,136,1498,20/02/2021,40,0,11,82.5
3,93,1682,03/02/2021,40,0,7,52.5
6,91,1815,13/02/2021,40,1,11,82.5
4,137,1873,23/02/2021,40,1,4,30.0
1,149,1195,26/02/2021,51,0,7,54.6
3,103,1474,09/02/2021,51,1,9,70.2
1,148,1198,26/02/2021,2,0,5,216.29999999999998
1,129,1641,20/02/2021,2,0,1,43.26
6,86,1067,02/02/2021,34,0,4,359.88
4,147,1197,26/02/2021,34,0,5,449.85
6,124,1775,18/02/2021,34,0,5,449.85
3,30,2046,06/02/2021,34,0,9,809.73
5,122,1551,17/02/2021,22,0,9,53.910000000000004
6,121,1620,17/02/2021,22,1,8,47.92
6,124,1775,18/02/2021,22,0,1,5.99
5,125,1777,18/02/2021,22,0,10,59.900000000000006
2,142,2077,24/02/2021,22,0,2,11.98
5,102,2086,09/02/2021,22,0,3,17.97
2,109,1484,11/02/2021,33,0,7,139.58
2,102,1867,06/02/2021,33,0,1,19.94
6,91,1213,03/02/2021,8,0,10,458.9
5,101,1326,06/02/2021,8,0,9,413.01
5,136,1498,20/02/2021,8,0,4,183.56
5,122,1551,17/02/2021,8,0,3,137.67000000000002
1,138,1302,23/02/2021,42,0,10,1687.6
7,88,1730,02/02/2021,42,1,2,337.52
6,113,1420,13/02/2021,52,0,3,196.46999999999997
3,28,1196,26/02/2021,58,0,2,259.98
1,115,1419,13/02/2021,50,0,6,476.76
6,113,1420,13/02/2021,50,0,4,317.84
5,125,1777,18/02/2021,50,0,11,874.06
2,102,1867,06/02/2021,50,0,7,556.2199999999999
5,144,1541,25/02/2021,6,0,2,31.28
3,98,2024,05/02/2021,6,0,1,15.64
6,112,2059,13/02/2021,6,0,5,78.2
3,95,2108,03/02/2021,6,0,9,140.76
6,143,2129,25/02/2021,6,1,4,62.56
4,130,1144,20/02/2021,13,0,10,869.9
7,135,1992,20/02/2021,13,0,9,782.91
6,86,1067,02/02/2021,17,0,9,3212.91
4,116,1816,13/02/2021,17,0,4,1427.96
5,102,2086,09/02/2021,17,0,7,2498.9300000000003
4,116,1816,13/02/2021,26,0,1,459.67
6,86,1067,02/02/2021,56,0,8,3610.16
1,107,1472,09/02/2021,56,0,2,902.54
3,104,1475,09/02/2021,56,0,6,2707.62
1,129,1641,20/02/2021,56,0,1,451.27
4,97,1567,19/02/2021,27,0,11,3272.5
7,135,1992,20/02/2021,27,0,7,2082.5
3,98,2024,05/02/2021,27,0,8,2380.0
3,105,1473,09/02/2021,12,0,2,795.08
5,136,1498,20/02/2021,18,0,6,3945.2999999999997
6,113,1420,13/02/2021,23,0,8,6476.48
7,134,1497,20/02/2021,23,0,4,3238.24
4,118,1910,16/02/2021,23,1,5,4047.7999999999997
6,217,1306,24/03/2021,14,0,6,360.42
4,218,1351,25/03/2021,14,0,9,540.63
4,44,1357,23/03/2021,14,0,5,300.35
5,162,1755,04/03/2021,14,1,4,240.28
6,128,1814,13/03/2021,14,1,5,300.35
2,89,2079,13/03/2021,14,0,8,480.56
5,29,2081,13/03/2021,14,0,8,480.56
3,243,1310,31/03/2021,31,1,6,226.5
5,12,1614,19/03/2021,31,0,7,264.25
3,127,1667,27/03/2021,31,0,7,264.25
3,214,1760,21/03/2021,31,0,5,188.75
1,66,1836,28/03/2021,31,1,9,339.75
5,157,1960,06/03/2021,31,0,7,264.25
4,180,2003,10/03/2021,31,0,5,188.75
5,154,1270,02/03/2021,45,1,2,193.64
2,80,1381,02/03/2021,45,1,11,1065.02
1,153,1382,02/03/2021,45,0,4,387.28
5,62,1617,19/03/2021,45,0,11,1065.02
4,186,1653,12/03/2021,45,0,1,96.82
3,151,1716,23/03/2021,45,0,2,193.64
1,225,1821,26/03/2021,45,0,11,1065.02
7,227,2070,26/03/2021,45,0,1,96.82
3,205,1125,18/03/2021,29,0,7,303.03
7,134,1533,18/03/2021,29,0,3,129.87
3,183,1709,10/03/2021,29,0,2,86.58
7,3,1342,21/03/2021,35,1,3,62.61
2,191,1635,13/03/2021,35,0,5,104.35000000000001
5,162,1755,04/03/2021,35,1,3,62.61
2,49,1807,31/03/2021,35,1,8,166.96
2,233,1837,28/03/2021,35,0,7,146.09
2,232,1839,28/03/2021,35,0,10,208.70000000000002
4,152,1744,19/03/2021,57,0,8,125.52
4,54,1936,04/03/2021,57,1,3,47.07
1,115,2062,11/03/2021,57,0,5,78.45
2,164,1094,04/03/2021,36,0,5,44.0
1,152,1271,02/03/2021,36,1,2,17.6
6,217,1306,24/03/2021,36,0,8,70.4
5,215,1433,23/03/2021,36,0,7,61.60000000000001
6,4,1468,13/03/2021,36,0,4,35.2
2,242,1494,31/03/2021,36,0,11,96.80000000000001
5,12,1614,19/03/2021,36,0,2,17.6
2,194,1810,13/03/2021,36,0,3,26.400000000000002
1,234,2121,30/03/2021,36,1,6,52.800000000000004
6,166,1093,04/03/2021,48,0,10,26.0
5,85,1243,19/03/2021,48,0,2,5.2
4,180,1278,26/03/2021,48,1,1,2.6
2,73,1282,28/03/2021,48,1,7,18.2
2,70,1305,24/03/2021,48,1,8,20.8
7,142,1678,05/03/2021,48,0,3,7.800000000000001
4,178,1710,10/03/2021,48,0,4,10.4
2,224,2120,30/03/2021,48,0,8,20.8
2,239,1097,31/03/2021,5,0,5,50.0
7,226,1279,26/03/2021,5,1,6,60.0
2,242,1494,31/03/2021,5,0,9,90.0
5,168,1668,30/03/2021,5,1,3,30.0
4,208,1746,19/03/2021,5,0,1,10.0
7,179,1203,10/03/2021,32,1,3,59.97
2,42,1292,16/03/2021,32,0,9,179.91
4,115,1349,25/03/2021,32,0,5,99.94999999999999
4,203,1370,17/03/2021,32,0,10,199.89999999999998
5,168,1668,30/03/2021,32,1,8,159.92
7,182,1204,10/03/2021,37,0,4,1057.84
6,200,1363,17/03/2021,37,1,7,1851.2199999999998
4,152,1744,19/03/2021,37,0,9,2380.14
5,213,1762,21/03/2021,37,0,2,528.92
4,60,1813,13/03/2021,37,0,5,1322.3
1,66,1836,28/03/2021,37,1,5,1322.3
2,177,1087,08/03/2021,20,0,8,4503.2
2,24,1367,17/03/2021,20,0,11,6191.9
6,174,1538,06/03/2021,20,0,3,1688.6999999999998
6,183,1808,13/03/2021,20,0,1,562.9
4,54,1936,04/03/2021,20,1,3,1688.6999999999998
1,221,1348,25/03/2021,25,1,4,1857.16
2,24,1367,17/03/2021,25,0,11,5107.1900000000005
7,142,1650,30/03/2021,25,0,4,1857.16
3,127,1667,27/03/2021,25,0,4,1857.16
4,152,1744,19/03/2021,25,0,6,2785.7400000000002
2,233,1837,28/03/2021,25,0,4,1857.16
3,172,1961,06/03/2021,25,0,9,4178.610000000001
7,238,2131,31/03/2021,25,0,2,928.58
2,80,1381,02/03/2021,47,1,10,1253.3
5,192,1466,13/03/2021,47,0,11,1378.6299999999999
2,242,1494,31/03/2021,47,0,3,375.99
6,128,1814,13/03/2021,47,1,4,501.32
2,168,1863,05/03/2021,47,0,9,1127.97
4,54,1936,04/03/2021,47,1,3,375.99
2,163,1938,04/03/2021,47,0,7,877.31
3,17,1201,10/03/2021,41,0,5,3026.95
7,3,1342,21/03/2021,41,1,5,3026.95
1,173,1539,06/03/2021,41,0,1,605.39
5,62,1617,19/03/2021,41,0,6,3632.34
3,127,1667,27/03/2021,41,0,7,4237.73
5,55,2138,02/03/2021,41,1,6,3632.34
5,84,1229,07/03/2021,19,1,11,9874.15
3,193,1465,13/03/2021,19,0,3,2692.95
6,175,1591,06/03/2021,19,0,4,3590.6
1,175,1959,06/03/2021,19,1,3,2692.95
2,224,2120,30/03/2021,19,0,11,9874.15
2,42,1292,16/03/2021,16,0,11,1150.3799999999999
6,73,1311,13/03/2021,16,0,7,732.06
7,3,1342,21/03/2021,16,1,4,418.32
4,54,1448,25/03/2021,16,0,4,418.32
3,40,1499,17/03/2021,16,0,1,104.58
4,149,1500,17/03/2021,16,1,1,104.58
1,173,1539,06/03/2021,16,0,5,522.9
2,171,1544,05/03/2021,16,0,11,1150.3799999999999
4,163,1700,07/03/2021,16,0,7,732.06
4,60,1813,13/03/2021,16,0,10,1045.8
3,160,1972,03/03/2021,16,0,2,209.16
2,224,2120,30/03/2021,16,0,3,313.74
3,199,1362,17/03/2021,55,0,4,22.76
4,157,1513,03/03/2021,55,1,5,28.450000000000003
3,183,1709,10/03/2021,55,0,11,62.59
3,151,1716,23/03/2021,55,0,1,5.69
5,207,1745,19/03/2021,55,0,2,11.38
2,49,1807,31/03/2021,55,1,2,11.38
7,190,2080,13/03/2021,55,1,6,34.14
4,195,2170,13/03/2021,55,0,6,34.14
2,239,1097,31/03/2021,53,0,2,5.38
1,152,1271,02/03/2021,53,1,9,24.21
4,157,1513,03/03/2021,53,1,7,18.83
2,191,1635,13/03/2021,53,0,9,24.21
3,183,1709,10/03/2021,53,0,3,8.07
3,151,1716,23/03/2021,53,0,1,2.69
4,152,1744,19/03/2021,53,0,6,16.14
6,235,1848,30/03/2021,53,0,4,10.76
7,228,2069,26/03/2021,53,0,2,5.38
5,4,1123,18/03/2021,59,0,2,9.0
1,152,1271,02/03/2021,59,1,10,45.0
7,161,1512,03/03/2021,59,0,11,49.5
4,185,2060,11/03/2021,59,1,6,27.0
4,156,2140,02/03/2021,59,0,6,27.0
2,239,1097,31/03/2021,15,0,8,44.0
2,171,1544,05/03/2021,15,0,1,5.5
5,213,1762,21/03/2021,15,0,6,33.0
6,128,1814,13/03/2021,15,1,5,27.5
2,232,1839,28/03/2021,15,0,5,27.5
3,172,1961,06/03/2021,15,0,5,27.5
2,224,2120,30/03/2021,15,0,5,27.5
5,85,1243,19/03/2021,9,0,10,26.9
4,60,1813,13/03/2021,9,0,5,13.45
6,152,2061,11/03/2021,9,0,9,24.21
2,156,2156,24/03/2021,9,1,8,21.52
1,159,1214,03/03/2021,10,0,8,38.96
2,212,1343,21/03/2021,10,1,11,53.57
3,193,1465,13/03/2021,10,0,9,43.83
5,237,1476,31/03/2021,10,0,6,29.22
1,102,1611,10/03/2021,10,0,9,43.83
6,176,1701,07/03/2021,10,0,8,38.96
3,183,1709,10/03/2021,10,0,6,29.22
1,167,1862,05/03/2021,10,0,1,4.87
7,165,1937,04/03/2021,10,0,5,24.35
4,203,1370,17/03/2021,11,0,3,29.97
7,161,1512,03/03/2021,11,0,2,19.98
7,142,1650,30/03/2021,11,0,9,89.91
3,187,1774,12/03/2021,11,0,1,9.99
5,236,1805,31/03/2021,11,1,10,99.9
7,165,1937,04/03/2021,11,0,9,89.91
4,185,2060,11/03/2021,11,1,6,59.94
5,130,2154,24/03/2021,11,1,6,59.94
2,164,1094,04/03/2021,28,0,9,70.2
6,210,1096,20/03/2021,28,1,6,46.8
1,153,1382,02/03/2021,28,0,10,78.0
7,229,1838,28/03/2021,28,0,8,62.4
7,51,1886,26/03/2021,28,0,2,15.6
2,163,1938,04/03/2021,28,0,10,78.0
5,136,1088,08/03/2021,7,0,11,29.15
2,239,1097,31/03/2021,7,0,3,7.949999999999999
4,54,1448,25/03/2021,7,0,5,13.25
7,219,1449,25/03/2021,7,0,10,26.5
7,214,1450,25/03/2021,7,0,2,5.3
2,49,1807,31/03/2021,7,1,4,10.6
6,101,1364,17/03/2021,54,0,11,28.049999999999997
5,62,1617,19/03/2021,54,0,7,17.849999999999998
6,176,1701,07/03/2021,54,0,5,12.75
2,69,1885,26/03/2021,54,1,1,2.55
5,151,2139,02/03/2021,54,1,5,12.75
7,198,1143,17/03/2021,49,0,5,13.25
7,179,1203,10/03/2021,49,1,8,21.2
1,102,1611,10/03/2021,49,0,9,23.849999999999998
2,191,1635,13/03/2021,49,0,8,21.2
3,211,1761,21/03/2021,49,0,1,2.65
1,66,1836,28/03/2021,49,1,7,18.55
4,230,1840,28/03/2021,49,0,6,15.899999999999999
2,69,1885,26/03/2021,49,1,2,5.3
7,206,1126,18/03/2021,38,0,9,25.2
6,244,1218,31/03/2021,38,0,7,19.599999999999998
1,221,1348,25/03/2021,38,1,3,8.399999999999999
4,184,1455,11/03/2021,38,0,3,8.399999999999999
3,193,1465,13/03/2021,38,0,4,11.2
4,152,1744,19/03/2021,38,0,5,14.0
2,224,2068,26/03/2021,38,0,9,25.2
5,29,2081,13/03/2021,38,0,2,5.6
2,155,2162,02/03/2021,38,0,8,22.4
6,166,1093,04/03/2021,30,0,4,15.88
4,178,1710,10/03/2021,30,0,5,19.85
7,188,1817,25/03/2021,30,1,6,23.82
5,107,2063,11/03/2021,30,0,9,35.730000000000004
6,101,1364,17/03/2021,43,0,3,14.61
7,3,1607,26/03/2021,43,0,10,48.7
3,187,1774,12/03/2021,43,0,2,9.74
6,152,2061,11/03/2021,43,0,7,34.09
6,46,2155,24/03/2021,43,1,11,53.57
4,195,2170,13/03/2021,43,0,4,19.48
1,173,1539,06/03/2021,60,0,8,41.36
5,162,1755,04/03/2021,60,1,10,51.7
6,198,1834,28/03/2021,60,0,8,41.36
7,227,2070,26/03/2021,60,0,2,10.34
