CreatedDate,Id,IsDeleted,AccountId,IsPrivate,Name,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,PushCount,LastStageChangeDate,FiscalQuarter,FiscalYear,Fiscal,ContactId,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,StageName
21/04/2022,0068d000002Ora0AAC,FALSE,0018d000007K0P2AAK,FALSE,evolve extensible users,143090,10,14309,169,29/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DCAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWdEAAW,,,,,,,Negotiation/Review
12/03/2022,0068d000002Ora1AAC,FALSE,0018d000007K0OnAAK,FALSE,whiteboard turn-key e-tailers,512340,10,51234,886,25/03/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D9AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWaxAAG,,,,,,,Prospecting
04/03/2022,0068d000002Ora2AAC,FALSE,0018d000007K0PAAA0,FALSE,leverage sticky infomediaries,951230,60,570738,1646,08/10/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D2AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWayAAG,,,,,,,Closed Won
04/02/2022,0068d000002Ora3AAC,FALSE,0018d000007K0PIAA0,FALSE,transform scalable infomediaries,619330,0,0,566,14/02/2022,,,,TRUE,FALSE,Omitted,Omitted,,TRUE,01s8d00000325vsAAA,0058d000002C3D3AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWazAAG,,,,,,,Closed Won
30/09/2022,0068d000002Ora4AAC,FALSE,0018d000007K0O8AAK,FALSE,expedite bleeding-edge mindshare,146280,50,73140,212,10/10/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CzAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWeAAAW,,,,,,,Closed Won
25/08/2022,0068d000002Ora5AAC,FALSE,0018d000007K0OKAA0,FALSE,redefine dynamic content,672460,75,504345,1053,04/09/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D2AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWb0AAG,,,,,,,Closed Lost
02/04/2022,0068d000002Ora7AAC,FALSE,0018d000007K0P2AAK,FALSE,orchestrate cross-media markets,432650,60,259590,785,20/06/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CzAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWb2AAG,,,,,,,Prospecting
29/11/2022,0068d000002Ora8AAC,FALSE,0018d000007K0OpAAK,FALSE,generate next-generation web-readiness,1009800,90,908820,1550,09/12/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D0AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWb3AAG,,,,,,,Closed Lost
22/04/2022,0068d000002Ora9AAC,FALSE,0018d000007K0NhAAK,FALSE,leverage intuitive e-tailers,324210,100,324210,549,02/05/2022,,,,TRUE,TRUE,Closed,Closed,,TRUE,01s8d00000325vsAAA,0058d000002C3DCAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWdFAAW,,,,,,,Closed Won
08/03/2022,0068d000002OraAAAS,FALSE,0018d000007K0OgAAK,FALSE,facilitate plug-and-play ROI,319330,50,159665,337,09/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DCAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWeBAAW,,,,,,,Closed Won
01/04/2022,0068d000002OraBAAS,FALSE,0018d000007K0P8AAK,FALSE,grow leading-edge systems,582030,60,349218,1015,23/11/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DDAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWb4AAG,,,,,,,Negotiation/Review
02/03/2022,0068d000002OraCAAS,FALSE,0018d000007K0OrAAK,FALSE,revolutionize 24/365 applications,282000,70,197400,94,23/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DCAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWeCAAW,,,,,,,Closed Won
28/10/2022,0068d000002OraDAAS,FALSE,0018d000007K0OOAA0,FALSE,integrate robust infrastructures,306710,20,61342,407,12/11/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D2AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWdGAAW,,,,,,,Prospecting
27/03/2022,0068d000002OraEAAS,FALSE,0018d000007K0NqAAK,FALSE,streamline innovative experiences,573300,50,286650,673,17/10/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CxAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWb5AAG,,,,,,,Negotiation/Review
12/03/2022,0068d000002OraFAAS,FALSE,0018d000007K0OnAAK,FALSE,unleash enterprise action-items,303140,10,30314,457,26/03/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D4AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWeDAAW,,,,,,,Prospecting
20/09/2022,0068d000002OraGAAS,FALSE,0018d000007K0OoAAK,FALSE,incentivize dot-com experiences,519470,50,259735,879,30/09/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CwAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWdHAAW,,,,,,,Closed Won
07/02/2022,0068d000002OraHAAS,FALSE,0018d000007K0P9AAK,FALSE,seize ubiquitous ROI,576290,100,576290,646,17/02/2022,,,,TRUE,TRUE,Closed,Closed,,TRUE,01s8d00000325vsAAA,0058d000002C3DBAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWb6AAG,,,,,,,Closed Won
24/03/2022,0068d000002OraIAAS,FALSE,0018d000007K0NyAAK,FALSE,generate efficient communities,688760,90,619884,983,03/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002X3YhAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWb7AAG,,,,,,,Closed Won
04/03/2022,0068d000002OraJAAS,FALSE,0018d000007K0NxAAK,FALSE,engage ubiquitous platforms,391540,70,274078,613,19/08/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DCAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWb8AAG,,,,,,,Negotiation/Review
05/02/2022,0068d000002OraKAAS,FALSE,0018d000007K0PfAAK,FALSE,maximize B2B paradigms,207390,100,207390,279,15/02/2022,,,,TRUE,TRUE,Closed,Closed,,TRUE,01s8d00000325vsAAA,0058d000002C3CwAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWb9AAG,,,,,,,Closed Won
13/03/2022,0068d000002OraLAAS,FALSE,0018d000007WiGRAA0,FALSE,productize virtual web-readiness,151630,20,30326,257,23/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D7AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbAAAW,,,,,,,Closed Won
05/03/2022,0068d000002OraMAAS,FALSE,0018d000007K0NtAAK,FALSE,monetize extensible vortals,433250,10,43325,500,26/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002X3YhAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWeiAAG,,,,,,,Prospecting
26/06/2022,0068d000002OraNAAS,FALSE,0018d000007K0POAA0,FALSE,aggregate bricks-and-clicks synergies,546750,50,273375,770,06/07/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CxAAK,0058d000002C2lpAAC,24/05/2022 11:11,0058d000002C2lpAAC,24/05/2022 11:11,,0,24/05/2022 11:11,3,2022,2022 3,,24/05/2022 11:11,24/05/2022 11:11,FALSE,FALSE,0088d000009OWdIAAW,,,,,,,Closed Won
06/05/2022,0068d000002OraOAAS,FALSE,0018d000007K0NzAAK,FALSE,cultivate sexy communities,338900,10,33890,565,18/06/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D9AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWdJAAW,,,,,,,Value Proposition
04/12/2022,0068d000002OraPAAS,FALSE,0018d000007K0OfAAK,FALSE,envisioneer value-added deliverables,589500,50,294750,800,14/12/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CzAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWbBAAW,,,,,,,Closed Won
19/03/2022,0068d000002OraQAAS,FALSE,0018d000007K0NeAAK,FALSE,integrate sexy action-items,353360,20,70672,508,21/10/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D7AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWdKAAW,,,,,,,Value Proposition
07/03/2022,0068d000002OraRAAS,FALSE,0018d000007K0OqAAK,FALSE,target innovative users,328590,20,65718,522,23/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DAAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbCAAW,,,,,,,Closed Lost
02/05/2022,0068d000002OraSAAS,FALSE,0018d000007K0PdAAK,FALSE,utilize real-time markets,237070,20,47414,463,03/08/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DEAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWdLAAW,,,,,,,Closed Won
22/03/2022,0068d000002OraTAAS,FALSE,0018d000007K0OlAAK,FALSE,synthesize sexy bandwidth,316660,90,284994,359,29/12/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D5AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWeEAAW,,,,,,,Value Proposition
09/03/2022,0068d000002OraUAAS,FALSE,0018d000007K0OCAA0,FALSE,iterate scalable metrics,543730,70,380611,970,19/03/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C2lpAAC,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWbDAAW,,,,,,,Closed Won
22/05/2022,0068d000002OraVAAS,FALSE,0018d000007K0OVAA0,FALSE,drive front-end channels,150420,0,0,266,01/06/2022,,,,TRUE,FALSE,Omitted,Omitted,,TRUE,01s8d00000325vsAAA,0058d000002C3DDAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWejAAG,,,,,,,Closed Won
02/03/2022,0068d000002OraWAAS,FALSE,0018d000007K0OSAA0,FALSE,syndicate robust communities,594640,70,416248,881,04/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D3AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbEAAW,,,,,,,Closed Lost
05/03/2022,0068d000002OraXAAS,FALSE,0018d000007K0P8AAK,FALSE,engage end-to-end ROI,400830,70,280581,608,14/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3CwAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWekAAG,,,,,,,Closed Won
05/03/2022,0068d000002OraYAAS,FALSE,0018d000007K0OPAA0,FALSE,revolutionize clicks-and-mortar action-items,636170,70,445319,681,10/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002X3YlAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbFAAW,,,,,,,Closed Lost
22/01/2022,0068d000002OraaAAC,FALSE,0018d000007K0NeAAK,FALSE,synthesize dynamic relationships,1028220,100,1028220,1646,01/02/2022,,,,TRUE,TRUE,Closed,Closed,,TRUE,01s8d00000325vsAAA,0058d000002C3D5AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,1,2022,2022 1,,,,FALSE,FALSE,0088d000009OWbHAAW,,,,,,,Closed Lost
29/06/2022,0068d000002OrabAAC,FALSE,0018d000007WiGPAA0,FALSE,syndicate web-enabled vortals,483360,50,241680,547,09/07/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DAAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWbIAAW,,,,,,,Closed Lost
03/04/2022,0068d000002OracAAC,FALSE,0018d000007K0PZAA0,FALSE,repurpose one-to-one portals,367220,50,183610,658,09/07/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002X3YiAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWbJAAW,,,,,,,Negotiation/Review
08/03/2022,0068d000002OradAAC,FALSE,0018d000007K0NwAAK,FALSE,disintermediate dynamic content,213840,75,160380,257,18/04/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D3AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWelAAG,,,,,,,Closed Lost
18/05/2022,0068d000002OraeAAC,FALSE,0018d000007K0OrAAK,FALSE,drive intuitive portals,434310,100,434310,831,02/06/2022,,,,TRUE,TRUE,Closed,Closed,,TRUE,01s8d00000325vsAAA,0058d000002C3D3AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbKAAW,,,,,,,Negotiation/Review
26/07/2022,0068d000002OrafAAC,FALSE,0018d000007WiGNAA0,FALSE,implement magnetic e-business,248740,60,149244,279,05/08/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D6AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWdMAAW,,,,,,,Closed Lost
03/03/2022,0068d000002OragAAC,FALSE,0018d000007K0OZAA0,FALSE,revolutionize mission-critical communities,246400,75,184800,313,17/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002X3YkAAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbLAAW,,,,,,,Closed Won
01/05/2022,0068d000002OrahAAC,FALSE,0018d000007K0OxAAK,FALSE,enable 24/365 infrastructures,980120,90,882108,1450,21/07/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D8AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWbMAAW,,,,,,,Qualification
12/03/2022,0068d000002OraiAAC,FALSE,0018d000007K0NfAAK,FALSE,expedite e-business technologies,273750,60,164250,272,13/09/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DFAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWbNAAW,,,,,,,Closed Lost
04/03/2022,0068d000002OrajAAC,FALSE,0018d000007K0ONAA0,FALSE,mesh extensible channels,294000,75,220500,98,21/09/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D0AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,3,2022,2022 3,,,,FALSE,FALSE,0088d000009OWbOAAW,,,,,,,Negotiation/Review
30/04/2022,0068d000002OrakAAC,FALSE,0018d000007K0ODAA0,FALSE,orchestrate dot-com deliverables,377770,100,377770,580,03/12/2022,,,,TRUE,TRUE,Closed,Closed,,TRUE,01s8d00000325vsAAA,0058d000002C3D3AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,4,2022,2022 4,,,,FALSE,FALSE,0088d000009OWeFAAW,,,,,,,Closed Lost
04/04/2022,0068d000002OramAAC,FALSE,0018d000007K0OHAA0,FALSE,reintermediate next-generation portals,138990,50,69495,192,08/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D9AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbPAAW,,,,,,,Closed Won
08/05/2022,0068d000002OranAAC,FALSE,0018d000007K0PgAAK,FALSE,incubate sticky e-tailers,282380,70,197666,491,18/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3D7AAK,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWemAAG,,,,,,,Closed Lost
24/04/2022,0068d000002OrapAAC,FALSE,0018d000007K0NcAAK,FALSE,matrix revolutionary mindshare,380410,60,228246,585,04/05/2022,,,,FALSE,FALSE,Pipeline,Pipeline,,TRUE,01s8d00000325vsAAA,0058d000002C3DCAA0,0058d000002C2lpAAC,02/03/2022 16:11,0058d000002C2lpAAC,02/03/2022 16:11,,0,,2,2022,2022 2,,,,FALSE,FALSE,0088d000009OWbQAAW,,,,,,,Closed Won
